,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
02188,32,44.0,,45.3,,11.0,3.0,,,,,18.3,,1.5,26.7,,10.6,,,,,,,12.0,,13.3,,-21.0,-29.0,,,,,-13.7,,-30.5,-5.3,,-21.4,,,,,,,,False,,False,False,,,,,False,,False,True,,False,,,,,,
02195,2,0.0,,0.0,,0.0,0.0,,,,,0.8,,0.1,0.2,,0.0,0.2,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.2,,-1.9,-1.8,,-2.0,-1.8,,,,,,,True,,False,False,,,,,True,,True,True,,False,True,,,,,
02198,20,12.0,,12.1,,4.0,0.0,,,,,11.9,,0.2,4.1,,3.5,5.1,,,,,,-8.0,,-7.9,,-16.0,-20.0,,,,,-8.1,,-19.8,-15.9,,-16.5,-14.9,,,,,,,True,,False,False,,,,,False,,False,False,,False,False,,,,,
02220,15,16.0,,16.1,,5.0,0.0,,,,,12.9,,0.8,3.8,,5.6,26.5,,,,,,1.0,,1.1,,-10.0,-15.0,,,,,-2.1,,-14.2,-11.2,,-9.4,11.5,,,,,,,False,,False,False,,,,,False,,False,False,,False,False,,,,,
02230,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,True,,True,,,,,,
02240,5,8.0,,10.0,,4.0,0.0,,,,,4.4,,1.4,3.8,,2.9,,,,,,,3.0,,5.0,,-1.0,-5.0,,,,,-0.6,,-3.6,-1.2,,-2.1,,,,,,,,False,,True,False,,,,,True,,False,True,,True,,,,,,
02261,26,20.0,,10.5,,5.0,2.0,,,,,53.2,,2.0,7.3,,19.2,,,,,,,-6.0,,-15.5,,-21.0,-24.0,,,,,27.2,,-24.0,-18.7,,-6.8,,,,,,,,False,,False,False,,,,,False,,False,False,,False,,,,,,
02275,4,16.0,,16.1,,2.0,0.0,,,,,5.5,,,2.3,,0.0,,,,,,,12.0,,12.1,,-2.0,-4.0,,,,,1.5,,,-1.7,,-4.0,,,,,,,,False,,True,True,,,,,True,,,True,,True,,,,,,
02282,13,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.5,,3.2,0.4,,,,,,-13.0,,-13.0,,-13.0,-13.0,,,,,-13.0,,,-12.5,,-9.8,-12.6,,,,,,,False,,False,False,,,,,False,,,True,,True,True,,,,,
02290,22,24.0,,12.0,,5.0,0.0,,,,,20.4,,4.4,15.2,,0.7,,,,,,,2.0,,-10.0,,-17.0,-22.0,,,,,-1.6,,-17.6,-6.8,,-21.3,,,,,,,,False,,False,False,,,,,True,,False,False,,False,,,,,,
04001,208,404.0,364.9,412.7,,399.0,609.0,,,,,293.6,,210.8,466.9,,578.4,378.1,,,,,,196.0,156.9,204.7,,191.0,401.0,,,,,85.6,,2.8,258.9,,370.4,170.1,,,,,,True,False,,True,False,,,,,True,,True,False,,False,True,,,,,
04003,245,308.0,1193.8,290.5,,231.0,211.0,,,,,550.1,,63.8,248.6,,165.5,231.3,,,,,,63.0,948.8,45.5,,-14.0,-34.0,,,,,305.1,,-181.2,3.6,,-79.5,-13.7,,,,,,False,True,,True,True,,,,,False,,False,True,,False,True,,,,,
04005,316,448.0,1590.7,428.1,,311.0,271.0,,,,,269.2,,255.0,372.2,,140.0,397.5,159.0,,,,,132.0,1274.7,112.1,,-5.0,-45.0,,,,,-46.8,,-61.0,56.2,,-176.0,81.5,-157.0,,,,,False,True,,True,True,,,,,True,,True,True,,False,True,False,,,,
04007,226,332.0,787.5,341.4,,289.0,414.0,,,,,388.2,,224.5,229.6,,200.7,288.6,,,,,,106.0,561.5,115.4,,63.0,188.0,,,,,162.2,,-1.5,3.6,,-25.3,62.6,,,,,,False,False,,True,False,,,,,False,,True,True,,True,True,,,,,
04009,217,244.0,,272.5,,227.0,358.0,,,,,251.2,,153.5,194.0,,194.1,491.4,,,,,,27.0,,55.5,,10.0,141.0,,,,,34.2,,-63.5,-23.0,,-22.9,274.4,,,,,,,False,,True,False,,,,,False,,False,True,,True,False,,,,,
04011,1,8.0,,3.4,,7.0,0.0,,,,,27.0,,0.1,4.7,,22.5,7.9,,,,,,7.0,,2.4,,6.0,-1.0,,,,,26.0,,-0.9,3.7,,21.5,6.9,,,,,,,True,,True,True,,,,,False,,True,True,,False,True,,,,,
04012,42,24.0,,24.4,,23.0,5.0,,,,,35.5,,0.5,25.8,,96.6,30.0,,,,,,-18.0,,-17.6,,-19.0,-37.0,,,,,-6.5,,-41.5,-16.2,,54.6,-12.0,,,,,,,True,,False,False,,,,,True,,False,True,,False,True,,,,,
04013,10311,25000.0,46803.1,22847.7,18598.2,15059.0,10714.0,,,,,14952.7,,18848.0,13844.1,,13667.0,14514.1,8686.0,,,,,14689.0,36492.1,12536.7,8287.2,4748.0,403.0,,,,,4641.7,,8537.0,3533.1,,3356.0,4203.1,-1625.0,,,,,False,True,True,True,True,,,,,True,,True,True,,True,True,True,,,,
04015,597,640.0,3654.0,675.0,,490.0,289.0,,,,,749.5,,372.8,509.3,,480.3,1136.0,325.0,,,,,43.0,3057.0,78.0,,-107.0,-308.0,,,,,152.5,,-224.2,-87.7,,-116.7,539.0,-272.0,,,,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,,
04017,286,452.0,1614.5,471.9,390.8,423.0,332.0,,,,,255.4,,188.6,256.6,,1046.6,487.3,,,,,,166.0,1328.5,185.9,104.8,137.0,46.0,,,,,-30.6,,-97.4,-29.4,,760.6,201.3,,,,,,False,False,True,True,True,,,,,True,,True,True,,False,False,,,,,
04019,4114,5012.0,13153.0,5042.0,4849.7,4384.0,3224.0,,,,,4082.7,,4602.1,4160.2,,4848.5,3054.6,3237.0,,,,,898.0,9039.0,928.0,735.7,270.0,-890.0,,,,,-31.3,,488.1,46.2,,734.5,-1059.4,-877.0,,,,,False,False,True,True,True,,,,,True,,True,True,,True,False,True,,,,
04021,1583,812.0,3577.5,883.0,771.2,540.0,376.0,,,,,585.1,,243.3,500.1,,449.3,620.9,332.0,,,,,-771.0,1994.5,-700.0,-811.8,-1043.0,-1207.0,,,,,-997.9,,-1339.7,-1082.9,,-1133.7,-962.1,-1251.0,,,,,False,True,False,False,False,,,,,False,,False,False,,False,False,False,,,,
04023,146,192.0,,165.3,,159.0,154.0,,,,,132.3,,61.4,192.8,,547.2,118.7,,,,,,46.0,,19.3,,13.0,8.0,,,,,-13.7,,-84.6,46.8,,401.2,-27.3,,,,,,,True,,True,True,,,,,True,,False,False,,False,True,,,,,
04025,374,808.0,2085.7,809.2,,696.0,730.0,,,,,1379.8,,578.8,677.2,,716.2,588.6,272.0,,,,,434.0,1711.7,435.2,,322.0,356.0,,,,,1005.8,,204.8,303.2,,342.2,214.6,-102.0,,,,,False,False,,True,True,,,,,False,,True,True,,True,True,True,,,,
04027,801,1736.0,3684.0,1738.8,1753.9,1584.0,1501.0,,,,,798.0,,600.3,1002.9,,1864.6,2183.8,715.0,,,,,935.0,2883.0,937.8,952.9,783.0,700.0,,,,,-3.0,,-200.7,201.9,,1063.6,1382.8,-86.0,,,,,False,False,False,True,True,,,,,True,,True,True,,False,False,True,,,,
05001,82,72.0,,94.4,,74.0,34.0,,,,,157.2,,20.6,72.4,,70.0,219.2,,,,,,-10.0,,12.4,,-8.0,-48.0,,,,,75.2,,-61.4,-9.6,,-12.0,137.2,,,,,,,False,,True,False,,,,,False,,False,True,,False,False,,,,,
05003,68,336.0,,337.0,,336.0,518.0,,,,,220.7,,372.4,244.8,,298.5,393.0,,,,,,268.0,,269.0,,268.0,450.0,,,,,152.7,,304.4,176.8,,230.5,325.0,,,,,,,False,,False,False,,,,,True,,False,True,,True,False,,,,,
05005,76,44.0,,36.8,,30.0,80.0,,,,,158.4,,14.2,27.6,,17.8,33.2,,,,,,-32.0,,-39.2,,-46.0,4.0,,,,,82.4,,-61.8,-48.4,,-58.2,-42.8,,,,,,,False,,False,True,,,,,False,,False,False,,False,False,,,,,
05007,844,1040.0,790.9,1010.7,,833.0,887.0,,,,,982.1,,414.2,888.2,,953.6,770.1,541.0,,,,,196.0,-53.1,166.7,,-11.0,43.0,,,,,138.1,,-429.8,44.2,,109.6,-73.9,-303.0,,,,,True,True,,True,True,,,,,True,,False,True,,True,True,False,,,,
05009,185,184.0,,166.0,,169.0,283.0,,,,,384.8,,88.5,148.2,,121.1,441.2,,,,,,-1.0,,-19.0,,-16.0,98.0,,,,,199.8,,-96.5,-36.8,,-63.9,256.2,,,,,,,False,,False,False,,,,,False,,False,False,,False,False,,,,,
05011,117,176.0,,181.7,,164.0,215.0,,,,,121.7,,113.2,150.2,,426.4,102.9,,,,,,59.0,,64.7,,47.0,98.0,,,,,4.7,,-3.8,33.2,,309.4,-14.1,,,,,,,False,,True,False,,,,,True,,True,True,,False,True,,,,,
05013,9,12.0,,12.4,,9.0,0.0,,,,,17.6,,,1.6,,18.9,,,,,,,3.0,,3.4,,0.0,-9.0,,,,,8.6,,,-7.4,,9.9,,,,,,,,False,,True,False,,,,,False,,,False,,False,,,,,,
05015,133,64.0,,58.9,,46.0,17.0,,,,,105.8,,18.2,48.7,,15.9,92.1,,,,,,-69.0,,-74.1,,-87.0,-116.0,,,,,-27.2,,-114.8,-84.3,,-117.1,-40.9,,,,,,,False,,False,False,,,,,True,,False,False,,False,True,,,,,
05017,243,828.0,,952.3,,467.0,612.0,,,,,142.8,,304.1,385.4,,176.1,565.8,,,,,,585.0,,709.3,,224.0,369.0,,,,,-100.2,,61.1,142.4,,-66.9,322.8,,,,,,,False,,True,True,,,,,True,,True,True,,True,True,,,,,
05019,78,100.0,,93.9,,75.0,83.0,,,,,105.9,,17.7,64.1,,53.4,193.5,,,,,,22.0,,15.9,,-3.0,5.0,,,,,27.9,,-60.3,-13.9,,-24.6,115.5,,,,,,,True,,True,True,,,,,False,,False,True,,False,False,,,,,
05021,73,100.0,,103.5,,92.0,89.0,,,,,83.2,,109.7,91.7,,40.5,58.7,,,,,,27.0,,30.5,,19.0,16.0,,,,,10.2,,36.7,18.7,,-32.5,-14.3,,,,,,,False,,True,True,,,,,True,,False,True,,False,True,,,,,
05023,72,60.0,,64.2,,40.0,26.0,,,,,54.7,,43.8,67.7,,20.4,33.9,,,,,,-12.0,,-7.8,,-32.0,-46.0,,,,,-17.3,,-28.2,-4.3,,-51.6,-38.1,,,,,,,True,,False,False,,,,,False,,False,True,,False,False,,,,,
05025,44,120.0,,121.9,,119.0,139.0,,,,,47.0,,19.0,79.4,,1411.5,134.9,,,,,,76.0,,77.9,,75.0,95.0,,,,,3.0,,-25.0,35.4,,1367.5,90.9,,,,,,,False,,True,False,,,,,True,,True,True,,False,False,,,,,
05027,101,112.0,,111.2,,85.0,150.0,,,,,176.0,,13.0,62.4,,41.1,98.2,,,,,,11.0,,10.2,,-16.0,49.0,,,,,75.0,,-88.0,-38.6,,-59.9,-2.8,,,,,,,True,,False,False,,,,,False,,False,False,,False,True,,,,,
05029,66,64.0,,71.7,,55.0,51.0,,,,,105.2,,34.9,54.9,,45.0,113.3,,,,,,-2.0,,5.7,,-11.0,-15.0,,,,,39.2,,-31.1,-11.1,,-21.0,47.3,,,,,,,False,,False,False,,,,,False,,False,False,,False,False,,,,,
05031,686,928.0,1123.8,941.6,,936.0,1377.0,,,,,905.9,,508.4,663.4,,1054.2,1062.0,,,,,,242.0,437.8,255.6,,250.0,691.0,,,,,219.9,,-177.6,-22.6,,368.2,376.0,,,,,,False,False,,False,False,,,,,True,,True,True,,False,False,,,,,
05033,351,392.0,682.5,396.3,,356.0,356.0,,,,,87.9,,174.1,287.2,,349.5,408.0,,,,,,41.0,331.5,45.3,,5.0,5.0,,,,,-263.1,,-176.9,-63.8,,-1.5,57.0,,,,,,False,False,,True,True,,,,,False,,False,False,,True,False,,,,,
05035,352,640.0,,632.1,,508.0,768.0,,,,,307.2,,234.6,425.3,,440.4,574.9,,,,,,288.0,,280.1,,156.0,416.0,,,,,-44.8,,-117.4,73.3,,88.4,222.9,,,,,,,True,,True,False,,,,,True,,True,True,,True,True,,,,,
05037,108,132.0,,127.5,,126.0,244.0,,,,,115.6,,41.6,76.1,,127.5,228.7,,,,,,24.0,,19.5,,18.0,136.0,,,,,7.6,,-66.4,-31.9,,19.5,120.7,,,,,,,True,,True,False,,,,,True,,False,False,,True,False,,,,,
05039,75,20.0,,34.6,,22.0,32.0,,,,,30.8,,24.7,22.6,,4.6,,,,,,,-55.0,,-40.4,,-53.0,-43.0,,,,,-44.2,,-50.3,-52.4,,-70.4,,,,,,,,True,,True,True,,,,,True,,True,True,,False,,,,,,
05041,60,192.0,,190.1,,168.0,352.0,,,,,123.2,,103.8,133.3,,270.8,132.6,,,,,,132.0,,130.1,,108.0,292.0,,,,,63.2,,43.8,73.3,,210.8,72.6,,,,,,,True,,True,False,,,,,True,,True,True,,False,True,,,,,
05043,113,172.0,,173.6,,160.0,220.0,,,,,160.2,,146.6,144.2,,165.7,150.3,,,,,,59.0,,60.6,,47.0,107.0,,,,,47.2,,33.6,31.2,,52.7,37.3,,,,,,,False,,True,False,,,,,True,,True,True,,True,True,,,,,
05045,480,400.0,1190.0,402.8,,368.0,234.0,,,,,756.1,,307.8,356.9,,373.0,745.2,,,,,,-80.0,710.0,-77.2,,-112.0,-246.0,,,,,276.1,,-172.2,-123.1,,-107.0,265.2,,,,,,False,True,,False,False,,,,,False,,False,False,,False,False,,,,,
05047,56,84.0,,78.3,,75.0,71.0,,,,,152.0,,52.3,73.6,,46.6,249.8,,,,,,28.0,,22.3,,19.0,15.0,,,,,96.0,,-3.7,17.6,,-9.4,193.8,,,,,,,True,,True,True,,,,,False,,True,True,,True,False,,,,,
05049,44,52.0,,48.4,,47.0,67.0,,,,,62.1,,12.7,36.2,,4136.7,46.5,,,,,,8.0,,4.4,,3.0,23.0,,,,,18.1,,-31.3,-7.8,,4092.7,2.5,,,,,,,True,,True,False,,,,,False,,False,True,,False,True,,,,,
05051,509,620.0,856.6,695.1,,625.0,394.0,,,,,1048.9,,691.2,524.7,,632.5,1975.5,,,,,,111.0,347.6,186.1,,116.0,-115.0,,,,,539.9,,182.2,15.7,,123.5,1466.5,,,,,,False,False,,False,False,,,,,False,,False,True,,False,False,,,,,
05053,68,44.0,,28.1,,24.0,12.0,,,,,85.5,,10.0,35.7,,22.2,17.6,,,,,,-24.0,,-39.9,,-44.0,-56.0,,,,,17.5,,-58.0,-32.3,,-45.8,-50.4,,,,,,,False,,False,False,,,,,True,,False,False,,False,False,,,,,
05055,187,456.0,,452.3,,411.0,688.0,,,,,413.9,,339.5,314.0,,269.9,480.1,,,,,,269.0,,265.3,,224.0,501.0,,,,,226.9,,152.5,127.0,,82.9,293.1,,,,,,,True,,True,False,,,,,True,,True,True,,True,False,,,,,
05057,96,128.0,,136.7,,103.0,115.0,,,,,179.4,,44.9,93.3,,53.2,124.6,,,,,,32.0,,40.7,,7.0,19.0,,,,,83.4,,-51.1,-2.7,,-42.8,28.6,,,,,,,False,,True,True,,,,,False,,False,True,,False,True,,,,,
05059,211,316.0,,550.5,,256.0,30.0,,,,,369.8,,272.5,328.8,,31.3,167.9,,,,,,105.0,,339.5,,45.0,-181.0,,,,,158.8,,61.5,117.8,,-179.7,-43.1,,,,,,,False,,True,False,,,,,False,,True,False,,False,True,,,,,
05061,99,168.0,,176.7,,121.0,154.0,,,,,123.6,,91.4,154.6,,29.4,87.5,,,,,,69.0,,77.7,,22.0,55.0,,,,,24.6,,-7.6,55.6,,-69.6,-11.5,,,,,,,False,,True,True,,,,,True,,True,True,,False,True,,,,,
05063,314,588.0,,593.9,,567.0,549.0,,,,,489.8,,498.7,463.4,,784.1,691.8,,,,,,274.0,,279.9,,253.0,235.0,,,,,175.8,,184.7,149.4,,470.1,377.8,,,,,,,False,,True,True,,,,,True,,True,True,,False,False,,,,,
05065,61,32.0,,31.5,,32.0,47.0,,,,,71.2,,10.9,31.5,,97.1,43.9,,,,,,-29.0,,-29.5,,-29.0,-14.0,,,,,10.2,,-50.1,-29.5,,36.1,-17.1,,,,,,,False,,False,True,,,,,True,,False,False,,False,True,,,,,
05067,86,204.0,,214.2,,177.0,421.0,,,,,76.3,,998.1,103.5,,26.7,153.5,,,,,,118.0,,128.2,,91.0,335.0,,,,,-9.7,,912.1,17.5,,-59.3,67.5,,,,,,,False,,True,False,,,,,True,,False,True,,True,True,,,,,
05069,722,816.0,397.3,804.2,,778.0,887.0,,,,,778.1,,572.8,625.2,,1006.2,787.3,,,,,,94.0,-324.7,82.2,,56.0,165.0,,,,,56.1,,-149.2,-96.8,,284.2,65.3,,,,,,False,True,,True,False,,,,,True,,False,False,,False,True,,,,,
05071,114,184.0,,171.8,,132.0,87.0,,,,,146.4,,53.9,110.2,,162.3,156.7,,,,,,70.0,,57.8,,18.0,-27.0,,,,,32.4,,-60.1,-3.8,,48.3,42.7,,,,,,,True,,True,True,,,,,True,,True,True,,True,True,,,,,
05073,22,16.0,,12.2,,12.0,11.0,,,,,35.7,,13.2,7.3,,2.2,14.2,,,,,,-6.0,,-9.8,,-10.0,-11.0,,,,,13.7,,-8.8,-14.7,,-19.8,-7.8,,,,,,,False,,False,False,,,,,False,,False,False,,False,False,,,,,
05075,55,108.0,,108.7,,96.0,124.0,,,,,158.2,,43.0,94.1,,61.0,98.8,,,,,,53.0,,53.7,,41.0,69.0,,,,,103.2,,-12.0,39.1,,6.0,43.8,,,,,,,False,,True,False,,,,,False,,True,True,,True,True,,,,,
05077,117,32.0,,40.6,,37.0,0.0,,,,,32.3,,2.1,54.2,,199.6,154.4,,,,,,-85.0,,-76.4,,-80.0,-117.0,,,,,-84.7,,-114.9,-62.8,,82.6,37.4,,,,,,,True,,True,False,,,,,True,,False,True,,True,True,,,,,
05079,542,176.0,,149.2,,142.0,,,,,,116.3,,42.9,123.7,,167.1,225.0,,,,,,-366.0,,-392.8,,-400.0,,,,,,-425.7,,-499.1,-418.3,,-374.9,-317.0,,,,,,,False,,False,,,,,,False,,False,False,,False,True,,,,,
05081,120,112.0,,96.4,,108.0,150.0,,,,,193.1,,74.1,104.8,,19.5,117.3,,,,,,-8.0,,-23.6,,-12.0,30.0,,,,,73.1,,-45.9,-15.2,,-100.5,-2.7,,,,,,,False,,False,False,,,,,False,,False,False,,False,True,,,,,
05083,118,444.0,,415.3,,416.0,1152.0,,,,,227.6,,404.5,267.5,,501.9,332.0,,,,,,326.0,,297.3,,298.0,1034.0,,,,,109.6,,286.5,149.5,,383.9,214.0,,,,,,,True,,True,False,,,,,True,,True,True,,False,True,,,,,
05085,259,368.0,423.4,353.1,,338.0,341.0,,,,,441.2,,130.9,253.2,,194.5,415.2,,,,,,109.0,164.4,94.1,,79.0,82.0,,,,,182.2,,-128.1,-5.8,,-64.5,156.2,,,,,,False,True,,True,True,,,,,False,,False,True,,True,False,,,,,
05087,38,64.0,,58.0,,44.0,35.0,,,,,51.7,,2.7,38.1,,47.0,82.6,,,,,,26.0,,20.0,,6.0,-3.0,,,,,13.7,,-35.3,0.1,,9.0,44.6,,,,,,,True,,True,True,,,,,True,,False,True,,True,False,,,,,
05089,26,8.0,,9.2,,8.0,15.0,,,,,15.9,,9.7,14.5,,7.8,8.6,,,,,,-18.0,,-16.8,,-18.0,-11.0,,,,,-10.1,,-16.3,-11.5,,-18.2,-17.4,,,,,,,True,,False,True,,,,,True,,True,True,,False,True,,,,,
05091,144,204.0,,189.5,,173.0,189.0,,,,,348.9,,101.6,164.6,,116.9,127.1,,,,,,60.0,,45.5,,29.0,45.0,,,,,204.9,,-42.4,20.6,,-27.1,-16.9,,,,,,,True,,True,True,,,,,False,,True,True,,True,True,,,,,
05093,423,920.0,,912.9,,905.0,1260.0,,,,,736.9,,968.5,776.8,,1319.3,613.4,,,,,,497.0,,489.9,,482.0,837.0,,,,,313.9,,545.5,353.8,,896.3,190.4,,,,,,,True,,True,False,,,,,True,,False,True,,False,True,,,,,
05095,42,28.0,,26.5,,23.0,28.0,,,,,54.5,,21.8,26.5,,20.2,19.9,,,,,,-14.0,,-15.5,,-19.0,-14.0,,,,,12.5,,-20.2,-15.5,,-21.8,-22.1,,,,,,,False,,False,False,,,,,True,,False,False,,False,False,,,,,
05097,85,36.0,,33.2,,23.0,0.0,,,,,52.3,,5.9,22.4,,20.2,,,,,,,-49.0,,-51.8,,-62.0,-85.0,,,,,-32.7,,-79.1,-62.6,,-64.8,,,,,,,,False,,False,False,,,,,True,,False,False,,False,,,,,,
05099,29,32.0,,33.1,,26.0,0.0,,,,,37.1,,10.8,46.6,,16.2,36.3,,,,,,3.0,,4.1,,-3.0,-29.0,,,,,8.1,,-18.2,17.6,,-12.8,7.3,,,,,,,False,,False,False,,,,,False,,False,False,,False,False,,,,,
05101,36,36.0,,43.3,,22.0,41.0,,,,,57.4,,3.3,22.5,,6.7,,,,,,,0.0,,7.3,,-14.0,5.0,,,,,21.4,,-32.7,-13.5,,-29.3,,,,,,,,False,,False,False,,,,,False,,False,False,,False,,,,,,
05103,77,88.0,,89.9,,79.0,108.0,,,,,143.2,,50.1,73.8,,32.9,99.8,,,,,,11.0,,12.9,,2.0,31.0,,,,,66.2,,-26.9,-3.2,,-44.1,22.8,,,,,,,False,,True,False,,,,,False,,False,True,,False,False,,,,,
05105,15,4.0,,3.3,,4.0,0.0,,,,,25.3,,21.6,14.9,,11.5,3.1,,,,,,-11.0,,-11.7,,-11.0,-15.0,,,,,10.3,,6.6,-0.1,,-3.5,-11.9,,,,,,,False,,False,False,,,,,True,,True,True,,True,False,,,,,
05107,103,152.0,,154.1,,126.0,186.0,,,,,153.1,,93.0,127.4,,119.1,123.2,,,,,,49.0,,51.1,,23.0,83.0,,,,,50.1,,-10.0,24.4,,16.1,20.2,,,,,,,False,,True,False,,,,,False,,True,True,,True,True,,,,,
05109,82,96.0,,102.8,,94.0,102.0,,,,,130.4,,36.6,74.2,,122.6,,,,,,,14.0,,20.8,,12.0,20.0,,,,,48.4,,-45.4,-7.8,,40.6,,,,,,,,False,,True,False,,,,,False,,False,True,,False,,,,,,
05111,242,452.0,,435.6,,440.0,710.0,,,,,249.9,,383.4,355.9,,3291.2,443.0,,,,,,210.0,,193.6,,198.0,468.0,,,,,7.9,,141.4,113.9,,3049.2,201.0,,,,,,,True,,True,False,,,,,True,,True,True,,False,True,,,,,
05113,94,48.0,,43.2,,44.0,58.0,,,,,82.0,,17.0,43.3,,32.3,53.1,,,,,,-46.0,,-50.8,,-50.0,-36.0,,,,,-12.0,,-77.0,-50.7,,-61.7,-40.9,,,,,,,False,,False,True,,,,,True,,False,False,,False,True,,,,,
05115,526,528.0,882.5,502.1,,333.0,325.0,,,,,392.5,,171.1,320.8,,155.9,879.3,,,,,,2.0,356.5,-23.9,,-193.0,-201.0,,,,,-133.5,,-354.9,-205.2,,-370.1,353.3,,,,,,False,False,,False,False,,,,,False,,False,False,,False,False,,,,,
05117,31,108.0,,117.5,,88.0,80.0,,,,,84.4,,35.4,57.8,,594.1,100.9,,,,,,77.0,,86.5,,57.0,49.0,,,,,53.4,,4.4,26.8,,563.1,69.9,,,,,,,False,,True,True,,,,,True,,True,True,,False,True,,,,,
05119,1961,2708.0,3425.2,2595.5,2790.9,2697.0,5110.0,,,,,2101.0,,2685.5,2399.7,,32814.3,2129.9,2708.0,,,,,747.0,1464.2,634.5,829.9,736.0,3149.0,,,,,140.0,,724.5,438.7,,30853.3,168.9,747.0,,,,,False,True,False,True,False,,,,,True,,True,True,,False,True,False,,,,
05121,110,156.0,,163.1,,159.0,196.0,,,,,167.6,,101.0,120.5,,195.0,450.1,,,,,,46.0,,53.1,,49.0,86.0,,,,,57.6,,-9.0,10.5,,85.0,340.1,,,,,,,False,,False,False,,,,,False,,True,True,,False,False,,,,,
05123,171,304.0,,229.3,,283.0,495.0,,,,,202.0,,123.0,273.1,,307.6,295.1,,,,,,133.0,,58.3,,112.0,324.0,,,,,31.0,,-48.0,102.1,,136.6,124.1,,,,,,,True,,True,False,,,,,True,,True,True,,False,True,,,,,
05125,659,596.0,999.4,598.0,,594.0,592.0,,,,,882.6,,448.5,584.0,,613.7,541.0,,,,,,-63.0,340.4,-61.0,,-65.0,-67.0,,,,,223.6,,-210.5,-75.0,,-45.3,-118.0,,,,,,False,True,,False,False,,,,,False,,False,False,,True,False,,,,,
05127,31,68.0,,72.0,,68.0,65.0,,,,,68.0,,26.3,59.1,,458.2,128.3,,,,,,37.0,,41.0,,37.0,34.0,,,,,37.0,,-4.7,28.1,,427.2,97.3,,,,,,,False,,False,True,,,,,True,,True,True,,False,False,,,,,
05129,86,16.0,,16.8,,9.0,8.0,,,,,18.3,,4.3,5.6,,4.8,16.2,,,,,,-70.0,,-69.2,,-77.0,-78.0,,,,,-67.7,,-81.7,-80.4,,-81.2,-69.8,,,,,,,True,,False,False,,,,,True,,False,False,,False,True,,,,,
05131,850,1636.0,2216.2,1635.0,,1539.0,1903.0,,,,,1191.1,,1085.5,1230.5,,1434.0,1523.6,1687.0,,,,,786.0,1366.2,785.0,,689.0,1053.0,,,,,341.1,,235.5,380.5,,584.0,673.6,837.0,,,,,False,True,,True,False,,,,,True,,True,True,,True,True,False,,,,
05133,179,220.0,,202.0,,117.0,71.0,,,,,61.9,,62.5,181.0,,117.1,124.8,,,,,,41.0,,23.0,,-62.0,-108.0,,,,,-117.1,,-116.5,2.0,,-61.9,-54.2,,,,,,,True,,False,False,,,,,False,,False,True,,False,False,,,,,
05135,49,36.0,,37.4,,38.0,50.0,,,,,111.8,,6.7,39.4,,21.7,44.2,,,,,,-13.0,,-11.6,,-11.0,1.0,,,,,62.8,,-42.3,-9.6,,-27.3,-4.8,,,,,,,True,,True,True,,,,,False,,False,True,,False,True,,,,,
