,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,128.7,28.9,474.3,0.0,9.6,84.6,9579.0
COVIDhub-ensemble,3141,139.7,31.0,560.1,0.0,10.0,94.0,17195.0
USC-SI_kJalpha,2774,159.4,44.0,729.6,0.0,13.0,115.0,26031.0
CEID-Walk,3141,170.2,34.7,755.6,0.0,10.5,103.7,23639.2
COVIDhub-baseline,3141,173.2,34.0,781.5,0.0,10.0,102.0,22920.0
UCLA-SuEIR,2716,185.2,37.4,796.1,0.0,11.4,121.0,20384.6
LANL-GrowthRate,2951,198.0,50.2,745.6,0.0,16.5,134.4,24202.4
JHU_IDD-CovidSP,3139,224.4,50.8,810.0,0.0,14.5,166.8,29839.2
CU-select,3103,241.6,48.0,993.6,0.0,14.0,147.0,28263.0
RobertWalraven-ESG,3141,403.3,44.5,3579.4,0.0,12.3,145.4,161701.9
