,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
33015,288,217.0,216.5,,,,,68.0,31.4,89.5,130.9,,1273.7,-71.0,-71.5,,,,,-220.0,-256.6,-198.5,-157.1,,985.7,False,,,,,False,False,False,False,,False
33017,109,49.0,51.4,,,,,31.0,0.2,28.0,30.3,,0.0,-60.0,-57.6,,,,,-78.0,-108.8,-81.0,-78.7,,-109.0,True,,,,,False,False,False,False,,False
33019,12,14.0,,,,,,42.0,2.9,,,,0.0,2.0,,,,,,30.0,-9.1,,,,-12.0,,,,,,False,False,,,,False
34001,785,756.0,1326.5,,,,,501.0,249.6,506.4,604.8,,4512.5,-29.0,541.5,,,,,-284.0,-535.4,-278.6,-180.2,,3727.5,False,,,,,False,False,False,False,,False
34003,2012,924.0,65.2,,,,,715.0,282.8,2404.0,443.9,,93.2,-1088.0,-1946.8,,,,,-1297.0,-1729.2,392.0,-1568.1,,-1918.8,False,,,,,False,False,True,False,,False
34005,1169,560.0,654.6,,,,,575.0,97.5,396.6,537.3,,896.9,-609.0,-514.4,,,,,-594.0,-1071.5,-772.4,-631.7,,-272.1,True,,,,,True,False,False,False,,True
34007,1562,1036.0,1178.4,,,,,1412.0,209.6,443.8,1245.2,,656.9,-526.0,-383.6,,,,,-150.0,-1352.4,-1118.2,-316.8,,-905.1,True,,,,,True,False,False,True,,False
34009,323,140.0,161.6,,,,,114.0,24.5,162.2,90.9,,90.3,-183.0,-161.4,,,,,-209.0,-298.5,-160.8,-232.1,,-232.7,True,,,,,False,False,True,False,,False
34011,566,203.0,276.2,,,,,618.0,11.7,66.0,192.9,,12.6,-363.0,-289.8,,,,,52.0,-554.3,-500.0,-373.1,,-553.4,True,,,,,True,False,False,False,,False
34013,1508,819.0,382.2,,,,,1031.0,140.4,537.0,409.2,,0.0,-689.0,-1125.8,,,,,-477.0,-1367.6,-971.0,-1098.8,,-1508.0,False,,,,,True,False,False,False,,False
34015,1008,567.0,457.4,,,,,591.0,91.7,385.2,260.7,,340.6,-441.0,-550.6,,,,,-417.0,-916.3,-622.8,-747.3,,-667.4,False,,,,,True,False,False,False,,False
34017,1142,1204.0,339.8,,,,,932.0,,177.8,171.9,,420.6,62.0,-802.2,,,,,-210.0,,-964.2,-970.1,,-721.4,False,,,,,False,,False,False,,False
34019,169,49.0,244.8,,,,,69.0,,148.7,17.9,,4216.8,-120.0,75.8,,,,,-100.0,,-20.3,-151.1,,4047.8,True,,,,,True,,True,False,,False
34021,595,462.0,871.5,,,,,696.0,,282.8,373.7,,6778.5,-133.0,276.5,,,,,101.0,,-312.2,-221.3,,6183.5,False,,,,,True,,False,False,,False
34023,1533,1078.0,151.0,,,,,1088.0,,762.9,557.8,,494.2,-455.0,-1382.0,,,,,-445.0,,-770.1,-975.2,,-1038.8,False,,,,,True,,False,False,,False
34025,1397,1484.0,416.4,,,,,502.0,487.6,1631.1,1352.5,,301.9,87.0,-980.6,,,,,-895.0,-909.4,234.1,-44.5,,-1095.1,False,,,,,False,False,False,True,,False
34027,741,455.0,200.5,,,,,358.0,85.3,805.4,73.1,,584.8,-286.0,-540.5,,,,,-383.0,-655.7,64.4,-667.9,,-156.2,False,,,,,False,False,True,False,,True
34029,1667,952.0,596.1,,,,,675.0,199.2,870.9,493.2,,2023.6,-715.0,-1070.9,,,,,-992.0,-1467.8,-796.1,-1173.8,,356.6,False,,,,,False,False,False,False,,True
34031,1412,819.0,981.7,,,,,722.0,,494.9,535.2,,150.0,-593.0,-430.3,,,,,-690.0,,-917.1,-876.8,,-1262.0,True,,,,,False,,False,False,,False
34033,170,119.0,165.3,,,,,112.0,14.7,71.9,96.4,,2082.3,-51.0,-4.7,,,,,-58.0,-155.3,-98.1,-73.6,,1912.3,True,,,,,False,False,False,False,,False
34035,538,504.0,201.8,,,,,284.0,,550.9,103.3,,343.2,-34.0,-336.2,,,,,-254.0,,12.9,-434.7,,-194.8,False,,,,,False,,True,False,,False
34037,190,126.0,36.0,,,,,31.0,30.3,106.9,229.2,,118.9,-64.0,-154.0,,,,,-159.0,-159.7,-83.1,39.2,,-71.1,False,,,,,False,False,False,True,,False
34039,1097,525.0,367.6,,,,,827.0,,622.9,0.0,,87.9,-572.0,-729.4,,,,,-270.0,,-474.1,-1097.0,,-1009.1,False,,,,,True,,True,False,,False
34041,137,70.0,63.3,,,,,62.0,10.4,76.6,92.5,,14.5,-67.0,-73.7,,,,,-75.0,-126.6,-60.4,-44.5,,-122.5,False,,,,,False,False,True,True,,False
35001,2258,4991.0,3599.2,,,,,5198.0,7373.3,4017.5,4119.9,,6306.1,2733.0,1341.2,,,,,2940.0,5115.3,1759.5,1861.9,,4048.1,True,,,,,False,False,True,True,,False
35003,8,7.0,,,,,,0.0,0.1,,,,1.1,-1.0,,,,,,-8.0,-7.9,,,,-6.9,,,,,,False,False,,,,False
35005,603,259.0,116.8,,,,,371.0,47.8,424.3,,,405.4,-344.0,-486.2,,,,,-232.0,-555.2,-178.7,,,-197.6,False,,,,,True,False,True,,,True
35006,158,84.0,,,,,,122.0,9.2,67.8,,,1.5,-74.0,,,,,,-36.0,-148.8,-90.2,,,-156.5,,,,,,True,False,False,,,False
35007,13,14.0,,,,,,7.0,0.5,,,,2.7,1.0,,,,,,-6.0,-12.5,,,,-10.3,,,,,,False,False,,,,False
35009,404,378.0,,,,,,762.0,85.6,276.6,,,658.5,-26.0,,,,,,358.0,-318.4,-127.4,,,254.5,,,,,,False,False,False,,,False
35011,0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,True,,,,,
35013,1271,2170.0,3024.4,,,,,2502.0,2025.4,1837.6,2209.9,,1517.6,899.0,1753.4,,,,,1231.0,754.4,566.6,938.9,,246.6,False,,,,,False,True,True,False,,True
35015,402,245.0,284.9,,,,,629.0,86.7,203.1,,,219.1,-157.0,-117.1,,,,,227.0,-315.3,-198.9,,,-182.9,True,,,,,False,False,False,,,False
35017,43,105.0,,,,,,71.0,8.6,,,,2.6,62.0,,,,,,28.0,-34.4,,,,-40.4,,,,,,True,True,,,,True
35019,10,28.0,,,,,,4.0,1.6,,,,8.5,18.0,,,,,,-6.0,-8.4,,,,-1.5,,,,,,True,True,,,,True
35021,1,0.0,,,,,,0.0,0.0,,,,0.0,-1.0,,,,,,-1.0,-1.0,,,,-1.0,,,,,,False,True,,,,False
35023,20,42.0,,,,,,18.0,23.9,,,,12.2,22.0,,,,,,-2.0,3.9,,,,-7.8,,,,,,True,True,,,,True
35025,849,518.0,495.5,,,,,692.0,446.9,405.5,,,307.5,-331.0,-353.5,,,,,-157.0,-402.1,-443.5,,,-541.5,False,,,,,True,False,False,,,False
35027,141,84.0,,,,,,5.0,13.6,,,,254.9,-57.0,,,,,,-136.0,-127.4,,,,113.9,,,,,,False,False,,,,False
35028,14,21.0,,,,,,8.0,1.4,,,,0.6,7.0,,,,,,-6.0,-12.6,,,,-13.4,,,,,,True,False,,,,False
35029,199,154.0,,,,,,76.0,13.8,127.3,,,177.7,-45.0,,,,,,-123.0,-185.2,-71.7,,,-21.3,,,,,,False,False,False,,,True
35031,525,903.0,554.9,,,,,549.0,253.5,63.2,662.2,,0.0,378.0,29.9,,,,,24.0,-271.5,-461.8,137.2,,-525.0,True,,,,,True,True,False,True,,False
35033,3,7.0,,,,,,0.0,,,,,0.6,4.0,,,,,,-3.0,,,,,-2.4,,,,,,True,,,,,True
35035,130,189.0,270.9,,,,,81.0,129.3,120.1,,,499.1,59.0,140.9,,,,,-49.0,-0.7,-9.9,,,369.1,False,,,,,True,True,True,,,False
35037,44,56.0,,,,,,15.0,2.3,,,,2.1,12.0,,,,,,-29.0,-41.7,,,,-41.9,,,,,,False,False,,,,False
35039,173,406.0,,,,,,113.0,1076.8,162.8,,,156.1,233.0,,,,,,-60.0,903.8,-10.2,,,-16.9,,,,,,True,False,True,,,True
35041,126,56.0,,,,,,113.0,12.9,,,,145.3,-70.0,,,,,,-13.0,-113.1,,,,19.3,,,,,,True,False,,,,True
35043,361,588.0,280.4,,,,,558.0,522.9,356.2,527.1,,534.4,227.0,-80.6,,,,,197.0,161.9,-4.8,166.1,,173.4,True,,,,,True,True,True,True,,True
35045,395,994.0,396.2,,,,,566.0,404.6,279.5,469.3,,588.5,599.0,1.2,,,,,171.0,9.6,-115.5,74.3,,193.5,True,,,,,True,True,True,True,,True
35047,56,42.0,,,,,,322.0,6.1,,,,363.1,-14.0,,,,,,266.0,-49.9,,,,307.1,,,,,,False,False,,,,False
35049,450,553.0,418.9,,,,,771.0,547.2,784.0,,,626.5,103.0,-31.1,,,,,321.0,97.2,334.0,,,176.5,True,,,,,False,True,False,,,False
35051,19,35.0,,,,,,5.0,7.6,,,,515.6,16.0,,,,,,-14.0,-11.4,,,,496.6,,,,,,True,True,,,,False
35053,15,7.0,,,,,,32.0,9.1,,,,575.3,-8.0,,,,,,17.0,-5.9,,,,560.3,,,,,,False,True,,,,False
35055,52,119.0,,,,,,61.0,11.3,,,,7.9,67.0,,,,,,9.0,-40.7,,,,-44.1,,,,,,True,True,,,,True
35057,13,21.0,,,,,,21.0,6.5,,,,526.5,8.0,,,,,,8.0,-6.5,,,,513.5,,,,,,False,True,,,,False
35059,19,42.0,,,,,,3.0,1.4,,,,0.6,23.0,,,,,,-16.0,-17.6,,,,-18.4,,,,,,True,True,,,,True
35061,279,483.0,266.2,,,,,384.0,677.3,431.8,,,436.9,204.0,-12.8,,,,,105.0,398.3,152.8,,,157.9,True,,,,,True,False,True,,,True
36001,508,749.0,309.0,,,,,238.0,147.2,111.8,898.5,,38.1,241.0,-199.0,,,,,-270.0,-360.8,-396.2,390.5,,-469.9,True,,,,,False,False,False,False,,False
36003,21,35.0,,,,,,76.0,8.0,,,,0.5,14.0,,,,,,55.0,-13.0,,,,-20.5,,,,,,False,True,,,,False
36005,2975,0.0,,,,,,,,,,,,-2975.0,,,,,,,,,,,,,,,,,,,,,,
36007,473,490.0,357.1,,,,,125.0,64.6,287.8,439.2,,68.6,17.0,-115.9,,,,,-348.0,-408.4,-185.2,-33.8,,-404.4,False,,,,,False,False,False,False,,False
36009,82,49.0,53.1,,,,,94.0,12.8,107.8,,,1.0,-33.0,-28.9,,,,,12.0,-69.2,25.8,,,-81.0,True,,,,,True,False,True,,,False
36011,53,21.0,61.9,,,,,37.0,0.8,61.9,,,0.2,-32.0,8.9,,,,,-16.0,-52.2,8.9,,,-52.8,True,,,,,True,False,True,,,False
36013,277,168.0,178.3,,,,,460.0,11.8,284.6,,,10.7,-109.0,-98.7,,,,,183.0,-265.2,7.6,,,-266.3,True,,,,,False,False,True,,,False
36015,53,35.0,8.9,,,,,82.0,4.3,7.3,,,3847.9,-18.0,-44.1,,,,,29.0,-48.7,-45.7,,,3794.9,False,,,,,False,False,False,,,False
36017,51,112.0,,,,,,5.0,32.9,48.4,,,10.5,61.0,,,,,,-46.0,-18.1,-2.6,,,-40.5,,,,,,True,True,True,,,True
36019,41,21.0,30.1,,,,,58.0,3.4,6.8,,,0.0,-20.0,-10.9,,,,,17.0,-37.6,-34.2,,,-41.0,True,,,,,True,False,False,,,False
36021,84,42.0,212.9,,,,,4.0,2.1,38.7,39.2,,21.3,-42.0,128.9,,,,,-80.0,-81.9,-45.3,-44.8,,-62.7,False,,,,,False,False,False,False,,False
36023,34,70.0,,,,,,12.0,6.0,,,,38.0,36.0,,,,,,-22.0,-28.0,,,,4.0,,,,,,True,True,,,,True
36025,30,14.0,,,,,,0.0,2.6,,,,2102.9,-16.0,,,,,,-30.0,-27.4,,,,2072.9,,,,,,False,False,,,,False
36027,541,728.0,51.9,,,,,92.0,93.8,133.1,437.9,,178.5,187.0,-489.1,,,,,-449.0,-447.2,-407.9,-103.1,,-362.5,False,,,,,False,False,False,True,,False
36029,2196,2135.0,1548.5,,,,,2764.0,499.9,612.1,3416.7,,667.5,-61.0,-647.5,,,,,568.0,-1696.1,-1583.9,1220.7,,-1528.5,False,,,,,False,False,False,False,,False
36031,96,0.0,,,,,,9.0,2.9,,,,0.0,-96.0,,,,,,-87.0,-93.1,,,,-96.0,,,,,,True,True,,,,True
36033,19,35.0,0.1,,,,,9.0,1.7,,,,983.9,16.0,-18.9,,,,,-10.0,-17.3,,,,964.9,False,,,,,True,False,,,,False
36035,46,7.0,177.6,,,,,3.0,1.1,25.8,23.4,,0.0,-39.0,131.6,,,,,-43.0,-44.9,-20.2,-22.6,,-46.0,False,,,,,False,False,True,True,,False
36037,44,63.0,43.5,,,,,137.0,4.5,43.2,,,567.7,19.0,-0.5,,,,,93.0,-39.5,-0.8,,,523.7,True,,,,,False,False,True,,,False
36039,42,42.0,,,,,,0.0,3.6,9.5,,,0.1,0.0,,,,,,-42.0,-38.4,-32.5,,,-41.9,,,,,,False,False,False,,,False
36041,8,0.0,,,,,,0.0,0.1,,,,0.0,-8.0,,,,,,-8.0,-7.9,,,,-8.0,,,,,,False,True,,,,False
36043,102,112.0,113.8,,,,,1.0,10.7,190.0,,,1.8,10.0,11.8,,,,,-101.0,-91.3,88.0,,,-100.2,False,,,,,False,False,False,,,False
36045,50,63.0,25.0,,,,,1.0,9.0,50.1,,,59.8,13.0,-25.0,,,,,-49.0,-41.0,0.1,,,9.8,False,,,,,False,False,True,,,True
36047,4028,0.0,,,,,,,,,,,,-4028.0,,,,,,,,,,,,,,,,,,,,,,
36049,17,7.0,,,,,,0.0,3.9,,,,0.0,-10.0,,,,,,-17.0,-13.1,,,,-17.0,,,,,,False,False,,,,False
36051,31,84.0,81.1,,,,,82.0,7.9,45.6,,,101.4,53.0,50.1,,,,,51.0,-23.1,14.6,,,70.4,True,,,,,True,True,True,,,False
36053,92,56.0,89.6,,,,,10.0,7.8,39.5,39.0,,2588.9,-36.0,-2.4,,,,,-82.0,-84.2,-52.5,-53.0,,2496.9,True,,,,,False,False,False,False,,False
36055,1168,1610.0,1656.0,,,,,1034.0,364.6,792.7,1688.0,,831.0,442.0,488.0,,,,,-134.0,-803.4,-375.3,520.0,,-337.0,False,,,,,True,False,True,False,,True
36057,71,91.0,,,,,,1.0,0.7,61.4,,,27.1,20.0,,,,,,-70.0,-70.3,-9.6,,,-43.9,,,,,,False,False,True,,,False
36059,2521,2289.0,367.0,,,,,1172.0,852.0,3679.6,2640.4,,809.5,-232.0,-2154.0,,,,,-1349.0,-1669.0,1158.6,119.4,,-1711.5,False,,,,,False,False,False,True,,False
36061,2491,16877.0,,,,,,5163.0,,4073.5,12905.4,,31734.7,14386.0,,,,,,2672.0,,1582.5,10414.4,,29243.7,,,,,,True,,True,True,,False
36063,268,287.0,698.6,,,,,685.0,68.6,124.6,133.0,,44.7,19.0,430.6,,,,,417.0,-199.4,-143.4,-135.0,,-223.3,False,,,,,False,False,False,False,,False
36065,361,833.0,858.9,,,,,98.0,441.7,417.8,563.1,,6715.0,472.0,497.9,,,,,-263.0,80.7,56.8,202.1,,6354.0,False,,,,,True,True,True,True,,False
36067,702,1134.0,1660.4,,,,,422.0,238.3,515.3,785.3,,541.8,432.0,958.4,,,,,-280.0,-463.7,-186.7,83.3,,-160.2,False,,,,,True,False,True,True,,True
36069,77,196.0,202.1,,,,,138.0,49.0,227.7,74.5,,878.6,119.0,125.1,,,,,61.0,-28.0,150.7,-2.5,,801.6,False,,,,,True,True,False,True,,False
36071,583,637.0,33.1,,,,,300.0,271.5,83.1,555.7,,1047.2,54.0,-549.9,,,,,-283.0,-311.5,-499.9,-27.3,,464.2,False,,,,,False,False,False,True,,False
36073,22,7.0,,,,,,92.0,0.0,12.4,,,0.0,-15.0,,,,,,70.0,-22.0,-9.6,,,-22.0,,,,,,False,False,True,,,False
36075,96,70.0,348.2,,,,,17.0,9.2,145.5,,,53.4,-26.0,252.2,,,,,-79.0,-86.8,49.5,,,-42.6,False,,,,,False,False,False,,,False
36077,155,42.0,4.2,,,,,0.0,12.1,,,,0.8,-113.0,-150.8,,,,,-155.0,-142.9,,,,-154.2,False,,,,,False,False,,,,False
36079,138,203.0,140.4,,,,,5.0,34.3,110.6,199.8,,61.7,65.0,2.4,,,,,-133.0,-103.7,-27.4,61.8,,-76.3,True,,,,,False,False,True,True,,False
36081,3416,0.0,,,,,,,,,,,,-3416.0,,,,,,,,,,,,,,,,,,,,,,
36083,208,399.0,128.4,,,,,91.0,126.1,143.4,445.4,,190.7,191.0,-79.6,,,,,-117.0,-81.9,-64.6,237.4,,-17.3,True,,,,,True,True,True,False,,True
36085,848,0.0,,,,,,,,,,,,-848.0,,,,,,,,,,,,,,,,,,,,,,
36087,598,588.0,56.8,,,,,271.0,137.1,284.9,807.8,,215.9,-10.0,-541.2,,,,,-327.0,-460.9,-313.1,209.8,,-382.1,False,,,,,False,False,False,False,,False
36089,51,84.0,8.2,,,,,5.0,8.7,9.3,,,4541.7,33.0,-42.8,,,,,-46.0,-42.3,-41.7,,,4490.7,False,,,,,False,False,False,,,False
36091,242,280.0,85.8,,,,,98.0,36.6,170.3,450.9,,113.7,38.0,-156.2,,,,,-144.0,-205.4,-71.7,208.9,,-128.3,False,,,,,False,False,False,False,,False
36093,389,378.0,106.2,,,,,106.0,124.1,222.0,320.3,,665.1,-11.0,-282.8,,,,,-283.0,-264.9,-167.0,-68.7,,276.1,False,,,,,False,False,False,False,,False
36095,10,0.0,,,,,,0.0,2.4,,,,0.0,-10.0,,,,,,-10.0,-7.6,,,,-10.0,,,,,,False,True,,,,True
36097,11,7.0,,,,,,7.0,0.2,,,,844.0,-4.0,,,,,,-4.0,-10.8,,,,833.0,,,,,,False,False,,,,False
36099,24,28.0,,,,,,24.0,5.9,,,,811.5,4.0,,,,,,0.0,-18.1,,,,787.5,,,,,,True,False,,,,False
36101,39,42.0,7.8,,,,,134.0,2.6,31.9,32.0,,30.2,3.0,-31.2,,,,,95.0,-36.4,-7.1,-7.0,,-8.8,False,,,,,False,False,False,False,,False
36103,2760,3171.0,627.8,,,,,1419.0,937.9,1924.7,5945.5,,1297.8,411.0,-2132.2,,,,,-1341.0,-1822.1,-835.3,3185.5,,-1462.2,False,,,,,False,False,False,False,,False
36105,70,63.0,142.0,,,,,23.0,4.7,12.7,34.5,,2165.4,-7.0,72.0,,,,,-47.0,-65.3,-57.3,-35.5,,2095.4,False,,,,,False,False,False,False,,False
36107,42,63.0,,,,,,28.0,5.9,52.1,,,16.0,21.0,,,,,,-14.0,-36.1,10.1,,,-26.0,,,,,,True,False,True,,,False
36109,122,112.0,1.6,,,,,62.0,18.9,10.3,,,5.2,-10.0,-120.4,,,,,-60.0,-103.1,-111.7,,,-116.8,False,,,,,False,False,False,,,False
36111,299,315.0,48.8,,,,,26.0,44.5,36.0,562.6,,14.4,16.0,-250.2,,,,,-273.0,-254.5,-263.0,263.6,,-284.6,False,,,,,False,False,False,False,,False
36113,39,84.0,21.3,,,,,32.0,5.3,11.6,122.3,,0.5,45.0,-17.7,,,,,-7.0,-33.7,-27.4,83.3,,-38.5,True,,,,,True,True,True,False,,True
36115,19,7.0,33.9,,,,,47.0,0.0,4.2,1.9,,0.0,-12.0,14.9,,,,,28.0,-19.0,-14.8,-17.1,,-19.0,False,,,,,False,False,False,False,,False
36117,63,154.0,119.5,,,,,50.0,43.7,197.0,,,13.7,91.0,56.5,,,,,-13.0,-19.3,134.0,,,-49.3,True,,,,,True,True,False,,,True
36119,1702,1701.0,569.4,,,,,1247.0,497.6,682.2,2466.6,,2292.4,-1.0,-1132.6,,,,,-455.0,-1204.4,-1019.8,764.6,,590.4,False,,,,,False,False,False,False,,False
36121,22,21.0,,,,,,85.0,0.4,18.7,,,752.0,-1.0,,,,,,63.0,-21.6,-3.3,,,730.0,,,,,,False,False,False,,,False
36123,11,21.0,,,,,,22.0,3.7,,,,0.3,10.0,,,,,,11.0,-7.3,,,,-10.7,,,,,,False,True,,,,False
37001,1707,1701.0,1930.4,,,,,1269.0,509.5,940.2,1390.1,,2383.7,-6.0,223.4,,,,,-438.0,-1197.5,-766.8,-316.9,,676.7,False,,,,,False,False,False,False,,False
37003,220,378.0,,,,,,276.0,250.3,351.7,,,942.6,158.0,,,,,,56.0,30.3,131.7,,,722.6,,,,,,True,True,True,,,False
37005,160,70.0,,,,,,20.0,14.8,,,,201.9,-90.0,,,,,,-140.0,-145.2,,,,41.9,,,,,,False,False,,,,True
37007,232,448.0,,,,,,182.0,199.0,155.0,,,686.0,216.0,,,,,,-50.0,-33.0,-77.0,,,454.0,,,,,,True,True,True,,,False
37009,158,70.0,,,,,,56.0,22.2,,,,1259.4,-88.0,,,,,,-102.0,-135.8,,,,1101.4,,,,,,False,False,,,,False
37011,191,168.0,,,,,,73.0,74.4,,,,8.1,-23.0,,,,,,-118.0,-116.6,,,,-182.9,,,,,,False,False,,,,False
37013,496,357.0,,,,,,340.0,196.5,469.9,,,347.4,-139.0,,,,,,-156.0,-299.5,-26.1,,,-148.6,,,,,,False,False,True,,,False
37015,307,133.0,,,,,,100.0,26.8,18.2,,,744.1,-174.0,,,,,,-207.0,-280.2,-288.8,,,437.1,,,,,,False,False,False,,,False
37017,293,350.0,,,,,,393.0,56.8,167.1,,,306.5,57.0,,,,,,100.0,-236.2,-125.9,,,13.5,,,,,,False,False,False,,,True
37019,506,1176.0,1610.6,,,,,1279.0,473.3,1181.9,,,1431.0,670.0,1104.6,,,,,773.0,-32.7,675.9,,,925.0,False,,,,,False,True,False,,,False
37021,1563,1841.0,2559.1,,,,,2988.0,1284.0,2055.4,1622.4,,8723.9,278.0,996.1,,,,,1425.0,-279.0,492.4,59.4,,7160.9,False,,,,,False,False,False,True,,False
37023,633,812.0,2656.4,,,,,1292.0,191.7,331.5,591.8,,303.3,179.0,2023.4,,,,,659.0,-441.3,-301.5,-41.2,,-329.7,False,,,,,False,False,False,True,,False
37025,1500,2254.0,2480.5,,,,,2741.0,1036.1,1764.9,1668.3,,4477.5,754.0,980.5,,,,,1241.0,-463.9,264.9,168.3,,2977.5,False,,,,,False,True,True,True,,False
37027,727,1071.0,1190.3,,,,,816.0,291.2,697.1,,,1070.9,344.0,463.3,,,,,89.0,-435.8,-29.9,,,343.9,False,,,,,True,False,True,,,True
37029,57,63.0,,,,,,26.0,58.0,,,,6.5,6.0,,,,,,-31.0,1.0,,,,-50.5,,,,,,False,True,,,,False
37031,405,280.0,306.6,,,,,2701.0,73.2,831.7,,,28.0,-125.0,-98.4,,,,,2296.0,-331.8,426.7,,,-377.0,True,,,,,False,False,False,,,False
37033,93,126.0,,,,,,82.0,49.4,72.4,,,927.2,33.0,,,,,,-11.0,-43.6,-20.6,,,834.2,,,,,,True,False,True,,,False
37035,1264,2051.0,2034.6,,,,,2276.0,1150.6,1402.1,2054.9,,882.1,787.0,770.6,,,,,1012.0,-113.4,138.1,790.9,,-381.9,True,,,,,False,True,True,False,,True
37037,438,413.0,583.0,,,,,429.0,57.3,260.6,262.3,,723.9,-25.0,145.0,,,,,-9.0,-380.7,-177.4,-175.7,,285.9,False,,,,,True,False,False,False,,False
37039,379,399.0,,,,,,132.0,74.6,194.4,,,18.2,20.0,,,,,,-247.0,-304.4,-184.6,,,-360.8,,,,,,False,False,False,,,False
37041,194,105.0,,,,,,76.0,11.0,,,,619.3,-89.0,,,,,,-118.0,-183.0,,,,425.3,,,,,,False,False,,,,False
37043,70,77.0,,,,,,21.0,12.9,,,,301.2,7.0,,,,,,-49.0,-57.1,,,,231.2,,,,,,False,False,,,,False
37045,1024,1057.0,1020.2,,,,,1467.0,1422.5,1119.4,,,1998.1,33.0,-3.8,,,,,443.0,398.5,95.4,,,974.1,True,,,,,False,False,False,,,False
37047,488,602.0,574.0,,,,,1154.0,231.9,183.7,463.0,,1605.0,114.0,86.0,,,,,666.0,-256.1,-304.3,-25.0,,1117.0,True,,,,,False,False,False,True,,False
37049,668,322.0,529.6,,,,,597.0,156.0,386.3,,,24.0,-346.0,-138.4,,,,,-71.0,-512.0,-281.7,,,-644.0,True,,,,,True,False,True,,,False
37051,2443,2310.0,2607.1,,,,,5276.0,1779.7,1803.0,3657.1,,3829.9,-133.0,164.1,,,,,2833.0,-663.3,-640.0,1214.1,,1386.9,False,,,,,False,False,False,False,,False
37053,80,105.0,,,,,,87.0,14.8,,,,780.0,25.0,,,,,,7.0,-65.2,,,,700.0,,,,,,True,False,,,,False
37055,98,259.0,,,,,,41.0,127.4,578.7,,,1313.1,161.0,,,,,,-57.0,29.4,480.7,,,1215.1,,,,,,True,True,False,,,False
37057,896,1148.0,1234.9,,,,,1476.0,732.5,1049.6,923.6,,3199.4,252.0,338.9,,,,,580.0,-163.5,153.6,27.6,,2303.4,False,,,,,False,True,True,True,,False
37059,230,154.0,,,,,,205.0,2.3,212.4,,,5.1,-76.0,,,,,,-25.0,-227.7,-17.6,,,-224.9,,,,,,True,False,True,,,False
37061,484,490.0,721.2,,,,,1079.0,152.6,172.6,352.9,,132.1,6.0,237.2,,,,,595.0,-331.4,-311.4,-131.1,,-351.9,False,,,,,False,False,False,False,,False
37063,2088,3934.0,6230.2,,,,,3633.0,1435.1,1864.1,5500.4,,3209.6,1846.0,4142.2,,,,,1545.0,-652.9,-223.9,3412.4,,1121.6,False,,,,,True,True,True,False,,True
37065,639,350.0,440.6,,,,,584.0,169.2,221.4,319.9,,348.1,-289.0,-198.4,,,,,-55.0,-469.8,-417.6,-319.1,,-290.9,True,,,,,True,False,False,False,,False
37067,2196,3500.0,1895.5,,,,,3272.0,1973.4,1881.9,3280.3,,9240.7,1304.0,-300.5,,,,,1076.0,-222.6,-314.1,1084.3,,7044.7,True,,,,,True,True,True,True,,False
37069,521,700.0,671.0,,,,,575.0,265.7,563.2,1223.4,,1040.8,179.0,150.0,,,,,54.0,-255.3,42.2,702.4,,519.8,True,,,,,True,False,True,False,,False
37071,2067,3129.0,5474.6,,,,,4105.0,4379.4,2211.4,2991.6,,2431.8,1062.0,3407.6,,,,,2038.0,2312.4,144.4,924.6,,364.8,False,,,,,False,False,True,True,,True
37073,74,7.0,,,,,,26.0,5.0,,,,474.4,-67.0,,,,,,-48.0,-69.0,,,,400.4,,,,,,True,False,,,,False
37075,68,0.0,,,,,,14.0,3.5,,,,0.0,-68.0,,,,,,-54.0,-64.5,,,,-68.0,,,,,,True,True,,,,False
37077,567,567.0,306.3,,,,,542.0,109.4,225.4,524.3,,851.5,0.0,-260.7,,,,,-25.0,-457.6,-341.6,-42.7,,284.5,False,,,,,False,False,False,False,,False
37079,206,350.0,,,,,,169.0,14.3,115.2,,,94.6,144.0,,,,,,-37.0,-191.7,-90.8,,,-111.4,,,,,,True,False,True,,,True
37081,3200,3962.0,7469.7,,,,,4011.0,1505.4,3090.4,7742.4,,8266.4,762.0,4269.7,,,,,811.0,-1694.6,-109.6,4542.4,,5066.4,False,,,,,False,False,True,False,,False
