,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,54.7,13.6,167.7,0.0,4.4,40.0,3141.5
COVIDhub-ensemble,3141,57.0,14.0,198.6,0.0,4.0,40.0,5950.0
OliverWyman-Navigator,2413,62.4,15.0,220.2,0.0,5.4,45.0,7094.0
COVIDhub-baseline,3141,67.2,14.0,316.3,0.0,5.0,44.0,12401.0
CEID-Walk,3141,67.8,14.7,320.9,0.0,4.8,44.0,12915.7
LANL-GrowthRate,2951,69.0,22.3,168.2,0.0,7.6,59.5,2427.2
UCLA-SuEIR,2820,73.3,15.3,314.9,0.0,5.0,46.2,9845.3
USC-SI_kJalpha,2781,77.0,17.0,349.9,0.0,6.0,51.0,11138.0
JHU_IDD-CovidSP,3139,77.6,19.6,200.7,0.0,5.6,59.8,3858.3
RobertWalraven-ESG,3141,80.4,18.6,242.3,0.0,5.7,57.9,5641.8
CU-select,3097,82.3,19.0,320.3,0.0,6.0,55.0,8377.0
UVA-Ensemble,2781,90.6,15.6,417.3,0.0,4.8,50.0,12704.8
IowaStateLW-STEM,3103,98.9,17.0,483.7,0.0,5.0,55.0,11258.0
PandemicCentral-USCounty,3055,116.1,28.0,659.8,0.0,9.0,77.0,29203.0
