,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,93.4,20.8,341.2,0.0,7.1,61.3,7853.7
COVIDhub-ensemble,3141,98.2,21.0,416.2,0.0,7.0,67.0,15228.0
OliverWyman-Navigator,2467,123.6,25.0,742.4,0.0,9.0,80.0,34698.0
RobertWalraven-ESG,3141,128.0,31.1,420.6,0.0,8.7,95.3,10628.1
UCLA-SuEIR,2847,133.8,27.4,641.4,0.0,8.7,84.0,24629.8
COVIDhub-baseline,3141,134.5,25.0,672.7,0.0,8.0,75.0,22959.0
CEID-Walk,3141,137.0,25.0,687.4,0.0,7.6,79.1,23759.5
IowaStateLW-STEM,3103,138.7,29.0,533.9,0.0,9.0,91.0,13024.0
LANL-GrowthRate,2951,139.7,36.0,654.4,0.0,12.2,98.9,20982.3
JHU_IDD-CovidSP,3139,142.2,34.4,392.0,0.0,9.9,115.9,7267.8
USC-SI_kJalpha,2779,145.9,30.0,715.2,0.0,10.0,86.0,16757.5
MITCovAlliance-SIR,2094,156.7,31.2,706.4,0.1,11.9,100.5,20874.9
CU-select,3099,226.0,32.0,1455.7,0.0,10.0,103.0,49539.0
Yu_Group-CLEP,3139,747.2,84.2,3926.8,0.0,27.1,308.0,98417.0
