,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,26772878.3,4044121.0,64758237.9,16.0,229293.0,18885722.5,399080529.0
RobertWalraven-ESG,50,52003046.5,7540625.8,160129804.3,314.0,301373.7,51454069.8,1126797868.2
Karlen-pypm,51,61159901.3,4360996.9,190458936.9,272.3,588553.4,17466629.3,1104332592.2
LANL-GrowthRate,51,61699410.4,5078396.1,259319812.2,111.2,248931.3,26820760.0,1841293576.3
TTU-squider,51,69831116.6,9258911.8,142836006.1,2963.6,733090.0,58346382.2,617057544.7
COVIDhub-ensemble,51,72161563.9,1909924.0,278472727.7,81.0,155317.0,7459385.0,1625218596.0
LNQ-ens1,51,83560070.5,2293570.4,353897763.9,276.7,182927.5,17012971.0,2210158197.3
USACE-ERDC_SEIR,51,91546956.6,3905235.2,511980043.3,486.8,490317.2,13969883.9,3662580097.5
JHU_IDD-CovidSP,51,92915771.1,9373068.0,286233810.5,7536.0,726986.3,39295977.6,1840255849.2
UCLA-SuEIR,51,134317376.3,5626831.3,659126749.3,869.3,270060.2,22655702.7,4599611086.7
OliverWyman-Navigator,51,135517855.0,2427364.0,865400379.9,3136.0,241405.0,10866984.5,6190699761.0
DDS-NBDS,51,142881588.8,7112076.1,401589498.9,225.0,637823.0,42834912.9,1903720829.4
CEID-Walk,51,194087843.5,1727860.3,765025937.2,467.6,111844.1,9412395.0,4292568882.3
IowaStateLW-STEM,49,194739448.8,2521744.0,865610378.8,4.0,340162.0,14844172.5,4850426025.0
COVIDhub-baseline,51,218345543.8,1406596.0,921333958.4,729.0,72258.5,8428433.0,5745488401.0
CovidAnalytics-DELPHI,51,278650084.6,14017536.0,1194868629.0,3025.0,1957694.5,62823829.0,8319081681.0
CU-select,51,945242848.3,4730625.0,5629462653.3,3481.0,476017.0,22999694.5,39986801089.0
