,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48123,88,74.0,48.8,,59.0,70.0,,,,,94.0,58.9,,23.4,53.2,79.0,121.0,,82.8,,76.8,,,,38.0,86.3,-14.0,-39.2,,-29.0,-18.0,,,,,6.0,-29.1,,-64.6,-34.8,-9.0,33.0,,-5.2,,-11.2,,,,-50.0,-1.7,False,,False,False,,,,,True,False,,False,False,True,False,,True,,True,,,,False,True
48125,35,10.0,9.1,,0.0,0.0,,,,,0.0,2.4,,0.1,1.4,,2.0,,0.4,,7.3,,,,30.0,5.2,-25.0,-25.9,,-35.0,-35.0,,,,,-35.0,-32.6,,-34.9,-33.6,,-33.0,,-34.6,,-27.7,,,,-5.0,-29.8,False,,False,False,,,,,False,False,,False,False,,False,,False,,False,,,,True,False
48127,15,14.0,15.0,,14.0,16.0,,,,,60.0,34.4,,2.3,10.0,13.0,20.0,,4.4,,13.0,,,,10.0,31.8,-1.0,-0.0,,-1.0,1.0,,,,,45.0,19.4,,-12.7,-5.0,-2.0,5.0,,-10.6,,-2.0,,,,-5.0,16.8,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
48129,3,6.0,5.4,,2.0,0.0,,,,,2.0,2.8,,0.6,0.9,,10.0,,1.4,,8.0,,,,3.0,5.9,3.0,2.4,,-1.0,-3.0,,,,,-1.0,-0.2,,-2.4,-2.1,,7.0,,-1.6,,5.0,,,,0.0,2.9,True,,True,False,,,,,True,True,,True,True,,False,,True,,False,,,,True,True
48131,141,46.0,43.1,,32.0,28.0,,,,,54.0,46.7,,22.2,35.3,36.0,24.0,,20.4,,54.8,,,,33.0,46.0,-95.0,-97.9,,-109.0,-113.0,,,,,-87.0,-94.3,,-118.8,-105.7,-105.0,-117.0,,-120.7,,-86.2,,,,-108.0,-95.0,False,,False,False,,,,,True,True,,False,False,False,False,,False,,True,,,,False,False
48133,39,22.0,24.5,,20.0,24.0,,,,,22.0,41.8,,2.6,16.6,18.0,8.0,,6.2,,30.0,,,,23.0,25.2,-17.0,-14.5,,-19.0,-15.0,,,,,-17.0,2.8,,-36.4,-22.4,-21.0,-31.0,,-32.8,,-9.0,,,,-16.0,-13.8,True,,False,True,,,,,False,True,,False,False,False,False,,False,,True,,,,True,True
48135,346,472.0,481.1,,333.0,942.0,,,,,593.0,314.5,,255.8,332.2,408.0,245.0,,67.8,,462.6,136.0,,,290.0,480.5,126.0,135.1,,-13.0,596.0,,,,,247.0,-31.5,,-90.2,-13.8,62.0,-101.0,,-278.2,,116.6,-210.0,,,-56.0,134.5,False,,True,False,,,,,False,True,,True,True,True,True,,False,,True,False,,,True,False
48137,0,8.0,5.6,,4.0,0.0,,,,,6.0,3.2,,,0.8,,0.0,,4.5,,,,,,7.0,5.5,8.0,5.6,,4.0,0.0,,,,,6.0,3.2,,,0.8,,0.0,,4.5,,,,,,7.0,5.5,True,,True,True,,,,,True,True,,,True,,True,,True,,,,,,True,True
48139,402,462.0,461.1,,312.0,242.0,,,,,553.0,495.5,,51.3,309.2,416.0,287.0,,57.5,,401.4,218.0,,,352.0,434.6,60.0,59.1,,-90.0,-160.0,,,,,151.0,93.5,,-350.7,-92.8,14.0,-115.0,,-344.5,,-0.6,-184.0,,,-50.0,32.6,True,,False,False,,,,,False,False,,False,False,True,False,,False,,True,False,,,True,True
48141,1534,2474.0,2216.2,1902.7,1812.0,1342.0,,,,,2483.0,1899.3,,1340.9,1699.1,1958.0,2272.0,,2383.2,,2310.2,1432.0,,,2464.0,2842.0,940.0,682.2,368.7,278.0,-192.0,,,,,949.0,365.3,,-193.1,165.1,424.0,738.0,,849.2,,776.2,-102.0,,,930.0,1308.0,True,True,True,True,,,,,False,True,,True,True,True,True,,True,,True,True,,,True,False
48143,104,76.0,74.2,,50.0,53.0,,,,,119.0,105.8,,9.3,46.6,70.0,4.0,,37.4,,58.0,,,,56.0,71.2,-28.0,-29.8,,-54.0,-51.0,,,,,15.0,1.8,,-94.7,-57.4,-34.0,-100.0,,-66.6,,-46.0,,,,-48.0,-32.8,False,,False,False,,,,,True,True,,False,False,False,False,,False,,False,,,,False,False
48145,24,14.0,11.4,,13.0,14.0,,,,,45.0,30.2,,3.6,15.3,14.0,9.0,,9.7,,18.1,,,,13.0,16.6,-10.0,-12.6,,-11.0,-10.0,,,,,21.0,6.2,,-20.4,-8.7,-10.0,-15.0,,-14.3,,-5.9,,,,-11.0,-7.4,False,,False,False,,,,,False,True,,False,True,False,False,,False,,True,,,,False,True
48147,227,134.0,129.1,,87.0,276.0,,,,,82.0,136.4,,32.2,94.2,,0.0,,1.0,,103.6,,,,216.0,87.4,-93.0,-97.9,,-140.0,49.0,,,,,-145.0,-90.6,,-194.8,-132.8,,-227.0,,-226.0,,-123.4,,,,-11.0,-139.6,False,,False,True,,,,,False,True,,False,False,,False,,False,,False,,,,True,False
48149,34,74.0,76.2,,52.0,14.0,,,,,99.0,42.0,,50.3,52.0,59.0,44.0,,19.6,,74.2,,,,59.0,61.4,40.0,42.2,,18.0,-20.0,,,,,65.0,8.0,,16.3,18.0,25.0,10.0,,-14.4,,40.2,,,,25.0,27.4,False,,True,True,,,,,False,True,,True,True,True,True,,True,,False,,,,True,True
48151,12,34.0,30.0,,14.0,15.0,,,,,2.0,4.7,,0.6,13.5,,41.0,,18.4,,27.3,,,,50.0,18.0,22.0,18.0,,2.0,3.0,,,,,-10.0,-7.3,,-11.4,1.5,,29.0,,6.4,,15.3,,,,38.0,6.0,True,,True,True,,,,,True,True,,True,True,,False,,True,,True,,,,False,True
48153,2,8.0,14.0,,6.0,0.0,,,,,8.0,12.2,,2.0,2.3,13.0,9.0,,12.9,,7.0,,,,7.0,11.3,6.0,12.0,,4.0,-2.0,,,,,6.0,10.2,,0.0,0.3,11.0,7.0,,10.9,,5.0,,,,5.0,9.3,False,,True,True,,,,,False,False,,True,True,False,False,,False,,True,,,,True,False
48155,0,0.0,0.5,,0.0,0.0,,,,,0.0,1.9,,,0.0,0.0,2.0,,0.3,,0.0,,,,3.0,3.0,0.0,0.5,,0.0,0.0,,,,,0.0,1.9,,,0.0,0.0,2.0,,0.3,,0.0,,,,3.0,3.0,False,,True,True,,,,,True,False,,,False,True,False,,False,,False,,,,False,False
48157,1110,3612.0,3694.7,2625.8,2680.0,2101.0,,,,,3016.0,2257.8,,2516.3,2517.0,2170.0,1318.0,,3403.3,,2945.4,2216.0,,,4420.0,2726.7,2502.0,2584.7,1515.8,1570.0,991.0,,,,,1906.0,1147.8,,1406.3,1407.0,1060.0,208.0,,2293.3,,1835.4,1106.0,,,3310.0,1616.7,False,True,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,False,True
48159,17,10.0,11.8,,6.0,3.0,,,,,24.0,13.4,,1.7,4.5,12.0,26.0,,4.5,,13.0,,,,10.0,10.3,-7.0,-5.2,,-11.0,-14.0,,,,,7.0,-3.6,,-15.3,-12.5,-5.0,9.0,,-12.5,,-4.0,,,,-7.0,-6.7,True,,False,False,,,,,False,True,,False,False,True,False,,False,,True,,,,False,True
48161,186,44.0,44.0,,36.0,48.0,,,,,33.0,56.6,,39.4,54.6,,36.0,,30.9,,28.6,,,,58.0,33.3,-142.0,-142.0,,-150.0,-138.0,,,,,-153.0,-129.4,,-146.6,-131.4,,-150.0,,-155.1,,-157.4,,,,-128.0,-152.7,False,,False,True,,,,,False,True,,False,True,,False,,False,,False,,,,True,False
48163,31,84.0,84.6,,51.0,105.0,,,,,138.0,53.2,,20.6,44.7,75.0,56.0,,44.0,,55.9,,,,80.0,77.5,53.0,53.6,,20.0,74.0,,,,,107.0,22.2,,-10.4,13.7,44.0,25.0,,13.0,,24.9,,,,49.0,46.5,False,,True,False,,,,,False,True,,True,True,True,True,,True,,True,,,,True,True
48165,40,58.0,59.2,,43.0,58.0,,,,,20.0,84.8,,26.8,39.9,42.0,105.0,,17.2,,46.4,,,,58.0,63.7,18.0,19.2,,3.0,18.0,,,,,-20.0,44.8,,-13.2,-0.1,2.0,65.0,,-22.8,,6.4,,,,18.0,23.7,False,,True,False,,,,,False,False,,True,True,True,False,,False,,True,,,,False,False
48167,458,826.0,774.0,772.3,580.0,592.0,,,,,1792.0,663.9,,487.8,561.7,888.0,602.0,,147.2,,825.6,312.0,,,594.0,919.9,368.0,316.0,314.3,122.0,134.0,,,,,1334.0,205.9,,29.8,103.7,430.0,144.0,,-310.8,,367.6,-146.0,,,136.0,461.9,True,True,True,True,,,,,False,True,,True,True,False,True,,True,,True,True,,,True,False
48169,1,2.0,0.0,,2.0,0.0,,,,,6.0,6.5,,0.0,0.5,,11.0,,5.7,,6.2,,,,1.0,6.3,1.0,-1.0,,1.0,-1.0,,,,,5.0,5.5,,-1.0,-0.5,,10.0,,4.7,,5.2,,,,0.0,5.3,False,,False,False,,,,,False,False,,True,True,,False,,False,,False,,,,True,False
48171,12,10.0,6.8,,6.0,0.0,,,,,42.0,26.1,,1.5,7.3,13.0,60.0,,4.9,,11.8,,,,14.0,16.7,-2.0,-5.2,,-6.0,-12.0,,,,,30.0,14.1,,-10.5,-4.7,1.0,48.0,,-7.1,,-0.2,,,,2.0,4.7,False,,False,False,,,,,False,False,,False,False,True,False,,False,,True,,,,False,False
48173,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.1,,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,2.7,0.0,0.0,,0.0,0.0,,,,,0.0,0.1,,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,2.7,True,,True,True,,,,,True,False,,False,True,True,False,,True,,False,,,,True,False
48175,0,4.0,5.7,,6.0,14.0,,,,,26.0,10.5,,0.1,5.4,12.0,31.0,,18.8,,5.4,,,,24.0,10.6,4.0,5.7,,6.0,14.0,,,,,26.0,10.5,,0.1,5.4,12.0,31.0,,18.8,,5.4,,,,24.0,10.6,False,,False,False,,,,,False,False,,True,False,False,False,,False,,False,,,,False,False
48177,36,124.0,133.4,,79.0,78.0,,,,,109.0,67.2,,50.3,79.6,104.0,36.0,,60.9,,134.0,,,,65.0,123.2,88.0,97.4,,43.0,42.0,,,,,73.0,31.2,,14.3,43.6,68.0,0.0,,24.9,,98.0,,,,29.0,87.2,False,,True,True,,,,,True,True,,True,True,True,True,,True,,False,,,,True,True
48179,12,26.0,26.0,,19.0,16.0,,,,,61.0,43.6,,4.6,18.1,26.0,44.0,,27.6,,20.2,,,,17.0,28.9,14.0,14.0,,7.0,4.0,,,,,49.0,31.6,,-7.4,6.1,14.0,32.0,,15.6,,8.2,,,,5.0,16.9,True,,True,True,,,,,False,False,,True,True,False,False,,False,,True,,,,True,False
48181,215,204.0,204.1,,167.0,179.0,,,,,333.0,276.8,,109.4,170.6,162.0,271.0,,141.3,,171.7,164.0,,,246.0,177.8,-11.0,-10.9,,-48.0,-36.0,,,,,118.0,61.8,,-105.6,-44.4,-53.0,56.0,,-73.7,,-43.3,-51.0,,,31.0,-37.2,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,False
48183,191,246.0,270.6,,211.0,191.0,,,,,458.0,416.2,,100.1,185.0,216.0,188.0,,82.8,,210.7,,,,285.0,228.1,55.0,79.6,,20.0,0.0,,,,,267.0,225.2,,-90.9,-6.0,25.0,-3.0,,-108.2,,19.7,,,,94.0,37.1,False,,True,True,,,,,False,False,,False,True,True,True,,False,,True,,,,False,True
48185,57,68.0,74.2,,71.0,71.0,,,,,142.0,53.3,,58.3,101.7,98.0,2.0,,50.6,,66.4,,,,61.0,92.7,11.0,17.2,,14.0,14.0,,,,,85.0,-3.7,,1.3,44.7,41.0,-55.0,,-6.4,,9.4,,,,4.0,35.7,False,,False,False,,,,,False,True,,True,False,False,False,,True,,True,,,,True,False
48187,45,118.0,139.6,,90.0,154.0,,,,,384.0,187.4,,80.2,120.2,163.0,345.0,,48.3,,78.2,45.0,,,169.0,159.5,73.0,94.6,,45.0,109.0,,,,,339.0,142.4,,35.2,75.2,118.0,300.0,,3.3,,33.2,0.0,,,124.0,114.5,False,,True,False,,,,,False,False,,True,False,False,False,,True,,True,True,,,False,False
48189,137,120.0,132.8,,79.0,84.0,,,,,145.0,118.3,,49.5,82.4,143.0,230.0,,31.4,,85.6,,,,48.0,177.7,-17.0,-4.2,,-58.0,-53.0,,,,,8.0,-18.7,,-87.5,-54.6,6.0,93.0,,-105.6,,-51.4,,,,-89.0,40.7,True,,False,False,,,,,True,False,,False,False,True,False,,False,,False,,,,False,False
48191,1,2.0,1.8,,1.0,0.0,,,,,4.0,4.6,,0.1,0.4,,0.0,,1.0,,,,,,2.0,3.6,1.0,0.8,,0.0,-1.0,,,,,3.0,3.6,,-0.9,-0.6,,-1.0,,0.0,,,,,,1.0,2.6,True,,True,False,,,,,False,False,,True,True,,False,,True,,,,,,False,False
48193,9,8.0,4.1,,7.0,14.0,,,,,13.0,17.4,,2.1,6.6,13.0,13.0,,0.0,,22.1,,,,7.0,12.7,-1.0,-4.9,,-2.0,5.0,,,,,4.0,8.4,,-6.9,-2.4,4.0,4.0,,-9.0,,13.1,,,,-2.0,3.7,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
48195,6,12.0,7.7,,11.0,14.0,,,,,12.0,15.2,,1.5,9.8,13.0,31.0,,15.0,,13.7,,,,18.0,19.7,6.0,1.7,,5.0,8.0,,,,,6.0,9.2,,-4.5,3.8,7.0,25.0,,9.0,,7.7,,,,12.0,13.7,True,,True,False,,,,,False,False,,True,True,False,False,,False,,False,,,,False,False
48197,0,0.0,0.2,,0.0,0.0,,,,,6.0,5.8,,0.2,0.3,0.0,3.0,,0.7,,,,,,1.0,4.0,0.0,0.2,,0.0,0.0,,,,,6.0,5.8,,0.2,0.3,0.0,3.0,,0.7,,,,,,1.0,4.0,False,,True,True,,,,,False,False,,False,False,True,False,,False,,,,,,False,False
48199,124,186.0,174.1,,159.0,154.0,,,,,202.0,254.2,,163.7,127.4,158.0,0.0,,40.0,,163.2,,,,193.0,213.8,62.0,50.1,,35.0,30.0,,,,,78.0,130.2,,39.7,3.4,34.0,-124.0,,-84.0,,39.2,,,,69.0,89.8,True,,True,True,,,,,False,False,,True,True,True,False,,False,,True,,,,False,False
48201,13017,12094.0,11751.3,9014.5,9503.0,8335.0,,,,,13849.0,11672.2,,11216.6,10083.2,10823.0,9374.0,,9575.0,,8597.9,8982.0,,,8976.0,11702.2,-923.0,-1265.7,-4002.5,-3514.0,-4682.0,,,,,832.0,-1344.8,,-1800.4,-2933.8,-2194.0,-3643.0,,-3442.0,,-4419.1,-4035.0,,,-4041.0,-1314.8,False,False,False,False,,,,,True,False,,False,False,False,False,,False,,False,False,,,False,False
48203,42,78.0,80.6,,71.0,59.0,,,,,219.0,163.5,,15.8,56.6,81.0,0.0,,51.6,,80.4,,,,62.0,82.0,36.0,38.6,,29.0,17.0,,,,,177.0,121.5,,-26.2,14.6,39.0,-42.0,,9.6,,38.4,,,,20.0,40.0,False,,True,True,,,,,False,False,,True,True,False,False,,True,,False,,,,True,False
48205,6,10.0,7.7,,8.0,0.0,,,,,13.0,10.3,,2.1,7.0,13.0,3.0,,13.7,,13.5,,,,11.0,12.7,4.0,1.7,,2.0,-6.0,,,,,7.0,4.3,,-3.9,1.0,7.0,-3.0,,7.7,,7.5,,,,5.0,6.7,True,,True,False,,,,,False,False,,True,True,False,True,,False,,False,,,,False,False
48207,6,0.0,0.0,,2.0,0.0,,,,,6.0,9.6,,0.5,1.1,,0.0,,5.1,,,,,,4.0,7.2,-6.0,-6.0,,-4.0,-6.0,,,,,0.0,3.6,,-5.5,-4.9,,-6.0,,-0.9,,,,,,-2.0,1.2,False,,True,False,,,,,True,True,,True,True,,False,,True,,,,,,True,True
48209,221,278.0,350.5,,131.0,50.0,,,,,498.0,240.8,,116.7,203.3,397.0,353.0,,64.0,,227.8,112.0,,,102.0,376.7,57.0,129.5,,-90.0,-171.0,,,,,277.0,19.8,,-104.3,-17.7,176.0,132.0,,-157.0,,6.8,-109.0,,,-119.0,155.7,False,,False,False,,,,,False,True,,False,True,False,False,,False,,True,False,,,False,False
48211,17,4.0,4.3,,2.0,0.0,,,,,8.0,5.1,,0.8,0.3,,6.0,,1.2,,3.5,,,,3.0,5.9,-13.0,-12.7,,-15.0,-17.0,,,,,-9.0,-11.9,,-16.2,-16.7,,-11.0,,-15.8,,-13.5,,,,-14.0,-11.1,True,,False,False,,,,,True,True,,False,False,,True,,False,,False,,,,False,True
48213,95,116.0,113.1,,108.0,141.0,,,,,159.0,221.4,,63.8,85.1,97.0,164.0,,35.9,,102.2,,,,127.0,116.2,21.0,18.1,,13.0,46.0,,,,,64.0,126.4,,-31.2,-9.9,2.0,69.0,,-59.1,,7.2,,,,32.0,21.2,True,,True,False,,,,,False,False,,False,True,True,False,,False,,True,,,,False,False
48215,4376,4374.0,4265.2,4205.4,4107.0,5012.0,,,,,8288.0,3547.0,,3389.0,4251.2,3761.0,6786.0,,4230.5,,4001.6,2875.0,,,3178.0,4250.3,-2.0,-110.8,-170.6,-269.0,636.0,,,,,3912.0,-829.0,,-987.0,-124.8,-615.0,2410.0,,-145.5,,-374.4,-1501.0,,,-1198.0,-125.7,False,False,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,False
48217,49,6.0,9.0,,9.0,0.0,,,,,81.0,36.7,,3.1,14.3,,1.0,,3.2,,14.7,,,,8.0,19.0,-43.0,-40.0,,-40.0,-49.0,,,,,32.0,-12.3,,-45.9,-34.7,,-48.0,,-45.8,,-34.3,,,,-41.0,-30.0,True,,True,False,,,,,True,True,,False,True,,False,,False,,True,,,,True,True
48219,44,38.0,39.8,,30.0,28.0,,,,,26.0,42.8,,15.3,31.8,34.0,9.0,,31.2,,41.1,,,,31.0,38.8,-6.0,-4.2,,-14.0,-16.0,,,,,-18.0,-1.2,,-28.7,-12.2,-10.0,-35.0,,-12.8,,-2.9,,,,-13.0,-5.2,True,,False,False,,,,,False,True,,False,False,False,False,,False,,True,,,,False,True
48221,99,92.0,90.6,,72.0,52.0,,,,,122.0,207.5,,59.2,77.0,84.0,8.0,,21.5,,70.8,,,,107.0,112.0,-7.0,-8.4,,-27.0,-47.0,,,,,23.0,108.5,,-39.8,-22.0,-15.0,-91.0,,-77.5,,-28.2,,,,8.0,13.0,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
48223,22,36.0,38.2,,33.0,28.0,,,,,107.0,79.1,,10.8,27.6,30.0,18.0,,19.3,,58.1,,,,29.0,39.7,14.0,16.2,,11.0,6.0,,,,,85.0,57.1,,-11.2,5.6,8.0,-4.0,,-2.7,,36.1,,,,7.0,17.7,False,,True,True,,,,,False,False,,True,True,True,True,,True,,False,,,,True,False
48225,212,12.0,9.9,,11.0,8.0,,,,,64.0,39.1,,2.2,14.2,24.0,0.0,,4.8,,15.5,,,,6.0,19.5,-200.0,-202.1,,-201.0,-204.0,,,,,-148.0,-172.9,,-209.8,-197.8,-188.0,-212.0,,-207.2,,-196.5,,,,-206.0,-192.5,False,,False,False,,,,,True,True,,False,True,True,False,,False,,True,,,,False,True
48227,117,94.0,95.2,,79.0,133.0,,,,,41.0,102.4,,72.2,75.0,70.0,53.0,,79.0,,89.2,,,,147.0,77.2,-23.0,-21.8,,-38.0,16.0,,,,,-76.0,-14.6,,-44.8,-42.0,-47.0,-64.0,,-38.0,,-27.8,,,,30.0,-39.8,True,,False,True,,,,,False,True,,False,False,False,False,,False,,False,,,,False,False
48229,5,2.0,4.6,,2.0,0.0,,,,,2.0,4.7,,0.5,1.5,,10.0,,2.8,,3.4,,,,6.0,3.6,-3.0,-0.4,,-3.0,-5.0,,,,,-3.0,-0.3,,-4.5,-3.5,,5.0,,-2.2,,-1.6,,,,1.0,-1.4,True,,False,False,,,,,False,True,,False,False,,False,,True,,True,,,,True,True
48231,108,182.0,194.0,,144.0,146.0,,,,,258.0,211.8,,81.3,142.8,151.0,0.0,,136.7,,156.8,,,,148.0,213.0,74.0,86.0,,36.0,38.0,,,,,150.0,103.8,,-26.7,34.8,43.0,-108.0,,28.7,,48.8,,,,40.0,105.0,False,,True,True,,,,,False,False,,True,True,True,False,,True,,True,,,,True,False
48233,14,12.0,12.8,,12.0,10.0,,,,,30.0,32.0,,1.1,10.3,13.0,38.0,,11.8,,19.8,,,,9.0,12.9,-2.0,-1.2,,-2.0,-4.0,,,,,16.0,18.0,,-12.9,-3.7,-1.0,24.0,,-2.2,,5.8,,,,-5.0,-1.1,True,,False,False,,,,,False,False,,False,False,True,False,,False,,False,,,,False,True
48235,1,0.0,0.0,,0.0,0.0,,,,,0.0,0.8,,0.0,0.0,0.0,1.0,,0.0,,1.1,,,,0.0,2.8,-1.0,-1.0,,-1.0,-1.0,,,,,-1.0,-0.2,,-1.0,-1.0,-1.0,0.0,,-1.0,,0.1,,,,-1.0,1.8,True,,False,False,,,,,False,True,,True,True,False,True,,False,,True,,,,False,False
48237,14,34.0,38.1,,23.0,56.0,,,,,16.0,41.4,,7.9,27.9,24.0,29.0,,4.3,,33.1,,,,80.0,31.0,20.0,24.1,,9.0,42.0,,,,,2.0,27.4,,-6.1,13.9,10.0,15.0,,-9.7,,19.1,,,,66.0,17.0,False,,True,False,,,,,True,False,,True,True,True,True,,True,,True,,,,False,True
48239,28,118.0,130.0,,63.0,45.0,,,,,77.0,43.8,,79.8,51.3,85.0,218.0,,11.3,,130.2,,,,42.0,99.0,90.0,102.0,,35.0,17.0,,,,,49.0,15.8,,51.8,23.3,57.0,190.0,,-16.7,,102.2,,,,14.0,71.0,False,,True,True,,,,,True,True,,True,True,True,False,,True,,False,,,,True,True
48241,18,68.0,78.5,,49.0,46.0,,,,,179.0,98.8,,14.9,52.4,53.0,134.0,,20.6,,65.2,,,,85.0,55.2,50.0,60.5,,31.0,28.0,,,,,161.0,80.8,,-3.1,34.4,35.0,116.0,,2.6,,47.2,,,,67.0,37.2,False,,True,True,,,,,False,False,,True,True,True,False,,True,,True,,,,False,True
48243,6,0.0,0.1,,0.0,0.0,,,,,0.0,0.2,,,0.0,0.0,2.0,,0.0,,0.1,,,,0.0,3.3,-6.0,-5.9,,-6.0,-6.0,,,,,-6.0,-5.8,,,-6.0,-6.0,-4.0,,-6.0,,-5.9,,,,-6.0,-2.7,True,,False,False,,,,,False,True,,,True,False,True,,False,,True,,,,False,True
48245,283,504.0,468.7,478.1,403.0,408.0,,,,,1107.0,565.4,,337.9,392.0,606.0,440.0,,353.0,,451.7,352.0,,,417.0,760.4,221.0,185.7,195.1,120.0,125.0,,,,,824.0,282.4,,54.9,109.0,323.0,157.0,,70.0,,168.7,69.0,,,134.0,477.4,True,True,True,True,,,,,False,False,,True,True,False,True,,True,,True,True,,,True,False
48247,6,16.0,14.8,,7.0,0.0,,,,,14.0,10.8,,1.5,8.3,,8.0,,3.8,,13.7,,,,11.0,14.4,10.0,8.8,,1.0,-6.0,,,,,8.0,4.8,,-4.5,2.3,,2.0,,-2.2,,7.7,,,,5.0,8.4,True,,True,True,,,,,True,True,,True,True,,True,,True,,True,,,,True,True
48249,396,200.0,197.6,,163.0,178.0,,,,,193.0,199.0,,103.4,148.9,138.0,193.0,,95.5,,197.0,,,,140.0,182.0,-196.0,-198.4,,-233.0,-218.0,,,,,-203.0,-197.0,,-292.6,-247.1,-258.0,-203.0,,-300.5,,-199.0,,,,-256.0,-214.0,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
48251,194,468.0,472.6,,332.0,327.0,,,,,437.0,603.3,,73.6,295.0,362.0,314.0,,61.2,,444.5,254.0,,,432.0,417.2,274.0,278.6,,138.0,133.0,,,,,243.0,409.3,,-120.4,101.0,168.0,120.0,,-132.8,,250.5,60.0,,,238.0,223.2,False,,True,True,,,,,True,False,,True,True,True,True,,True,,True,True,,,True,True
48253,6,2.0,4.4,,6.0,14.0,,,,,49.0,6.5,,0.0,6.7,,41.0,,47.5,,2.9,,,,0.0,8.1,-4.0,-1.6,,0.0,8.0,,,,,43.0,0.5,,-6.0,0.7,,35.0,,41.5,,-3.1,,,,-6.0,2.1,True,,True,False,,,,,False,True,,False,True,,False,,False,,True,,,,False,True
48255,31,96.0,95.8,,102.0,155.0,,,,,107.0,84.5,,40.2,53.5,87.0,92.0,,141.5,,287.0,,,,18.0,115.7,65.0,64.8,,71.0,124.0,,,,,76.0,53.5,,9.2,22.5,56.0,61.0,,110.5,,256.0,,,,-13.0,84.7,True,,False,False,,,,,False,True,,True,True,True,True,,False,,False,,,,True,False
48257,189,420.0,431.6,,274.0,258.0,,,,,378.0,459.6,,33.4,248.8,351.0,365.0,,62.4,,375.8,144.0,,,342.0,383.2,231.0,242.6,,85.0,69.0,,,,,189.0,270.6,,-155.6,59.8,162.0,176.0,,-126.6,,186.8,-45.0,,,153.0,194.2,False,,True,True,,,,,True,False,,True,True,True,True,,True,,True,True,,,True,True
48259,9,26.0,30.7,,25.0,42.0,,,,,82.0,47.7,,5.7,29.3,22.0,12.0,,19.3,,17.1,,,,48.0,27.3,17.0,21.7,,16.0,33.0,,,,,73.0,38.7,,-3.3,20.3,13.0,3.0,,10.3,,8.1,,,,39.0,18.3,False,,True,False,,,,,False,False,,True,False,True,True,,True,,True,,,,False,False
48261,1,2.0,1.8,,0.0,0.0,,,,,0.0,0.4,,,0.0,0.0,2.0,,0.9,,2.1,,,,1.0,3.1,1.0,0.8,,-1.0,-1.0,,,,,-1.0,-0.6,,,-1.0,-1.0,1.0,,-0.1,,1.1,,,,0.0,2.1,True,,False,False,,,,,False,True,,,True,False,False,,True,,False,,,,True,False
