,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01125,1699,663.0,647.2,640.7,,562.0,485.0,,,,,977.0,711.7,,561.4,572.2,342.2,646.0,,790.9,,558.1,417.0,,,,,1659.8,-1036.0,-1051.8,-1058.3,,-1137.0,-1214.0,,,,,-722.0,-987.3,,-1137.6,-1126.8,-1356.8,-1053.0,,-908.1,,-1140.9,-1282.0,,,,,-39.2,False,False,,False,False,,,,,True,True,,False,False,False,False,,True,,False,False,,,,,True
01127,363,237.0,289.6,230.7,,186.0,173.0,,,,,359.0,267.4,,158.8,260.0,86.6,234.0,,166.6,,182.1,,,,,,1138.5,-126.0,-73.4,-132.3,,-177.0,-190.0,,,,,-4.0,-95.6,,-204.2,-103.0,-276.4,-129.0,,-196.4,,-180.9,,,,,,775.5,True,False,,False,False,,,,,True,True,,False,True,False,False,,False,,False,,,,,,False
01129,56,234.0,,229.3,,98.0,285.0,,,,,121.0,123.5,,14.3,94.2,66.7,67.0,,83.2,,207.0,,,,,,891.6,178.0,,173.3,,42.0,229.0,,,,,65.0,67.5,,-41.7,38.2,10.7,11.0,,27.2,,151.0,,,,,,835.6,,True,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,,False
01131,54,66.0,,68.3,,39.0,47.0,,,,,57.0,32.0,,17.1,43.6,1.0,61.0,,25.8,,43.1,,,,,,121.0,12.0,,14.3,,-15.0,-7.0,,,,,3.0,-22.0,,-36.9,-10.4,-53.0,7.0,,-28.2,,-10.9,,,,,,67.0,,False,,False,True,,,,,True,False,,False,True,False,True,,False,,True,,,,,,False
01133,126,42.0,,41.5,,59.0,28.0,,,,,126.0,104.8,,45.1,76.7,62.7,65.0,,59.8,,29.6,,,,,,90.2,-84.0,,-84.5,,-67.0,-98.0,,,,,0.0,-21.2,,-80.9,-49.3,-63.3,-61.0,,-66.2,,-96.4,,,,,,-35.8,,False,,True,False,,,,,True,True,,True,True,True,True,,True,,False,,,,,,True
02013,6,0.0,,0.5,,0.0,0.0,,,,,,6.4,,,0.4,,0.0,,0.3,,0.1,,,,,,13.0,-6.0,,-5.5,,-6.0,-6.0,,,,,,0.4,,,-5.6,,-6.0,,-5.7,,-5.9,,,,,,7.0,,True,,False,False,,,,,,True,,,True,,False,,True,,True,,,,,,False
02016,4,3.0,,3.6,,3.0,0.0,,,,,,12.7,,,0.6,,,,3.6,,2.6,,,,,,19.3,-1.0,,-0.4,,-1.0,-4.0,,,,,,8.7,,,-3.4,,,,-0.4,,-1.4,,,,,,15.3,,True,,False,False,,,,,,False,,,False,,,,True,,False,,,,,,False
02020,847,924.0,1492.1,848.2,,801.0,1071.0,,,,,,1907.5,,740.7,706.7,572.0,703.0,,776.3,,1295.8,599.0,,,,,2455.0,77.0,645.1,1.2,,-46.0,224.0,,,,,,1060.5,,-106.3,-140.3,-275.0,-144.0,,-70.7,,448.8,-248.0,,,,,1608.0,False,True,,True,False,,,,,,False,,False,False,False,False,,True,,False,False,,,,,False
02050,32,21.0,,22.2,,6.0,0.0,,,,,,10.9,,6.1,15.7,,,,3.4,,18.9,,,,,,97.2,-11.0,,-9.8,,-26.0,-32.0,,,,,,-21.1,,-25.9,-16.3,,,,-28.6,,-13.1,,,,,,65.2,,True,,False,False,,,,,,False,,False,False,,,,False,,False,,,,,,False
02060,0,6.0,,4.9,,0.0,0.0,,,,,,0.0,,1.1,1.3,,0.0,,0.5,,6.6,,,,,,9.6,6.0,,4.9,,0.0,0.0,,,,,,0.0,,1.1,1.3,,0.0,,0.5,,6.6,,,,,,9.6,,True,,True,True,,,,,,True,,True,True,,True,,True,,False,,,,,,False
02068,2,0.0,,0.0,,0.0,0.0,,,,,,1.9,,,0.0,,0.0,,0.0,,,,,,,,43.9,-2.0,,-2.0,,-2.0,-2.0,,,,,,-0.1,,,-2.0,,-2.0,,-2.0,,,,,,,,41.9,,False,,False,False,,,,,,True,,,True,,False,,False,,,,,,,,False
02070,3,3.0,,3.2,,3.0,0.0,,,,,,11.4,,2.3,4.3,,,,1.4,,,,,,,,27.8,0.0,,0.2,,0.0,-3.0,,,,,,8.4,,-0.7,1.3,,,,-1.6,,,,,,,,24.8,,False,,True,False,,,,,,False,,False,False,,,,False,,,,,,,,False
02090,255,150.0,284.3,149.0,,143.0,0.0,,,,,,310.5,,146.0,146.0,91.8,138.0,,79.9,,151.8,,,,,,249.9,-105.0,29.3,-106.0,,-112.0,-255.0,,,,,,55.5,,-109.0,-109.0,-163.2,-117.0,,-175.1,,-103.2,,,,,,-5.1,True,False,,False,False,,,,,,True,,False,False,False,False,,False,,True,,,,,,True
02100,0,3.0,,2.9,,1.0,0.0,,,,,,2.9,,,0.3,,0.0,,0.0,,3.0,,,,,,36.3,3.0,,2.9,,1.0,0.0,,,,,,2.9,,,0.3,,0.0,,0.0,,3.0,,,,,,36.3,,True,,True,True,,,,,,True,,,True,,True,,True,,True,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,9.2,,,0.0,,0.0,,0.0,,,,,,,,30.0,0.0,,0.0,,0.0,0.0,,,,,,9.2,,,0.0,,0.0,,0.0,,,,,,,,30.0,,True,,True,True,,,,,,False,,,False,,True,,True,,,,,,,,False
02110,51,123.0,,123.9,,93.0,108.0,,,,,,99.0,,88.0,100.1,2.4,67.0,,145.8,,79.6,,,,,,212.9,72.0,,72.9,,42.0,57.0,,,,,,48.0,,37.0,49.1,-48.6,16.0,,94.8,,28.6,,,,,,161.9,,False,,True,True,,,,,,True,,True,True,True,True,,False,,True,,,,,,False
02122,70,99.0,222.8,98.5,,101.0,66.0,,,,,,208.6,,46.9,113.5,81.5,101.0,,109.5,,120.8,,,,,,256.0,29.0,152.8,28.5,,31.0,-4.0,,,,,,138.6,,-23.1,43.5,11.5,31.0,,39.5,,50.8,,,,,,186.0,False,True,,False,True,,,,,,False,,True,False,True,False,,False,,False,,,,,,False
02130,10,6.0,,2.0,,3.0,0.0,,,,,,3.9,,4.4,1.8,,,,6.5,,9.8,,,,,,26.5,-4.0,,-8.0,,-7.0,-10.0,,,,,,-6.1,,-5.6,-8.2,,,,-3.5,,-0.2,,,,,,16.5,,False,,False,False,,,,,,False,,False,False,,,,True,,True,,,,,,False
02150,10,12.0,,14.2,,2.0,0.0,,,,,,3.5,,1.7,5.8,,,,1.6,,8.2,,,,,,94.3,2.0,,4.2,,-8.0,-10.0,,,,,,-6.5,,-8.3,-4.2,,,,-8.4,,-1.8,,,,,,84.3,,False,,False,False,,,,,,False,,False,False,,,,False,,True,,,,,,False
02158,0,6.0,,5.3,,3.0,0.0,,,,,,,,,2.4,,,,1.8,,5.4,,,,,,,6.0,,5.3,,3.0,0.0,,,,,,,,,2.4,,,,1.8,,5.4,,,,,,,,True,,True,True,,,,,,,,,True,,,,True,,True,,,,,,
02164,3,0.0,,0.0,,0.0,0.0,,,,,,11.9,,,0.0,,0.0,,0.0,,,,,,,,51.9,-3.0,,-3.0,,-3.0,-3.0,,,,,,8.9,,,-3.0,,-3.0,,-3.0,,,,,,,,48.9,,False,,False,False,,,,,,False,,,True,,False,,False,,,,,,,,False
02170,132,144.0,321.9,140.6,,130.0,193.0,,,,,,394.8,,57.2,96.8,124.4,97.0,,95.5,,136.4,,,,,,417.0,12.0,189.9,8.6,,-2.0,61.0,,,,,,262.8,,-74.8,-35.2,-7.6,-35.0,,-36.5,,4.4,,,,,,285.0,False,True,,True,False,,,,,,False,,False,False,True,False,,False,,True,,,,,,False
02180,23,15.0,,15.0,,2.0,0.0,,,,,,2.9,,2.0,3.6,,8.0,,1.1,,,,,,,,47.6,-8.0,,-8.0,,-21.0,-23.0,,,,,,-20.1,,-21.0,-19.4,,-15.0,,-21.9,,,,,,,,24.6,,False,,False,False,,,,,,False,,False,False,,False,,False,,,,,,,,False
02185,27,9.0,,8.3,,7.0,0.0,,,,,,11.4,,4.0,9.4,,,,10.2,,,,,,,,29.4,-18.0,,-18.7,,-20.0,-27.0,,,,,,-15.6,,-23.0,-17.6,,,,-16.8,,,,,,,,2.4,,False,,False,False,,,,,,True,,False,True,,,,True,,,,,,,,True
02188,26,15.0,,14.8,,9.0,0.0,,,,,,13.6,,7.4,13.5,,18.0,,12.1,,,,,,,,35.3,-11.0,,-11.2,,-17.0,-26.0,,,,,,-12.4,,-18.6,-12.5,,-8.0,,-13.9,,,,,,,,9.3,,False,,False,False,,,,,,False,,False,False,,True,,False,,,,,,,,True
02195,1,3.0,,3.0,,0.0,0.0,,,,,,0.5,,0.4,0.6,,0.0,,0.6,,1.8,,,,,,22.7,2.0,,2.0,,-1.0,-1.0,,,,,,-0.5,,-0.6,-0.4,,-1.0,,-0.4,,0.8,,,,,,21.7,,True,,True,True,,,,,,True,,True,True,,True,,True,,True,,,,,,False
02198,14,15.0,,16.2,,11.0,,,,,,,6.2,,3.6,13.8,,9.0,,18.7,,9.6,,,,,,51.9,1.0,,2.2,,-3.0,,,,,,,-7.8,,-10.4,-0.2,,-5.0,,4.7,,-4.4,,,,,,37.9,,False,,False,,,,,,,False,,False,True,,False,,False,,False,,,,,,False
02220,10,15.0,,14.8,,5.0,0.0,,,,,,11.1,,3.4,4.4,,,,6.0,,17.2,,,,,,24.3,5.0,,4.8,,-5.0,-10.0,,,,,,1.1,,-6.6,-5.6,,,,-4.0,,7.2,,,,,,14.3,,True,,False,False,,,,,,True,,False,False,,,,True,,False,,,,,,False
02230,0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,7.7,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,7.7,,True,,True,True,,,,,,True,,,False,,True,,True,,,,,,,,False
02240,3,6.0,,6.2,,0.0,0.0,,,,,,2.5,,1.3,0.8,,,,2.7,,,,,,,,44.7,3.0,,3.2,,-3.0,-3.0,,,,,,-0.5,,-1.7,-2.2,,,,-0.3,,,,,,,,41.7,,False,,False,False,,,,,,True,,True,True,,,,True,,,,,,,,False
02261,17,27.0,,25.5,,14.0,0.0,,,,,,20.5,,12.0,16.9,,23.0,,20.6,,,,,,,,112.9,10.0,,8.5,,-3.0,-17.0,,,,,,3.5,,-5.0,-0.1,,6.0,,3.6,,,,,,,,95.9,,True,,True,False,,,,,,True,,True,True,,True,,True,,,,,,,,False
02275,4,0.0,,0.0,,0.0,0.0,,,,,,2.4,,,0.4,,,,0.1,,1.1,,,,,,12.0,-4.0,,-4.0,,-4.0,-4.0,,,,,,-1.6,,,-3.6,,,,-3.9,,-2.9,,,,,,8.0,,False,,False,False,,,,,,True,,,True,,,,True,,True,,,,,,False
02282,11,6.0,,3.5,,2.0,0.0,,,,,,0.0,,,0.2,,0.0,,4.4,,7.5,,,,,,19.3,-5.0,,-7.5,,-9.0,-11.0,,,,,,-11.0,,,-10.8,,-11.0,,-6.6,,-3.5,,,,,,8.3,,False,,False,False,,,,,,False,,,False,,False,,False,,True,,,,,,False
02290,16,18.0,,15.5,,4.0,0.0,,,,,,12.0,,11.3,5.3,,20.0,,2.5,,,,,,,,59.6,2.0,,-0.5,,-12.0,-16.0,,,,,,-4.0,,-4.7,-10.7,,4.0,,-13.5,,,,,,,,43.6,,True,,False,False,,,,,,False,,False,False,,False,,False,,,,,,,,False
04001,122,258.0,602.8,254.3,,214.0,378.0,,,,,199.0,146.9,,61.1,134.9,14.5,127.0,,235.0,,238.1,,,,,,234.3,136.0,480.8,132.3,,92.0,256.0,,,,,77.0,24.9,,-60.9,12.9,-107.5,5.0,,113.0,,116.1,,,,,,112.3,False,True,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,,True
04003,85,480.0,1238.8,464.9,,250.0,750.0,,,,,279.0,361.6,,23.6,211.6,198.6,147.0,,38.3,,368.8,,,,,,875.8,395.0,1153.8,379.9,,165.0,665.0,,,,,194.0,276.6,,-61.4,126.6,113.6,62.0,,-46.7,,283.8,,,,,,790.8,False,True,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,,False
04005,225,273.0,808.0,279.1,,184.0,184.0,,,,,231.0,168.1,,117.6,237.0,136.1,150.0,,93.7,,233.1,140.0,,,,,330.9,48.0,583.0,54.1,,-41.0,-41.0,,,,,6.0,-56.9,,-107.4,12.0,-88.9,-75.0,,-131.3,,8.1,-85.0,,,,,105.9,False,False,,True,True,,,,,True,False,,False,True,False,False,,False,,True,False,,,,,False
04007,133,279.0,407.9,296.9,,180.0,225.0,,,,,175.0,266.9,,110.6,168.2,80.2,83.0,,182.8,,264.9,,,,,,2923.8,146.0,274.9,163.9,,47.0,92.0,,,,,42.0,133.9,,-22.4,35.2,-52.8,-50.0,,49.8,,131.9,,,,,,2790.8,False,False,,True,True,,,,,True,True,,True,True,True,True,,True,,True,,,,,,False
04009,160,171.0,,161.2,,118.0,163.0,,,,,118.0,172.8,,117.3,142.4,0.0,54.0,,85.9,,216.3,,,,,,877.8,11.0,,1.2,,-42.0,3.0,,,,,-42.0,12.8,,-42.7,-17.6,-160.0,-106.0,,-74.1,,56.3,,,,,,717.8,,True,,False,True,,,,,False,False,,False,False,False,False,,False,,False,,,,,,False
04011,1,0.0,,2.7,,2.0,0.0,,,,,13.0,11.9,,1.5,0.7,,0.0,,7.5,,2.4,,,,,,16.0,-1.0,,1.7,,1.0,-1.0,,,,,12.0,10.9,,0.5,-0.3,,-1.0,,6.5,,1.4,,,,,,15.0,,False,,False,False,,,,,False,False,,True,True,,False,,False,,False,,,,,,False
04012,28,36.0,,28.8,,24.0,14.0,,,,,43.0,21.1,,6.9,23.8,3.0,24.0,,40.3,,34.3,,,,,,1326.1,8.0,,0.8,,-4.0,-14.0,,,,,15.0,-6.9,,-21.1,-4.2,-25.0,-4.0,,12.3,,6.3,,,,,,1298.1,,True,,True,False,,,,,False,True,,False,True,False,True,,False,,True,,,,,,False
04013,6991,9960.0,19740.4,10591.4,9089.8,6808.0,6452.0,,,,,11499.0,9744.8,,8877.1,7082.5,4456.2,5975.0,,4545.0,,5344.2,4255.0,,,,,23645.6,2969.0,12749.4,3600.4,2098.8,-183.0,-539.0,,,,,4508.0,2753.8,,1886.1,91.5,-2534.8,-1016.0,,-2446.0,,-1646.8,-2736.0,,,,,16654.6,False,False,True,True,True,,,,,False,True,,True,True,True,True,,True,,True,True,,,,,False
04015,399,594.0,886.9,619.2,,399.0,269.0,,,,,728.0,509.9,,291.5,399.1,252.8,206.0,,458.7,,617.0,254.0,,,,,4026.5,195.0,487.9,220.2,,0.0,-130.0,,,,,329.0,110.9,,-107.5,0.1,-146.2,-193.0,,59.7,,218.0,-145.0,,,,,3627.5,False,False,,True,True,,,,,False,True,,True,True,True,True,,True,,False,True,,,,,False
04017,203,249.0,394.4,268.1,209.0,198.0,164.0,,,,,288.0,159.1,,106.5,186.5,39.7,214.0,,76.8,,287.0,,,,,,504.3,46.0,191.4,65.1,6.0,-5.0,-39.0,,,,,85.0,-43.9,,-96.5,-16.5,-163.3,11.0,,-126.2,,84.0,,,,,,301.3,False,False,True,True,True,,,,,False,True,,False,True,False,True,,False,,False,,,,,,False
04019,2529,4755.0,4302.1,4863.8,4334.7,4208.0,5897.0,,,,,2296.0,3439.5,,4101.4,4278.1,1941.0,,,5547.5,,3948.3,4305.0,,,,,22668.1,2226.0,1773.1,2334.8,1805.7,1679.0,3368.0,,,,,-233.0,910.5,,1572.4,1749.1,-588.0,,,3018.5,,1419.3,1776.0,,,,,20139.1,True,False,True,True,False,,,,,True,True,,True,True,True,,,False,,True,True,,,,,False
04021,1255,984.0,1366.4,918.6,764.2,599.0,699.0,,,,,1279.0,376.8,,567.5,542.5,475.4,474.0,,192.2,,735.8,349.0,,,,,5680.4,-271.0,111.4,-336.4,-490.8,-656.0,-556.0,,,,,24.0,-878.2,,-687.5,-712.5,-779.6,-781.0,,-1062.8,,-519.2,-906.0,,,,,4425.4,True,False,False,False,False,,,,,True,False,,False,False,False,False,,False,,False,False,,,,,False
04023,103,117.0,,142.8,,102.0,82.0,,,,,334.0,62.4,,36.2,132.7,8.2,107.0,,442.6,,102.1,,,,,,340.7,14.0,,39.8,,-1.0,-21.0,,,,,231.0,-40.6,,-66.8,29.7,-94.8,4.0,,339.6,,-0.9,,,,,,237.7,,False,,True,False,,,,,False,False,,False,False,False,True,,False,,True,,,,,,False
04025,220,462.0,1329.4,451.6,,373.0,268.0,,,,,624.0,728.3,,352.3,367.3,401.6,148.0,,506.2,,320.3,198.0,,,,,4311.7,242.0,1109.4,231.6,,153.0,48.0,,,,,404.0,508.3,,132.3,147.3,181.6,-72.0,,286.2,,100.3,-22.0,,,,,4091.7,False,True,,True,True,,,,,False,False,,True,True,True,True,,False,,True,True,,,,,False
04027,458,1023.0,3702.0,1044.1,699.3,619.0,787.0,,,,,598.0,540.4,,317.5,720.8,65.7,518.0,,296.2,,1535.2,294.0,,,,,5512.7,565.0,3244.0,586.1,241.3,161.0,329.0,,,,,140.0,82.4,,-140.5,262.8,-392.3,60.0,,-161.8,,1077.2,-164.0,,,,,5054.7,False,False,True,True,True,,,,,True,True,,True,True,True,True,,True,,False,True,,,,,False
05001,48,102.0,,104.6,,57.0,53.0,,,,,133.0,143.8,,33.8,57.0,51.2,,,41.0,,92.7,,,,,,201.1,54.0,,56.6,,9.0,5.0,,,,,85.0,95.8,,-14.2,9.0,3.2,,,-7.0,,44.7,,,,,,153.1,,False,,True,True,,,,,False,False,,True,True,True,,,True,,True,,,,,,False
05003,38,90.0,,68.8,,75.0,86.0,,,,,130.0,132.5,,74.5,108.8,67.1,,,51.2,,101.8,,,,,,148.0,52.0,,30.8,,37.0,48.0,,,,,92.0,94.5,,36.5,70.8,29.1,,,13.2,,63.8,,,,,,110.0,,True,,True,True,,,,,False,False,,True,False,True,,,True,,False,,,,,,False
05005,66,30.0,,30.6,,26.0,54.0,,,,,98.0,79.3,,14.3,38.5,,,,16.2,,23.5,,,,,,63.5,-36.0,,-35.4,,-40.0,-12.0,,,,,32.0,13.3,,-51.7,-27.5,,,,-49.8,,-42.5,,,,,,-2.5,,True,,False,True,,,,,True,True,,False,True,,,,False,,False,,,,,,True
05007,699,435.0,1134.1,395.4,,262.0,233.0,,,,,880.0,463.8,,223.9,355.0,223.9,,,243.3,,349.0,179.0,,,,,1315.8,-264.0,435.1,-303.6,,-437.0,-466.0,,,,,181.0,-235.2,,-475.1,-344.0,-475.1,,,-455.6,,-350.0,-520.0,,,,,616.8,False,False,,False,False,,,,,True,True,,False,False,False,,,False,,False,False,,,,,False
05009,168,51.0,,43.6,,57.0,29.0,,,,,77.0,188.8,,30.3,57.2,72.3,,,19.7,,226.6,,,,,,105.4,-117.0,,-124.4,,-111.0,-139.0,,,,,-91.0,20.8,,-137.7,-110.8,-95.7,,,-148.3,,58.6,,,,,,-62.6,,False,,True,False,,,,,True,True,,False,True,True,,,False,,True,,,,,,True
05011,85,96.0,,92.9,,62.0,133.0,,,,,72.0,85.0,,19.0,72.7,40.8,,,62.1,,52.5,,,,,,89.0,11.0,,7.9,,-23.0,48.0,,,,,-13.0,-0.0,,-66.0,-12.3,-44.2,,,-22.9,,-32.5,,,,,,4.0,,True,,False,False,,,,,False,True,,False,False,False,,,False,,False,,,,,,True
05013,8,0.0,,2.0,,2.0,0.0,,,,,16.0,5.4,,,0.3,,,,1.9,,,,,,,,22.1,-8.0,,-6.0,,-6.0,-8.0,,,,,8.0,-2.6,,,-7.7,,,,-6.1,,,,,,,,14.1,,True,,True,False,,,,,False,True,,,True,,,,True,,,,,,,,False
05015,103,90.0,,98.2,,52.0,75.0,,,,,50.0,83.4,,19.1,65.9,47.6,,,52.7,,85.8,,,,,,305.9,-13.0,,-4.8,,-51.0,-28.0,,,,,-53.0,-19.6,,-83.9,-37.1,-55.4,,,-50.3,,-17.2,,,,,,202.9,,True,,False,False,,,,,False,False,,False,False,False,,,False,,False,,,,,,False
05017,50,570.0,,559.2,,277.0,360.0,,,,,117.0,95.1,,209.6,282.0,248.8,,,53.4,,355.2,,,,,,2117.1,520.0,,509.2,,227.0,310.0,,,,,67.0,45.1,,159.6,232.0,198.8,,,3.4,,305.2,,,,,,2067.1,,True,,True,True,,,,,True,True,,True,True,True,,,True,,True,,,,,,False
05019,69,27.0,,27.2,,29.0,13.0,,,,,83.0,59.6,,8.2,32.3,33.7,,,26.0,,39.5,,,,,,100.4,-42.0,,-41.8,,-40.0,-56.0,,,,,14.0,-9.4,,-60.8,-36.7,-35.3,,,-43.0,,-29.5,,,,,,31.4,,True,,True,False,,,,,True,True,,False,True,True,,,False,,True,,,,,,True
05021,58,45.0,,46.9,,45.0,63.0,,,,,66.0,50.1,,11.7,35.3,40.2,,,7.4,,70.9,,,,,,98.0,-13.0,,-11.1,,-13.0,5.0,,,,,8.0,-7.9,,-46.3,-22.7,-17.8,,,-50.6,,12.9,,,,,,40.0,,True,,False,True,,,,,True,True,,False,False,False,,,False,,True,,,,,,False
05023,46,78.0,,71.6,,51.0,61.0,,,,,106.0,47.7,,45.5,72.9,39.5,,,48.5,,45.9,,,,,,236.6,32.0,,25.6,,5.0,15.0,,,,,60.0,1.7,,-0.5,26.9,-6.5,,,2.5,,-0.1,,,,,,190.6,,True,,True,True,,,,,False,True,,True,True,True,,,True,,True,,,,,,False
05025,24,60.0,,63.1,,33.0,77.0,,,,,33.0,40.4,,22.3,51.1,20.4,,,17.8,,63.5,,,,,,160.8,36.0,,39.1,,9.0,53.0,,,,,9.0,16.4,,-1.7,27.1,-3.6,,,-6.2,,39.5,,,,,,136.8,,False,,True,False,,,,,True,True,,True,True,True,,,True,,False,,,,,,False
05027,74,81.0,,81.6,,61.0,59.0,,,,,128.0,134.5,,43.0,60.4,0.0,,,19.0,,68.2,,,,,,120.6,7.0,,7.6,,-13.0,-15.0,,,,,54.0,60.5,,-31.0,-13.6,-74.0,,,-55.0,,-5.8,,,,,,46.6,,False,,False,False,,,,,False,False,,False,False,False,,,False,,True,,,,,,False
05029,54,36.0,,38.0,,39.0,40.0,,,,,122.0,66.2,,8.9,26.6,41.5,,,16.2,,46.7,,,,,,174.7,-18.0,,-16.0,,-15.0,-14.0,,,,,68.0,12.2,,-45.1,-27.4,-12.5,,,-37.8,,-7.3,,,,,,120.7,,True,,True,True,,,,,False,True,,False,False,True,,,False,,True,,,,,,False
05031,549,411.0,842.4,422.5,,369.0,301.0,,,,,592.0,489.2,,163.2,304.3,345.3,,,162.4,,399.5,,,,,,730.4,-138.0,293.4,-126.5,,-180.0,-248.0,,,,,43.0,-59.8,,-385.8,-244.7,-203.7,,,-386.6,,-149.5,,,,,,181.4,False,True,,False,False,,,,,True,True,,False,False,False,,,False,,False,,,,,,False
05033,260,273.0,522.9,273.4,,252.0,255.0,,,,,389.0,91.6,,247.4,288.3,167.7,,,206.0,,241.3,,,,,,1412.4,13.0,262.9,13.4,,-8.0,-5.0,,,,,129.0,-168.4,,-12.6,28.3,-92.3,,,-54.0,,-18.7,,,,,,1152.4,False,False,,True,True,,,,,False,False,,True,False,False,,,False,,False,,,,,,False
05035,243,327.0,,324.8,,291.0,227.0,,,,,337.0,230.3,,244.0,293.4,145.3,,,434.8,,365.3,,,,,,2241.4,84.0,,81.8,,48.0,-16.0,,,,,94.0,-12.7,,1.0,50.4,-97.7,,,191.8,,122.3,,,,,,1998.4,,True,,True,True,,,,,False,True,,True,True,False,,,False,,False,,,,,,False
05037,81,81.0,,75.5,,77.0,144.0,,,,,111.0,113.6,,23.2,65.0,75.0,,,69.6,,80.4,,,,,,235.5,0.0,,-5.5,,-4.0,63.0,,,,,30.0,32.6,,-57.8,-16.0,-6.0,,,-11.4,,-0.6,,,,,,154.5,,False,,False,False,,,,,False,False,,False,False,False,,,False,,False,,,,,,False
05039,68,21.0,,23.0,,14.0,11.0,,,,,36.0,25.7,,10.4,7.3,,,,2.6,,37.0,,,,,,117.6,-47.0,,-45.0,,-54.0,-57.0,,,,,-32.0,-42.3,,-57.6,-60.7,,,,-65.4,,-31.0,,,,,,49.6,,True,,False,False,,,,,True,True,,False,False,,,,False,,True,,,,,,False
05041,42,54.0,,47.1,,43.0,69.0,,,,,81.0,77.9,,13.5,46.3,21.3,,,34.0,,50.6,,,,,,150.3,12.0,,5.1,,1.0,27.0,,,,,39.0,35.9,,-28.5,4.3,-20.7,,,-8.0,,8.6,,,,,,108.3,,True,,True,False,,,,,False,False,,False,True,False,,,True,,True,,,,,,False
05043,57,168.0,,164.9,,132.0,248.0,,,,,120.0,120.8,,151.8,141.6,49.8,,,133.3,,131.5,,,,,,463.6,111.0,,107.9,,75.0,191.0,,,,,63.0,63.8,,94.8,84.6,-7.2,,,76.3,,74.5,,,,,,406.6,,True,,True,False,,,,,True,True,,True,True,True,,,True,,True,,,,,,False
05045,395,255.0,1167.4,240.9,,240.0,176.0,,,,,478.0,522.8,,206.5,239.1,163.5,,,296.8,,322.8,,,,,,644.6,-140.0,772.4,-154.1,,-155.0,-219.0,,,,,83.0,127.8,,-188.5,-155.9,-231.5,,,-98.2,,-72.2,,,,,,249.6,False,False,,False,False,,,,,True,True,,False,False,False,,,True,,True,,,,,,False
05047,43,39.0,,38.1,,37.0,14.0,,,,,63.0,104.8,,22.1,34.0,44.6,,,15.7,,165.5,,,,,,257.5,-4.0,,-4.9,,-6.0,-29.0,,,,,20.0,61.8,,-20.9,-9.0,1.6,,,-27.3,,122.5,,,,,,214.5,,False,,False,False,,,,,False,False,,False,False,True,,,False,,False,,,,,,False
