,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2350,1874.4,2170.1,2266.1,1718.0,,1801.5,2449.3,-475.6,-179.9,-83.9,-632.0,,-548.5,99.3,True,True,False,,False,True
Alaska,44,35.7,45.6,13.7,,,20.1,40.1,-8.3,1.6,-30.3,,,-23.9,-3.9,True,False,,,False,True
Arizona,5315,4102.0,7478.8,4172.4,6606.0,,3677.6,5095.7,-1213.0,2163.8,-1142.6,1291.0,,-1637.4,-219.3,False,True,False,,False,True
Arkansas,969,513.7,875.7,564.3,1549.0,,481.0,806.0,-455.3,-93.3,-404.7,580.0,,-488.0,-163.0,True,True,False,,False,True
California,14327,10720.0,15015.9,12121.5,11101.0,,10167.0,12462.6,-3607.0,688.9,-2205.5,-3226.0,,-4160.0,-1864.4,True,True,True,,False,True
Colorado,1988,1947.4,1991.1,1857.5,1831.0,,1950.5,2223.5,-40.6,3.1,-130.5,-157.0,,-37.5,235.5,True,False,False,,True,False
Connecticut,4480,4522.3,4457.2,4581.2,4917.0,,4536.8,4548.3,42.3,-22.8,101.2,437.0,,56.8,68.3,True,False,False,,False,False
Delaware,613,561.3,666.9,580.7,614.0,,623.7,633.6,-51.7,53.9,-32.3,1.0,,10.7,20.6,False,True,True,,True,True
District of Columbia,616,647.7,589.5,638.3,669.0,,629.8,651.3,31.7,-26.5,22.3,53.0,,13.8,35.3,True,True,False,,True,False
Florida,12600,6806.4,22419.3,11216.7,5772.0,,6779.5,8629.1,-5793.6,9819.3,-1383.3,-6828.0,,-5820.5,-3970.9,False,True,False,,False,True
Georgia,6287,3668.3,5955.4,3577.9,4294.0,,4260.0,5560.7,-2618.7,-331.6,-2709.1,-1993.0,,-2027.0,-726.3,True,False,True,,True,True
Hawaii,97,28.9,41.6,18.1,,,20.3,23.5,-68.1,-55.4,-78.9,,,-76.7,-73.5,True,False,,,False,False
Idaho,415,112.7,573.9,113.1,363.0,,127.6,160.5,-302.3,158.9,-301.9,-52.0,,-287.4,-254.5,True,True,True,,True,True
Illinois,8527,8321.1,7556.6,8334.7,8129.0,,8295.0,8229.2,-205.9,-970.4,-192.3,-398.0,,-232.0,-297.8,False,True,False,,False,False
Indiana,3437,3422.4,3137.7,3081.9,2923.0,,3057.2,3547.4,-14.6,-299.3,-355.1,-514.0,,-379.8,110.4,False,False,False,,False,False
Iowa,1218,868.9,1185.4,818.9,852.0,,867.5,890.0,-349.1,-32.6,-399.1,-366.0,,-350.5,-328.0,True,False,False,,False,True
Kansas,526,431.9,635.2,463.5,325.0,,352.9,403.6,-94.1,109.2,-62.5,-201.0,,-173.1,-122.4,False,True,False,,False,False
Kentucky,1057,851.1,773.5,894.5,828.0,,754.0,948.5,-205.9,-283.5,-162.5,-229.0,,-303.0,-108.5,False,True,False,,False,True
Louisiana,5202,4165.3,4484.2,4182.3,5790.0,,3907.4,4478.9,-1036.7,-717.8,-1019.7,588.0,,-1294.6,-723.1,True,True,True,,False,True
Maine,135,158.3,130.6,122.0,140.0,,116.3,143.7,23.3,-4.4,-13.0,5.0,,-18.7,8.7,True,True,True,,True,True
Maryland,3836,3982.3,3543.4,3650.7,3713.0,,3647.5,3904.4,146.3,-292.6,-185.3,-123.0,,-188.5,68.4,False,False,True,,False,True
Massachusetts,9196,9395.4,8375.0,10449.1,8945.0,,8853.7,8844.6,199.4,-821.0,1253.1,-251.0,,-342.3,-351.4,False,False,False,,False,False
Michigan,6911,6819.3,6578.4,6763.5,6897.0,,6521.6,7045.4,-91.7,-332.6,-147.5,-14.0,,-389.4,134.4,False,False,True,,False,False
Minnesota,1958,1981.1,1903.0,1849.7,2094.0,,1784.6,2212.6,23.1,-55.0,-108.3,136.0,,-173.4,254.6,False,False,False,,False,False
Mississippi,2685,1820.7,2182.1,1978.8,2315.0,,1838.4,2068.8,-864.3,-502.9,-706.2,-370.0,,-846.6,-616.2,True,True,True,,True,True
Missouri,1728,1415.7,1733.0,1543.1,1392.0,,1593.6,1509.9,-312.3,5.0,-184.9,-336.0,,-134.4,-218.1,True,True,False,,True,True
Montana,133,32.9,103.1,22.0,47.0,,37.6,42.1,-100.1,-29.9,-111.0,-86.0,,-95.4,-90.9,True,False,True,,True,True
Nebraska,437,451.6,394.2,471.9,422.0,,360.3,469.8,14.6,-42.8,34.9,-15.0,,-76.7,32.8,False,False,False,,False,False
Nevada,1449,869.1,2022.3,886.6,643.0,,755.0,1090.4,-579.9,573.3,-562.4,-806.0,,-694.0,-358.6,True,True,False,,False,True
New Hampshire,435,519.0,454.6,561.4,387.0,,511.2,581.5,84.0,19.6,126.4,-48.0,,76.2,146.5,True,False,True,,True,False
New Jersey,16027,17537.3,13585.5,16480.8,17596.0,,16248.1,16172.0,1510.3,-2441.5,453.8,1569.0,,221.1,145.0,False,True,False,,True,True
New Mexico,821,720.0,803.1,760.3,576.0,,756.7,781.9,-101.0,-17.9,-60.7,-245.0,,-64.3,-39.1,True,True,False,,True,True
New York,33023,34798.4,32709.5,31942.9,34286.0,,32700.2,33221.1,1813.4,-275.5,-1042.1,1301.0,,-284.8,236.1,True,True,True,,True,True
North Carolina,3047,2122.9,2858.6,1971.9,2269.0,,2430.3,2359.2,-924.1,-188.4,-1075.1,-778.0,,-616.7,-687.8,True,False,True,,True,True
North Dakota,167,89.9,111.8,93.5,125.0,,84.9,109.1,-77.1,-55.2,-73.5,-42.0,,-82.1,-57.9,True,True,True,,False,True
Ohio,4411,3936.1,4250.3,4578.6,3386.0,,4050.1,4269.7,-474.9,-160.7,167.6,-1025.0,,-360.9,-141.3,True,True,False,,True,True
