,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Oklahoma,899,526.1,1068.1,519.9,585.0,,511.2,620.0,-372.9,169.1,-379.1,-314.0,,-387.8,-279.0,True,False,True,,False,True
Oregon,505,343.1,513.9,333.8,430.0,,304.2,449.1,-161.9,8.9,-171.2,-75.0,,-200.8,-55.9,True,False,True,,False,True
Pennsylvania,7829,8202.0,7780.6,8640.5,7767.0,,7735.4,8327.6,373.0,-48.4,811.5,-62.0,,-93.6,498.6,True,False,True,,True,False
Rhode Island,1071,1285.3,1087.5,1194.0,1254.0,,1106.6,1165.5,234.3,36.5,143.0,203.0,,55.6,114.5,True,True,True,,True,True
South Carolina,3040,1845.1,2885.7,2375.5,2506.0,,1541.8,2182.7,-1194.9,-154.3,-664.5,-534.0,,-1498.2,-857.3,True,True,True,,False,True
South Dakota,183,156.1,154.6,189.7,135.0,,113.6,184.6,-26.9,-28.4,6.7,-48.0,,-69.4,1.6,False,True,False,,False,True
Tennessee,2064,1246.3,1895.7,1385.0,1952.0,,1070.2,1731.9,-817.7,-168.3,-679.0,-112.0,,-993.8,-332.1,True,True,True,,False,True
Texas,14340,4855.7,11568.8,7416.8,8499.0,6480.0,4409.3,6457.3,-9106.3,-2393.2,-6545.2,-5463.0,-7482.0,-9552.7,-7504.7,True,True,True,True,False,True
Utah,433,351.6,775.6,302.2,482.0,,348.0,438.2,-81.4,342.6,-130.8,49.0,,-85.0,5.2,False,False,True,,False,True
Vermont,58,56.0,60.0,58.7,56.0,,58.6,68.8,-2.0,2.0,0.7,-2.0,,0.6,10.8,True,True,False,,True,False
Virginia,2722,3045.7,2175.6,3291.5,2458.0,,2200.4,2681.4,323.7,-546.4,569.5,-264.0,,-521.6,-40.6,False,False,True,,False,True
Washington,1991,1842.0,1950.4,1813.9,1433.0,,1631.8,1889.6,-149.0,-40.6,-177.1,-558.0,,-359.2,-101.4,True,False,False,,False,True
West Virginia,266,103.9,161.5,113.0,106.0,,124.1,115.4,-162.1,-104.5,-153.0,-160.0,,-141.9,-150.6,True,True,True,,True,True
Wisconsin,1261,983.3,1254.4,1175.5,1163.0,,1086.0,1279.8,-244.7,26.4,-52.5,-65.0,,-142.0,51.8,True,True,True,,True,True
Wyoming,42,20.0,82.0,18.4,25.0,,28.3,28.1,-22.0,40.0,-23.6,-17.0,,-13.7,-13.9,False,False,True,,True,True
US,193753,165304.6,195477.0,172452.5,183886.0,143128.0,156113.0,174442.3,-27979.4,2193.0,-20831.5,-9398.0,-50156.0,-37171.0,-18841.7,True,True,True,False,False,True
