,total_deaths_2020-08-30,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
LNQ-ens1,183204,193875.9,193757,10809.9,10553,256.9,2.4%
STH-3PU,183204,193876.0,193757,10810.0,10553,257.0,2.4%
YYG-ParamSearch,183204,193350.0,193757,10284.0,10553,-269.0,-2.5%
CU-select,183204,193320.0,193757,10254.0,10553,-299.0,-2.8%
QJHong-Encounter,183204,193956.6,193757,10890.6,10553,337.6,3.2%
GT-DeepCOVID,183204,193220.8,193757,10154.8,10553,-398.2,-3.8%
UMass-MechBayes,183204,193128.0,193757,10062.0,10553,-491.0,-4.7%
SteveMcConnell-CovidComplete,183204,194157.0,193757,11091.0,10553,538.0,5.1%
JCB-PRM,183204,194165.5,193757,11099.5,10553,546.5,5.2%
OliverWyman-Navigator,183204,194200.9,193757,11134.9,10553,581.9,5.5%
Columbia_UNC-SurvCon,183204,194352.0,193757,11286.0,10553,733.0,6.9%
CovidAnalytics-DELPHI,183204,194403.0,193757,11337.0,10553,784.0,7.4%
COVIDhub-ensemble,183204,194445.0,193757,11379.0,10553,826.0,7.8%
Karlen-pypm,183204,194457.1,193757,11391.1,10553,838.1,7.9%
MOBS-GLEAM_COVID,183204,192751.7,193757,9685.7,10553,-867.3,-8.2%
UCLA-SuEIR,183204,194487.5,193757,11421.5,10553,868.5,8.2%
USC-SI_kJalpha,183204,194598.0,193757,11532.0,10553,979.0,9.3%
IowaStateLW-STEM,183204,194623.0,193757,11557.0,10553,1004.0,9.5%
JHU_IDD-CovidSP,183204,194640.2,193757,11574.2,10553,1021.2,9.7%
DDS-NBDS,183204,194662.3,193757,11596.3,10553,1043.3,9.9%
Baseline,183204,194702.9,193757,11636.9,10553,1083.9,10.3%
PSI-DRAFT,183204,195008.0,193757,11942.0,10553,1389.0,13.2%
NotreDame-mobility,183204,191952.4,193757,8886.4,10553,-1666.6,-15.8%
UCM_MESALab-FoGSEIR,183204,191676.0,193757,8610.0,10553,-1943.0,-18.4%
IHME-CurveFit,183204,195575.4,193757,12509.4,10553,1956.4,18.5%
COVIDhub-baseline,183204,195584.9,193757,12518.9,10553,1965.9,18.6%
CEID-Walk,183204,195669.1,193757,12603.1,10553,2050.1,19.4%
LANL-GrowthRate,183204,191299.2,193757,8233.2,10553,-2319.8,-22.0%
RobertWalraven-ESG,183204,191256.8,193757,8190.8,10553,-2362.2,-22.4%
UMich-RidgeTfReg,183204,196095.9,193757,13029.9,10553,2476.9,23.5%
USACE-ERDC_SEIR,183204,196264.0,193757,13198.0,10553,2645.0,25.1%
UA-EpiCovDA,183204,196292.0,193757,13226.0,10553,2673.0,25.3%
WalmartLabsML-LogForecasting,183204,190765.0,193757,7699.0,10553,-2854.0,-27.0%
Covid19Sim-Simulator,183204,196752.6,193757,13686.6,10553,3133.6,29.7%
RPI_UW-Mob_Collision,183204,197478.9,193757,14412.9,10553,3859.9,36.6%
epiforecasts-ensemble1,183204,188828.0,193757,5762.0,10553,-4791.0,-45.4%
JHUAPL-Bucky,183204,188768.6,193757,5702.6,10553,-4850.4,-46.0%
CMU-TimeSeries,183204,,193757,,10553,,
GT_CHHS-COVID19,183204,,193757,,10553,,
Google_Harvard-CPF,183204,,193757,,10553,,
NotreDame-FRED,183204,,193757,,10553,,
