,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2350,1814.4,1981.2,3057.3,1100.0,,1546.1,2162.2,-535.6,-368.8,707.3,-1250.0,,-803.9,-187.8,True,False,False,,False,True
Alaska,44,37.7,21.8,34.1,,,14.0,14.1,-6.3,-22.2,-9.9,,,-30.0,-29.9,False,False,,,False,False
Arizona,5315,2991.0,6251.6,5998.9,3248.0,,2649.1,3749.0,-2324.0,936.6,683.9,-2067.0,,-2665.9,-1566.0,True,True,True,,False,True
Arkansas,969,500.4,664.2,1112.2,1280.0,,591.0,661.5,-468.6,-304.8,143.2,311.0,,-378.0,-307.5,True,True,True,,True,True
California,14327,11103.3,11088.5,11783.6,7383.0,,7775.8,14630.1,-3223.7,-3238.5,-2543.4,-6944.0,,-6551.2,303.1,False,True,False,,False,True
Colorado,1988,2510.9,2036.0,4710.3,1751.0,,1898.5,2753.7,522.9,48.0,2722.3,-237.0,,-89.5,765.7,True,False,True,,True,False
Connecticut,4480,5872.4,4765.3,4426.6,4508.0,,4664.9,5191.8,1392.4,285.3,-53.4,28.0,,184.9,711.8,True,True,True,,True,True
Delaware,630,730.6,532.6,555.6,483.0,,521.0,726.2,219.6,21.6,44.6,-28.0,,10.0,215.2,True,True,True,,True,True
District of Columbia,616,849.3,674.5,669.5,656.0,,633.4,747.0,233.3,58.5,53.5,40.0,,17.4,131.0,True,True,True,,True,True
Florida,12600,5901.0,6553.1,12099.2,7009.0,,5003.5,7692.9,-6699.0,-6046.9,-500.8,-5591.0,,-7596.5,-4907.1,True,True,True,,False,True
