,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Georgia,6287,5935.3,3533.8,7882.2,2956.0,,4568.2,5384.3,-351.7,-2753.2,1595.2,-3331.0,,-1718.8,-902.7,False,False,False,,False,False
Hawaii,97,17.0,19.3,25.0,,,18.3,20.6,-80.0,-77.7,-72.0,,,-78.7,-76.4,True,True,,,True,True
Idaho,415,138.4,164.0,103.1,89.0,,97.8,106.3,-276.6,-251.0,-311.9,-326.0,,-317.2,-308.7,True,False,False,,False,False
Illinois,8527,11502.3,7696.0,7986.9,8143.0,,7684.9,11274.4,2975.3,-831.0,-540.1,-384.0,,-842.1,2747.4,True,True,True,,True,True
Indiana,3392,3952.0,3201.1,3236.2,2518.0,,2843.4,3924.3,510.0,-240.9,-205.8,-924.0,,-598.6,482.3,True,True,False,,False,True
Iowa,1218,1256.3,1256.1,1178.3,846.0,,906.4,1107.8,38.3,38.1,-39.7,-372.0,,-311.6,-110.2,True,False,False,,False,False
Kansas,526,399.3,320.9,398.1,341.0,,293.0,384.5,-126.7,-205.1,-127.9,-185.0,,-233.0,-141.5,False,False,False,,False,False
Kentucky,1057,871.9,763.4,785.9,598.0,,807.5,1185.4,-185.1,-293.6,-271.1,-459.0,,-249.5,128.4,False,False,False,,False,True
Louisiana,5202,4016.9,3845.8,4096.8,4265.0,,3354.1,4163.3,-1185.1,-1356.2,-1105.2,-937.0,,-1847.9,-1038.7,False,True,True,,False,True
Maine,135,112.9,140.9,169.7,135.0,,110.5,151.8,-22.1,5.9,34.7,0.0,,-24.5,16.8,True,False,True,,False,True
Maryland,3836,5381.9,4192.6,4741.8,3902.0,,3579.8,5157.7,1545.9,356.6,905.8,66.0,,-256.2,1321.7,True,True,True,,True,True
Massachusetts,9196,11584.0,8584.8,8516.8,8938.0,,8537.7,9645.5,2388.0,-611.2,-679.2,-258.0,,-658.3,449.5,True,True,True,,True,True
Michigan,6911,7160.3,6512.9,7915.7,7899.0,,6709.7,6979.0,249.3,-398.1,1004.7,988.0,,-201.3,68.0,False,False,False,,True,True
Minnesota,1958,3026.1,2118.6,2767.0,3284.0,,1882.6,3077.3,1068.1,160.6,809.0,1326.0,,-75.4,1119.3,True,True,False,,True,False
Mississippi,2685,1842.4,2099.5,1323.7,1242.0,,1234.3,2052.7,-842.6,-585.5,-1361.3,-1443.0,,-1450.7,-632.3,True,False,False,,False,True
Missouri,1754,1335.0,1378.2,1522.9,1138.0,,2004.2,2292.3,-407.0,-363.8,-219.1,-604.0,,262.2,550.3,True,True,False,,True,False
Montana,133,31.9,20.8,27.9,21.0,,22.7,23.9,-101.1,-112.2,-105.1,-112.0,,-110.3,-109.1,False,False,False,,False,False
Nebraska,437,575.0,418.1,515.9,290.0,,342.4,552.8,138.0,-18.9,78.9,-147.0,,-94.6,115.8,True,True,False,,True,True
Nevada,1449,784.4,721.7,767.7,613.0,,647.0,940.7,-664.6,-727.3,-681.3,-836.0,,-802.0,-508.3,False,False,False,,False,True
New Hampshire,435,757.1,572.1,704.5,348.0,,544.7,891.9,322.1,137.1,269.5,-87.0,,109.7,456.9,True,True,True,,True,False
New Jersey,16027,18869.0,13458.0,14085.2,13980.0,,14122.3,15032.6,4698.0,-713.0,-85.8,-191.0,,-48.7,861.6,True,True,True,,True,True
New Mexico,821,936.4,894.5,891.5,552.0,,606.4,1048.5,115.4,73.5,70.5,-269.0,,-214.6,227.5,True,True,False,,False,False
New York,33023,36623.6,31805.8,33293.0,32868.0,,31620.3,32853.2,4370.6,-447.2,1040.0,615.0,,-632.7,600.2,True,True,True,,True,True
North Carolina,3047,2417.7,3462.1,2399.3,2954.0,,2633.1,3450.5,-629.3,415.1,-647.7,-93.0,,-413.9,403.5,True,False,True,,True,True
North Dakota,167,99.7,104.7,124.0,297.0,,101.0,146.2,-67.3,-62.3,-43.0,130.0,,-66.0,-20.8,True,True,False,,True,True
Ohio,4114,4873.3,3745.5,3526.2,3189.0,,3408.3,4987.2,577.3,-550.5,-769.8,-1107.0,,-887.7,691.2,True,False,False,,False,False
Oklahoma,899,500.4,457.8,565.3,723.0,,404.1,485.1,-398.6,-441.2,-333.7,-176.0,,-494.9,-413.9,False,True,True,,False,False
Oregon,505,301.6,253.1,562.8,228.0,,225.0,292.9,-200.4,-248.9,60.8,-274.0,,-277.0,-209.1,False,True,False,,False,False
Pennsylvania,7829,9712.1,8701.4,8371.8,6748.0,,7656.9,9130.3,1883.1,872.4,542.8,-1081.0,,-172.1,1301.3,True,True,True,,True,True
Rhode Island,1096,1617.3,1127.7,1128.0,999.0,,1108.5,1471.9,597.3,107.7,108.0,-21.0,,88.5,451.9,True,True,True,,True,True
South Carolina,3040,1294.3,2016.0,2384.7,963.0,,1095.2,1823.1,-1745.7,-1024.0,-655.3,-2077.0,,-1944.8,-1216.9,True,True,False,,False,True
South Dakota,183,203.6,134.4,170.6,108.0,,99.8,172.0,20.6,-48.6,-12.4,-75.0,,-83.2,-11.0,False,True,False,,False,True
Tennessee,2064,1194.0,918.4,1657.4,1371.0,,753.5,1076.0,-870.0,-1145.6,-406.6,-693.0,,-1310.5,-988.0,False,True,True,,False,False
Texas,14629,3822.6,4492.1,4569.6,4325.0,12048.0,2669.8,4110.0,-10553.4,-9883.9,-9806.4,-10051.0,-2328.0,-11706.2,-10266.0,True,True,True,True,False,True
Utah,433,370.4,858.8,474.1,330.0,,233.7,494.4,-62.6,425.8,41.1,-103.0,,-199.3,61.4,False,True,False,,False,True
Vermont,58,55.0,77.5,61.7,59.0,,67.3,65.0,-3.0,19.5,3.7,1.0,,9.3,7.0,False,False,True,,False,False
Virginia,2722,2497.4,2429.1,2078.1,2029.0,,1887.0,3364.9,-224.6,-292.9,-643.9,-693.0,,-835.0,642.9,False,False,False,,False,False
Washington,1978,1988.4,1715.8,1595.3,1419.0,,1362.1,2166.5,2.4,-270.2,-390.7,-567.0,,-623.9,180.5,False,False,False,,False,False
West Virginia,266,139.4,112.7,138.1,87.0,,131.7,132.4,-126.6,-153.3,-127.9,-179.0,,-134.3,-133.6,False,False,False,,False,False
Wisconsin,1261,1270.6,1213.1,1263.4,1196.0,,877.4,1707.8,57.6,0.1,50.4,-17.0,,-335.6,494.8,True,True,True,,False,False
Wyoming,42,30.9,28.1,22.5,18.0,,19.5,27.0,-11.1,-13.9,-19.5,-24.0,,-22.5,-15.0,False,False,False,,False,False
US,193757,182036.3,160466.4,178475.8,149427.0,152458.0,132686.9,181905.5,-8823.7,-30393.6,-12384.2,-41433.0,-38402.0,-58173.1,-8954.5,False,False,False,False,False,False
