,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,42761.0,1309.3,140280.9,0.0,309.2,10194.8,931617.3
USC-SI_kJalpha,51,56290.8,2809.0,163332.1,0.0,409.0,20634.5,944784.0
IHME-CurveFit,51,65156.1,10680.2,208502.0,0.0,1033.0,23649.6,1428758.1
UCLA-SuEIR,51,76522.2,4837.4,284423.4,9.9,131.2,16752.3,1747168.6
CovidAnalytics-DELPHI,51,81044.1,3481.0,192662.9,1.0,308.5,37328.5,980100.0
LANL-GrowthRate,51,147991.7,9828.9,480756.2,1.2,827.0,65524.4,2765746.9
Baseline,51,177090.9,1836.7,917611.1,0.1,267.6,13624.7,6496672.7
USACE-ERDC_SEIR,51,275576.6,10023.9,571553.7,0.2,275.3,256673.0,2920597.5
Karlen-pypm,51,369081.0,9389.6,1394563.0,0.1,441.5,77232.5,8723162.2
JHU_IDD-CovidSP,51,394755.3,41145.4,1635221.9,63.3,4334.4,203140.0,11658195.6
PSI-DRAFT,51,510883.6,13806.2,1463903.4,0.0,1563.1,340756.0,9641025.0
NotreDame-mobility,51,772620.3,14225.0,4132731.5,0.3,935.6,87322.3,29485439.6
