,count,mean,median,std,min,25%,75%,max
CMU-TimeSeries,50,2553.1,289.0,7449.8,0.0,25.0,962.0,48841.0
COVIDhub-ensemble,51,2619.0,256.0,7645.6,0.0,20.5,1334.5,40000.0
LNQ-ens1,51,2852.7,175.4,13511.7,0.0,45.3,710.1,95334.7
YYG-ParamSearch,51,3271.2,174.1,14016.2,0.0,30.1,1716.6,97352.5
UMass-MechBayes,51,4076.9,64.0,14805.2,1.0,16.0,1226.0,85849.0
Baseline,51,4408.6,220.7,12388.7,0.0,23.6,1986.7,71824.0
USC-SI_kJalpha,51,4451.0,400.0,16362.1,0.0,25.0,1408.5,111556.0
Google_Harvard-CPF,51,4504.5,1242.1,7688.8,1.2,140.3,4692.4,40909.0
OliverWyman-Navigator,51,4686.9,456.4,12268.0,0.2,26.4,2945.7,63540.9
UMich-RidgeTfReg,43,5278.8,1222.5,11720.3,0.4,134.7,4308.4,65202.4
DDS-NBDS,51,5624.2,539.8,28834.7,0.1,49.1,2274.0,206782.6
UCLA-SuEIR,51,5896.2,569.5,17435.7,0.0,63.3,2894.1,107920.0
JCB-PRM,51,6024.8,282.3,28765.2,0.2,32.6,1875.6,204776.0
NotreDame-mobility,51,6275.0,449.7,15289.3,0.0,49.2,4521.8,79405.8
JHU_IDD-CovidSP,51,9535.1,472.3,17966.8,2.3,109.3,9833.1,80015.4
Covid19Sim-Simulator,51,9788.7,192.0,40951.2,0.1,19.5,1630.6,230027.0
CU-select,51,9846.0,729.0,38310.0,0.0,56.5,4692.5,270400.0
PSI-DRAFT,51,10185.1,361.0,29703.7,0.0,72.5,5402.5,147456.0
MOBS-GLEAM_COVID,50,10543.3,642.2,30581.0,0.1,58.3,4754.5,178614.4
LANL-GrowthRate,51,10580.8,239.9,37810.3,0.0,51.4,1574.1,211446.0
Karlen-pypm,51,10897.7,237.2,50294.4,0.0,33.7,2688.6,331660.8
CEID-Walk,51,11144.3,906.9,36574.1,0.0,54.1,4264.0,203739.4
COVIDhub-baseline,51,11233.8,625.0,34318.6,0.0,35.2,4312.2,173381.3
IowaStateLW-STEM,49,12053.1,784.0,49016.4,1.0,58.5,3364.0,331776.0
CovidAnalytics-DELPHI,51,12973.6,400.0,56315.1,0.0,20.5,3373.0,362404.0
SteveMcConnell-CovidComplete,51,15389.1,576.0,87601.3,0.0,49.0,3482.0,627264.0
RobertWalraven-ESG,51,16068.3,1281.6,52526.4,0.0,171.4,4443.1,329005.5
GT-DeepCOVID,47,22831.4,374.5,86339.6,0.0,46.1,2162.8,545421.4
USACE-ERDC_SEIR,51,27060.0,2044.1,60212.0,0.0,92.8,11922.2,318731.4
epiforecasts-ensemble1,46,40947.9,1296.0,130552.4,1.0,257.0,14520.5,687241.0
IHME-CurveFit,51,54379.8,1557.9,279973.8,0.0,97.0,5623.1,1973736.6
UA-EpiCovDA,51,64212.4,144.0,296276.5,0.0,30.5,5045.0,2002225.0
JHUAPL-Bucky,51,70813.2,1376.7,263817.7,1.0,221.7,19121.5,1706925.3
