,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,4821.4,920.0,12637.4,0.0,93.6,4547.8,87509.4
OliverWyman-Navigator,51,5486.2,485.3,19536.7,0.5,129.4,5181.9,138097.0
YYG-ParamSearch,51,6590.1,336.3,21172.7,0.5,82.8,2763.2,115884.1
COVIDhub-ensemble,51,6807.2,529.0,20835.6,1.0,42.5,1768.0,110224.0
UMass-MechBayes,51,7043.9,625.0,18071.1,0.0,210.5,6836.5,112225.0
UCLA-SuEIR,51,14529.1,428.8,55604.1,0.0,46.6,6788.1,381440.8
NotreDame-mobility,51,16823.8,1642.0,40575.6,0.6,224.5,12674.0,221845.4
CU-select,51,20502.9,2116.0,57457.1,0.0,144.0,16388.0,383161.0
MOBS-GLEAM_COVID,50,20541.5,1346.5,57685.5,2.0,135.8,10922.2,285447.7
JCB-PRM,51,21160.1,219.5,110098.2,0.0,31.2,1572.1,764864.3
CMU-TimeSeries,51,23445.2,676.0,112559.5,0.0,82.0,3482.0,777924.0
GT-DeepCOVID,48,24876.4,276.6,100940.1,0.1,30.1,4059.1,615055.0
USC-SI_kJalpha,51,26364.5,900.0,140280.5,0.0,110.5,5854.5,990025.0
LANL-GrowthRate,51,32902.2,776.1,124008.8,0.1,155.4,10621.1,692921.1
Baseline,51,33265.1,220.7,181915.0,0.0,50.0,2727.9,1292444.2
UT-Mobility,51,34017.5,1600.0,107529.8,0.0,182.5,8317.0,636006.2
epiforecasts-ensemble1,48,36349.1,2601.0,87966.3,1.0,552.5,30626.0,446224.0
JHU_IDD-CovidSP,51,36977.6,2407.9,114531.2,0.2,277.7,17845.5,651706.4
CovidAnalytics-DELPHI,51,38358.5,784.0,177644.5,0.0,26.0,5312.5,1212201.0
COVIDhub-baseline,51,45402.9,525.9,217385.4,1.0,50.9,5443.3,1525102.0
DDS-NBDS,51,46411.5,946.4,149072.2,0.4,101.8,5759.5,699037.1
Karlen-pypm,51,48826.3,739.8,252429.8,0.0,20.5,2423.1,1722393.8
CEID-Walk,51,49870.5,402.0,224310.2,0.3,61.0,5002.4,1537552.9
UA-EpiCovDA,51,51082.4,400.0,260787.7,0.0,110.5,2972.5,1742400.0
SteveMcConnell-CovidComplete,51,51930.9,729.0,252811.1,0.0,56.5,5298.5,1752976.0
RobertWalraven-ESG,51,62779.6,4043.7,218075.6,0.0,433.0,28402.8,1337029.7
USACE-ERDC_SEIR,51,67250.1,3068.5,154386.8,0.5,161.7,35582.0,815280.0
PSI-DRAFT,51,71432.6,1521.0,356472.8,0.0,226.0,10716.5,2490084.0
IowaStateLW-STEM,49,87581.9,2304.0,312075.5,0.0,210.5,8730.0,1811716.0
Auquan-SEIR,51,102562.0,4356.0,355479.9,9.0,629.0,33308.5,2411809.0
IHME-CurveFit,51,213384.4,1655.8,836914.4,4.9,173.8,17904.9,4554106.4
Covid19Sim-Simulator,51,438571.4,3538.8,1981076.1,0.5,241.9,37244.5,13631755.0
TTU-squider,51,576029.8,26303.3,1349138.7,0.2,4084.3,291436.1,5305365.9
