,predicted_cases,actual_cases,error,perc_error
IowaStateLW-STEM,2165912.0,2153047,12865.0,0.6%
Covid19Sim-Simulator,2378619.1,2153047,225572.1,10.5%
UCLA-SuEIR,1820002.4,2153047,-333044.6,-15.5%
JHU_IDD-CovidSP,1721099.7,2153047,-431947.3,-20.1%
COVIDhub-baseline,1645885.0,2153047,-507162.0,-23.6%
USC-SI_kJalpha,2671614.2,2153047,518567.2,24.1%
Columbia_UNC-SurvCon,2687302.0,2153047,534255.0,24.8%
CovidAnalytics-DELPHI,1547395.0,2153047,-605652.0,-28.1%
USACE-ERDC_SEIR,1462547.8,2153047,-690499.2,-32.1%
LANL-GrowthRate,1217531.3,2153047,-935515.7,-43.5%
CovidActNow-SEIR_CAN,,2153047,,
