,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
18023,81,28.0,,24.0,35.0,,,,,,,25.0,16.9,,15.3,23.5,12.1,33.0,,10.8,25.0,,,,31.0,,-53.0,,-57.0,-46.0,,,,,,,-56.0,-64.1,,-65.7,-57.5,-68.9,-48.0,,-70.2,-56.0,,,,-50.0,,,False,True,,,,,,,False,False,,False,False,False,True,,False,False,,,,True,
18025,3,3.0,,2.0,0.0,,,,,,,3.0,5.5,,2.5,2.0,,,,1.9,3.0,,,,3.0,,0.0,,-1.0,-3.0,,,,,,,0.0,2.5,,-0.5,-1.0,,,,-1.1,-0.0,,,,0.0,,,False,False,,,,,,,True,False,,False,False,,,,False,False,,,,True,
18027,24,39.0,,27.0,57.0,,,,,,,26.0,38.8,,21.3,33.3,22.2,47.0,,26.8,34.9,,,,43.0,,15.0,,3.0,33.0,,,,,,,2.0,14.8,,-2.7,9.3,-1.8,23.0,,2.8,10.9,,,,19.0,,,True,False,,,,,,,True,True,,True,True,True,False,,True,True,,,,False,
18029,40,65.0,,55.0,63.0,,,,,,,30.0,5.6,,33.1,55.4,58.8,70.0,,25.2,70.4,,,,63.0,,25.0,,15.0,23.0,,,,,,,-10.0,-34.4,,-6.9,15.4,18.8,30.0,,-14.8,30.4,,,,23.0,,,True,True,,,,,,,True,False,,True,True,True,False,,True,False,,,,True,
18031,25,36.0,,26.0,46.0,,,,,,,19.0,17.7,,17.3,26.0,10.4,44.0,,37.8,37.0,,,,42.0,,11.0,,1.0,21.0,,,,,,,-6.0,-7.3,,-7.7,1.0,-14.6,19.0,,12.8,12.0,,,,17.0,,,True,False,,,,,,,True,True,,True,True,False,False,,False,False,,,,False,
18033,17,18.0,,18.0,25.0,,,,,,,27.0,37.6,,13.6,25.9,17.7,31.0,,13.2,19.2,,,,18.0,,1.0,,1.0,8.0,,,,,,,10.0,20.6,,-3.4,8.9,0.7,14.0,,-3.8,2.2,,,,1.0,,,False,False,,,,,,,False,False,,False,False,True,False,,False,False,,,,False,
18035,86,80.0,33.1,58.0,107.0,,,,,,,93.0,122.9,,48.8,67.0,34.4,90.0,,29.6,78.7,,,,93.0,,-6.0,-52.9,-28.0,21.0,,,,,,,7.0,36.9,,-37.2,-19.0,-51.6,4.0,,-56.4,-7.3,,,,7.0,,False,False,False,,,,,,,False,False,,False,False,False,True,,False,False,,,,False,
18037,71,85.0,,71.0,80.0,,,,,,,39.0,105.5,,45.0,71.6,70.7,83.0,,45.3,70.8,,,,79.0,,14.0,,0.0,9.0,,,,,,,-32.0,34.5,,-26.0,0.6,-0.3,12.0,,-25.7,-0.2,,,,8.0,,,True,True,,,,,,,False,False,,False,True,True,True,,False,True,,,,True,
18039,235,258.0,352.8,220.0,211.0,,,,,,,254.0,220.9,,183.5,220.0,179.0,319.0,,278.3,229.6,192.0,,,254.0,,23.0,117.8,-15.0,-24.0,,,,,,,19.0,-14.1,,-51.5,-15.0,-56.0,84.0,,43.3,-5.4,-43.0,,,19.0,,False,True,False,,,,,,,True,True,,False,True,False,False,,False,True,False,,,True,
18041,36,17.0,,14.0,25.0,,,,,,,14.0,26.2,,11.7,19.8,12.1,22.0,,7.9,17.3,,,,20.0,,-19.0,,-22.0,-11.0,,,,,,,-22.0,-9.8,,-24.3,-16.2,-23.9,-14.0,,-28.1,-18.7,,,,-16.0,,,False,True,,,,,,,False,True,,False,True,False,True,,False,True,,,,True,
18043,107,95.0,24.6,91.0,105.0,,,,,,,61.0,135.8,,87.6,103.8,71.8,120.0,,110.1,102.6,,,,111.0,,-12.0,-82.4,-16.0,-2.0,,,,,,,-46.0,28.8,,-19.4,-3.2,-35.2,13.0,,3.1,-4.4,,,,4.0,,False,False,True,,,,,,,False,False,,False,True,False,False,,True,True,,,,True,
18045,11,9.0,,8.0,14.0,,,,,,,9.0,24.1,,3.7,7.9,,9.0,,4.5,8.6,,,,14.0,,-2.0,,-3.0,3.0,,,,,,,-2.0,13.1,,-7.3,-3.1,,-2.0,,-6.5,-2.4,,,,3.0,,,False,False,,,,,,,False,False,,False,False,,False,,False,False,,,,False,
18047,44,27.0,,27.0,36.0,,,,,,,11.0,22.6,,29.4,32.8,16.7,37.0,,43.6,27.3,,,,28.0,,-17.0,,-17.0,-8.0,,,,,,,-33.0,-21.4,,-14.6,-11.2,-27.3,-7.0,,-0.4,-16.7,,,,-16.0,,,False,True,,,,,,,False,False,,True,True,False,True,,True,True,,,,True,
18049,25,31.0,,25.0,45.0,,,,,,,12.0,28.4,,18.3,28.9,21.7,29.0,,9.7,30.4,,,,31.0,,6.0,,0.0,20.0,,,,,,,-13.0,3.4,,-6.7,3.9,-3.3,4.0,,-15.3,5.4,,,,6.0,,,True,False,,,,,,,False,True,,False,True,True,True,,False,True,,,,False,
18051,25,18.0,,18.0,10.0,,,,,,,19.0,51.9,,7.7,16.3,30.4,20.0,,20.1,22.2,,,,15.0,,-7.0,,-7.0,-15.0,,,,,,,-6.0,26.9,,-17.3,-8.7,5.4,-5.0,,-4.9,-2.8,,,,-10.0,,,False,False,,,,,,,True,False,,False,False,True,True,,True,True,,,,False,
18053,30,42.0,77.4,43.0,44.0,,,,,,,54.0,73.9,,13.1,32.7,50.6,47.0,,25.5,45.9,,,,42.0,,12.0,47.4,13.0,14.0,,,,,,,24.0,43.9,,-16.9,2.7,20.6,17.0,,-4.5,15.9,,,,12.0,,False,False,False,,,,,,,False,False,,False,True,False,False,,True,False,,,,False,
18055,11,14.0,,14.0,20.0,,,,,,,25.0,24.3,,8.0,17.1,10.8,21.0,,10.2,14.3,,,,13.0,,3.0,,3.0,9.0,,,,,,,14.0,13.3,,-3.0,6.1,-0.2,10.0,,-0.8,3.3,,,,2.0,,,False,False,,,,,,,False,False,,False,False,True,False,,True,False,,,,True,
18057,277,264.0,92.0,268.0,239.0,,,,,,,238.0,394.8,,268.4,271.5,408.2,298.0,,308.1,315.0,288.0,,,270.0,,-13.0,-184.9,-9.0,-38.0,,,,,,,-39.0,117.8,,-8.6,-5.5,131.2,21.0,,31.1,38.0,11.0,,,-7.0,,False,True,False,,,,,,,False,False,,True,True,False,False,,False,False,True,,,True,
18059,39,40.0,28.7,36.0,46.0,,,,,,,51.0,63.3,,25.6,51.3,53.1,51.0,,30.9,31.6,,,,56.0,,1.0,-10.3,-3.0,7.0,,,,,,,12.0,24.3,,-13.4,12.3,14.1,12.0,,-8.1,-7.4,,,,17.0,,False,False,False,,,,,,,False,False,,False,False,False,False,,False,False,,,,False,
18061,45,38.0,,24.0,50.0,,,,,,,24.0,33.1,,22.5,36.2,11.5,,,12.3,37.3,,,,47.0,,-7.0,,-21.0,5.0,,,,,,,-21.0,-11.9,,-22.5,-8.8,-33.5,,,-32.7,-7.7,,,,2.0,,,False,True,,,,,,,False,False,,False,False,False,,,False,False,,,,True,
18063,140,101.0,30.6,93.0,99.0,,,,,,,138.0,95.4,,68.9,96.1,73.2,126.0,,92.3,110.7,93.0,,,112.0,,-39.0,-109.4,-47.0,-41.0,,,,,,,-2.0,-44.6,,-71.1,-43.9,-66.8,-14.0,,-47.7,-29.3,-47.0,,,-28.0,,False,False,False,,,,,,,True,False,,False,False,False,True,,False,True,False,,,True,
18065,18,19.0,,19.0,14.0,,,,,,,39.0,41.4,,10.3,21.4,26.0,25.0,,20.2,18.2,,,,20.0,,1.0,,1.0,-4.0,,,,,,,21.0,23.4,,-7.7,3.4,8.0,7.0,,2.2,0.2,,,,2.0,,,False,False,,,,,,,False,False,,False,False,False,False,,False,True,,,,False,
18067,86,66.0,19.1,64.0,82.0,,,,,,,77.0,91.2,,37.9,62.3,60.6,73.0,,44.7,67.2,,,,67.0,,-20.0,-66.9,-22.0,-4.0,,,,,,,-9.0,5.2,,-48.1,-23.7,-25.4,-13.0,,-41.3,-18.8,,,,-19.0,,False,False,True,,,,,,,True,True,,False,False,False,True,,False,True,,,,True,
18069,4,4.0,,4.0,4.0,,,,,,,20.0,19.6,,0.5,3.4,15.9,6.0,,5.4,4.1,,,,4.0,,0.0,,0.0,0.0,,,,,,,16.0,15.6,,-3.5,-0.6,11.9,2.0,,1.4,0.1,,,,0.0,,,True,True,,,,,,,False,False,,False,False,False,False,,False,False,,,,True,
18071,38,26.0,,26.0,28.0,,,,,,,44.0,31.4,,14.1,26.3,14.5,39.0,,13.2,26.4,,,,24.0,,-12.0,,-12.0,-10.0,,,,,,,6.0,-6.6,,-23.9,-11.7,-23.5,1.0,,-24.8,-11.6,,,,-14.0,,,False,True,,,,,,,True,True,,False,True,False,True,,False,True,,,,False,
18073,35,19.0,,20.0,24.0,,,,,,,18.0,31.8,,9.3,19.8,27.2,21.0,,20.5,19.8,,,,30.0,,-16.0,,-15.0,-11.0,,,,,,,-17.0,-3.2,,-25.7,-15.2,-7.8,-14.0,,-14.5,-15.2,,,,-5.0,,,True,True,,,,,,,False,True,,False,True,True,True,,True,True,,,,True,
18075,11,6.0,,4.0,0.0,,,,,,,10.0,10.9,,5.0,3.6,,7.0,,3.8,5.4,,,,8.0,,-5.0,,-7.0,-11.0,,,,,,,-1.0,-0.1,,-6.0,-7.4,,-4.0,,-7.2,-5.6,,,,-3.0,,,False,False,,,,,,,True,True,,False,False,,True,,False,False,,,,True,
18077,12,6.0,,7.0,8.0,,,,,,,24.0,32.7,,1.7,9.5,18.1,10.0,,5.2,5.7,,,,6.0,,-6.0,,-5.0,-4.0,,,,,,,12.0,20.7,,-10.3,-2.5,6.1,-2.0,,-6.8,-6.3,,,,-6.0,,,True,True,,,,,,,False,False,,False,True,False,True,,False,False,,,,False,
18079,17,16.0,,10.0,13.0,,,,,,,23.0,19.2,,5.9,9.6,7.1,17.0,,9.7,14.3,,,,18.0,,-1.0,,-7.0,-4.0,,,,,,,6.0,2.2,,-11.1,-7.4,-9.9,0.0,,-7.3,-2.7,,,,1.0,,,False,False,,,,,,,False,False,,False,False,False,True,,False,False,,,,False,
18081,110,102.0,40.2,101.0,103.0,,,,,,,147.0,137.5,,79.0,107.3,89.1,134.0,,52.3,101.4,108.0,,,99.0,,-8.0,-69.8,-9.0,-7.0,,,,,,,37.0,27.5,,-31.0,-2.7,-20.9,24.0,,-57.7,-8.6,-2.0,,,-11.0,,False,False,True,,,,,,,False,False,,False,True,False,False,,False,False,True,,,False,
18083,25,25.0,,24.0,34.0,,,,,,,24.0,40.9,,12.7,21.3,25.0,26.0,,20.5,24.6,,,,29.0,,0.0,,-1.0,9.0,,,,,,,-1.0,15.9,,-12.3,-3.7,-0.0,1.0,,-4.5,-0.4,,,,4.0,,,False,False,,,,,,,False,False,,False,False,False,False,,False,False,,,,False,
18085,33,60.0,92.2,60.0,65.0,,,,,,,60.0,111.1,,28.6,52.8,65.5,71.0,,70.7,52.4,,,,62.0,,27.0,59.2,27.0,32.0,,,,,,,27.0,78.1,,-4.4,19.8,32.5,38.0,,37.7,19.4,,,,29.0,,False,False,False,,,,,,,False,False,,True,True,False,False,,False,True,,,,False,
18087,18,17.0,,15.0,15.0,,,,,,,43.0,35.7,,8.4,20.9,10.7,33.0,,29.0,12.9,,,,27.0,,-1.0,,-3.0,-3.0,,,,,,,25.0,17.7,,-9.6,2.9,-7.3,15.0,,11.0,-5.1,,,,9.0,,,False,False,,,,,,,False,False,,False,False,False,False,,False,False,,,,False,
18089,502,404.0,471.9,377.0,350.0,,,,,,,400.0,1.9,,287.0,357.5,427.2,483.0,,377.9,377.4,288.0,,,366.0,,-98.0,-30.1,-125.0,-152.0,,,,,,,-102.0,-500.1,,-215.0,-144.5,-74.8,-19.0,,-124.1,-124.6,-214.0,,,-136.0,,True,False,False,,,,,,,False,False,,False,False,True,True,,False,False,False,,,False,
18091,76,73.0,49.4,65.0,78.0,,,,,,,84.0,152.6,,51.0,78.9,61.6,89.0,,50.6,74.5,,,,78.0,,-3.0,-26.6,-11.0,2.0,,,,,,,8.0,76.6,,-25.0,2.9,-14.4,13.0,,-25.4,-1.5,,,,2.0,,False,False,True,,,,,,,False,False,,False,True,False,False,,False,True,,,,True,
18093,18,32.0,,25.0,31.0,,,,,,,36.0,39.0,,16.3,25.1,23.2,37.0,,20.0,34.5,,,,32.0,,14.0,,7.0,13.0,,,,,,,18.0,21.0,,-1.7,7.1,5.2,19.0,,2.0,16.5,,,,14.0,,,True,True,,,,,,,False,False,,True,True,True,False,,True,False,,,,False,
18095,110,80.0,5.2,75.0,104.0,,,,,,,112.0,172.5,,52.3,74.7,23.9,96.0,,22.4,84.8,117.0,,,87.0,,-30.0,-104.8,-35.0,-6.0,,,,,,,2.0,62.5,,-57.7,-35.3,-86.1,-14.0,,-87.6,-25.2,7.0,,,-23.0,,False,False,True,,,,,,,True,False,,False,False,False,True,,False,True,True,,,True,
18097,1123,1029.0,271.4,981.0,981.0,,,,,,,1210.0,898.1,,915.1,1011.6,112.6,1253.0,,516.8,1182.6,1049.0,,,1034.0,,-94.0,-851.6,-142.0,-142.0,,,,,,,87.0,-224.9,,-207.9,-111.4,-1010.4,130.0,,-606.2,59.6,-74.0,,,-89.0,,False,False,False,,,,,,,True,False,,False,False,False,False,,False,True,True,,,True,
18099,35,39.0,,39.0,19.0,,,,,,,39.0,71.6,,14.1,34.6,50.3,48.0,,,40.8,,,,33.0,,4.0,,4.0,-16.0,,,,,,,4.0,36.6,,-20.9,-0.4,15.3,13.0,,,5.8,,,,-2.0,,,False,False,,,,,,,False,False,,False,True,False,False,,,False,,,,True,
18101,1,3.0,,2.0,0.0,,,,,,,4.0,10.0,,1.7,1.1,,6.0,,4.1,3.1,,,,2.0,,2.0,,1.0,-1.0,,,,,,,3.0,9.0,,0.7,0.1,,5.0,,3.1,2.1,,,,1.0,,,True,True,,,,,,,False,False,,True,True,,False,,False,False,,,,True,
18103,13,24.0,,22.0,39.0,,,,,,,32.0,38.6,,9.9,23.4,17.2,26.0,,11.9,21.8,,,,22.0,,11.0,,9.0,26.0,,,,,,,19.0,25.6,,-3.1,10.4,4.2,13.0,,-1.1,8.8,,,,9.0,,,True,False,,,,,,,False,False,,True,True,True,False,,True,True,,,,True,
18105,72,99.0,85.4,87.0,84.0,,,,,,,101.0,227.0,,66.4,86.9,108.9,100.0,,60.8,152.1,84.0,,,93.0,,27.0,13.4,15.0,12.0,,,,,,,29.0,155.0,,-5.6,14.9,36.9,28.0,,-11.2,80.1,12.0,,,21.0,,True,True,True,,,,,,,False,False,,True,True,False,False,,True,False,True,,,True,
18107,17,21.0,,18.0,20.0,,,,,,,26.0,21.3,,9.6,17.8,5.8,27.0,,7.1,18.5,,,,30.0,,4.0,,1.0,3.0,,,,,,,9.0,4.3,,-7.4,0.8,-11.2,10.0,,-9.9,1.5,,,,13.0,,,True,True,,,,,,,False,False,,False,True,False,False,,False,True,,,,False,
18109,55,27.0,12.6,24.0,29.0,,,,,,,54.0,45.8,,14.6,28.7,22.2,35.0,,15.3,31.6,,,,26.0,,-28.0,-42.4,-31.0,-26.0,,,,,,,-1.0,-9.2,,-40.4,-26.3,-32.8,-20.0,,-39.7,-23.4,,,,-29.0,,False,False,True,,,,,,,True,True,,False,True,False,True,,False,True,,,,False,
18111,9,5.0,,2.0,0.0,,,,,,,7.0,7.6,,0.6,1.8,2.6,6.0,,1.8,4.6,,,,5.0,,-4.0,,-7.0,-9.0,,,,,,,-2.0,-1.4,,-8.4,-7.2,-6.4,-3.0,,-7.2,-4.4,,,,-4.0,,,False,False,,,,,,,True,True,,False,False,False,True,,False,False,,,,False,
18113,39,30.0,,28.0,25.0,,,,,,,40.0,41.5,,28.2,47.3,29.6,49.0,,43.3,26.0,,,,24.0,,-9.0,,-11.0,-14.0,,,,,,,1.0,2.5,,-10.8,8.3,-9.4,10.0,,4.3,-13.0,,,,-15.0,,,False,False,,,,,,,True,True,,False,True,False,False,,True,False,,,,False,
18115,18,9.0,,8.0,9.0,,,,,,,1.0,8.3,,6.8,11.7,,,,1.5,9.4,,,,8.0,,-9.0,,-10.0,-9.0,,,,,,,-17.0,-9.7,,-11.2,-6.3,,,,-16.5,-8.6,,,,-10.0,,,False,False,,,,,,,False,False,,False,True,,,,False,True,,,,False,
18117,8,4.0,,4.0,14.0,,,,,,,13.0,16.0,,2.7,9.8,4.7,9.0,,3.5,3.8,,,,6.0,,-4.0,,-4.0,6.0,,,,,,,5.0,8.0,,-5.3,1.8,-3.3,1.0,,-4.5,-4.2,,,,-2.0,,,False,False,,,,,,,False,False,,False,True,True,True,,False,False,,,,True,
18119,9,8.0,,6.0,14.0,,,,,,,11.0,20.2,,3.3,5.4,,,,6.0,6.7,,,,8.0,,-1.0,,-3.0,5.0,,,,,,,2.0,11.2,,-5.7,-3.6,,,,-3.0,-2.3,,,,-1.0,,,False,False,,,,,,,False,False,,False,False,,,,False,False,,,,False,
18121,6,8.0,,6.0,13.0,,,,,,,8.0,13.8,,1.5,3.3,,10.0,,2.6,9.5,,,,10.0,,2.0,,0.0,7.0,,,,,,,2.0,7.8,,-4.5,-2.7,,4.0,,-3.4,3.5,,,,4.0,,,True,False,,,,,,,False,False,,False,False,,False,,False,False,,,,False,
18123,14,7.0,,7.0,7.0,,,,,,,10.0,10.8,,2.7,7.0,10.4,13.0,,15.5,7.0,,,,8.0,,-7.0,,-7.0,-7.0,,,,,,,-4.0,-3.2,,-11.3,-7.0,-3.6,-1.0,,1.5,-7.0,,,,-6.0,,,False,False,,,,,,,True,True,,False,True,True,True,,True,False,,,,True,
18125,12,18.0,,15.0,16.0,,,,,,,4.0,13.0,,5.5,15.2,,,,40.1,,,,,24.0,,6.0,,3.0,4.0,,,,,,,-8.0,1.0,,-6.5,3.2,,,,28.1,,,,,12.0,,,True,True,,,,,,,False,True,,False,True,,,,False,,,,,False,
18127,150,132.0,89.7,124.0,163.0,,,,,,,111.0,204.6,,117.4,142.7,124.6,144.0,,67.0,124.2,139.0,,,136.0,,-18.0,-60.3,-26.0,13.0,,,,,,,-39.0,54.6,,-32.6,-7.3,-25.4,-6.0,,-83.0,-25.8,-11.0,,,-14.0,,False,False,True,,,,,,,False,False,,False,True,False,True,,False,False,True,,,True,
18129,16,21.0,,17.0,19.0,,,,,,,11.0,41.3,,6.8,17.5,35.0,15.0,,7.8,59.6,,,,13.0,,5.0,,1.0,3.0,,,,,,,-5.0,25.3,,-9.2,1.5,19.0,-1.0,,-8.2,43.6,,,,-3.0,,,True,True,,,,,,,False,False,,False,True,False,True,,False,False,,,,True,
18131,9,2.0,,2.0,0.0,,,,,,,10.0,4.4,,2.8,1.0,,5.0,,,1.8,,,,2.0,,-7.0,,-7.0,-9.0,,,,,,,1.0,-4.6,,-6.2,-8.0,,-4.0,,,-7.2,,,,-7.0,,,False,False,,,,,,,True,True,,True,False,,True,,,False,,,,False,
18133,69,12.0,,12.0,19.0,,,,,,,23.0,24.3,,6.7,16.7,11.2,18.0,,12.8,11.0,,,,12.0,,-57.0,,-57.0,-50.0,,,,,,,-46.0,-44.7,,-62.3,-52.3,-57.8,-51.0,,-56.2,-58.0,,,,-57.0,,,False,True,,,,,,,True,True,,False,True,False,True,,True,False,,,,False,
18135,16,11.0,,9.0,12.0,,,,,,,12.0,12.5,,1.8,5.9,8.0,12.0,,7.5,9.3,,,,9.0,,-5.0,,-7.0,-4.0,,,,,,,-4.0,-3.5,,-14.2,-10.1,-8.0,-4.0,,-8.4,-6.7,,,,-7.0,,,False,True,,,,,,,True,True,,False,False,False,True,,False,False,,,,False,
18137,13,10.0,,10.0,17.0,,,,,,,21.0,18.3,,5.2,13.2,17.1,14.0,,6.0,7.9,,,,11.0,,-3.0,,-3.0,4.0,,,,,,,8.0,5.3,,-7.8,0.2,4.1,1.0,,-7.0,-5.1,,,,-2.0,,,False,False,,,,,,,False,False,,False,True,False,True,,False,False,,,,True,
18139,6,4.0,,4.0,7.0,,,,,,,6.0,13.7,,3.2,2.3,,6.0,,3.9,3.9,,,,3.0,,-2.0,,-2.0,1.0,,,,,,,0.0,7.7,,-2.8,-3.7,,0.0,,-2.1,-2.1,,,,-3.0,,,False,True,,,,,,,True,False,,False,False,,True,,False,False,,,,False,
18141,352,328.0,302.7,308.0,330.0,,,,,,,254.0,340.1,,307.9,303.0,230.4,361.0,,309.4,323.8,311.0,,,306.0,,-24.0,-49.3,-44.0,-22.0,,,,,,,-98.0,-11.9,,-44.1,-49.0,-121.6,9.0,,-42.6,-28.2,-41.0,,,-46.0,,False,False,True,,,,,,,False,True,,False,False,False,True,,False,False,False,,,False,
18143,22,26.0,,17.0,38.0,,,,,,,17.0,25.4,,12.8,23.1,12.1,31.0,,11.9,24.4,,,,24.0,,4.0,,-5.0,16.0,,,,,,,-5.0,3.4,,-9.2,1.1,-9.9,9.0,,-10.1,2.4,,,,2.0,,,False,False,,,,,,,False,True,,False,True,False,False,,False,True,,,,True,
18145,38,19.0,,17.0,22.0,,,,,,,42.0,29.3,,6.6,16.6,15.4,31.0,,7.0,21.0,,,,25.0,,-19.0,,-21.0,-16.0,,,,,,,4.0,-8.7,,-31.4,-21.4,-22.6,-7.0,,-31.0,-17.0,,,,-13.0,,,False,True,,,,,,,True,True,,False,False,False,True,,False,True,,,,True,
18147,23,9.0,,9.0,10.0,,,,,,,7.0,25.9,,5.8,11.7,17.5,11.0,,17.9,9.5,,,,6.0,,-14.0,,-14.0,-13.0,,,,,,,-16.0,2.9,,-17.2,-11.3,-5.5,-12.0,,-5.1,-13.5,,,,-17.0,,,False,True,,,,,,,False,True,,False,True,True,True,,True,True,,,,False,
18149,17,14.0,,15.0,14.0,,,,,,,21.0,26.7,,8.7,15.6,21.1,15.0,,20.3,15.0,,,,16.0,,-3.0,,-2.0,-3.0,,,,,,,4.0,9.7,,-8.3,-1.4,4.1,-2.0,,3.3,-2.0,,,,-1.0,,,True,False,,,,,,,False,False,,False,True,False,True,,False,True,,,,True,
18151,12,13.0,,17.0,23.0,,,,,,,25.0,29.3,,8.0,19.0,22.2,17.0,,16.6,12.1,,,,16.0,,1.0,,5.0,11.0,,,,,,,13.0,17.3,,-4.0,7.0,10.2,5.0,,4.6,0.1,,,,4.0,,,False,False,,,,,,,False,False,,False,False,False,False,,False,True,,,,False,
18153,39,8.0,,6.0,7.0,,,,,,,11.0,11.0,,4.2,5.7,,,,1.9,7.0,,,,9.0,,-31.0,,-33.0,-32.0,,,,,,,-28.0,-28.0,,-34.8,-33.3,,,,-37.1,-32.0,,,,-30.0,,,False,False,,,,,,,True,True,,False,False,,,,False,False,,,,True,
18155,3,6.0,,2.0,1.0,,,,,,,3.0,7.7,,1.4,2.2,,6.0,,1.2,5.2,,,,7.0,,3.0,,-1.0,-2.0,,,,,,,0.0,4.7,,-1.6,-0.8,,3.0,,-1.8,2.2,,,,4.0,,,True,True,,,,,,,True,False,,True,True,,False,,True,True,,,,False,
18157,104,125.0,113.7,119.0,147.0,,,,,,,131.0,204.5,,98.6,111.8,115.7,144.0,,119.0,123.3,118.0,,,133.0,,21.0,9.7,15.0,43.0,,,,,,,27.0,100.5,,-5.4,7.8,11.7,40.0,,15.0,19.3,14.0,,,29.0,,True,True,False,,,,,,,False,False,,True,True,True,False,,True,True,True,,,False,
18159,35,35.0,,26.0,52.0,,,,,,,9.0,24.3,,13.9,26.4,26.1,,,9.5,29.9,,,,31.0,,0.0,,-9.0,17.0,,,,,,,-26.0,-10.7,,-21.1,-8.6,-8.9,,,-25.5,-5.1,,,,-4.0,,,False,False,,,,,,,False,False,,False,False,False,,,False,False,,,,False,
18161,11,6.0,,6.0,,,,,,,,1.0,6.8,,4.9,7.6,,10.0,,6.7,5.9,,,,5.0,,-5.0,,-5.0,,,,,,,,-10.0,-4.2,,-6.1,-3.4,,-1.0,,-4.3,-5.1,,,,-6.0,,,False,,,,,,,,False,True,,False,True,,True,,True,False,,,,False,
18163,243,285.0,238.5,259.0,259.0,,,,,,,187.0,587.0,,248.1,234.8,285.8,293.0,,214.9,290.0,294.0,,,281.0,,42.0,-4.5,16.0,16.0,,,,,,,-56.0,344.0,,5.1,-8.2,42.8,50.0,,-28.1,47.0,51.0,,,38.0,,True,True,True,,,,,,,False,False,,True,True,False,False,,True,False,False,,,True,
18165,16,12.0,,9.0,10.0,,,,,,,7.0,6.1,,5.2,10.5,,,,8.2,10.8,,,,19.0,,-4.0,,-7.0,-6.0,,,,,,,-9.0,-9.9,,-10.8,-5.5,,,,-7.8,-5.2,,,,3.0,,,False,False,,,,,,,False,False,,False,False,,,,False,False,,,,True,
18167,165,95.0,29.2,92.0,124.0,,,,,,,88.0,121.8,,83.0,99.6,67.2,113.0,,140.7,99.9,,,,115.0,,-70.0,-135.8,-73.0,-41.0,,,,,,,-77.0,-43.2,,-82.0,-65.4,-97.8,-52.0,,-24.3,-65.1,,,,-50.0,,False,False,True,,,,,,,False,True,,False,True,False,True,,True,True,,,,True,
18169,10,15.0,,15.0,19.0,,,,,,,19.0,25.4,,6.8,16.6,15.7,15.0,,5.7,14.1,,,,17.0,,5.0,,5.0,9.0,,,,,,,9.0,15.4,,-3.2,6.6,5.7,5.0,,-4.3,4.1,,,,7.0,,,False,False,,,,,,,False,False,,True,False,False,False,,True,True,,,,False,
18171,3,0.0,,0.0,0.0,,,,,,,3.0,2.3,,0.5,0.2,,0.0,,0.5,0.1,,,,0.0,,-3.0,,-3.0,-3.0,,,,,,,0.0,-0.7,,-2.5,-2.8,,-3.0,,-2.5,-2.9,,,,-3.0,,,False,False,,,,,,,True,True,,True,True,,False,,True,True,,,,False,
