,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,4436.5,1419.0,9707.5,49.0,276.0,4405.5,60862.0
COVIDhub-baseline,51,4675.9,1741.0,10382.1,9.0,463.5,3556.5,60166.0
USACE-ERDC_SEIR,51,6112.1,1921.5,11422.5,67.3,705.5,7348.8,73745.3
LANL-GrowthRate,51,6253.4,3258.2,12526.0,15.4,801.8,5881.5,68135.1
UCLA-SuEIR,51,6702.6,2869.7,12151.7,8.5,582.7,5301.2,56569.7
JHU_IDD-CovidSP,51,6931.8,1788.5,15030.1,4.6,794.8,6454.3,96826.3
LNQ-ens1,51,7070.2,2563.3,14722.7,13.0,691.9,6774.3,79121.2
CovidAnalytics-DELPHI,51,8163.7,5451.0,8119.5,103.0,1918.5,12711.0,33572.0
IowaStateLW-STEM,49,9413.2,1869.0,28818.7,10.0,518.5,5943.5,174017.0
USC-SI_kJalpha,51,9895.4,3629.5,19406.2,4.0,1529.7,10221.6,124010.2
Covid19Sim-Simulator,51,14081.8,2597.4,37757.6,27.3,1114.1,8354.0,232158.7
RobertWalraven-ESG,48,14307.6,2493.8,43048.6,13.5,1028.1,8165.8,220601.2
OliverWyman-Navigator,51,16861.4,5741.0,37035.0,29.0,1346.0,13792.5,185411.0
IHME-CurveFit,51,26567.3,6445.9,76193.6,107.5,1652.3,18455.7,504366.9
Karlen-pypm,51,29268.1,9402.1,68019.0,112.8,1760.7,21699.1,399902.7
