,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13245,1497,1130.0,1131.8,1116.0,1145.0,,,,,,,898.0,1529.0,,1319.3,1235.9,874.1,1352.0,,,1071.3,1124.0,,,957.0,,-367.0,-365.2,-381.0,-352.0,,,,,,,-599.0,32.0,,-177.7,-261.1,-622.9,-145.0,,,-425.7,-373.0,,,-540.0,,True,False,True,,,,,,,False,True,,True,True,False,True,,,False,False,,,False,
13247,326,272.0,269.3,250.0,203.0,,,,,,,320.0,379.8,,139.0,198.6,285.2,353.0,,,387.6,,,,205.0,,-54.0,-56.7,-76.0,-123.0,,,,,,,-6.0,53.8,,-187.0,-127.4,-40.8,27.0,,,61.6,,,,-121.0,,False,False,False,,,,,,,True,True,,False,False,True,True,,,False,,,,False,
13249,25,20.0,,12.0,20.0,,,,,,,8.0,6.0,,5.4,18.9,,29.0,,,18.4,,,,37.0,,-5.0,,-13.0,-5.0,,,,,,,-17.0,-19.0,,-19.6,-6.1,,4.0,,,-6.6,,,,12.0,,,False,False,,,,,,,False,False,,False,False,,True,,,False,,,,False,
13251,51,28.0,,28.0,29.0,,,,,,,49.0,45.8,,20.5,36.5,31.0,55.0,,,12.3,,,,23.0,,-23.0,,-23.0,-22.0,,,,,,,-2.0,-5.2,,-30.5,-14.5,-20.0,4.0,,,-38.7,,,,-28.0,,,False,True,,,,,,,True,True,,False,True,True,True,,,False,,,,False,
13253,105,54.0,,44.0,99.0,,,,,,,63.0,17.7,,6.1,34.4,,56.0,,,52.7,,,,41.0,,-51.0,,-61.0,-6.0,,,,,,,-42.0,-87.3,,-98.9,-70.6,,-49.0,,,-52.3,,,,-64.0,,,False,True,,,,,,,True,False,,False,False,,True,,,False,,,,False,
13255,196,192.0,108.4,171.0,181.0,,,,,,,265.0,228.2,,210.5,211.6,144.3,296.0,,,167.0,,,,180.0,,-4.0,-87.6,-25.0,-15.0,,,,,,,69.0,32.2,,14.5,15.6,-51.7,100.0,,,-29.0,,,,-16.0,,False,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,False,
13257,137,158.0,,115.0,160.0,,,,,,,162.0,167.8,,102.8,119.9,99.4,221.0,,,132.5,,,,93.0,,21.0,,-22.0,23.0,,,,,,,25.0,30.8,,-34.2,-17.1,-37.6,84.0,,,-4.5,,,,-44.0,,,False,False,,,,,,,False,False,,False,True,False,False,,,True,,,,False,
13259,18,12.0,,11.0,14.0,,,,,,,35.0,18.4,,0.8,15.4,0.3,63.0,,,10.2,,,,2.0,,-6.0,,-7.0,-4.0,,,,,,,17.0,0.4,,-17.2,-2.6,-17.7,45.0,,,-7.8,,,,-16.0,,,False,True,,,,,,,False,True,,False,True,False,False,,,False,,,,False,
13261,64,58.0,,37.0,96.0,,,,,,,155.0,69.3,,23.6,62.4,21.6,204.0,,,23.5,,,,30.0,,-6.0,,-27.0,32.0,,,,,,,91.0,5.3,,-40.4,-1.6,-42.4,140.0,,,-40.5,,,,-34.0,,,False,False,,,,,,,False,True,,False,True,False,False,,,False,,,,False,
13263,18,28.0,,17.0,27.0,,,,,,,15.0,26.8,,14.7,22.3,17.0,46.0,,,25.0,,,,20.0,,10.0,,-1.0,9.0,,,,,,,-3.0,8.8,,-3.3,4.3,-1.0,28.0,,,7.0,,,,2.0,,,True,True,,,,,,,True,True,,True,True,True,False,,,True,,,,True,
13265,9,6.0,,3.0,0.0,,,,,,,2.0,4.0,,2.2,3.4,,,,,4.4,,,,22.0,,-3.0,,-6.0,-9.0,,,,,,,-7.0,-5.0,,-6.8,-5.6,,,,,-4.6,,,,13.0,,,False,False,,,,,,,False,False,,False,False,,,,,False,,,,False,
13267,177,124.0,,113.0,182.0,,,,,,,117.0,159.2,,112.6,123.9,93.7,158.0,,,105.5,,,,118.0,,-53.0,,-64.0,5.0,,,,,,,-60.0,-17.8,,-64.4,-53.1,-83.3,-19.0,,,-71.5,,,,-59.0,,,False,True,,,,,,,False,True,,False,False,False,True,,,False,,,,False,
13269,27,8.0,,14.0,14.0,,,,,,,14.0,10.6,,7.8,17.9,,22.0,,,13.4,,,,13.0,,-19.0,,-13.0,-13.0,,,,,,,-13.0,-16.4,,-19.2,-9.1,,-5.0,,,-13.6,,,,-14.0,,,True,True,,,,,,,True,True,,False,True,,True,,,True,,,,True,
13271,48,64.0,,51.0,50.0,,,,,,,84.0,93.1,,15.3,44.5,0.2,80.0,,,67.2,,,,37.0,,16.0,,3.0,2.0,,,,,,,36.0,45.1,,-32.7,-3.5,-47.8,32.0,,,19.2,,,,-11.0,,,True,True,,,,,,,False,False,,False,True,False,False,,,False,,,,True,
13273,28,28.0,,7.0,0.0,,,,,,,44.0,18.1,,7.3,27.3,2.1,89.0,,,29.6,,,,16.0,,0.0,,-21.0,-28.0,,,,,,,16.0,-9.9,,-20.7,-0.7,-25.9,61.0,,,1.6,,,,-12.0,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,False,
13275,288,280.0,,263.0,373.0,,,,,,,379.0,253.2,,238.5,287.0,109.8,406.0,,,261.0,,,,256.0,,-8.0,,-25.0,85.0,,,,,,,91.0,-34.8,,-49.5,-1.0,-178.2,118.0,,,-27.0,,,,-32.0,,,False,False,,,,,,,False,False,,False,True,False,False,,,False,,,,False,
13277,171,98.0,,104.0,104.0,,,,,,,342.0,145.7,,80.7,132.7,116.0,342.0,,,36.6,,,,48.0,,-73.0,,-67.0,-67.0,,,,,,,171.0,-25.3,,-90.3,-38.3,-55.0,171.0,,,-134.4,,,,-123.0,,,True,True,,,,,,,False,True,,False,True,True,False,,,False,,,,False,
13279,253,200.0,,180.0,310.0,,,,,,,162.0,169.0,,181.8,210.5,119.5,247.0,,,188.9,,,,190.0,,-53.0,,-73.0,57.0,,,,,,,-91.0,-84.0,,-71.2,-42.5,-133.5,-6.0,,,-64.1,,,,-63.0,,,False,False,,,,,,,False,False,,False,True,False,True,,,False,,,,False,
13281,44,34.0,,29.0,41.0,,,,,,,31.0,35.2,,19.7,28.4,,42.0,,,60.7,,,,32.0,,-10.0,,-15.0,-3.0,,,,,,,-13.0,-8.8,,-24.3,-15.6,,-2.0,,,16.7,,,,-12.0,,,False,True,,,,,,,False,True,,False,False,,True,,,False,,,,False,
13283,43,40.0,,27.0,45.0,,,,,,,23.0,38.7,,8.7,29.3,,46.0,,,51.4,,,,36.0,,-3.0,,-16.0,2.0,,,,,,,-20.0,-4.3,,-34.3,-13.7,,3.0,,,8.4,,,,-7.0,,,False,True,,,,,,,False,False,,False,False,,False,,,False,,,,False,
13285,211,424.0,452.3,378.0,715.0,,,,,,,543.0,237.4,,249.2,408.4,141.9,786.0,,,368.4,,,,322.0,,213.0,241.3,167.0,504.0,,,,,,,332.0,26.4,,38.2,197.4,-69.1,575.0,,,157.4,,,,111.0,,False,True,False,,,,,,,False,True,,True,True,True,False,,,True,,,,True,
13287,40,0.0,,2.0,14.0,,,,,,,28.0,7.1,,1.1,10.3,2.2,51.0,,,0.0,,,,1.0,,-40.0,,-38.0,-26.0,,,,,,,-12.0,-32.9,,-38.9,-29.7,-37.8,11.0,,,-40.0,,,,-39.0,,,True,True,,,,,,,True,True,,True,True,True,True,,,False,,,,True,
13289,49,30.0,,18.0,35.0,,,,,,,19.0,25.6,,5.9,18.6,,31.0,,,29.3,,,,22.0,,-19.0,,-31.0,-14.0,,,,,,,-30.0,-23.4,,-43.1,-30.4,,-18.0,,,-19.7,,,,-27.0,,,False,True,,,,,,,False,False,,False,False,,True,,,False,,,,False,
13291,93,64.0,,72.0,88.0,,,,,,,69.0,105.0,,57.7,73.1,71.0,91.0,,,113.5,,,,61.0,,-29.0,,-21.0,-5.0,,,,,,,-24.0,12.0,,-35.3,-19.9,-22.0,-2.0,,,20.5,,,,-32.0,,,True,True,,,,,,,True,True,,False,True,True,True,,,True,,,,False,
13293,83,66.0,,48.0,55.0,,,,,,,112.0,70.6,,32.9,74.7,29.3,145.0,,,54.0,,,,83.0,,-17.0,,-35.0,-28.0,,,,,,,29.0,-12.4,,-50.1,-8.3,-53.7,62.0,,,-29.0,,,,0.0,,,False,False,,,,,,,False,True,,False,True,False,False,,,False,,,,True,
13295,231,90.0,174.6,92.0,99.0,,,,,,,287.0,166.3,,85.0,118.9,59.7,176.0,,,81.4,,,,105.0,,-141.0,-56.4,-139.0,-132.0,,,,,,,56.0,-64.7,,-146.0,-112.1,-171.3,-55.0,,,-149.6,,,,-126.0,,True,True,True,,,,,,,True,True,,False,True,False,True,,,False,,,,True,
13297,366,212.0,187.6,206.0,234.0,,,,,,,279.0,278.4,,153.4,227.6,235.5,319.0,,,153.1,,,,212.0,,-154.0,-178.4,-160.0,-132.0,,,,,,,-87.0,-87.6,,-212.6,-138.4,-130.5,-47.0,,,-212.9,,,,-154.0,,False,False,True,,,,,,,True,True,,False,True,True,True,,,False,,,,False,
13299,158,296.0,,271.0,285.0,,,,,,,331.0,256.8,,213.0,263.1,262.1,439.0,,,341.6,,,,178.0,,138.0,,113.0,127.0,,,,,,,173.0,98.8,,55.0,105.1,104.1,281.0,,,183.6,,,,20.0,,,True,True,,,,,,,False,True,,True,True,True,False,,,False,,,,True,
13301,30,0.0,,2.0,8.0,,,,,,,13.0,7.0,,2.1,3.3,,10.0,,,0.0,,,,3.0,,-30.0,,-28.0,-22.0,,,,,,,-17.0,-23.1,,-27.9,-26.7,,-20.0,,,-30.0,,,,-27.0,,,True,True,,,,,,,True,True,,True,True,,True,,,False,,,,True,
13303,133,210.0,,164.0,397.0,,,,,,,74.0,113.0,,232.4,177.4,75.9,218.0,,,181.0,,,,178.0,,77.0,,31.0,264.0,,,,,,,-59.0,-20.0,,99.4,44.4,-57.1,85.0,,,48.0,,,,45.0,,,True,False,,,,,,,True,True,,False,True,True,False,,,True,,,,True,
13305,234,420.0,,216.0,630.0,,,,,,,239.0,280.1,,177.9,216.0,109.0,322.0,,,384.5,,,,292.0,,186.0,,-18.0,396.0,,,,,,,5.0,46.1,,-56.1,-18.0,-125.0,88.0,,,150.5,,,,58.0,,,True,False,,,,,,,True,True,,True,True,True,True,,,True,,,,True,
13307,3,2.0,,2.0,0.0,,,,,,,4.0,5.6,,2.3,2.7,,10.0,,,0.8,,,,1.0,,-1.0,,-1.0,-3.0,,,,,,,1.0,2.6,,-0.7,-0.3,,7.0,,,-2.2,,,,-2.0,,,False,False,,,,,,,False,False,,True,True,,False,,,False,,,,False,
13309,12,10.0,,9.0,13.0,,,,,,,21.0,18.2,,7.9,10.4,,24.0,,,2.2,,,,7.0,,-2.0,,-3.0,1.0,,,,,,,9.0,6.2,,-4.1,-1.6,,12.0,,,-9.8,,,,-5.0,,,False,True,,,,,,,False,False,,False,True,,False,,,False,,,,False,
13311,100,86.0,,79.0,164.0,,,,,,,93.0,99.3,,27.1,73.3,75.1,109.0,,,89.8,,,,62.0,,-14.0,,-21.0,64.0,,,,,,,-7.0,-0.7,,-72.9,-26.7,-24.9,9.0,,,-10.2,,,,-38.0,,,False,False,,,,,,,True,True,,False,False,False,True,,,True,,,,False,
13313,925,784.0,1265.4,774.0,647.0,,,,,,,1028.0,580.4,,785.1,781.0,693.6,1073.0,,,762.3,,,,611.0,,-141.0,340.4,-151.0,-278.0,,,,,,,103.0,-344.6,,-139.9,-144.0,-231.4,148.0,,,-162.7,,,,-314.0,,False,False,False,,,,,,,True,False,,True,False,False,False,,,False,,,,False,
13315,31,10.0,,4.0,0.0,,,,,,,27.0,12.7,,1.1,9.2,4.8,43.0,,,2.7,,,,2.0,,-21.0,,-27.0,-31.0,,,,,,,-4.0,-18.3,,-29.9,-21.8,-26.2,12.0,,,-28.3,,,,-29.0,,,False,False,,,,,,,True,True,,False,False,False,True,,,False,,,,False,
13317,28,44.0,,29.0,88.0,,,,,,,39.0,48.7,,17.0,41.4,26.4,64.0,,,25.3,,,,25.0,,16.0,,1.0,60.0,,,,,,,11.0,20.7,,-11.0,13.4,-1.6,36.0,,,-2.7,,,,-3.0,,,True,False,,,,,,,True,False,,True,True,True,False,,,True,,,,True,
13319,56,46.0,,23.0,45.0,,,,,,,23.0,34.8,,14.0,41.4,18.2,67.0,,,51.4,,,,32.0,,-10.0,,-33.0,-11.0,,,,,,,-33.0,-21.2,,-42.0,-14.6,-37.8,11.0,,,-4.6,,,,-24.0,,,False,False,,,,,,,False,False,,False,False,False,False,,,True,,,,False,
13321,47,50.0,,40.0,40.0,,,,,,,106.0,47.8,,26.0,49.7,31.1,129.0,,,51.8,,,,38.0,,3.0,,-7.0,-7.0,,,,,,,59.0,0.8,,-21.0,2.7,-15.9,82.0,,,4.8,,,,-9.0,,,False,False,,,,,,,False,True,,False,True,False,False,,,False,,,,False,
15001,13,12.0,0.0,7.0,14.0,,,,,,,,58.6,,1.7,8.3,8.3,35.0,,,7.9,13.0,,,7.0,,-1.0,-13.0,-6.0,1.0,,,,,,,,45.6,,-11.3,-4.7,-4.7,22.0,,,-5.1,0.0,,,-6.0,,False,False,False,,,,,,,,False,,False,False,False,False,,,False,True,,,False,
15003,1673,502.0,69.3,630.0,1107.0,,,,,,,,2121.7,,825.4,654.9,542.2,673.0,,,656.1,624.0,,,679.0,,-1171.0,-1603.7,-1043.0,-566.0,,,,,,,,448.7,,-847.6,-1018.1,-1130.8,-1000.0,,,-1016.9,-1049.0,,,-994.0,,False,True,True,,,,,,,,True,,True,True,True,True,,,True,True,,,True,
15005,0,0.0,,0.0,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,,True,,,False,,True,,,,,,,,
15007,4,0.0,3.9,2.0,0.0,,,,,,,,6.4,,2.0,3.9,,,,,5.4,,,,12.0,,-4.0,-0.1,-2.0,-4.0,,,,,,,,2.4,,-2.0,-0.1,,,,,1.4,,,,8.0,,True,True,False,,,,,,,,True,,True,True,,,,,True,,,,False,
15009,40,22.0,0.8,17.0,,,,,,,,,40.5,,19.0,34.0,1.9,60.0,,,21.3,60.0,,,69.0,,-18.0,-39.2,-23.0,,,,,,,,,0.5,,-21.0,-6.0,-38.1,20.0,,,-18.7,20.0,,,29.0,,False,False,,,,,,,,,True,,False,True,False,False,,,False,False,,,False,
16001,1990,2018.0,3626.4,2665.0,1228.0,,,,,,,3110.0,4046.9,,2680.2,2204.1,2310.7,2684.0,,,1182.1,3468.0,,,1686.0,,28.0,1636.4,675.0,-762.0,,,,,,,1120.0,2056.9,,690.2,214.1,320.7,694.0,,,-807.9,1478.0,,,-304.0,,False,False,False,,,,,,,False,False,,False,False,False,False,,,False,False,,,False,
16003,4,4.0,,1.0,0.0,,,,,,,0.0,2.1,,3.9,1.7,,,,,3.7,,,,8.0,,0.0,,-3.0,-4.0,,,,,,,-4.0,-1.9,,-0.1,-2.3,,,,,-0.3,,,,4.0,,,False,False,,,,,,,False,False,,False,False,,,,,False,,,,False,
16005,153,96.0,166.9,119.0,152.0,,,,,,,133.0,210.1,,39.1,97.6,160.5,107.0,,,105.9,,,,103.0,,-57.0,13.9,-34.0,-1.0,,,,,,,-20.0,57.1,,-113.9,-55.4,7.5,-46.0,,,-47.1,,,,-50.0,,True,True,True,,,,,,,True,False,,False,True,True,True,,,True,,,,True,
16007,9,6.0,,5.0,0.0,,,,,,,9.0,13.0,,,0.3,,9.0,,,4.2,,,,7.0,,-3.0,,-4.0,-9.0,,,,,,,0.0,4.0,,,-8.7,,0.0,,,-4.8,,,,-2.0,,,False,False,,,,,,,True,False,,,False,,True,,,False,,,,True,
16009,23,8.0,,6.0,0.0,,,,,,,18.0,13.1,,8.6,8.0,,14.0,,,5.2,,,,10.0,,-15.0,,-17.0,-23.0,,,,,,,-5.0,-9.9,,-14.4,-15.0,,-9.0,,,-17.8,,,,-13.0,,,False,False,,,,,,,True,True,,True,True,,True,,,False,,,,True,
16011,101,66.0,,74.0,95.0,,,,,,,86.0,147.9,,44.4,61.1,79.1,75.0,,,76.5,,,,58.0,,-35.0,,-27.0,-6.0,,,,,,,-15.0,46.9,,-56.6,-39.9,-21.9,-26.0,,,-24.5,,,,-43.0,,,True,True,,,,,,,True,False,,False,False,True,True,,,True,,,,False,
16013,15,12.0,,9.0,,,,,,,,42.0,15.3,,2.1,15.1,0.8,,,,14.7,,,,9.0,,-3.0,,-6.0,,,,,,,,27.0,0.3,,-12.9,0.1,-14.2,,,,-0.3,,,,-6.0,,,False,,,,,,,,False,True,,False,True,False,,,,True,,,,False,
16015,16,28.0,,16.0,12.0,,,,,,,0.0,37.0,,,19.0,,25.0,,,,,,,43.0,,12.0,,0.0,-4.0,,,,,,,-16.0,21.0,,,3.0,,9.0,,,,,,,27.0,,,True,True,,,,,,,False,False,,,True,,True,,,,,,,False,
16017,53,42.0,,55.0,46.0,,,,,,,97.0,168.0,,52.9,59.0,68.4,40.0,,,45.8,,,,69.0,,-11.0,,2.0,-7.0,,,,,,,44.0,115.0,,-0.1,6.0,15.4,-13.0,,,-7.2,,,,16.0,,,True,True,,,,,,,False,False,,True,True,False,False,,,True,,,,False,
16019,512,380.0,142.3,302.0,761.0,,,,,,,238.0,481.5,,283.8,320.6,341.3,,,,460.8,,,,554.0,,-132.0,-369.7,-210.0,249.0,,,,,,,-274.0,-30.5,,-228.2,-191.4,-170.7,,,,-51.2,,,,42.0,,False,False,False,,,,,,,False,True,,False,False,False,,,,True,,,,True,
16021,8,34.0,,25.0,29.0,,,,,,,38.0,48.1,,,16.5,,,,,25.3,,,,44.0,,26.0,,17.0,21.0,,,,,,,30.0,40.1,,,8.5,,,,,17.3,,,,36.0,,,True,True,,,,,,,False,False,,,True,,,,,True,,,,False,
16023,0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,True,True,,,False,,True,,,,,,,,
16025,0,0.0,,0.0,0.0,,,,,,,0.0,0.7,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,0.7,,0.0,0.0,,0.0,,,0.0,,,,0.0,,,True,True,,,,,,,True,False,,False,False,,True,,,True,,,,True,
16027,1712,1656.0,2020.1,1661.0,1087.0,,,,,,,2055.0,2050.5,,1905.4,1661.1,1350.6,1652.0,,,1563.4,2174.0,,,1643.0,,-56.0,308.1,-51.0,-625.0,,,,,,,343.0,338.5,,193.4,-50.9,-361.4,-60.0,,,-148.6,462.0,,,-69.0,,False,True,False,,,,,,,False,False,,False,True,False,False,,,False,False,,,False,
16029,10,0.0,,1.0,0.0,,,,,,,14.0,3.7,,4.0,0.9,,4.0,,,0.0,,,,0.0,,-10.0,,-9.0,-10.0,,,,,,,4.0,-6.3,,-6.0,-9.1,,-6.0,,,-10.0,,,,-10.0,,,True,False,,,,,,,True,True,,True,True,,True,,,True,,,,False,
16031,111,84.0,,75.0,88.0,,,,,,,87.0,106.9,,18.7,66.3,68.9,105.0,,,90.1,,,,71.0,,-27.0,,-36.0,-23.0,,,,,,,-24.0,-4.1,,-92.3,-44.7,-42.1,-6.0,,,-20.9,,,,-40.0,,,False,True,,,,,,,True,True,,False,False,False,True,,,True,,,,False,
16033,7,2.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,3.0,,-5.0,,-7.0,-7.0,,,,,,,-7.0,-7.0,,,-7.0,,-7.0,,,,,,,-4.0,,,False,False,,,,,,,False,False,,,False,,False,,,,,,,True,
16035,2,14.0,,2.0,0.0,,,,,,,2.0,17.9,,,1.5,,19.0,,,11.5,,,,18.0,,12.0,,0.0,-2.0,,,,,,,0.0,15.9,,,-0.5,,17.0,,,9.5,,,,16.0,,,True,True,,,,,,,True,False,,,True,,False,,,True,,,,False,
16037,3,2.0,,0.0,0.0,,,,,,,0.0,3.0,,0.6,0.2,,,,,1.9,,,,1.0,,-1.0,,-3.0,-3.0,,,,,,,-3.0,0.0,,-2.4,-2.8,,,,,-1.1,,,,-2.0,,,False,False,,,,,,,False,True,,False,False,,,,,False,,,,False,
16039,72,32.0,,35.0,,,,,,,,21.0,111.0,,33.2,57.1,54.0,51.0,,,40.8,,,,44.0,,-40.0,,-37.0,,,,,,,,-51.0,39.0,,-38.8,-14.9,-18.0,-21.0,,,-31.2,,,,-28.0,,,True,,,,,,,,False,True,,True,True,True,True,,,True,,,,True,
16041,6,6.0,,9.0,0.0,,,,,,,26.0,14.5,,12.2,10.5,,13.0,,,7.2,,,,22.0,,0.0,,3.0,-6.0,,,,,,,20.0,8.5,,6.2,4.5,,7.0,,,1.2,,,,16.0,,,False,False,,,,,,,False,False,,False,False,,False,,,False,,,,False,
16043,42,28.0,,17.0,20.0,,,,,,,18.0,29.7,,6.3,18.4,,26.0,,,,,,,22.0,,-14.0,,-25.0,-22.0,,,,,,,-24.0,-12.3,,-35.7,-23.6,,-16.0,,,,,,,-20.0,,,False,False,,,,,,,False,True,,False,False,,False,,,,,,,False,
16045,59,46.0,,33.0,58.0,,,,,,,22.0,64.0,,32.8,52.0,28.7,52.0,,,38.2,,,,41.0,,-13.0,,-26.0,-1.0,,,,,,,-37.0,5.0,,-26.2,-7.0,-30.3,-7.0,,,-20.8,,,,-18.0,,,False,True,,,,,,,False,True,,False,True,False,True,,,False,,,,False,
16047,46,32.0,,25.0,31.0,,,,,,,27.0,63.4,,20.9,31.1,22.1,46.0,,,32.8,,,,33.0,,-14.0,,-21.0,-15.0,,,,,,,-19.0,17.4,,-25.1,-14.9,-23.9,0.0,,,-13.2,,,,-13.0,,,False,False,,,,,,,False,False,,False,False,False,True,,,True,,,,True,
16049,7,16.0,,2.0,,,,,,,,2.0,20.7,,3.4,6.7,,19.0,,,,,,,15.0,,9.0,,-5.0,,,,,,,,-5.0,13.7,,-3.6,-0.3,,12.0,,,,,,,8.0,,,True,,,,,,,,True,False,,True,True,,False,,,,,,,True,
16051,103,70.0,,49.0,111.0,,,,,,,46.0,59.4,,28.9,65.4,,71.0,,,53.1,,,,104.0,,-33.0,,-54.0,8.0,,,,,,,-57.0,-43.6,,-74.1,-37.6,,-32.0,,,-49.9,,,,1.0,,,False,True,,,,,,,False,False,,False,False,,True,,,False,,,,True,
16053,104,36.0,,38.0,63.0,,,,,,,101.0,67.4,,5.4,36.2,43.4,91.0,,,7.1,,,,15.0,,-68.0,,-66.0,-41.0,,,,,,,-3.0,-36.6,,-98.6,-67.8,-60.6,-13.0,,,-96.9,,,,-89.0,,,True,True,,,,,,,True,True,,False,True,True,True,,,False,,,,False,
16055,533,538.0,301.4,496.0,460.0,,,,,,,532.0,923.1,,532.1,491.6,748.2,590.0,,,467.4,576.0,,,504.0,,5.0,-231.6,-37.0,-73.0,,,,,,,-1.0,390.1,,-0.9,-41.4,215.2,57.0,,,-65.6,43.0,,,-29.0,,False,False,False,,,,,,,True,False,,True,False,False,False,,,False,False,,,False,
16057,34,50.0,,32.0,66.0,,,,,,,57.0,67.7,,20.0,28.1,,46.0,,,35.8,,,,64.0,,16.0,,-2.0,32.0,,,,,,,23.0,33.7,,-14.0,-5.9,,12.0,,,1.8,,,,30.0,,,True,False,,,,,,,False,False,,True,True,,True,,,True,,,,False,
16059,15,4.0,,0.0,0.0,,,,,,,0.0,8.5,,0.9,0.7,,4.0,,,1.9,,,,2.0,,-11.0,,-15.0,-15.0,,,,,,,-15.0,-6.5,,-14.1,-14.3,,-11.0,,,-13.1,,,,-13.0,,,False,False,,,,,,,False,True,,False,False,,False,,,False,,,,False,
16061,0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,0.0,,,True,True,,,,,,,True,True,,,False,,True,,,False,,,,True,
16063,8,2.0,,1.0,0.0,,,,,,,3.0,7.9,,7.4,3.5,,,,,0.4,,,,2.0,,-6.0,,-7.0,-8.0,,,,,,,-5.0,-0.1,,-0.6,-4.5,,,,,-7.6,,,,-6.0,,,False,False,,,,,,,True,True,,True,True,,,,,False,,,,False,
16065,46,38.0,,25.0,41.0,,,,,,,117.0,94.7,,11.0,39.7,20.7,41.0,,,22.0,,,,30.0,,-8.0,,-21.0,-5.0,,,,,,,71.0,48.7,,-35.0,-6.3,-25.3,-5.0,,,-24.0,,,,-16.0,,,False,True,,,,,,,False,False,,False,True,False,True,,,False,,,,False,
16067,107,110.0,,90.0,97.0,,,,,,,94.0,119.9,,65.9,99.5,58.3,131.0,,,104.6,,,,108.0,,3.0,,-17.0,-10.0,,,,,,,-13.0,12.9,,-41.1,-7.5,-48.7,24.0,,,-2.4,,,,1.0,,,False,False,,,,,,,False,False,,False,False,False,False,,,True,,,,True,
16069,36,12.0,,10.0,0.0,,,,,,,98.0,53.3,,1.1,9.9,16.2,33.0,,,16.0,,,,7.0,,-24.0,,-26.0,-36.0,,,,,,,62.0,17.3,,-34.9,-26.1,-19.8,-3.0,,,-20.0,,,,-29.0,,,False,False,,,,,,,False,True,,False,False,True,True,,,True,,,,False,
16071,5,0.0,,0.0,0.0,,,,,,,3.0,6.8,,,0.2,,0.0,,,0.0,,,,2.0,,-5.0,,-5.0,-5.0,,,,,,,-2.0,1.8,,,-4.8,,-5.0,,,-5.0,,,,-3.0,,,False,False,,,,,,,True,True,,,True,,False,,,False,,,,True,
16073,81,84.0,,28.0,14.0,,,,,,,27.0,69.3,,62.8,77.8,27.5,85.0,,,141.7,,,,73.0,,3.0,,-53.0,-67.0,,,,,,,-54.0,-11.7,,-18.2,-3.2,-53.5,4.0,,,60.7,,,,-8.0,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,False,
