,mean_rank
LNQ-ens1,4.0
COVIDhub-baseline,4.1
COVIDhub-ensemble,4.2
IowaStateLW-STEM,4.5
JHU_IDD-CovidSP,4.7
OliverWyman-Navigator,5.3
LANL-GrowthRate,5.6
CU-select,6.2
USC-SI_kJalpha,6.4
