,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
18039,873,1167.0,1113.7,1068.0,1234.0,,,,,,861.0,1271.9,865.2,1304.6,875.7,1720.0,,,1190.6,838.0,,,371.6,,294.0,240.7,195.0,361.0,,,,,,-12.0,398.9,-7.8,431.6,2.7,847.0,,,317.6,-35.0,,,-501.4,,True,True,False,,,,,,True,False,True,False,True,False,,,False,True,,,False,
18041,72,24.0,,21.0,22.0,,,,,,21.0,65.0,6.7,30.4,21.0,47.0,,,,,,,1.4,,-48.0,,-51.0,-50.0,,,,,,-51.0,-7.0,-65.3,-41.6,-51.0,-25.0,,,,,,,-70.6,,,False,False,,,,,,False,True,False,True,False,True,,,,,,,False,
18043,304,186.0,34.4,213.0,1169.0,,,,,,115.0,214.4,150.7,249.6,79.4,238.0,,,265.5,,,,660.8,,-118.0,-269.6,-91.0,865.0,,,,,,-189.0,-89.6,-153.3,-54.4,-224.6,-66.0,,,-38.5,,,,356.8,,False,True,False,,,,,,False,True,False,True,False,True,,,True,,,,False,
18045,30,24.0,,14.0,15.0,,,,,,19.0,57.2,3.7,15.2,,20.0,,,,,,,1.5,,-6.0,,-16.0,-15.0,,,,,,-11.0,27.2,-26.3,-14.8,,-10.0,,,,,,,-28.5,,,False,False,,,,,,False,False,False,False,,False,,,,,,,False,
18047,103,33.0,,31.0,12.0,,,,,,16.0,25.8,13.8,46.9,10.6,65.0,,,,,,,703.2,,-70.0,,-72.0,-91.0,,,,,,-87.0,-77.2,-89.2,-56.1,-92.4,-38.0,,,,,,,600.2,,,False,False,,,,,,False,False,False,True,False,True,,,,,,,False,
18049,78,39.0,,32.0,47.0,,,,,,30.0,60.7,14.0,43.9,,46.0,,,,,,,79.6,,-39.0,,-46.0,-31.0,,,,,,-48.0,-17.3,-64.0,-34.1,,-32.0,,,,,,,1.6,,,False,True,,,,,,False,True,False,True,,True,,,,,,,True,
18051,68,99.0,,97.0,194.0,,,,,,52.0,116.8,75.4,119.8,133.0,96.0,,,,,,,268.6,,31.0,,29.0,126.0,,,,,,-16.0,48.8,7.4,51.8,65.0,28.0,,,,,,,200.6,,,True,False,,,,,,True,False,True,False,False,True,,,,,,,False,
18053,146,186.0,118.0,178.0,478.0,,,,,,120.0,195.7,121.7,248.9,56.8,231.0,,,154.6,,,,93.0,,40.0,-28.0,32.0,332.0,,,,,,-26.0,49.7,-24.3,102.9,-89.2,85.0,,,8.6,,,,-53.0,,True,True,False,,,,,,True,False,True,False,False,False,,,True,,,,False,
18055,40,36.0,,27.0,16.0,,,,,,61.0,59.4,5.7,36.3,12.1,,,,,,,,76.2,,-4.0,,-13.0,-24.0,,,,,,21.0,19.4,-34.3,-3.7,-27.9,,,,,,,,36.2,,,False,False,,,,,,False,False,False,True,False,,,,,,,,False,
18057,835,591.0,208.2,745.0,1093.0,,,,,,634.0,547.7,619.7,893.2,846.3,880.0,,,677.8,946.0,,,2151.4,,-244.0,-626.8,-90.0,258.0,,,,,,-201.0,-287.3,-215.3,58.2,11.3,45.0,,,-157.2,111.0,,,1316.4,,False,True,False,,,,,,True,False,True,True,True,True,,,True,True,,,False,
18059,150,93.0,49.0,98.0,166.0,,,,,,111.0,201.3,45.0,160.5,92.4,200.0,,,94.1,,,,3134.9,,-57.0,-101.0,-52.0,16.0,,,,,,-39.0,51.3,-105.0,10.5,-57.6,50.0,,,-55.9,,,,2984.9,,False,True,True,,,,,,True,True,False,True,False,True,,,True,,,,False,
18061,102,27.0,,25.0,45.0,,,,,,57.0,53.9,11.5,37.5,9.3,86.0,,,,,,,32.3,,-75.0,,-77.0,-57.0,,,,,,-45.0,-48.1,-90.5,-64.5,-92.7,-16.0,,,,,,,-69.7,,,False,True,,,,,,True,True,False,True,False,True,,,,,,,True,
18063,332,255.0,124.5,279.0,589.0,,,,,,306.0,353.7,174.2,318.5,122.8,602.0,,,252.4,399.0,,,1751.4,,-77.0,-207.5,-53.0,257.0,,,,,,-26.0,21.7,-157.8,-13.5,-209.2,270.0,,,-79.6,67.0,,,1419.4,,False,True,False,,,,,,True,True,False,True,False,False,,,False,True,,,False,
18065,60,48.0,,59.0,76.0,,,,,,75.0,205.8,29.1,100.8,114.4,125.0,,,,,,,55.7,,-12.0,,-1.0,16.0,,,,,,15.0,145.8,-30.9,40.8,54.4,65.0,,,,,,,-4.3,,,True,False,,,,,,False,False,False,False,False,False,,,,,,,True,
18067,232,162.0,164.0,158.0,249.0,,,,,,180.0,196.4,94.9,220.1,91.2,284.0,,,158.2,,,,1137.5,,-70.0,-68.0,-74.0,17.0,,,,,,-52.0,-35.6,-137.1,-11.9,-140.8,52.0,,,-73.8,,,,905.5,,True,False,True,,,,,,True,True,False,True,False,True,,,False,,,,False,
18069,22,24.0,,39.0,65.0,,,,,,37.0,111.8,26.0,65.5,55.9,,,,,,,,209.5,,2.0,,17.0,43.0,,,,,,15.0,89.8,4.0,43.5,33.9,,,,,,,,187.5,,,False,False,,,,,,False,False,False,False,False,,,,,,,,False,
18071,86,63.0,,56.0,92.0,,,,,,84.0,101.5,32.6,71.2,27.3,191.0,,,,,,,1668.9,,-23.0,,-30.0,6.0,,,,,,-2.0,15.5,-53.4,-14.8,-58.7,105.0,,,,,,,1582.9,,,False,True,,,,,,True,True,False,True,False,False,,,,,,,False,
18073,77,69.0,,69.0,135.0,,,,,,50.0,114.5,,71.0,57.3,87.0,,,,,,,1070.5,,-8.0,,-8.0,58.0,,,,,,-27.0,37.5,,-6.0,-19.7,10.0,,,,,,,993.5,,,False,False,,,,,,False,False,,True,False,False,,,,,,,False,
18075,20,6.0,,7.0,0.0,,,,,,13.0,25.1,9.7,4.9,,25.0,,,,,,,0.0,,-14.0,,-13.0,-20.0,,,,,,-7.0,5.1,-10.3,-15.1,,5.0,,,,,,,-20.0,,,True,False,,,,,,True,True,True,False,,True,,,,,,,False,
18077,38,108.0,,91.0,303.0,,,,,,36.0,134.6,50.5,112.7,55.7,,,,,,,,242.1,,70.0,,53.0,265.0,,,,,,-2.0,96.6,12.5,74.7,17.7,,,,,,,,204.1,,,True,False,,,,,,True,False,True,False,True,,,,,,,,False,
18079,40,18.0,,16.0,21.0,,,,,,32.0,48.8,9.3,22.4,26.2,69.0,,,,,,,724.2,,-22.0,,-24.0,-19.0,,,,,,-8.0,8.8,-30.7,-17.6,-13.8,29.0,,,,,,,684.2,,,False,True,,,,,,True,True,False,True,True,False,,,,,,,False,
18081,323,234.0,137.5,301.0,415.0,,,,,,324.0,215.1,158.5,333.3,106.6,563.0,,,373.4,411.0,,,317.0,,-89.0,-185.5,-22.0,92.0,,,,,,1.0,-107.9,-164.5,10.3,-216.4,240.0,,,50.4,88.0,,,-6.0,,False,True,False,,,,,,True,False,False,True,False,False,,,True,True,,,True,
18083,71,27.0,,29.0,37.0,,,,,,70.0,98.3,17.1,39.7,,43.0,,,,,,,56.0,,-44.0,,-42.0,-34.0,,,,,,-1.0,27.3,-53.9,-31.3,,-28.0,,,,,,,-15.0,,,True,True,,,,,,True,True,False,True,,True,,,,,,,True,
18085,215,171.0,380.0,198.0,201.0,,,,,,194.0,467.8,151.4,271.3,133.1,299.0,,,,,,,3093.5,,-44.0,165.0,-17.0,-14.0,,,,,,-21.0,252.8,-63.6,56.3,-81.9,84.0,,,,,,,2878.5,,False,True,True,,,,,,True,False,False,False,False,False,,,,,,,False,
18087,59,42.0,,29.0,0.0,,,,,,118.0,108.4,4.2,41.3,41.3,,,,,,,,9.2,,-17.0,,-30.0,-59.0,,,,,,59.0,49.4,-54.8,-17.7,-17.7,,,,,,,,-49.8,,,False,False,,,,,,False,False,False,False,False,,,,,,,,False,
18089,1413,1485.0,621.4,1602.0,2323.0,,,,,,782.0,1763.9,1215.0,1900.6,1080.6,2605.0,,,1617.9,1791.0,,,2737.4,,72.0,-791.6,189.0,910.0,,,,,,-631.0,350.9,-198.0,487.6,-332.4,1192.0,,,204.9,378.0,,,1324.4,,False,False,False,,,,,,False,False,False,False,False,False,,,False,False,,,False,
18091,212,204.0,136.4,187.0,382.0,,,,,,203.0,346.3,80.5,238.9,137.4,304.0,,,227.5,,,,690.6,,-8.0,-75.6,-25.0,170.0,,,,,,-9.0,134.3,-131.5,26.9,-74.6,92.0,,,15.5,,,,478.6,,False,False,False,,,,,,False,False,False,False,False,False,,,False,,,,False,
18093,68,69.0,,63.0,91.0,,,,,,77.0,117.5,40.3,80.0,70.6,123.0,,,,,,,1898.6,,1.0,,-5.0,23.0,,,,,,9.0,49.5,-27.7,12.0,2.6,55.0,,,,,,,1830.6,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,False,
18095,239,90.0,20.8,94.0,143.0,,,,,,270.0,256.6,41.2,134.7,21.5,265.0,,,82.7,127.0,,,8.2,,-149.0,-218.2,-145.0,-96.0,,,,,,31.0,17.6,-197.8,-104.3,-217.5,26.0,,,-156.3,-112.0,,,-230.8,,False,True,True,,,,,,True,True,False,True,False,True,,,False,True,,,False,
18097,3092,1770.0,1077.1,2519.0,3748.0,,,,,,2730.0,2435.2,1524.1,2834.1,188.9,4881.0,,,2552.0,3909.0,,,6820.5,,-1322.0,-2014.9,-573.0,656.0,,,,,,-362.0,-656.8,-1567.9,-257.9,-2903.1,1789.0,,,-540.0,817.0,,,3728.5,,False,True,True,,,,,,True,True,False,True,False,False,,,True,True,,,False,
18099,129,303.0,,253.0,490.0,,,,,,142.0,400.9,156.7,300.6,202.6,339.0,,,,,,,97.6,,174.0,,124.0,361.0,,,,,,13.0,271.9,27.7,171.6,73.6,210.0,,,,,,,-31.4,,,True,False,,,,,,True,False,True,True,True,False,,,,,,,True,
18101,13,12.0,,14.0,0.0,,,,,,12.0,18.3,8.3,21.3,,,,,,,,,0.5,,-1.0,,1.0,-13.0,,,,,,-1.0,5.3,-4.7,8.3,,,,,,,,,-12.5,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
18103,66,39.0,,31.0,65.0,,,,,,64.0,80.0,11.2,43.6,19.9,84.0,,,,,,,43.1,,-27.0,,-35.0,-1.0,,,,,,-2.0,14.0,-54.8,-22.4,-46.1,18.0,,,,,,,-22.9,,,False,True,,,,,,True,True,False,True,False,True,,,,,,,True,
18105,300,318.0,64.7,459.0,998.0,,,,,,200.0,440.0,472.6,524.7,263.6,316.0,,,362.3,629.0,,,3541.4,,18.0,-235.3,159.0,698.0,,,,,,-100.0,140.0,172.6,224.7,-36.4,16.0,,,62.3,329.0,,,3241.4,,False,False,False,,,,,,False,False,False,False,False,True,,,False,False,,,False,
18107,47,27.0,,18.0,24.0,,,,,,68.0,82.8,3.5,23.1,13.6,110.0,,,,,,,494.9,,-20.0,,-29.0,-23.0,,,,,,21.0,35.8,-43.5,-23.9,-33.4,63.0,,,,,,,447.9,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,False,
18109,104,69.0,40.6,68.0,179.0,,,,,,111.0,107.5,32.5,88.9,26.7,150.0,,,80.3,,,,34.5,,-35.0,-63.4,-36.0,75.0,,,,,,7.0,3.5,-71.5,-15.1,-77.3,46.0,,,-23.7,,,,-69.5,,False,False,False,,,,,,True,True,False,True,False,False,,,True,,,,False,
18111,17,3.0,,3.0,2.0,,,,,,19.0,20.7,0.0,2.4,9.5,32.0,,,,,,,0.0,,-14.0,,-14.0,-15.0,,,,,,2.0,3.7,-17.0,-14.6,-7.5,15.0,,,,,,,-17.0,,,False,False,,,,,,True,True,False,False,True,False,,,,,,,False,
18113,112,114.0,,94.0,110.0,,,,,,92.0,125.6,38.0,129.3,106.9,220.0,,,,,,,73.3,,2.0,,-18.0,-2.0,,,,,,-20.0,13.6,-74.0,17.3,-5.1,108.0,,,,,,,-38.7,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,False,
18115,33,21.0,,12.0,13.0,,,,,,2.0,16.5,3.0,13.0,,,,,,,,,2.4,,-12.0,,-21.0,-20.0,,,,,,-31.0,-16.5,-30.0,-20.0,,,,,,,,,-30.6,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
18117,29,27.0,,16.0,10.0,,,,,,35.0,27.3,3.8,17.8,3.6,58.0,,,,,,,267.8,,-2.0,,-13.0,-19.0,,,,,,6.0,-1.7,-25.2,-11.2,-25.4,29.0,,,,,,,238.8,,,False,False,,,,,,False,True,False,False,False,False,,,,,,,False,
18119,32,9.0,,9.0,3.0,,,,,,26.0,37.6,5.2,10.6,,21.0,,,,,,,0.2,,-23.0,,-23.0,-29.0,,,,,,-6.0,5.6,-26.8,-21.4,,-11.0,,,,,,,-31.8,,,False,False,,,,,,True,True,False,True,,True,,,,,,,False,
18121,24,9.0,,8.0,0.0,,,,,,20.0,28.5,4.0,11.6,,,,,,,,,673.4,,-15.0,,-16.0,-24.0,,,,,,-4.0,4.5,-20.0,-12.4,,,,,,,,,649.4,,,False,False,,,,,,True,True,False,True,,,,,,,,,False,
18123,27,33.0,,32.0,92.0,,,,,,27.0,89.7,7.5,57.8,58.0,61.0,,,,,,,13.6,,6.0,,5.0,65.0,,,,,,0.0,62.7,-19.5,30.8,31.0,34.0,,,,,,,-13.4,,,True,False,,,,,,True,False,False,False,False,False,,,,,,,False,
18125,35,21.0,,10.0,0.0,,,,,,12.0,16.5,1.9,7.7,,23.0,,,,,,,0.6,,-14.0,,-25.0,-35.0,,,,,,-23.0,-18.5,-33.1,-27.3,,-12.0,,,,,,,-34.4,,,False,False,,,,,,False,False,False,False,,True,,,,,,,False,
18127,392,228.0,182.6,179.0,215.0,,,,,,201.0,495.4,103.7,245.4,228.0,374.0,,,113.2,210.0,,,27.5,,-164.0,-209.4,-213.0,-177.0,,,,,,-191.0,103.4,-288.3,-146.6,-164.0,-18.0,,,-278.8,-182.0,,,-364.5,,False,False,False,,,,,,False,True,False,True,False,True,,,False,False,,,False,
18129,80,102.0,,152.0,272.0,,,,,,30.0,104.6,208.4,145.8,,,,,,,,,126.3,,22.0,,72.0,192.0,,,,,,-50.0,24.6,128.4,65.8,,,,,,,,,46.3,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
18131,14,3.0,,4.0,0.0,,,,,,18.0,16.5,6.3,5.2,,24.0,,,,,,,0.4,,-11.0,,-10.0,-14.0,,,,,,4.0,2.5,-7.7,-8.8,,10.0,,,,,,,-13.6,,,True,False,,,,,,True,True,True,True,,True,,,,,,,False,
18133,97,48.0,,36.0,53.0,,,,,,64.0,66.8,13.2,48.4,13.0,84.0,,,,,,,747.5,,-49.0,,-61.0,-44.0,,,,,,-33.0,-30.2,-83.8,-48.6,-84.0,-13.0,,,,,,,650.5,,,False,True,,,,,,True,True,False,True,False,True,,,,,,,False,
18135,36,9.0,,9.0,0.0,,,,,,13.0,26.6,9.6,6.0,,30.0,,,,,,,1014.3,,-27.0,,-27.0,-36.0,,,,,,-23.0,-9.4,-26.4,-30.0,,-6.0,,,,,,,978.3,,,False,False,,,,,,True,True,True,False,,True,,,,,,,False,
18137,53,63.0,,59.0,72.0,,,,,,30.0,42.0,37.7,76.9,13.6,74.0,,,,,,,99.0,,10.0,,6.0,19.0,,,,,,-23.0,-11.0,-15.3,23.9,-39.4,21.0,,,,,,,46.0,,,True,False,,,,,,False,False,False,False,False,False,,,,,,,False,
18139,19,18.0,,16.0,16.0,,,,,,10.0,34.3,7.2,19.3,,30.0,,,,,,,375.5,,-1.0,,-3.0,-3.0,,,,,,-9.0,15.3,-11.8,0.3,,11.0,,,,,,,356.5,,,False,False,,,,,,False,False,False,True,,False,,,,,,,False,
18141,990,981.0,779.9,1196.0,1622.0,,,,,,831.0,1119.1,862.5,1285.7,449.3,1174.0,,,985.6,1864.0,,,886.3,,-9.0,-210.1,206.0,632.0,,,,,,-159.0,129.1,-127.5,295.7,-540.7,184.0,,,-4.4,874.0,,,-103.7,,False,False,False,,,,,,False,False,False,False,False,False,,,True,False,,,False,
18143,83,57.0,,66.0,81.0,,,,,,36.0,65.6,58.1,83.0,12.5,97.0,,,,,,,76.8,,-26.0,,-17.0,-2.0,,,,,,-47.0,-17.4,-24.9,0.0,-70.5,14.0,,,,,,,-6.2,,,True,True,,,,,,False,True,True,True,False,True,,,,,,,True,
18145,72,60.0,,41.0,0.0,,,,,,84.0,75.5,7.8,52.2,17.1,170.0,,,,,,,13.4,,-12.0,,-31.0,-72.0,,,,,,12.0,3.5,-64.2,-19.8,-54.9,98.0,,,,,,,-58.6,,,False,False,,,,,,False,True,False,False,False,False,,,,,,,False,
18147,47,96.0,,64.0,244.0,,,,,,21.0,100.1,13.5,84.7,,89.0,,,,,,,97.8,,49.0,,17.0,197.0,,,,,,-26.0,53.1,-33.5,37.7,,42.0,,,,,,,50.8,,,True,False,,,,,,True,False,True,True,,True,,,,,,,False,
18149,48,78.0,,73.0,123.0,,,,,,47.0,120.3,62.4,80.3,66.7,78.0,,,,,,,21.4,,30.0,,25.0,75.0,,,,,,-1.0,72.3,14.4,32.3,18.7,30.0,,,,,,,-26.6,,,True,False,,,,,,True,False,True,False,True,False,,,,,,,True,
18151,59,36.0,,37.0,39.0,,,,,,40.0,82.4,17.6,54.7,37.9,63.0,,,,,,,326.7,,-23.0,,-22.0,-20.0,,,,,,-19.0,23.4,-41.4,-4.3,-21.1,4.0,,,,,,,267.7,,,True,True,,,,,,True,False,False,True,True,True,,,,,,,False,
18153,49,42.0,,26.0,51.0,,,,,,35.0,49.9,5.5,31.3,,,,,,,,,10.0,,-7.0,,-23.0,2.0,,,,,,-14.0,0.9,-43.5,-17.7,,,,,,,,,-39.0,,,False,True,,,,,,False,True,False,False,,,,,,,,,False,
18155,11,9.0,,6.0,0.0,,,,,,6.0,22.8,2.0,9.4,,20.0,,,,,,,440.7,,-2.0,,-5.0,-11.0,,,,,,-5.0,11.8,-9.0,-1.6,,9.0,,,,,,,429.7,,,False,False,,,,,,False,False,False,True,,False,,,,,,,False,
18157,337,246.0,302.8,306.0,301.0,,,,,,331.0,771.8,238.4,423.9,317.2,397.0,,,310.9,309.0,,,4522.9,,-91.0,-34.2,-31.0,-36.0,,,,,,-6.0,434.8,-98.6,86.9,-19.8,60.0,,,-26.1,-28.0,,,4185.9,,True,True,True,,,,,,True,False,False,True,True,True,,,True,True,,,False,
18159,99,18.0,,18.0,10.0,,,,,,10.0,27.2,8.4,27.9,,25.0,,,,,,,516.8,,-81.0,,-81.0,-89.0,,,,,,-89.0,-71.8,-90.6,-71.1,,-74.0,,,,,,,417.8,,,False,False,,,,,,False,True,False,True,,True,,,,,,,False,
18161,22,9.0,,3.0,0.0,,,,,,0.0,8.7,0.7,0.6,,,,,,,,,0.1,,-13.0,,-19.0,-22.0,,,,,,-22.0,-13.3,-21.3,-21.4,,,,,,,,,-21.9,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
18163,864,993.0,594.7,1497.0,1351.0,,,,,,453.0,685.0,1477.1,1314.1,835.7,,,,1179.0,2525.0,,,944.7,,129.0,-269.3,633.0,487.0,,,,,,-411.0,-179.0,613.1,450.1,-28.3,,,,315.0,1661.0,,,80.7,,False,False,False,,,,,,False,False,False,False,True,,,,False,False,,,True,
18165,30,0.0,,0.0,0.0,,,,,,20.0,6.6,0.9,0.6,,3.0,,,,,,,0.0,,-30.0,,-30.0,-30.0,,,,,,-10.0,-23.4,-29.1,-29.4,,-27.0,,,,,,,-30.0,,,False,False,,,,,,True,True,True,True,,True,,,,,,,True,
18167,341,93.0,90.3,105.0,301.0,,,,,,174.0,247.0,49.3,151.6,71.4,134.0,,,128.4,,,,159.2,,-248.0,-250.7,-236.0,-40.0,,,,,,-167.0,-94.0,-291.7,-189.4,-269.6,-207.0,,,-212.6,,,,-181.8,,False,True,True,,,,,,True,True,False,True,False,True,,,True,,,,True,
18169,42,21.0,,22.0,21.0,,,,,,30.0,65.7,9.5,36.3,36.6,49.0,,,,,,,0.1,,-21.0,,-20.0,-21.0,,,,,,-12.0,23.7,-32.5,-5.7,-5.4,7.0,,,,,,,-41.9,,,True,False,,,,,,True,False,False,True,True,True,,,,,,,False,
18171,6,3.0,,0.0,0.0,,,,,,9.0,4.2,0.9,0.3,,0.0,,,,,,,0.0,,-3.0,,-6.0,-6.0,,,,,,3.0,-1.8,-5.1,-5.7,,-6.0,,,,,,,-6.0,,,False,False,,,,,,False,True,False,False,,False,,,,,,,False,
18173,260,207.0,65.9,293.0,919.0,,,,,,105.0,181.5,297.1,319.3,126.3,,,,356.5,,,,76.7,,-53.0,-194.1,33.0,659.0,,,,,,-155.0,-78.5,37.1,59.3,-133.7,,,,96.5,,,,-183.3,,False,True,False,,,,,,False,False,True,False,False,,,,False,,,,False,
18175,66,18.0,,20.0,15.0,,,,,,35.0,33.8,14.2,28.9,,36.0,,,,,,,1043.6,,-48.0,,-46.0,-51.0,,,,,,-31.0,-32.2,-51.8,-37.1,,-30.0,,,,,,,977.6,,,True,False,,,,,,True,True,False,True,,True,,,,,,,False,
18177,174,120.0,74.6,120.0,314.0,,,,,,80.0,185.5,94.0,147.4,85.4,126.0,,,,,,,1292.2,,-54.0,-99.4,-54.0,140.0,,,,,,-94.0,11.5,-80.0,-26.6,-88.6,-48.0,,,,,,,1118.2,,False,False,False,,,,,,False,True,False,True,False,True,,,,,,,False,
18179,71,27.0,,29.0,27.0,,,,,,24.0,83.1,19.0,39.3,,46.0,,,,,,,98.3,,-44.0,,-42.0,-44.0,,,,,,-47.0,12.1,-52.0,-31.7,,-25.0,,,,,,,27.3,,,True,False,,,,,,False,True,False,True,,True,,,,,,,True,
18181,66,63.0,,56.0,83.0,,,,,,44.0,75.3,24.5,81.7,14.4,125.0,,,,,,,342.4,,-3.0,,-10.0,17.0,,,,,,-22.0,9.3,-41.5,15.7,-51.6,59.0,,,,,,,276.4,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,False,
18183,38,27.0,,25.0,40.0,,,,,,39.0,90.8,8.9,37.4,48.9,47.0,,,,,,,47.3,,-11.0,,-13.0,2.0,,,,,,1.0,52.8,-29.1,-0.6,10.9,9.0,,,,,,,9.3,,,False,True,,,,,,True,False,False,True,True,True,,,,,,,True,
19001,11,9.0,,3.0,0.0,,,,,,9.0,7.5,1.6,2.1,,,,,,,,,94.0,,-2.0,,-8.0,-11.0,,,,,,-2.0,-3.5,-9.4,-8.9,,,,,,,,,83.0,,,False,False,,,,,,False,False,False,False,,,,,,,,,False,
19003,4,12.0,,3.0,0.0,,,,,,6.0,4.8,0.7,0.2,,,,,,,,,82.0,,8.0,,-1.0,-4.0,,,,,,2.0,0.8,-3.3,-3.8,,,,,,,,,78.0,,,True,True,,,,,,True,True,True,True,,,,,,,,,False,
19005,17,3.0,,3.0,0.0,,,,,,14.0,11.3,0.0,5.2,5.0,,,,,,,,0.2,,-14.0,,-14.0,-17.0,,,,,,-3.0,-5.7,-17.0,-11.8,-12.0,,,,,,,,-16.8,,,False,False,,,,,,True,True,False,True,True,,,,,,,,False,
19007,16,36.0,,20.0,0.0,,,,,,9.0,15.6,3.7,19.5,,28.0,,,,,,,0.8,,20.0,,4.0,-16.0,,,,,,-7.0,-0.4,-12.3,3.5,,12.0,,,,,,,-15.2,,,True,True,,,,,,True,True,True,True,,True,,,,,,,True,
19009,10,3.0,,4.0,0.0,,,,,,9.0,3.0,3.2,5.8,,,,,,,,,0.6,,-7.0,,-6.0,-10.0,,,,,,-1.0,-7.0,-6.8,-4.2,,,,,,,,,-9.4,,,True,False,,,,,,True,False,True,True,,,,,,,,,False,
19011,67,39.0,,40.0,67.0,,,,,,27.0,52.3,17.8,63.0,,45.0,,,,,,,28.1,,-28.0,,-27.0,0.0,,,,,,-40.0,-14.7,-49.2,-4.0,,-22.0,,,,,,,-38.9,,,True,True,,,,,,False,True,False,True,,True,,,,,,,False,
19013,456,501.0,408.5,528.0,409.0,,,,,,474.0,654.4,501.4,572.7,298.1,999.0,,,585.0,480.0,,,64.6,,45.0,-47.5,72.0,-47.0,,,,,,18.0,198.4,45.4,116.7,-157.9,543.0,,,129.0,24.0,,,-391.4,,False,False,False,,,,,,True,False,False,False,False,False,,,False,True,,,False,
19015,74,39.0,,36.0,50.0,,,,,,72.0,70.9,10.5,58.4,72.2,65.0,,,,,,,49.0,,-35.0,,-38.0,-24.0,,,,,,-2.0,-3.1,-63.5,-15.6,-1.8,-9.0,,,,,,,-25.0,,,False,True,,,,,,True,True,False,True,True,True,,,,,,,True,
19017,90,72.0,,53.0,156.0,,,,,,39.0,86.7,15.6,70.9,55.8,69.0,,,,,,,51.4,,-18.0,,-37.0,66.0,,,,,,-51.0,-3.3,-74.4,-19.1,-34.2,-21.0,,,,,,,-38.6,,,False,False,,,,,,False,True,False,False,False,False,,,,,,,False,
19019,56,24.0,,24.0,34.0,,,,,,26.0,59.5,10.8,36.1,,30.0,,,,,,,28.0,,-32.0,,-32.0,-22.0,,,,,,-30.0,3.5,-45.2,-19.9,,-26.0,,,,,,,-28.0,,,False,True,,,,,,True,True,False,True,,True,,,,,,,True,
19021,40,42.0,,37.0,104.0,,,,,,132.0,89.3,11.1,59.2,17.9,,,,,,,,0.0,,2.0,,-3.0,64.0,,,,,,92.0,49.3,-28.9,19.2,-22.1,,,,,,,,-40.0,,,False,False,,,,,,False,False,False,False,False,,,,,,,,False,
19023,41,36.0,,30.0,8.0,,,,,,18.0,57.2,21.5,34.9,,41.0,,,,,,,1.6,,-5.0,,-11.0,-33.0,,,,,,-23.0,16.2,-19.5,-6.1,,0.0,,,,,,,-39.4,,,False,False,,,,,,False,False,False,False,,True,,,,,,,False,
19025,15,15.0,,13.0,0.0,,,,,,35.0,32.0,15.7,7.0,,25.0,,,,,,,0.3,,0.0,,-2.0,-15.0,,,,,,20.0,17.0,0.7,-8.0,,10.0,,,,,,,-14.7,,,False,False,,,,,,False,False,False,False,,False,,,,,,,False,
