,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
12091,2318,1000.0,813.9,1609.0,,,,,2119.0,656.8,3949.6,2558.9,980.8,1728.0,,,4364.9,3661.0,,,1932.9,-1318.0,-1504.1,-709.0,,,,,-199.0,-1661.2,1631.6,240.9,-1337.2,-590.0,,,2046.9,1343.0,,,-385.1,False,True,,,,,True,False,False,True,False,True,,,False,False,,,True
12093,509,420.0,,814.0,,,,,636.0,438.1,127.8,,233.3,673.0,,,,,,,600.7,-89.0,,305.0,,,,,127.0,-70.9,-381.2,,-275.7,164.0,,,,,,,91.7,,False,,,,,False,True,False,,False,False,,,,,,,False
12095,14765,13472.0,31227.6,11719.0,,,,,32821.0,3330.4,20547.5,21571.2,10268.7,21793.0,,,12664.3,27110.0,,,5382.6,-1293.0,16462.6,-3046.0,,,,,18056.0,-11434.5,5782.5,6806.2,-4496.3,7028.0,,,-2100.7,12345.0,,,-9382.4,False,False,,,,,False,False,False,False,False,False,,,False,False,,,False
12097,5707,4320.0,3568.4,5132.0,,,,,6459.0,870.2,9159.9,6859.3,3300.2,5894.0,,,5185.1,9739.0,,,3188.9,-1387.0,-2138.6,-575.0,,,,,752.0,-4836.8,3452.9,1152.3,-2406.8,187.0,,,-521.9,4032.0,,,-2518.1,False,True,,,,,True,False,False,True,False,True,,,True,False,,,False
12099,16753,14792.0,17871.5,18592.0,,,,,32066.0,9221.4,22632.7,23801.2,9923.2,25411.0,,,22260.4,32962.0,,,10949.4,-1961.0,1118.5,1839.0,,,,,15313.0,-7531.6,5879.7,7048.2,-6829.8,8658.0,,,5507.4,16209.0,,,-5803.6,True,True,,,,,False,False,False,False,False,False,,,False,False,,,False
12101,3234,4560.0,4491.7,7694.0,,,,,9110.0,1875.7,7689.4,5562.2,3788.9,6006.0,,,2610.5,5379.0,,,5767.1,1326.0,1257.7,4460.0,,,,,5876.0,-1358.3,4455.4,2328.2,554.9,2772.0,,,-623.5,2145.0,,,2533.1,True,False,,,,,False,False,False,False,True,False,,,True,False,,,False
12103,7129,9920.0,7616.1,10010.0,,,,,23872.0,6762.5,13166.2,11097.2,6255.8,14490.0,,,8432.3,7118.0,,,8239.3,2791.0,487.1,2881.0,,,,,16743.0,-366.5,6037.2,3968.2,-873.2,7361.0,,,1303.3,-11.0,,,1110.3,True,False,,,,,False,True,False,False,True,False,,,True,True,,,True
12105,7141,8308.0,9527.3,13447.0,,,,,11775.0,4936.2,14509.4,10549.2,5855.1,10633.0,,,8787.5,13645.0,,,8440.0,1167.0,2386.3,6306.0,,,,,4634.0,-2204.8,7368.4,3408.2,-1285.9,3492.0,,,1646.5,6504.0,,,1299.0,False,False,,,,,False,False,False,False,False,False,,,False,False,,,False
12107,786,716.0,655.1,1634.0,,,,,1656.0,443.9,1101.1,1124.0,437.9,1056.0,,,1243.9,,,,754.6,-70.0,-130.9,848.0,,,,,870.0,-342.1,315.1,338.0,-348.1,270.0,,,457.9,,,,-31.4,False,False,,,,,False,False,False,False,False,False,,,False,,,,True
12109,1805,2116.0,1630.5,2293.0,,,,,6744.0,669.9,3584.8,2371.6,1702.2,2775.0,,,2782.2,3587.0,,,2552.3,311.0,-174.5,488.0,,,,,4939.0,-1135.1,1779.8,566.6,-102.8,970.0,,,977.2,1782.0,,,747.3,True,False,,,,,False,False,False,False,True,False,,,False,False,,,False
12111,2956,2520.0,3870.2,3361.0,,,,,3368.0,2492.6,2793.2,3543.3,2193.5,3803.0,,,3400.8,4066.0,,,2273.8,-436.0,914.2,405.0,,,,,412.0,-463.4,-162.8,587.3,-762.5,847.0,,,444.8,1110.0,,,-682.2,False,True,,,,,True,False,True,False,False,False,,,False,False,,,False
12113,2715,1308.0,1194.7,1885.0,,,,,2057.0,306.0,4315.7,2857.4,1065.5,1861.0,,,4778.7,10004.0,,,1012.2,-1407.0,-1520.3,-830.0,,,,,-658.0,-2409.0,1600.7,142.4,-1649.5,-854.0,,,2063.7,7289.0,,,-1702.8,False,True,,,,,True,False,False,True,False,True,,,False,False,,,False
12115,3523,2328.0,2382.9,2445.0,,,,,5780.0,1016.2,8379.1,5952.8,2864.4,3991.0,,,5360.7,12265.0,,,1884.4,-1195.0,-1140.1,-1078.0,,,,,2257.0,-2506.8,4856.1,2429.8,-658.6,468.0,,,1837.7,8742.0,,,-1638.6,True,True,,,,,False,False,False,False,True,True,,,False,False,,,False
12117,2965,3512.0,7546.9,3800.0,,,,,9604.0,1650.5,5115.4,4469.3,2702.8,5467.0,,,3039.2,3329.0,,,2979.4,547.0,4581.9,835.0,,,,,6639.0,-1314.5,2150.4,1504.3,-262.2,2502.0,,,74.2,364.0,,,14.4,False,False,,,,,False,False,False,False,True,False,,,True,True,,,True
12119,662,856.0,96.4,6312.0,,,,,1456.0,84.4,1856.2,1350.6,277.8,1161.0,,,828.8,6716.0,,,2060.4,194.0,-565.6,5650.0,,,,,794.0,-577.6,1194.2,688.6,-384.2,499.0,,,166.8,6054.0,,,1398.4,False,False,,,,,False,False,False,False,False,False,,,True,False,,,False
12121,680,508.0,,424.0,,,,,858.0,216.2,428.2,,278.6,890.0,,,,,,,313.3,-172.0,,-256.0,,,,,178.0,-463.8,-251.8,,-401.4,210.0,,,,,,,-366.7,,False,,,,,False,False,False,,False,False,,,,,,,False
12123,817,132.0,,6.0,,,,,341.0,179.7,213.4,,77.5,201.0,,,,,,,433.3,-685.0,,-811.0,,,,,-476.0,-637.3,-603.6,,-739.5,-616.0,,,,,,,-383.7,,False,,,,,True,True,True,,False,True,,,,,,,True
12125,188,108.0,,292.0,,,,,292.0,129.1,36.2,,82.3,153.0,,,,,,,79.1,-80.0,,104.0,,,,,104.0,-58.9,-151.8,,-105.7,-35.0,,,,,,,-108.9,,False,,,,,False,True,False,,False,True,,,,,,,False
12127,4145,4120.0,4935.7,8304.0,,,,,12282.0,1770.5,7829.1,6089.3,3534.5,5724.0,,,5577.3,15002.0,,,6583.2,-25.0,790.7,4159.0,,,,,8137.0,-2374.5,3684.1,1944.3,-610.5,1579.0,,,1432.3,10857.0,,,2438.2,False,False,,,,,False,False,False,False,False,False,,,False,False,,,False
12129,558,152.0,,575.0,,,,,405.0,95.4,97.0,,85.7,207.0,,,,,,,415.8,-406.0,,17.0,,,,,-153.0,-462.6,-461.0,,-472.3,-351.0,,,,,,,-142.2,,True,,,,,True,False,False,,False,True,,,,,,,True
12131,845,932.0,408.8,3572.0,,,,,783.0,156.7,1115.5,1257.3,599.9,1282.0,,,,,,,1831.4,87.0,-436.2,2727.0,,,,,-62.0,-688.3,270.5,412.3,-245.1,437.0,,,,,,,986.4,False,False,,,,,True,False,False,False,False,False,,,,,,,False
12133,688,124.0,,224.0,,,,,581.0,148.9,80.9,,62.6,227.0,,,,,,,294.3,-564.0,,-464.0,,,,,-107.0,-539.1,-607.1,,-625.4,-461.0,,,,,,,-393.7,,True,,,,,True,True,False,,False,True,,,,,,,True
13001,305,220.0,,585.0,,,,,135.0,116.8,61.5,,65.7,333.0,,,,,,,253.2,-85.0,,280.0,,,,,-170.0,-188.2,-243.5,,-239.3,28.0,,,,,,,-51.8,,False,,,,,False,False,False,,False,True,,,,,,,True
13003,123,128.0,,83.0,,,,,62.0,90.9,26.7,,1.1,,,,,,,,43.8,5.0,,-40.0,,,,,-61.0,-32.1,-96.3,,-121.9,,,,,,,,-79.2,,False,,,,,False,False,False,,False,,,,,,,,False
13005,132,84.0,,170.0,,,,,228.0,101.3,24.0,,75.3,,,,,,,,49.5,-48.0,,38.0,,,,,96.0,-30.7,-108.0,,-56.7,,,,,,,,-82.5,,True,,,,,False,True,False,,False,,,,,,,,False
13007,19,4.0,,0.0,,,,,28.0,3.9,4.2,,,,,,,,,,0.0,-15.0,,-19.0,,,,,9.0,-15.1,-14.8,,,,,,,,,,-19.0,,False,,,,,True,False,True,,,,,,,,,,False
13009,388,332.0,,886.0,,,,,384.0,296.0,117.8,,100.8,622.0,,,,,,,543.0,-56.0,,498.0,,,,,-4.0,-92.0,-270.2,,-287.2,234.0,,,,,,,155.0,,False,,,,,True,False,False,,False,False,,,,,,,False
13011,117,44.0,,72.0,,,,,157.0,88.2,9.6,,54.2,,,,,,,,289.7,-73.0,,-45.0,,,,,40.0,-28.8,-107.4,,-62.8,,,,,,,,172.7,,True,,,,,True,True,False,,True,,,,,,,,False
13013,653,360.0,295.9,810.0,,,,,666.0,461.0,309.5,514.0,251.0,625.0,,,466.4,,,,1419.1,-293.0,-357.1,157.0,,,,,13.0,-192.0,-343.5,-139.0,-402.0,-28.0,,,-186.6,,,,766.1,False,True,,,,,True,True,False,True,False,True,,,True,,,,False
13015,927,644.0,135.9,1932.0,,,,,1037.0,246.2,732.9,1044.3,282.0,986.0,,,727.2,,,,1681.1,-283.0,-791.1,1005.0,,,,,110.0,-680.8,-194.1,117.3,-645.0,59.0,,,-199.8,,,,754.1,False,False,,,,,True,False,True,True,False,True,,,True,,,,False
13017,187,180.0,,258.0,,,,,222.0,165.4,79.7,,80.4,260.0,,,,,,,375.1,-7.0,,71.0,,,,,35.0,-21.6,-107.3,,-106.6,73.0,,,,,,,188.1,,False,,,,,False,False,False,,False,False,,,,,,,False
13019,119,160.0,,219.0,,,,,149.0,154.1,55.5,,114.7,187.0,,,,,,,73.3,41.0,,100.0,,,,,30.0,35.1,-63.5,,-4.3,68.0,,,,,,,-45.7,,False,,,,,True,True,False,,True,False,,,,,,,False
13021,1891,2180.0,1178.0,1554.0,,,,,1909.0,1341.8,2252.7,1828.9,1272.4,2224.0,,,1267.4,5414.0,,,1397.9,289.0,-713.0,-337.0,,,,,18.0,-549.2,361.7,-62.1,-618.6,333.0,,,-623.6,3523.0,,,-493.1,False,False,,,,,True,False,False,True,False,False,,,False,False,,,False
13023,97,72.0,,159.0,,,,,105.0,63.0,10.2,,,96.0,,,,,,,61.8,-25.0,,62.0,,,,,8.0,-34.0,-86.8,,,-1.0,,,,,,,-35.2,,False,,,,,True,False,False,,,True,,,,,,,False
13025,107,108.0,,242.0,,,,,65.0,138.0,79.1,,67.7,157.0,,,,,,,323.2,1.0,,135.0,,,,,-42.0,31.0,-27.9,,-39.3,50.0,,,,,,,216.2,,False,,,,,False,False,False,,False,False,,,,,,,False
13027,185,184.0,,328.0,,,,,148.0,106.2,39.8,,81.1,234.0,,,,,,,92.0,-1.0,,143.0,,,,,-37.0,-78.8,-145.2,,-103.9,49.0,,,,,,,-93.0,,False,,,,,False,False,False,,False,False,,,,,,,False
13029,408,320.0,,1234.0,,,,,269.0,186.5,799.8,,260.1,361.0,,,,,,,783.4,-88.0,,826.0,,,,,-139.0,-221.5,391.8,,-147.9,-47.0,,,,,,,375.4,,False,,,,,False,False,False,,False,True,,,,,,,False
13031,633,504.0,901.9,480.0,,,,,421.0,642.2,434.4,545.5,405.3,651.0,,,,,,,289.4,-129.0,268.9,-153.0,,,,,-212.0,9.2,-198.6,-87.5,-227.7,18.0,,,,,,,-343.6,False,False,,,,,False,True,False,True,False,True,,,,,,,False
13033,294,56.0,,38.0,,,,,53.0,80.4,44.9,,15.8,,,,,,,,90.8,-238.0,,-256.0,,,,,-241.0,-213.6,-249.1,,-278.2,,,,,,,,-203.2,,False,,,,,False,True,False,,False,,,,,,,,True
13035,148,192.0,,371.0,,,,,191.0,102.3,21.3,,41.1,333.0,,,,,,,67.4,44.0,,223.0,,,,,43.0,-45.7,-126.7,,-106.9,185.0,,,,,,,-80.6,,False,,,,,True,False,False,,False,False,,,,,,,False
13037,34,12.0,,0.0,,,,,61.0,12.7,0.2,,6.8,,,,,,,,0.1,-22.0,,-34.0,,,,,27.0,-21.3,-33.8,,-27.2,,,,,,,,-33.9,,False,,,,,False,True,False,,False,,,,,,,,False
13039,465,328.0,154.4,979.0,,,,,462.0,303.4,459.7,462.3,180.6,349.0,,,,,,,316.7,-137.0,-310.6,514.0,,,,,-3.0,-161.6,-5.3,-2.7,-284.4,-116.0,,,,,,,-148.3,False,False,,,,,True,False,True,True,False,True,,,,,,,False
13043,164,120.0,,327.0,,,,,27.0,79.8,26.8,,,114.0,,,,,,,94.2,-44.0,,163.0,,,,,-137.0,-84.2,-137.2,,,-50.0,,,,,,,-69.8,,False,,,,,False,False,False,,,False,,,,,,,False
13045,838,844.0,206.2,3073.0,,,,,1244.0,237.1,462.6,965.9,344.0,1100.0,,,1322.0,,,,1182.7,6.0,-631.8,2235.0,,,,,406.0,-600.9,-375.4,127.9,-494.0,262.0,,,484.0,,,,344.7,False,False,,,,,False,False,False,False,False,False,,,False,,,,False
13047,274,136.0,322.6,150.0,,,,,1336.0,291.5,43.4,174.0,111.5,325.0,,,,,,,688.5,-138.0,48.6,-124.0,,,,,1062.0,17.5,-230.6,-100.0,-162.5,51.0,,,,,,,414.5,True,True,,,,,False,True,False,True,False,True,,,,,,,False
13049,318,136.0,,268.0,,,,,28.0,66.5,366.5,,,154.0,,,,,,,300.5,-182.0,,-50.0,,,,,-290.0,-251.5,48.5,,,-164.0,,,,,,,-17.5,,True,,,,,False,False,True,,,True,,,,,,,True
13051,3213,2648.0,3472.6,4379.0,,,,,5516.0,1082.2,3972.8,3548.5,2005.0,3076.0,,,5458.2,5070.0,,,3221.9,-565.0,259.6,1166.0,,,,,2303.0,-2130.8,759.8,335.5,-1208.0,-137.0,,,2245.2,1857.0,,,8.9,True,False,,,,,False,False,False,True,False,True,,,False,False,,,True
13053,296,140.0,,66.0,,,,,303.0,129.7,48.6,,4.5,,,,,,,,49.2,-156.0,,-230.0,,,,,7.0,-166.3,-247.4,,-291.5,,,,,,,,-246.8,,False,,,,,True,False,False,,False,,,,,,,,False
13055,175,52.0,,85.0,,,,,130.0,111.2,27.6,,,86.0,,,,,,,43.6,-123.0,,-90.0,,,,,-45.0,-63.8,-147.4,,,-89.0,,,,,,,-131.4,,True,,,,,True,True,False,,,True,,,,,,,False
13057,1664,1200.0,476.4,2514.0,,,,,1465.0,763.9,1116.3,1442.9,1009.1,1772.0,,,959.9,2344.0,,,1841.4,-464.0,-1187.6,850.0,,,,,-199.0,-900.1,-547.7,-221.1,-654.9,108.0,,,-704.1,680.0,,,177.4,False,False,,,,,True,False,False,True,False,True,,,False,False,,,True
13059,1102,940.0,605.8,1059.0,,,,,1930.0,267.9,910.8,1038.7,753.7,1093.0,,,1042.5,2270.0,,,979.5,-162.0,-496.2,-43.0,,,,,828.0,-834.1,-191.2,-63.3,-348.3,-9.0,,,-59.5,1168.0,,,-122.5,False,True,,,,,False,False,False,True,False,True,,,True,False,,,True
13061,25,20.0,,0.0,,,,,22.0,4.8,10.5,,,,,,,,,,77.8,-5.0,,-25.0,,,,,-3.0,-20.2,-14.5,,,,,,,,,,52.8,,False,,,,,True,False,False,,,,,,,,,,False
13063,2193,1916.0,1101.3,2099.0,,,,,3865.0,974.3,1591.9,2283.6,1038.2,2829.0,,,1468.7,2761.0,,,2099.1,-277.0,-1091.7,-94.0,,,,,1672.0,-1218.7,-601.1,90.6,-1154.8,636.0,,,-724.3,568.0,,,-93.9,False,True,,,,,False,False,False,True,False,False,,,False,False,,,True
13065,77,12.0,,0.0,,,,,33.0,29.0,0.2,,22.8,,,,,,,,0.1,-65.0,,-77.0,,,,,-44.0,-48.0,-76.8,,-54.2,,,,,,,,-76.9,,False,,,,,True,True,False,,True,,,,,,,,False
13067,6396,5044.0,3192.7,13672.0,,,,,5852.0,2170.8,5655.4,6335.9,3152.4,7377.0,,,12195.4,9864.0,,,7621.3,-1352.0,-3203.3,7276.0,,,,,-544.0,-4225.2,-740.6,-60.1,-3243.6,981.0,,,5799.4,3468.0,,,1225.3,False,False,,,,,True,False,True,True,False,True,,,False,False,,,True
13069,527,1228.0,,2672.0,,,,,460.0,245.2,1456.1,,389.5,1428.0,,,,,,,980.2,701.0,,2145.0,,,,,-67.0,-281.8,929.1,,-137.5,901.0,,,,,,,453.2,,False,,,,,True,True,False,,True,False,,,,,,,True
13071,272,720.0,,1253.0,,,,,1005.0,322.7,351.5,,396.2,1246.0,,,,,,,396.5,448.0,,981.0,,,,,733.0,50.7,79.5,,124.2,974.0,,,,,,,124.5,,False,,,,,False,True,True,,True,False,,,,,,,True
13073,1359,908.0,442.2,2758.0,,,,,753.0,762.6,1696.7,1217.5,930.2,1058.0,,,717.9,3021.0,,,2505.4,-451.0,-916.8,1399.0,,,,,-606.0,-596.4,337.7,-141.5,-428.8,-301.0,,,-641.1,1662.0,,,1146.4,False,False,,,,,False,False,True,True,True,True,,,False,False,,,False
13075,194,268.0,,503.0,,,,,262.0,246.2,108.4,,117.0,303.0,,,,,,,230.1,74.0,,309.0,,,,,68.0,52.2,-85.6,,-77.0,109.0,,,,,,,36.1,,False,,,,,True,True,False,,False,False,,,,,,,True
13077,604,460.0,428.1,799.0,,,,,950.0,467.4,204.3,573.6,509.3,829.0,,,332.3,540.0,,,984.5,-144.0,-175.9,195.0,,,,,346.0,-136.6,-399.7,-30.4,-94.7,225.0,,,-271.7,-64.0,,,380.5,False,False,,,,,False,True,False,True,True,False,,,False,True,,,False
13079,45,28.0,,40.0,,,,,31.0,47.7,13.1,,,,,,,,,,5.0,-17.0,,-5.0,,,,,-14.0,2.7,-31.9,,,,,,,,,,-40.0,,True,,,,,True,True,False,,,,,,,,,,False
13081,65,88.0,,165.0,,,,,283.0,78.9,24.4,,24.8,,,,,,,,43.4,23.0,,100.0,,,,,218.0,13.9,-40.6,,-40.2,,,,,,,,-21.6,,False,,,,,False,True,False,,False,,,,,,,,True
13083,46,20.0,,29.0,,,,,215.0,50.7,24.6,,,,,,,,,,7.0,-26.0,,-17.0,,,,,169.0,4.7,-21.4,,,,,,,,,,-39.0,,True,,,,,False,True,True,,,,,,,,,,False
13085,196,80.0,,263.0,,,,,123.0,84.7,40.0,,53.6,166.0,,,,,,,157.6,-116.0,,67.0,,,,,-73.0,-111.3,-156.0,,-142.4,-30.0,,,,,,,-38.4,,True,,,,,True,True,False,,False,True,,,,,,,True
13087,460,176.0,,559.0,,,,,390.0,134.4,83.2,,35.7,317.0,,,,,,,827.9,-284.0,,99.0,,,,,-70.0,-325.6,-376.8,,-424.3,-143.0,,,,,,,367.9,,True,,,,,True,False,False,,False,True,,,,,,,False
13089,5608,5820.0,3401.2,7987.0,,,,,5888.0,2857.8,5102.2,6026.8,2800.4,8220.0,,,3355.8,11454.0,,,7260.6,212.0,-2206.8,2379.0,,,,,280.0,-2750.2,-505.8,418.8,-2807.6,2612.0,,,-2252.2,5846.0,,,1652.6,False,False,,,,,False,False,False,False,False,False,,,False,False,,,False
13091,72,100.0,,218.0,,,,,80.0,147.8,68.4,,90.5,157.0,,,,,,,154.5,28.0,,146.0,,,,,8.0,75.8,-3.6,,18.5,85.0,,,,,,,82.5,,False,,,,,True,False,True,,True,False,,,,,,,False
13093,32,32.0,,48.0,,,,,99.0,24.1,2.6,,5.8,,,,,,,,9.4,0.0,,16.0,,,,,67.0,-7.9,-29.4,,-26.2,,,,,,,,-22.6,,False,,,,,False,False,False,,False,,,,,,,,False
13095,538,708.0,24.1,2956.0,,,,,3061.0,141.5,197.6,622.5,5.5,1847.0,,,459.4,,,,915.7,170.0,-513.9,2418.0,,,,,2523.0,-396.5,-340.4,84.5,-532.5,1309.0,,,-78.6,,,,377.7,False,False,,,,,False,False,False,True,False,False,,,True,,,,False
13097,1214,1236.0,556.9,2295.0,,,,,2101.0,649.3,1214.2,1418.9,702.9,1560.0,,,1043.8,2177.0,,,1860.8,22.0,-657.1,1081.0,,,,,887.0,-564.7,0.2,204.9,-511.1,346.0,,,-170.2,963.0,,,646.8,False,False,,,,,False,False,True,False,False,False,,,False,False,,,False
13099,53,124.0,,190.0,,,,,226.0,10.7,23.0,,5.9,268.0,,,,,,,90.0,71.0,,137.0,,,,,173.0,-42.3,-30.0,,-47.1,215.0,,,,,,,37.0,,False,,,,,False,True,True,,True,False,,,,,,,True
13101,29,28.0,,0.0,,,,,52.0,22.0,6.0,,2.9,,,,,,,,1.3,-1.0,,-29.0,,,,,23.0,-7.0,-23.0,,-26.1,,,,,,,,-27.7,,False,,,,,False,False,False,,False,,,,,,,,False
13103,446,324.0,181.8,1239.0,,,,,348.0,334.6,473.6,406.8,336.3,351.0,,,,,,,623.1,-122.0,-264.2,793.0,,,,,-98.0,-111.4,27.6,-39.2,-109.7,-95.0,,,,,,,177.1,False,False,,,,,True,True,True,True,True,True,,,,,,,False
13105,182,236.0,,1106.0,,,,,107.0,138.4,176.4,,84.2,261.0,,,,,,,393.5,54.0,,924.0,,,,,-75.0,-43.6,-5.6,,-97.8,79.0,,,,,,,211.5,,False,,,,,False,True,True,,False,False,,,,,,,False
13107,292,280.0,,693.0,,,,,64.0,242.2,143.5,,121.2,297.0,,,,,,,161.0,-12.0,,401.0,,,,,-228.0,-49.8,-148.5,,-170.8,5.0,,,,,,,-131.0,,False,,,,,False,False,False,,False,True,,,,,,,False
13109,201,72.0,,192.0,,,,,22.0,105.2,13.6,,,87.0,,,,,,,327.8,-129.0,,-9.0,,,,,-179.0,-95.8,-187.4,,,-114.0,,,,,,,126.8,,True,,,,,False,True,False,,,True,,,,,,,True
13111,206,64.0,,92.0,,,,,90.0,138.9,26.3,,81.4,126.0,,,,,,,403.0,-142.0,,-114.0,,,,,-116.0,-67.1,-179.7,,-124.6,-80.0,,,,,,,197.0,,True,,,,,True,True,False,,True,True,,,,,,,False
13113,591,404.0,99.2,804.0,,,,,926.0,391.8,193.1,457.1,488.1,557.0,,,425.7,,,,203.6,-187.0,-491.8,213.0,,,,,335.0,-199.2,-397.9,-133.9,-102.9,-34.0,,,-165.3,,,,-387.4,False,False,,,,,False,False,False,True,True,True,,,True,,,,False
13115,772,520.0,439.8,1134.0,,,,,1320.0,301.2,200.2,616.3,441.4,783.0,,,753.0,,,,940.6,-252.0,-332.2,362.0,,,,,548.0,-470.8,-571.8,-155.7,-330.6,11.0,,,-19.0,,,,168.6,False,False,,,,,False,False,False,True,False,True,,,True,,,,True
13117,1101,756.0,450.4,985.0,,,,,1159.0,455.3,655.9,1078.8,1383.9,1174.0,,,1159.1,1176.0,,,952.7,-345.0,-650.6,-116.0,,,,,58.0,-645.7,-445.1,-22.2,282.9,73.0,,,58.1,75.0,,,-148.3,False,True,,,,,True,False,False,True,True,True,,,True,True,,,True
13119,146,132.0,,306.0,,,,,269.0,197.2,66.4,,135.6,258.0,,,,,,,214.2,-14.0,,160.0,,,,,123.0,51.2,-79.6,,-10.4,112.0,,,,,,,68.2,,False,,,,,False,False,False,,True,False,,,,,,,False
13121,9695,7684.0,3715.1,13565.0,,,,,7515.0,2226.4,10016.6,9488.5,4696.1,10737.0,,,18539.2,17004.0,,,7638.2,-2011.0,-5979.9,3870.0,,,,,-2180.0,-7468.6,321.6,-206.5,-4998.9,1042.0,,,8844.2,7309.0,,,-2056.8,False,False,,,,,False,False,True,True,False,True,,,False,False,,,False
13123,377,176.0,,442.0,,,,,168.0,159.5,161.4,,35.7,268.0,,,,,,,1102.4,-201.0,,65.0,,,,,-209.0,-217.5,-215.6,,-341.3,-109.0,,,,,,,725.4,,True,,,,,False,False,False,,False,True,,,,,,,False
13125,10,16.0,,0.0,,,,,7.0,24.0,2.3,,,21.0,,,,,,,2.1,6.0,,-10.0,,,,,-3.0,14.0,-7.7,,,11.0,,,,,,,-7.9,,False,,,,,True,False,False,,,False,,,,,,,False
13127,958,1644.0,2034.8,1100.0,,,,,2098.0,991.1,1484.7,1288.3,732.0,1799.0,,,1151.5,,,,1067.4,686.0,1076.8,142.0,,,,,1140.0,33.1,526.7,330.3,-226.0,841.0,,,193.5,,,,109.4,False,True,,,,,False,True,True,True,True,False,,,True,,,,True
13129,652,332.0,279.3,728.0,,,,,641.0,198.3,199.4,443.2,296.2,532.0,,,614.3,,,,776.0,-320.0,-372.7,76.0,,,,,-11.0,-453.7,-452.6,-208.8,-355.8,-120.0,,,-37.7,,,,124.0,False,True,,,,,True,False,False,True,False,True,,,True,,,,True
13131,225,120.0,,156.0,,,,,348.0,168.4,27.4,,114.4,,,,,,,,37.6,-105.0,,-69.0,,,,,123.0,-56.6,-197.6,,-110.6,,,,,,,,-187.4,,True,,,,,False,True,False,,False,,,,,,,,False
13133,191,64.0,,90.0,,,,,68.0,58.8,9.7,,31.1,110.0,,,,,,,218.8,-127.0,,-101.0,,,,,-123.0,-132.2,-181.3,,-159.9,-81.0,,,,,,,27.8,,True,,,,,True,False,False,,False,True,,,,,,,True
13135,8474,6368.0,9682.8,12738.0,,,,,5120.0,4268.8,5355.2,8287.1,5440.3,10806.0,,,5035.4,9762.0,,,6364.7,-2106.0,1208.8,4264.0,,,,,-3354.0,-4205.2,-3118.8,-186.9,-3033.7,2332.0,,,-3438.6,1288.0,,,-2109.3,True,False,,,,,False,False,False,True,False,False,,,False,True,,,False
13137,376,180.0,,271.0,,,,,561.0,294.1,44.1,,102.9,,,,,,,,281.7,-196.0,,-105.0,,,,,185.0,-81.9,-331.9,,-273.1,,,,,,,,-94.3,,True,,,,,True,True,False,,False,,,,,,,,True
13139,2261,1516.0,242.7,3731.0,,,,,2721.0,1299.7,1572.5,1843.3,321.0,3463.0,,,1408.9,2095.0,,,3132.4,-745.0,-2018.3,1470.0,,,,,460.0,-961.3,-688.5,-417.7,-1940.0,1202.0,,,-852.1,-166.0,,,871.4,False,False,,,,,True,False,True,True,False,False,,,False,True,,,False
13141,88,28.0,,0.0,,,,,25.0,52.8,3.5,,1.5,,,,,,,,33.3,-60.0,,-88.0,,,,,-63.0,-35.2,-84.5,,-86.5,,,,,,,,-54.7,,False,,,,,False,True,False,,False,,,,,,,,True
13143,103,88.0,,170.0,,,,,179.0,108.7,41.0,,94.1,118.0,,,,,,,383.0,-15.0,,67.0,,,,,76.0,5.7,-62.0,,-8.9,15.0,,,,,,,280.0,,False,,,,,False,True,False,,True,False,,,,,,,False
13145,231,208.0,,204.0,,,,,266.0,329.6,63.9,,167.4,383.0,,,,,,,165.0,-23.0,,-27.0,,,,,35.0,98.6,-167.1,,-63.6,152.0,,,,,,,-66.0,,False,,,,,False,False,False,,False,False,,,,,,,False
