,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,12200592.0,408321.0,53370468.0,4.0,44948.0,2068088.5,365344996.0
LNQ-ens1,51,16102990.5,444036.9,75695785.1,43.5,33526.0,1446181.4,534028020.8
COVIDhub-ensemble,51,33740852.3,439569.0,135690424.5,25.0,15457.0,2924230.5,803835904.0
DDS-NBDS,51,33838729.6,2812188.8,111803025.6,742.4,201690.7,13923817.7,688448460.4
USACE-ERDC_SEIR,51,47022403.8,752545.4,186995886.7,27.7,39637.1,9414056.7,1009585485.5
RobertWalraven-ESG,49,51498632.0,1804777.3,164944287.9,9.4,299968.5,9163154.3,816498049.8
JHU_IDD-CovidSP,51,53095172.4,3685081.7,211904168.0,226.3,187315.7,17139794.9,1482785455.0
COVIDhub-baseline,51,57727093.8,603729.0,258555379.2,484.0,27724.5,4827065.0,1748745124.0
UCLA-SuEIR,51,72076943.3,2371958.6,259983446.8,4931.8,192112.0,14713628.6,1321837405.8
LANL-GrowthRate,51,96297050.8,597118.6,444534768.7,1.8,42766.9,7350645.4,3014597195.3
CovidAnalytics-DELPHI,51,111360541.1,11587216.0,343791158.6,256.0,588289.0,39125168.5,1941195481.0
IowaStateLW-STEM,49,128800306.3,290521.0,628899263.5,100.0,111789.0,4851162.5,4348611136.0
Geneva-DetGrowth,51,145761117.6,21465485.3,462710837.0,0.5,1241499.1,43817639.7,2487161002.8
OliverWyman-Navigator,51,153086139.7,6290064.0,580606183.9,121.0,649993.0,41725350.5,3760632976.0
Karlen-pypm,51,482674487.6,13903949.4,2065744196.0,519.8,583264.5,59994635.5,11691859015.2
Covid19Sim-Simulator,51,850022304.7,2911796.1,3680599538.6,823.9,167158.9,28650370.6,23341163480.8
IHME-CurveFit,51,2811577600.6,16801372.9,16202790003.6,2013.7,964216.0,67624749.8,115221195858.0
