,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,3139,25941.3,109.6,311504.3,0.0,8.5,1105.6,12690717.5
USC-SI_kJalpha,2772,30965.7,64.0,508459.9,0.0,7.7,602.0,19786542.0
LNQ-ens1,3141,32538.0,36.7,592428.6,0.0,3.4,310.3,21669755.8
LANL-GrowthRate,2951,39939.8,84.2,829982.2,0.0,7.1,616.0,35062221.4
RobertWalraven-ESG,3138,42644.8,69.1,809686.4,0.0,5.2,628.5,34048158.6
OliverWyman-Navigator,2609,48500.0,64.0,1044471.8,0.0,5.1,529.0,52272900.0
COVIDhub-ensemble,3141,53882.9,36.0,1559873.6,0.0,4.0,361.0,82391929.0
UCLA-SuEIR,2599,64456.4,53.8,1694287.4,0.0,5.1,486.4,88544531.6
COVIDhub-baseline,3141,66703.4,49.0,1722941.9,0.0,4.0,441.0,87291649.0
IowaStateLW-STEM,3103,107343.6,81.0,2630676.9,0.0,4.0,961.0,131217025.0
CU-select,3093,121772.8,81.0,4266756.1,0.0,9.0,729.0,234426721.0
