,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
49013,0,0.0,,0.0,,,,3.0,26.4,,,,,,0.0,,0.0,,,,3.0,26.4,,,,,,,True,,,,False,False,,,,,
49015,0,0.0,,0.0,,,,0.0,14.7,,,,,,0.0,,0.0,,,,0.0,14.7,,,,,,,True,,,,True,False,,,,,
49017,0,0.0,,0.0,,,,7.0,18.1,,,,,,0.0,,0.0,,,,7.0,18.1,,,,,,,True,,,,False,False,,,,,
49019,0,0.0,,0.0,,,,0.0,15.8,,,,,,0.0,,0.0,,,,0.0,15.8,,,,,,,True,,,,True,False,,,,,
49021,0,0.0,,0.0,,,,154.0,337.5,,,,,,0.0,,0.0,,,,154.0,337.5,,,,,,,True,,,,False,False,,,,,
49023,0,0.0,,0.0,,,,46.0,21.5,,,,,,0.0,,0.0,,,,46.0,21.5,,,,,,,True,,,,False,False,,,,,
49025,0,0.0,,0.0,,,,11.0,26.6,,,,,,0.0,,0.0,,,,11.0,26.6,,,,,,,True,,,,False,False,,,,,
49027,0,0.0,,0.0,,,,45.0,40.8,,,,,,0.0,,0.0,,,,45.0,40.8,,,,,,,True,,,,False,False,,,,,
49029,0,0.0,,0.0,,,,6.0,19.9,,,,,,0.0,,0.0,,,,6.0,19.9,,,,,,,True,,,,False,False,,,,,
49031,0,0.0,,0.0,,,,5.0,9.1,,,,,,0.0,,0.0,,,,5.0,9.1,,,,,,,True,,,,False,False,,,,,
49033,0,0.0,,0.0,,,,0.0,31.0,,,,,,0.0,,0.0,,,,0.0,31.0,,,,,,,True,,,,True,False,,,,,
49035,8103,9630.0,,12393.0,,,,16314.0,6024.3,11720.6,17535.9,8324.6,,6890.8,1527.0,,4290.0,,,,8211.0,-2078.7,3617.6,9432.9,221.6,,-1212.2,,False,,,,False,False,False,False,True,,True
49037,235,70.0,,0.0,,,,14.0,76.9,11.6,23.3,,,21.2,-165.0,,-235.0,,,,-221.0,-158.1,-223.4,-211.7,,,-213.8,,False,,,,False,True,False,False,,,False
49039,0,0.0,,0.0,,,,50.0,81.8,,,,,,0.0,,0.0,,,,50.0,81.8,,,,,,,True,,,,False,False,,,,,
49041,0,0.0,,0.0,,,,85.0,45.8,,,,,,0.0,,0.0,,,,85.0,45.8,,,,,,,True,,,,False,False,,,,,
49043,191,165.0,,422.0,,,,121.0,107.7,75.6,106.3,,,72.0,-26.0,,231.0,,,,-70.0,-83.3,-115.4,-84.7,,,-119.0,,False,,,,False,False,False,False,,,False
49045,314,200.0,,279.0,,,,137.0,307.7,95.3,611.6,,,220.7,-114.0,,-35.0,,,,-177.0,-6.3,-218.7,297.6,,,-93.3,,True,,,,False,True,False,False,,,True
49047,0,0.0,,0.0,,,,3.0,82.8,,,,,,0.0,,0.0,,,,3.0,82.8,,,,,,,True,,,,False,False,,,,,
49049,4156,3615.0,,2598.0,,,,7268.0,2869.9,3309.5,8003.2,2450.8,,2967.3,-541.0,,-1558.0,,,,3112.0,-1286.1,-846.5,3847.2,-1705.2,,-1188.7,,False,,,,False,False,False,False,False,,False
49051,139,100.0,,89.0,,,,121.0,133.5,12.2,278.9,,,45.7,-39.0,,-50.0,,,,-18.0,-5.5,-126.8,139.9,,,-93.3,,False,,,,True,True,False,False,,,False
49053,0,0.0,,1396.0,,,,407.0,1372.0,,,,,,0.0,,1396.0,,,,407.0,1372.0,,,,,,,False,,,,False,False,,,,,
49055,0,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,True,,,,True,True,,,,,
49057,0,0.0,,2635.0,,,,2930.0,1961.5,,,,,,0.0,,2635.0,,,,2930.0,1961.5,,,,,,,False,,,,False,False,,,,,
50001,6,0.0,,0.0,,,,15.0,21.7,0.4,,,,0.1,-6.0,,-6.0,,,,9.0,15.7,-5.6,,,,-5.9,,False,,,,False,False,True,,,,True
50003,12,10.0,,0.0,,,,4.0,34.0,0.4,,,,8.9,-2.0,,-12.0,,,,-8.0,22.0,-11.6,,,,-3.1,,False,,,,False,False,False,,,,False
50005,6,5.0,,0.0,,,,5.0,50.9,0.1,,,,4.2,-1.0,,-6.0,,,,-1.0,44.9,-5.9,,,,-1.8,,False,,,,False,False,False,,,,False
50007,106,110.0,,108.0,,,,32.0,369.3,22.2,223.1,199.1,,75.4,4.0,,2.0,,,,-74.0,263.3,-83.8,117.1,93.1,,-30.6,,True,,,,False,False,False,False,False,,False
50009,4,0.0,,0.0,,,,0.0,8.8,0.0,,,,0.0,-4.0,,-4.0,,,,-4.0,4.8,-4.0,,,,-4.0,,False,,,,False,False,True,,,,False
50011,8,30.0,,0.0,,,,0.0,77.8,3.0,0.7,,,1819.5,22.0,,-8.0,,,,-8.0,69.8,-5.0,-7.3,,,1811.5,,True,,,,True,False,True,True,,,False
50013,3,0.0,,0.0,,,,0.0,11.2,0.1,,,,0.3,-3.0,,-3.0,,,,-3.0,8.2,-2.9,,,,-2.7,,False,,,,False,False,True,,,,True
50015,11,10.0,,0.0,,,,5.0,10.6,0.1,,,,737.3,-1.0,,-11.0,,,,-6.0,-0.4,-10.9,,,,726.3,,False,,,,False,True,False,,,,False
50017,7,0.0,,0.0,,,,17.0,27.4,0.0,,,,0.0,-7.0,,-7.0,,,,10.0,20.4,-7.0,,,,-7.0,,False,,,,False,False,True,,,,False
50019,0,0.0,,0.0,,,,0.0,33.7,0.1,,,,0.0,0.0,,0.0,,,,0.0,33.7,0.1,,,,0.0,,True,,,,True,False,False,,,,False
50021,25,5.0,,14.0,,,,17.0,72.5,0.9,,,,3.1,-20.0,,-11.0,,,,-8.0,47.5,-24.1,,,,-21.9,,True,,,,True,False,False,,,,False
50023,12,0.0,,0.0,,,,25.0,29.7,0.2,,,,0.0,-12.0,,-12.0,,,,13.0,17.7,-11.8,,,,-12.0,,False,,,,False,False,True,,,,False
50025,6,15.0,,8.0,,,,6.0,92.8,1.1,,,,13.4,9.0,,2.0,,,,0.0,86.8,-4.9,,,,7.4,,True,,,,True,False,True,,,,True
50027,13,5.0,,0.0,,,,20.0,27.9,0.4,,,,7.8,-8.0,,-13.0,,,,7.0,14.9,-12.6,,,,-5.2,,False,,,,True,False,False,,,,True
51001,55,20.0,,0.0,,,,67.0,182.0,0.4,127.7,,,1.9,-35.0,,-55.0,,,,12.0,127.0,-54.6,72.7,,,-53.1,,False,,,,True,False,False,False,,,False
51003,377,370.0,,298.0,,,,148.0,691.5,102.1,1208.6,214.8,,1147.1,-7.0,,-79.0,,,,-229.0,314.5,-274.9,831.6,-162.2,,770.1,,False,,,,False,False,False,False,False,,False
51005,28,20.0,,0.0,,,,5.0,50.6,1.0,,,,657.9,-8.0,,-28.0,,,,-23.0,22.6,-27.0,,,,629.9,,False,,,,False,False,False,,,,False
51007,34,15.0,,17.0,,,,3.0,53.0,2.7,,,,4.8,-19.0,,-17.0,,,,-31.0,19.0,-31.3,,,,-29.2,,True,,,,False,True,False,,,,False
51009,128,10.0,,38.0,,,,4.0,49.6,0.9,,,,3.0,-118.0,,-90.0,,,,-124.0,-78.4,-127.1,,,,-125.0,,True,,,,False,True,False,,,,False
51011,41,25.0,,0.0,,,,2.0,77.2,1.0,,,,80.3,-16.0,,-41.0,,,,-39.0,36.2,-40.0,,,,39.3,,False,,,,False,False,False,,,,False
51013,543,325.0,,170.0,,,,909.0,1110.6,72.5,320.4,231.8,,549.1,-218.0,,-373.0,,,,366.0,567.6,-470.5,-222.6,-311.2,,6.1,,False,,,,False,False,False,False,False,,True
51015,87,65.0,,47.0,,,,27.0,323.2,5.3,412.8,,,44.0,-22.0,,-40.0,,,,-60.0,236.2,-81.7,325.8,,,-43.0,,False,,,,False,False,False,False,,,False
51017,4,0.0,,0.0,,,,0.0,0.0,,,,,,-4.0,,-4.0,,,,-4.0,-4.0,,,,,,,False,,,,False,False,,,,,
51019,210,150.0,,251.0,,,,23.0,362.6,41.6,420.4,,,1134.3,-60.0,,41.0,,,,-187.0,152.6,-168.4,210.4,,,924.3,,True,,,,False,False,False,False,,,False
51021,9,0.0,,0.0,,,,0.0,31.4,,,,,0.0,-9.0,,-9.0,,,,-9.0,22.4,,,,,-9.0,,False,,,,False,False,,,,,True
51023,80,320.0,,1286.0,,,,16.0,121.7,10.1,536.6,,,121.4,240.0,,1206.0,,,,-64.0,41.7,-69.9,456.6,,,41.4,,False,,,,True,True,True,False,,,True
51025,119,50.0,,43.0,,,,7.0,88.3,6.7,200.8,,,16.2,-69.0,,-76.0,,,,-112.0,-30.7,-112.3,81.8,,,-102.8,,False,,,,False,True,False,False,,,False
51027,48,0.0,,0.0,,,,14.0,17.2,0.9,,,,0.0,-48.0,,-48.0,,,,-34.0,-30.8,-47.1,,,,-48.0,,False,,,,True,True,True,,,,True
51029,40,50.0,,53.0,,,,26.0,116.3,12.7,55.5,,,187.3,10.0,,13.0,,,,-14.0,76.3,-27.3,15.5,,,147.3,,False,,,,False,False,False,False,,,False
51031,156,50.0,,167.0,,,,9.0,115.8,4.3,,,,67.9,-106.0,,11.0,,,,-147.0,-40.2,-151.7,,,,-88.1,,True,,,,False,True,False,,,,True
51033,78,0.0,,0.0,,,,11.0,115.0,0.0,156.7,,,0.0,-78.0,,-78.0,,,,-67.0,37.0,-78.0,78.7,,,-78.0,,False,,,,True,True,True,False,,,True
51035,110,120.0,,69.0,,,,49.0,316.6,18.6,295.6,,,136.9,10.0,,-41.0,,,,-61.0,206.6,-91.4,185.6,,,26.9,,False,,,,False,False,False,False,,,False
51036,12,5.0,,17.0,,,,3.0,26.2,2.3,,,,1.5,-7.0,,5.0,,,,-9.0,14.2,-9.7,,,,-10.5,,True,,,,False,False,False,,,,False
51037,21,15.0,,0.0,,,,1.0,65.5,0.7,,,,467.5,-6.0,,-21.0,,,,-20.0,44.5,-20.3,,,,446.5,,False,,,,False,False,False,,,,False
51041,1378,650.0,,360.0,,,,564.0,3382.6,248.6,2537.4,1119.0,,182.5,-728.0,,-1018.0,,,,-814.0,2004.6,-1129.4,1159.4,-259.0,,-1195.5,,False,,,,False,False,False,False,True,,False
51043,19,30.0,,36.0,,,,12.0,81.5,4.3,,,,217.1,11.0,,17.0,,,,-7.0,62.5,-14.7,,,,198.1,,False,,,,True,False,False,,,,False
51045,9,10.0,,0.0,,,,0.0,21.5,0.1,,,,114.9,1.0,,-9.0,,,,-9.0,12.5,-8.9,,,,105.9,,False,,,,False,False,False,,,,False
51047,179,50.0,,0.0,,,,80.0,225.2,7.1,125.3,46.4,,123.2,-129.0,,-179.0,,,,-99.0,46.2,-171.9,-53.7,-132.6,,-55.8,,False,,,,True,True,False,True,False,,True
51049,20,35.0,,18.0,,,,3.0,45.1,2.3,,,,432.6,15.0,,-2.0,,,,-17.0,25.1,-17.7,,,,412.6,,True,,,,False,False,False,,,,False
51051,35,10.0,,0.0,,,,0.0,91.5,,,,,8.6,-25.0,,-35.0,,,,-35.0,56.5,,,,,-26.4,,False,,,,False,False,,,,,False
51053,70,35.0,,143.0,,,,21.0,228.5,5.7,273.1,,,24.8,-35.0,,73.0,,,,-49.0,158.5,-64.3,203.1,,,-45.2,,False,,,,False,False,False,False,,,False
51057,42,15.0,,0.0,,,,9.0,71.1,1.7,,,,7.3,-27.0,,-42.0,,,,-33.0,29.1,-40.3,,,,-34.7,,False,,,,False,False,False,,,,False
51059,2244,1720.0,,3116.0,,,,1231.0,9289.1,523.7,2598.7,2035.2,,1786.7,-524.0,,872.0,,,,-1013.0,7045.1,-1720.3,354.7,-208.8,,-457.3,,False,,,,False,False,False,True,True,,True
51061,183,70.0,,35.0,,,,57.0,318.2,22.4,295.3,81.8,,220.1,-113.0,,-148.0,,,,-126.0,135.2,-160.6,112.3,-101.2,,37.1,,False,,,,False,False,False,True,True,,True
51063,40,25.0,,0.0,,,,3.0,71.0,0.8,,,,40.7,-15.0,,-40.0,,,,-37.0,31.0,-39.2,,,,0.7,,False,,,,False,False,False,,,,True
51065,68,55.0,,45.0,,,,15.0,116.5,21.8,75.9,,,887.2,-13.0,,-23.0,,,,-53.0,48.5,-46.2,7.9,,,819.2,,False,,,,False,False,False,True,,,False
51067,78,160.0,,357.0,,,,21.0,239.8,7.9,,,,28.4,82.0,,279.0,,,,-57.0,161.8,-70.1,,,,-49.6,,False,,,,True,False,True,,,,True
51069,163,195.0,,407.0,,,,75.0,527.8,34.2,330.3,,,378.7,32.0,,244.0,,,,-88.0,364.8,-128.8,167.3,,,215.7,,False,,,,False,False,False,False,,,False
51071,5,50.0,,1.0,,,,6.0,63.8,0.7,,,,32.9,45.0,,-4.0,,,,1.0,58.8,-4.3,,,,27.9,,True,,,,True,False,True,,,,True
51073,108,25.0,,32.0,,,,15.0,65.7,3.3,,,,0.5,-83.0,,-76.0,,,,-93.0,-42.3,-104.7,,,,-107.5,,True,,,,False,True,False,,,,False
51075,35,40.0,,85.0,,,,18.0,72.4,4.0,84.1,,,855.1,5.0,,50.0,,,,-17.0,37.4,-31.0,49.1,,,820.1,,False,,,,False,False,False,False,,,False
51077,64,20.0,,0.0,,,,23.0,87.5,9.2,,,,19.0,-44.0,,-64.0,,,,-41.0,23.5,-54.8,,,,-45.0,,False,,,,True,True,False,,,,False
51079,82,60.0,,58.0,,,,12.0,118.6,4.8,,,,30.2,-22.0,,-24.0,,,,-70.0,36.6,-77.2,,,,-51.8,,False,,,,False,False,False,,,,False
51081,97,65.0,,104.0,,,,24.0,96.6,7.4,19.7,,,104.1,-32.0,,7.0,,,,-73.0,-0.4,-89.6,-77.3,,,7.1,,True,,,,False,True,False,False,,,True
51083,90,70.0,,112.0,,,,11.0,187.5,3.0,,,,392.9,-20.0,,22.0,,,,-79.0,97.5,-87.0,,,,302.9,,False,,,,False,False,False,,,,False
51085,199,135.0,,262.0,,,,79.0,712.8,46.3,447.4,136.8,,115.8,-64.0,,63.0,,,,-120.0,513.8,-152.7,248.4,-62.2,,-83.2,,True,,,,False,False,False,False,True,,False
51087,1176,515.0,,335.0,,,,576.0,1980.2,199.0,1074.2,632.1,,411.9,-661.0,,-841.0,,,,-600.0,804.2,-977.0,-101.8,-543.9,,-764.1,,False,,,,True,False,False,True,True,,False
51089,295,205.0,,373.0,,,,97.0,441.8,47.6,473.7,,,538.3,-90.0,,78.0,,,,-198.0,146.8,-247.4,178.7,,,243.3,,True,,,,False,False,False,False,,,False
51091,3,0.0,,0.0,,,,0.0,12.5,0.0,,,,0.0,-3.0,,-3.0,,,,-3.0,9.5,-3.0,,,,-3.0,,False,,,,False,False,True,,,,False
51093,195,65.0,,156.0,,,,35.0,214.6,15.7,177.4,,,217.3,-130.0,,-39.0,,,,-160.0,19.6,-179.3,-17.6,,,22.3,,True,,,,False,True,False,True,,,True
51095,323,135.0,,149.0,,,,71.0,92.0,89.9,292.4,111.3,,589.1,-188.0,,-174.0,,,,-252.0,-231.0,-233.1,-30.6,-211.7,,266.1,,True,,,,False,False,False,True,False,,False
51097,15,5.0,,0.0,,,,1.0,29.6,0.4,,,,0.0,-10.0,,-15.0,,,,-14.0,14.6,-14.6,,,,-15.0,,False,,,,False,False,False,,,,False
51099,43,15.0,,1.0,,,,17.0,84.4,0.0,88.3,,,198.2,-28.0,,-42.0,,,,-26.0,41.4,-43.0,45.3,,,155.2,,False,,,,True,False,False,False,,,False
51101,45,15.0,,0.0,,,,7.0,51.7,1.2,,,,2.1,-30.0,,-45.0,,,,-38.0,6.7,-43.8,,,,-42.9,,False,,,,False,True,False,,,,False
51103,25,5.0,,0.0,,,,2.0,18.7,0.1,,,,0.0,-20.0,,-25.0,,,,-23.0,-6.3,-24.9,,,,-25.0,,False,,,,False,True,False,,,,False
51105,103,15.0,,0.0,,,,4.0,19.1,0.2,,,,53.0,-88.0,,-103.0,,,,-99.0,-83.9,-102.8,,,,-50.0,,False,,,,False,True,False,,,,True
51107,1079,1425.0,,1244.0,,,,451.0,2419.4,475.8,3841.8,1796.1,,1377.5,346.0,,165.0,,,,-628.0,1340.4,-603.2,2762.8,717.1,,298.5,,True,,,,False,False,False,False,False,,True
51109,55,50.0,,28.0,,,,13.0,85.4,8.7,176.5,,,228.6,-5.0,,-27.0,,,,-42.0,30.4,-46.3,121.5,,,173.6,,False,,,,False,False,False,False,,,False
51111,27,35.0,,0.0,,,,1.0,97.2,2.5,,,,101.3,8.0,,-27.0,,,,-26.0,70.2,-24.5,,,,74.3,,False,,,,False,False,False,,,,False
51113,28,0.0,,0.0,,,,3.0,44.2,0.9,,,,0.0,-28.0,,-28.0,,,,-25.0,16.2,-27.1,,,,-28.0,,False,,,,True,True,True,,,,True
51115,13,5.0,,0.0,,,,0.0,9.4,0.1,,,,0.8,-8.0,,-13.0,,,,-13.0,-3.6,-12.9,,,,-12.2,,False,,,,False,True,False,,,,False
51117,192,40.0,,0.0,,,,48.0,193.0,4.3,30.5,,,448.7,-152.0,,-192.0,,,,-144.0,1.0,-187.7,-161.5,,,256.7,,False,,,,True,True,False,False,,,False
51119,23,0.0,,0.0,,,,2.0,17.2,0.3,,,,0.0,-23.0,,-23.0,,,,-21.0,-5.8,-22.7,,,,-23.0,,False,,,,True,True,True,,,,True
51121,147,145.0,,468.0,,,,256.0,315.0,18.0,584.3,,,48.7,-2.0,,321.0,,,,109.0,168.0,-129.0,437.3,,,-98.3,,False,,,,False,False,False,False,,,False
51125,26,10.0,,0.0,,,,0.0,28.8,0.4,,,,726.1,-16.0,,-26.0,,,,-26.0,2.8,-25.6,,,,700.1,,False,,,,False,True,False,,,,False
51127,67,15.0,,68.0,,,,15.0,78.3,2.8,,,,18.4,-52.0,,1.0,,,,-52.0,11.3,-64.2,,,,-48.6,,True,,,,False,True,False,,,,True
51131,31,10.0,,0.0,,,,28.0,81.9,0.0,49.9,,,54.6,-21.0,,-31.0,,,,-3.0,50.9,-31.0,18.9,,,23.6,,False,,,,True,False,False,True,,,False
51133,35,0.0,,23.0,,,,2.0,42.7,1.2,,,,0.0,-35.0,,-12.0,,,,-33.0,7.7,-33.8,,,,-35.0,,True,,,,True,True,True,,,,True
51135,70,25.0,,80.0,,,,13.0,109.8,1.8,239.9,,,3.6,-45.0,,10.0,,,,-57.0,39.8,-68.2,169.9,,,-66.4,,True,,,,False,True,False,False,,,False
51137,78,40.0,,32.0,,,,20.0,214.7,4.2,153.2,,,33.8,-38.0,,-46.0,,,,-58.0,136.7,-73.8,75.2,,,-44.2,,False,,,,False,False,False,False,,,False
51139,66,70.0,,34.0,,,,39.0,182.3,11.9,84.3,,,551.7,4.0,,-32.0,,,,-27.0,116.3,-54.1,18.3,,,485.7,,False,,,,False,False,False,False,,,False
51141,106,35.0,,56.0,,,,9.0,112.4,2.7,,,,14.2,-71.0,,-50.0,,,,-97.0,6.4,-103.3,,,,-91.8,,True,,,,False,True,False,,,,False
51143,290,135.0,,391.0,,,,24.0,481.2,36.9,815.0,,,81.6,-155.0,,101.0,,,,-266.0,191.2,-253.1,525.0,,,-208.4,,True,,,,False,False,False,False,,,False
51145,60,35.0,,126.0,,,,11.0,173.3,7.2,,,,4.8,-25.0,,66.0,,,,-49.0,113.3,-52.8,,,,-55.2,,False,,,,False,False,False,,,,False
51147,198,155.0,,494.0,,,,41.0,127.0,101.1,151.7,,,828.3,-43.0,,296.0,,,,-157.0,-71.0,-96.9,-46.3,,,630.3,,False,,,,False,False,False,False,,,False
51149,137,80.0,,146.0,,,,31.0,293.2,3.6,451.8,,,11.9,-57.0,,9.0,,,,-106.0,156.2,-133.4,314.8,,,-125.1,,True,,,,False,False,False,False,,,False
51153,1944,1590.0,,2613.0,,,,626.0,3225.4,637.5,1807.5,2034.2,,1635.6,-354.0,,669.0,,,,-1318.0,1281.4,-1306.5,-136.5,90.2,,-308.4,,False,,,,False,False,False,True,True,,True
51155,40,45.0,,165.0,,,,22.0,169.4,3.0,,,,14.9,5.0,,125.0,,,,-18.0,129.4,-37.0,,,,-25.1,,False,,,,False,False,False,,,,False
51157,22,10.0,,0.0,,,,2.0,29.9,0.4,,,,39.5,-12.0,,-22.0,,,,-20.0,7.9,-21.6,,,,17.5,,False,,,,False,True,False,,,,False
51159,35,10.0,,0.0,,,,16.0,54.6,0.1,19.1,,,0.0,-25.0,,-35.0,,,,-19.0,19.6,-34.9,-15.9,,,-35.0,,False,,,,True,True,False,True,,,False
51161,217,390.0,,1204.0,,,,96.0,643.6,62.6,1645.7,261.9,,179.8,173.0,,987.0,,,,-121.0,426.6,-154.4,1428.7,44.9,,-37.2,,False,,,,True,False,True,False,True,,True
51163,37,20.0,,0.0,,,,2.0,64.9,1.6,,,,11.8,-17.0,,-37.0,,,,-35.0,27.9,-35.4,,,,-25.2,,False,,,,False,False,False,,,,False
51165,198,210.0,,410.0,,,,191.0,644.5,39.4,399.6,354.6,,158.7,12.0,,212.0,,,,-7.0,446.5,-158.6,201.6,156.6,,-39.3,,False,,,,True,False,False,False,False,,False
51167,98,25.0,,0.0,,,,8.0,36.1,0.4,,,,103.7,-73.0,,-98.0,,,,-90.0,-61.9,-97.6,,,,5.7,,False,,,,False,True,False,,,,True
51169,80,5.0,,0.0,,,,2.0,22.5,0.2,,,,0.0,-75.0,,-80.0,,,,-78.0,-57.5,-79.8,,,,-80.0,,False,,,,False,True,False,,,,False
51171,120,145.0,,147.0,,,,54.0,363.1,85.7,158.8,,,593.9,25.0,,27.0,,,,-66.0,243.1,-34.3,38.8,,,473.9,,False,,,,False,False,False,False,,,False
51173,104,45.0,,0.0,,,,34.0,41.0,2.8,,,,178.4,-59.0,,-104.0,,,,-70.0,-63.0,-101.2,,,,74.4,,False,,,,False,False,False,,,,False
51175,101,40.0,,19.0,,,,15.0,124.1,2.2,12.8,,,688.5,-61.0,,-82.0,,,,-86.0,23.1,-98.8,-88.2,,,587.5,,False,,,,False,True,False,False,,,False
51177,446,260.0,,130.0,,,,170.0,979.9,56.8,1017.5,217.9,,192.3,-186.0,,-316.0,,,,-276.0,533.9,-389.2,571.5,-228.1,,-253.7,,False,,,,False,False,False,False,False,,False
51179,358,170.0,,101.0,,,,189.0,534.2,36.8,785.7,,,101.7,-188.0,,-257.0,,,,-169.0,176.2,-321.2,427.7,,,-256.3,,False,,,,True,True,False,False,,,False
51181,32,15.0,,0.0,,,,0.0,21.1,0.6,,,,143.0,-17.0,,-32.0,,,,-32.0,-10.9,-31.4,,,,111.0,,False,,,,False,True,False,,,,False
51183,90,70.0,,106.0,,,,8.0,124.3,6.4,61.0,,,292.2,-20.0,,16.0,,,,-82.0,34.3,-83.6,-29.0,,,202.2,,True,,,,False,False,False,False,,,False
51185,101,5.0,,29.0,,,,13.0,38.7,0.3,,,,2.7,-96.0,,-72.0,,,,-88.0,-62.3,-100.7,,,,-98.3,,True,,,,True,True,False,,,,False
51187,62,85.0,,85.0,,,,64.0,357.2,5.4,396.1,,,35.9,23.0,,23.0,,,,2.0,295.2,-56.6,334.1,,,-26.1,,False,,,,True,False,False,False,,,False
51191,151,15.0,,16.0,,,,52.0,107.3,2.6,,,,23.6,-136.0,,-135.0,,,,-99.0,-43.7,-148.4,,,,-127.4,,True,,,,True,True,False,,,,True
51193,103,40.0,,59.0,,,,12.0,117.1,3.5,120.2,,,1.1,-63.0,,-44.0,,,,-91.0,14.1,-99.5,17.2,,,-101.9,,True,,,,False,True,False,True,,,False
51195,97,15.0,,0.0,,,,18.0,61.6,0.8,,,,1348.1,-82.0,,-97.0,,,,-79.0,-35.4,-96.2,,,,1251.1,,False,,,,True,True,False,,,,False
51197,63,35.0,,35.0,,,,29.0,151.0,3.4,,,,68.9,-28.0,,-28.0,,,,-34.0,88.0,-59.6,,,,5.9,,False,,,,False,False,False,,,,True
51199,237,70.0,,114.0,,,,61.0,262.6,14.3,308.6,,,128.3,-167.0,,-123.0,,,,-176.0,25.6,-222.7,71.6,,,-108.7,,True,,,,False,True,False,True,,,True
51510,592,270.0,,192.0,,,,989.0,1080.2,75.2,440.8,262.7,,145.3,-322.0,,-400.0,,,,397.0,488.2,-516.8,-151.2,-329.3,,-446.7,,False,,,,False,False,False,True,False,,False
51520,72,5.0,,24.0,,,,455.0,31.4,0.0,,,,830.1,-67.0,,-48.0,,,,383.0,-40.6,-72.0,,,,758.1,,True,,,,False,True,False,,,,False
51530,38,5.0,,40.0,,,,17.0,13.9,0.3,,,,0.3,-33.0,,2.0,,,,-21.0,-24.1,-37.7,,,,-37.7,,True,,,,True,True,False,,,,False
51540,307,150.0,,184.0,,,,428.0,226.9,104.2,457.5,,,148.9,-157.0,,-123.0,,,,121.0,-80.1,-202.8,150.5,,,-158.1,,True,,,,True,True,False,True,,,False
51550,1869,745.0,,865.0,,,,282.0,2259.3,668.7,2344.5,612.4,,1840.2,-1124.0,,-1004.0,,,,-1587.0,390.3,-1200.3,475.5,-1256.6,,-28.8,,True,,,,False,True,False,True,False,,True
51570,52,10.0,,2.0,,,,145.0,112.0,2.5,248.7,,,2.4,-42.0,,-50.0,,,,93.0,60.0,-49.5,196.7,,,-49.6,,False,,,,False,False,False,False,,,False
51580,8,10.0,,0.0,,,,10.0,23.4,0.1,,,,2.9,2.0,,-8.0,,,,2.0,15.4,-7.9,,,,-5.1,,False,,,,False,False,False,,,,False
51590,302,70.0,,238.0,,,,864.0,189.8,6.1,,,,109.2,-232.0,,-64.0,,,,562.0,-112.2,-295.9,,,,-192.8,,True,,,,False,True,False,,,,True
51595,35,40.0,,79.0,,,,235.0,58.5,10.9,24.7,,,14.8,5.0,,44.0,,,,200.0,23.5,-24.1,-10.3,,,-20.2,,False,,,,False,False,False,False,,,False
51600,19,5.0,,0.0,,,,37.0,49.0,2.0,,,,9.2,-14.0,,-19.0,,,,18.0,30.0,-17.0,,,,-9.8,,False,,,,False,False,False,,,,True
51610,16,0.0,,0.0,,,,155.0,18.6,1.3,,,,0.0,-16.0,,-16.0,,,,139.0,2.6,-14.7,,,,-16.0,,False,,,,False,True,True,,,,False
51620,125,30.0,,45.0,,,,93.0,44.5,1.3,,,,18.6,-95.0,,-80.0,,,,-32.0,-80.5,-123.7,,,,-106.4,,True,,,,True,True,False,,,,False
51630,145,80.0,,107.0,,,,413.0,168.5,4.3,247.6,,,50.1,-65.0,,-38.0,,,,268.0,23.5,-140.7,102.6,,,-94.9,,True,,,,False,True,False,False,,,False
51640,83,105.0,,0.0,,,,1746.0,70.6,41.3,0.1,,,25.7,22.0,,-83.0,,,,1663.0,-12.4,-41.7,-82.9,,,-57.3,,False,,,,False,True,False,False,,,False
51650,850,275.0,,1157.0,,,,186.0,679.5,216.1,843.4,,,451.4,-575.0,,307.0,,,,-664.0,-170.5,-633.9,-6.6,,,-398.6,,True,,,,False,True,False,True,,,True
