,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,9242,4562.7,5796.2,4089.0,,-4679.3,-3445.8,-5153.0,,True,False,
Alaska,282,305.9,417.4,,,23.9,135.4,,,False,,
Arizona,14948,7539.0,7899.4,6594.0,,-7409.0,-7048.6,-8354.0,,True,False,
Arkansas,5252,4127.1,4275.7,4045.0,,-1124.9,-976.3,-1207.0,,True,False,
California,46874,22321.3,25564.9,21044.0,,-24551.7,-21308.1,-25829.0,,True,False,
Colorado,5814,3253.7,5474.7,3078.0,,-2560.3,-339.3,-2736.0,,True,False,
Connecticut,7381,5195.4,6621.6,4917.0,,-2185.6,-759.4,-2464.0,,True,False,
Delaware,1356,1140.9,953.7,855.0,,-187.1,-374.3,-473.0,,False,False,
District of Columbia,979,705.4,784.0,680.0,,-273.6,-195.0,-299.0,,True,False,
Florida,28683,22137.6,27043.7,21275.0,,-6545.4,-1639.3,-7408.0,,True,False,
Georgia,15850,10536.4,12132.5,10585.0,,-5313.6,-3717.5,-5265.0,,True,True,
Hawaii,424,323.0,528.2,,,-101.0,104.2,,,False,,
Idaho,1803,1476.9,1592.2,1314.0,,-326.1,-210.8,-489.0,,True,False,
Illinois,22087,14532.1,24321.5,13730.0,,-7554.9,2234.5,-8357.0,,True,False,
Indiana,12149,7840.6,10766.3,7259.0,,-4128.4,-1202.7,-4710.0,,True,False,
Iowa,5236,3189.0,4827.2,3136.0,,-2047.0,-408.8,-2100.0,,True,False,
Kansas,4329,2050.1,3966.7,2165.0,,-2274.9,-358.3,-2160.0,,True,True,
Kentucky,4272,2707.3,3893.7,2858.0,,-1564.7,-378.3,-1414.0,,True,True,
Louisiana,9276,7248.3,7358.8,7140.0,,-2027.7,-1917.2,-2136.0,,True,False,
Maine,647,161.9,194.1,268.0,,-485.1,-452.9,-379.0,,True,True,
Maryland,7536,4984.0,5386.1,4590.0,41352.0,-2552.0,-2149.9,-2946.0,33816.0,True,False,False
Massachusetts,15424,12226.7,14831.2,11564.0,,-3197.3,-592.8,-3860.0,,True,False,
Michigan,16119,10328.7,18111.3,10790.0,,-5790.3,1992.3,-5329.0,,True,True,
Minnesota,6437,4415.9,6802.7,4957.0,,-2021.1,365.7,-1480.0,,True,True,
Mississippi,6461,4729.7,4575.1,4388.0,,-1731.3,-1885.9,-2073.0,,False,False,
Missouri,7780,6276.9,8544.9,5372.0,,-1485.1,782.9,-2390.0,,True,False,
Montana,1327,1549.7,1771.7,1639.0,,222.7,444.7,312.0,,False,False,
Nebraska,2002,1515.7,2150.1,1469.0,,-486.3,148.1,-533.0,,True,False,
Nevada,4694,2267.3,2793.8,2198.0,,-2422.7,-1896.2,-2492.0,,True,False,
New Hampshire,1130,631.6,930.0,717.0,,-498.4,-200.0,-413.0,,True,True,
New Jersey,22440,17379.1,18379.7,17144.0,,-5060.9,-4060.3,-5296.0,,True,False,
New Mexico,3516,1902.6,2803.8,1679.0,,-1613.4,-712.2,-1837.0,,True,False,
New York,45751,35213.9,40000.6,34821.0,,-10320.1,-5533.4,-10713.0,,True,False,
North Carolina,10453,7740.7,8349.4,7464.0,,-2712.3,-2103.6,-2989.0,,True,False,
North Dakota,1461,1645.3,2309.3,1722.0,,184.3,848.3,261.0,,False,False,
Ohio,17746,6744.1,8273.2,8243.0,,-10981.9,-9452.8,-9483.0,,True,True,
Oklahoma,3994,2771.3,2678.2,2849.0,,-1222.7,-1315.8,-1145.0,,False,True,
Oregon,2137,1255.6,1347.3,1084.0,,-881.4,-789.7,-1053.0,,True,False,
Pennsylvania,23043,11120.7,15050.7,11641.0,,-11922.3,-7992.3,-11402.0,,True,True,
Rhode Island,2459,1557.6,2947.8,1560.0,,-882.4,507.8,-880.0,,True,True,
South Carolina,7911,5926.9,6296.3,5652.0,,-1984.1,-1614.7,-2259.0,,True,False,
South Dakota,1838,1358.1,1879.1,1328.0,,-479.9,41.1,-510.0,,True,False,
Tennessee,10902,6651.3,8596.6,6213.0,,-4250.7,-2305.4,-4689.0,,True,False,
Texas,41149,26628.9,28063.7,27058.0,44252.0,-14182.1,-12747.3,-13753.0,3441.0,True,True,True
Utah,1790,1238.0,1970.3,1338.0,,-552.0,180.3,-452.0,,True,True,
Vermont,189,58.0,67.5,60.0,,-131.0,-121.5,-129.0,,True,True,
Virginia,6996,4784.1,5381.4,5200.0,,-2211.9,-1614.6,-1796.0,,True,True,
Washington,4675,3406.0,4404.8,3213.0,,-1282.0,-283.2,-1475.0,,True,False,
West Virginia,2201,980.0,933.3,967.0,,-1221.0,-1267.7,-1234.0,,False,False,
Wisconsin,6744,6043.6,6748.4,5268.0,,-384.4,320.4,-1160.0,,True,False,
Wyoming,647,369.3,551.6,373.0,,-277.7,-95.4,-274.0,,True,True,
US,485911,316601.9,439351.1,311735.0,299036.0,-168177.1,-45427.9,-173044.0,-185743.0,True,False,False
