,total_deaths_2020-12-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,322695,479595.0,485911,161927.0,163216,-1289.0,-0.8%
IBF-TimeSeries,322695,479588.0,485911,161920.0,163216,-1296.0,-0.8%
QJHong-Encounter,322695,473746.0,485911,156078.0,163216,-7138.0,-4.4%
IHME-CurveFit,322695,491815.0,485911,174147.0,163216,10931.0,6.7%
Covid19Sim-Simulator,322695,466192.4,485911,148524.4,163216,-14691.6,-9.0%
COVIDhub-baseline,322695,462206.5,485911,144538.5,163216,-18677.5,-11.4%
Baseline,322695,462043.0,485911,144375.0,163216,-18841.0,-11.5%
JHUAPL-Bucky,322695,459912.8,485911,142244.8,163216,-20971.2,-12.8%
UCLA-SuEIR,322695,446781.6,485911,129113.6,163216,-34102.4,-20.9%
JCB-PRM,322695,559613.8,485911,241945.8,163216,78729.8,48.2%
WalmartLabsML-LogForecasting,322695,356631.6,485911,38963.6,163216,-124252.4,-76.1%
Columbia_UNC-SurvCon,322695,680436.0,485911,362768.0,163216,199552.0,122.3%
AIpert-pwllnod,322695,699938.8,485911,382270.8,163216,219054.8,134.2%
