,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,9242,4102.9,5738.7,7781.2,3773.0,,-5139.1,-3503.3,-1460.8,-5469.0,,True,True,False,
Alaska,282,83.9,345.7,303.9,,,-198.1,63.7,21.9,,,True,True,,
Arizona,14948,6619.3,7557.9,7548.1,6461.0,,-8328.7,-7390.1,-7399.9,-8487.0,,True,True,False,
Arkansas,5252,3524.6,4114.6,4127.5,3744.0,,-1727.4,-1137.4,-1124.5,-1508.0,,True,True,True,
California,46874,23367.9,26838.3,36028.1,20604.0,,-23506.1,-20035.7,-10845.9,-26270.0,,True,True,False,
Colorado,5814,2968.3,4743.7,6690.1,2730.0,,-2845.7,-1070.3,876.1,-3084.0,,True,True,False,
Connecticut,7381,5132.0,5815.9,5342.3,4769.0,,-2249.0,-1565.1,-2038.7,-2612.0,,True,True,False,
Delaware,1356,934.7,910.1,1123.5,781.0,,-386.3,-410.9,-197.5,-540.0,,False,True,False,
District of Columbia,979,657.9,778.2,1017.6,670.0,,-321.1,-200.8,38.6,-309.0,,True,True,True,
Florida,28683,23755.0,25764.2,29665.7,21368.0,,-4928.0,-2918.8,982.7,-7315.0,,True,True,False,
Georgia,15850,10520.6,11865.7,14202.1,10044.0,,-5329.4,-3984.3,-1647.9,-5806.0,,True,True,False,
Hawaii,424,608.4,512.5,722.2,,,184.4,88.5,298.2,,,True,False,,
Idaho,1803,1286.6,1437.9,1432.3,1054.0,,-516.4,-365.1,-370.7,-749.0,,True,True,False,
Illinois,22087,14548.0,19563.3,19045.8,12778.0,,-7539.0,-2523.7,-3041.2,-9309.0,,True,True,False,
Indiana,12149,7190.4,9761.0,9422.1,6629.0,,-4824.6,-2254.0,-2592.9,-5386.0,,True,True,False,
Iowa,5236,3268.3,3641.3,4162.8,2717.0,,-1967.7,-1594.7,-1073.2,-2519.0,,True,True,False,
Kansas,4329,2494.1,2647.0,3979.6,1802.0,,-1815.9,-1663.0,-330.4,-2508.0,,True,True,False,
Kentucky,4272,2818.3,3070.0,4010.1,2527.0,,-1453.7,-1202.0,-261.9,-1745.0,,True,True,False,
Louisiana,9276,7216.6,7373.3,8853.0,7109.0,,-2059.4,-1902.7,-423.0,-2167.0,,True,True,False,
Maine,647,146.0,171.2,233.8,195.0,,-501.0,-475.8,-413.2,-452.0,,True,True,True,
Maryland,7536,5031.6,4932.3,7169.5,4448.0,44806.0,-2504.4,-2603.7,-366.5,-3088.0,37270.0,False,True,False,False
Massachusetts,15424,11877.9,13759.1,13859.7,11254.0,,-3546.1,-1664.9,-1564.3,-4170.0,,True,True,False,
Michigan,16119,10408.0,13170.0,14040.3,10403.0,,-5711.0,-2949.0,-2078.7,-5716.0,,True,True,False,
Minnesota,6437,4225.6,6681.1,6038.4,4541.0,,-2211.4,244.1,-398.6,-1896.0,,True,True,True,
Mississippi,6461,4587.0,4605.6,5273.6,4358.0,,-1874.0,-1855.4,-1187.4,-2103.0,,True,True,False,
Missouri,7780,6435.4,7568.5,6723.6,4732.0,,-1325.6,-192.5,-1037.4,-3029.0,,True,True,False,
Montana,1327,1185.0,1516.0,1256.7,855.0,,-142.0,189.0,-70.3,-472.0,,False,True,False,
Nebraska,2002,1357.1,1702.5,1694.3,1232.0,,-644.9,-299.5,-307.7,-770.0,,True,True,False,
Nevada,4694,2283.1,2998.2,4110.6,2262.0,,-2406.9,-1691.8,-579.4,-2428.0,,True,True,False,
New Hampshire,1130,584.0,1000.6,3368.4,611.0,,-546.0,-129.4,2238.4,-519.0,,True,False,True,
New Jersey,22440,17458.4,22038.2,17641.6,16798.0,,-4981.6,-401.8,-4798.4,-5642.0,,True,True,False,
New Mexico,3516,1490.3,2519.9,2836.7,1303.0,,-2025.7,-996.1,-679.3,-2213.0,,True,True,False,
New York,45751,34452.7,37209.8,40516.4,34147.0,,-11078.3,-8321.2,-5014.6,-11384.0,,True,True,False,
North Carolina,10453,7693.1,7726.1,10076.2,7120.0,,-2759.9,-2726.9,-376.8,-3333.0,,True,True,False,
North Dakota,1461,1280.6,2078.9,1197.6,1405.0,,-180.4,617.9,-263.4,-56.0,,False,False,True,
Ohio,17746,7410.1,8946.7,11696.6,7762.0,,-10500.9,-8964.3,-6214.4,-10149.0,,True,True,True,
Oklahoma,3994,2485.9,2359.9,3698.4,2395.0,,-1508.1,-1634.1,-295.6,-1599.0,,False,True,False,
Oregon,2137,1176.3,1208.3,2596.3,920.0,,-960.7,-928.7,459.3,-1217.0,,True,True,False,
Pennsylvania,23043,11533.0,14242.5,18454.2,10989.0,,-11510.0,-8800.5,-4588.8,-12054.0,,True,True,False,
Rhode Island,2459,1573.4,2529.4,1870.2,1441.0,,-869.6,86.4,-572.8,-1002.0,,True,True,False,
South Carolina,7911,6212.3,5354.7,6885.5,4798.0,,-1698.7,-2556.3,-1025.5,-3113.0,,False,True,False,
South Dakota,1838,1199.6,1626.7,985.5,996.0,,-638.4,-211.3,-852.5,-842.0,,True,False,False,
Tennessee,10902,6651.3,8133.7,7848.8,6052.0,,-4250.7,-2768.3,-3053.2,-4850.0,,True,True,False,
Texas,41149,25725.0,25088.1,32799.8,25152.0,44968.0,-15118.0,-15754.9,-8043.2,-15691.0,4125.0,False,True,False,True
Utah,1790,1031.9,1793.7,3013.3,1208.0,,-758.1,3.7,1223.3,-582.0,,True,False,True,
Vermont,189,58.0,71.5,66.8,58.0,,-131.0,-117.5,-122.2,-131.0,,True,True,False,
Virginia,6996,5874.3,5350.4,6102.5,5035.0,,-1117.7,-1641.6,-889.5,-1957.0,,False,True,False,
Washington,4675,3199.9,3523.3,4886.8,3007.0,,-1486.1,-1162.7,200.8,-1679.0,,True,True,False,
West Virginia,2201,789.7,913.7,1094.2,927.0,,-1411.3,-1287.3,-1106.8,-1274.0,,True,True,True,
Wisconsin,6744,5012.9,4981.5,6742.7,4567.0,,-1428.1,-1459.5,301.7,-1874.0,,False,True,False,
Wyoming,647,242.4,418.7,181.9,142.0,,-404.6,-228.3,-465.1,-505.0,,True,False,False,
US,485911,313315.4,457311.3,410418.6,298145.0,293010.0,-171709.6,-27713.7,-74606.4,-186880.0,-192015.0,True,True,False,False
