,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Indiana,12149,6431.9,6913.3,9244.3,5350.0,,-5599.1,-5117.7,-2786.7,-6681.0,,True,True,False,
Iowa,5236,2712.0,2936.3,4179.0,2514.5,,-2524.0,-2299.7,-1057.0,-2721.5,,True,True,False,
Kansas,4329,2291.9,1846.8,3448.0,1551.0,,-2037.1,-2482.2,-881.0,-2778.0,,False,True,False,
Kentucky,4272,2430.6,2456.0,4209.1,2083.0,,-1841.4,-1816.0,-62.9,-2189.0,,True,True,False,
Louisiana,9276,7351.4,6612.2,8818.2,6783.0,,-1924.6,-2663.8,-457.8,-2493.0,,False,True,False,
Maine,647,196.6,166.5,198.5,206.0,,-450.4,-480.5,-448.5,-441.0,,False,True,True,
Maryland,7536,4677.6,4511.7,5560.5,4324.0,46715.0,-2858.4,-3024.3,-1975.5,-3212.0,39179.0,False,True,False,False
Massachusetts,15424,11979.0,11696.3,14240.7,10924.0,,-3445.0,-3727.7,-1183.3,-4500.0,,False,True,False,
Michigan,16119,9379.7,9677.4,13553.2,8558.0,,-6739.3,-6441.6,-2565.8,-7561.0,,True,True,False,
Minnesota,6437,3854.7,4034.7,5804.3,3862.0,,-2582.3,-2402.3,-632.7,-2575.0,,True,True,True,
Mississippi,6461,4351.0,4208.5,4970.9,4384.0,,-2110.0,-2252.5,-1490.1,-2077.0,,False,True,True,
Missouri,7780,5424.0,5720.5,6137.1,4978.0,,-2339.0,-2042.5,-1625.9,-2785.0,,True,True,False,
Montana,1327,763.6,1234.8,865.1,756.0,,-563.4,-92.2,-461.9,-571.0,,True,True,False,
Nebraska,2002,1036.9,1330.1,2142.8,909.0,,-965.1,-671.9,140.8,-1093.0,,True,True,False,
Nevada,4694,2536.0,2721.9,2829.3,2132.0,,-2158.0,-1972.1,-1864.7,-2562.0,,True,True,False,
New Hampshire,1130,634.6,721.5,2696.2,602.0,,-495.4,-408.5,1566.2,-528.0,,True,False,False,
New Jersey,22440,16834.7,16940.9,16829.9,16512.0,,-5605.3,-5499.1,-5610.1,-5928.0,,True,False,False,
New Mexico,3516,1321.7,2434.8,2263.6,1170.0,,-2194.3,-1081.2,-1252.4,-2346.0,,True,True,False,
New York,45751,34419.0,34031.1,44063.9,33884.0,,-11130.0,-11517.9,-1485.1,-11665.0,,False,True,False,
North Carolina,10453,6698.6,6647.7,10576.1,5983.0,,-3754.4,-3805.3,123.1,-4470.0,,False,True,False,
North Dakota,1461,1533.4,1518.0,1203.0,1306.0,,72.4,57.0,-258.0,-155.0,,True,False,False,
Ohio,17746,6213.3,8656.8,11696.6,7327.0,,-11788.7,-9345.2,-6305.4,-10675.0,,True,True,True,
Oklahoma,3994,2401.6,2009.7,3122.3,2250.0,,-1592.4,-1984.3,-871.7,-1744.0,,False,True,False,
Oregon,2137,974.0,1201.6,2266.8,818.0,,-1163.0,-935.4,129.8,-1319.0,,True,True,False,
Pennsylvania,23043,10740.7,11432.1,17340.9,10160.0,,-12302.3,-11610.9,-5702.1,-12883.0,,True,True,False,
Rhode Island,2459,1522.9,1367.8,1436.2,1271.0,,-912.1,-1067.2,-998.8,-1164.0,,False,False,False,
South Carolina,7911,5302.0,4731.2,6735.0,4408.0,,-2609.0,-3179.8,-1176.0,-3503.0,,False,True,False,
South Dakota,1838,946.7,1407.5,1010.8,706.0,,-891.3,-430.5,-827.2,-1132.0,,True,True,False,
Tennessee,10902,5302.7,6795.6,8001.4,5373.0,,-5599.3,-4106.4,-2900.6,-5529.0,,True,True,True,
Texas,41149,25792.4,22925.0,33371.7,25693.0,46100.0,-15068.6,-17936.0,-7489.3,-15168.0,5239.0,False,True,False,True
Utah,1790,981.3,1562.3,3786.9,1018.0,,-808.7,-227.7,1996.9,-772.0,,True,False,True,
Vermont,189,58.0,80.1,66.2,58.0,,-131.0,-108.9,-122.8,-131.0,,True,True,False,
Virginia,6996,4694.3,4816.3,8816.8,4531.0,,-2298.7,-2176.7,1823.8,-2462.0,,True,True,False,
Washington,4675,3065.0,2795.0,4930.0,2749.0,,-1628.0,-1898.0,237.0,-1944.0,,False,True,False,
West Virginia,2201,688.6,733.8,1226.7,808.0,,-1512.4,-1467.2,-974.3,-1393.0,,True,True,True,
Wisconsin,6744,3411.4,4101.4,6905.6,3328.0,,-3107.6,-2417.6,386.6,-3191.0,,True,True,False,
Wyoming,647,107.6,249.8,186.8,124.0,,-539.4,-397.2,-460.2,-523.0,,True,True,True,
US,485911,302375.1,272321.9,414850.0,280482.0,293471.0,-182906.9,-212960.1,-70432.0,-204800.0,-191811.0,False,True,False,False
