,count,mean,median,std,min,25%,75%,max
Covid19Sim-Simulator,51,614.0,227.5,858.0,13.2,113.7,758.0,4482.7
JHU_IDD-CovidSP,51,653.7,307.4,980.0,2.1,153.3,542.6,4651.5
IowaStateLW-STEM,49,723.3,159.0,1270.8,15.0,79.0,673.5,6910.0
Baseline,51,769.1,290.6,1222.4,20.6,108.3,752.3,6436.6
LANL-GrowthRate,51,795.6,296.5,1318.3,3.0,160.2,842.2,7887.0
COVIDhub-baseline,51,796.1,325.5,1219.9,4.0,89.5,921.5,6387.2
Wadhwani_AI-BayesOpt,44,803.6,324.3,1493.4,1.9,79.3,722.7,8620.4
UCLA-SuEIR,51,839.8,272.7,1565.0,7.7,105.7,589.1,8778.0
AIpert-pwllnod,51,910.8,526.1,1169.6,4.0,145.7,1058.9,5240.8
PSI-DRAFT,51,929.3,299.0,1481.6,7.0,82.8,999.5,6452.0
CovidAnalytics-DELPHI,51,1053.4,421.0,1779.8,8.0,128.0,1185.5,9348.0
JHUAPL-Bucky,51,1096.3,433.7,1992.7,25.1,113.4,1234.1,12990.0
Columbia_UNC-SurvCon,51,1158.8,499.0,1817.5,4.0,143.0,1147.5,11245.0
MITCovAlliance-SIR,51,1194.7,526.0,2440.7,2.8,93.7,1256.5,15848.6
WalmartLabsML-LogForecasting,51,1824.0,995.9,2890.7,11.3,218.7,2013.5,17185.2
