,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,102346.1,1967.8,317753.8,1.5,314.1,28268.9,1785994.0
LANL-GrowthRate,51.0,169023.6,6023.8,549937.4,0.0,923.2,87563.7,3648921.4
UCLA-SuEIR,51.0,242420.4,20241.7,612636.9,1.6,971.7,117537.2,2761416.3
IHME-CurveFit,51.0,327455.7,4997.9,1030335.1,1.0,332.4,108164.3,6477366.0
Baseline_0.98,51.0,392828.4,3186.7,1692250.2,1.0,224.2,35959.3,10093690.3
MIT_CovidAnalytics-DELPHI,51.0,530283.6,10816.0,2141267.3,1.0,577.0,260734.5,14984641.0
CU-select,51.0,651600.2,19321.0,2758272.2,1.0,1262.5,162418.0,19527561.0
IowaStateLW-STEM,51.0,688708.3,51529.0,3571454.7,4.0,1609.0,269685.0,25563136.0
Baseline,51.0,1534276.0,4374.9,6730014.7,1.0,385.9,40821.8,40545965.9
UT-Mobility,51.0,5238589.0,28754.5,25534189.8,4.9,4599.2,288557.4,160646571.6
