,total_deaths_2020-05-10,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCLA-SuEIR,82810,110695.5,113179,31169.5,30369,800.5,2.6%
MOBS-GLEAM_COVID,82810,110913.0,113179,31387.0,30369,1018.0,3.4%
COVIDhub-ensemble,82810,112647.3,113179,33121.3,30369,2752.3,9.1%
GT-DeepCOVID,82810,112694.5,113179,33168.5,30369,2799.5,9.2%
YYG-ParamSearch,82810,115468.4,113179,35942.4,30369,5573.4,18.4%
IHME-CurveFit,82810,115865.7,113179,36339.7,30369,5970.7,19.7%
CU-select,82810,116478.0,113179,36952.0,30369,6583.0,21.7%
LANL-GrowthRate,82810,103263.2,113179,23737.2,30369,-6631.8,-21.8%
CovidAnalytics-DELPHI,82810,120192.0,113179,40666.0,30369,10297.0,33.9%
Baseline,82810,125210.0,113179,45684.0,30369,15315.0,50.4%
COVIDhub-baseline,82810,128505.1,113179,48979.1,30369,18610.1,61.3%
NotreDame-FRED,82810,,113179,,30369,,
Quantori-Multiagents,82810,,113179,,30369,,
UChicago-CovidIL,82810,,113179,,30369,,
UChicago-CovidIL_100,82810,,113179,,30369,,
UChicago-CovidIL_40,82810,,113179,,30369,,
UChicago-CovidIL_60,82810,,113179,,30369,,
UChicago-CovidIL_80,82810,,113179,,30369,,
UMass-MechBayes,82810,,113179,,30369,,
