,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,677.0,1256.857142857143,889.0,511.881,579.8571428571429,212.0,-165.11900000000003,True,True
Belgium,9650.0,20678.0,11139.0,8161.43,11028.0,1489.0,-1488.5699999999997,True,True
Bulgaria,172.0,127.85714285714286,110.0,47.57,-44.14285714285714,-62.0,-124.43,False,False
Croatia,107.0,216.71428571428572,129.0,57.262,109.71428571428572,22.0,-49.738,True,True
Cyprus,18.0,12.0,29.0,14.761,-6.0,11.0,-3.2390000000000008,False,True
Czechia,328.0,587.4285714285714,444.0,199.267,259.42857142857144,116.0,-128.733,True,True
Denmark,597.0,973.4285714285714,674.0,769.118,376.42857142857144,77.0,172.11800000000005,True,True
Estonia,69.0,132.57142857142856,105.0,75.844,63.571428571428555,36.0,6.843999999999994,True,True
Finland,325.0,398.85714285714283,276.0,166.717,73.85714285714283,-49.0,-158.283,True,False
France,29401.0,61224.0,37161.0,23103.722999999998,31823.0,7760.0,-6297.277000000002,True,True
Germany,8793.0,17729.428571428572,11611.0,5913.218000000001,8936.428571428572,2818.0,-2879.7819999999992,True,True
Greece,183.0,247.14285714285714,214.0,122.963,64.14285714285714,31.0,-60.037000000000006,True,True
Hungary,559.0,893.2857142857143,572.0,318.986,334.28571428571433,13.0,-240.014,True,True
Ireland,1705.0,3171.0,1935.0,987.075,1466.0,230.0,-717.925,True,True
Italy,34301.0,52263.42857142857,37860.0,26600.177000000003,17962.428571428572,3559.0,-7700.822999999997,True,True
Latvia,28.0,5.0,21.0,155.922,-23.0,-7.0,127.922,True,False
Lithuania,75.0,137.28571428571428,109.0,40.323,62.28571428571428,34.0,-34.677,True,True
Luxembourg,110.0,136.71428571428572,135.0,117.568,26.714285714285722,25.0,7.567999999999998,True,True
Malta,9.0,3.0,13.0,12.502,-6.0,4.0,3.5020000000000007,True,True
Netherlands,6076.0,10946.0,7209.0,7348.321999999999,4870.0,1133.0,1272.3219999999992,True,True
Norway,242.0,543.5714285714286,389.0,336.309,301.57142857142856,147.0,94.30900000000003,True,True
Poland,1237.0,1421.4285714285713,945.0,688.579,184.42857142857133,-292.0,-548.421,False,False
Portugal,1512.0,2277.857142857143,2101.0,955.676,765.8571428571431,589.0,-556.324,True,True
Romania,1394.0,1612.0,1412.0,599.252,218.0,18.0,-794.748,True,False
Slovakia,28.0,97.85714285714286,51.0,51.466,69.85714285714286,23.0,23.466,True,True
Slovenia,109.0,246.71428571428572,159.0,86.384,137.71428571428572,50.0,-22.616,True,True
Spain,27136.0,44735.42857142857,29333.0,24624.334,17599.428571428572,2197.0,-2511.666000000001,True,True
Sweden,4874.0,6679.142857142857,3881.0,8937.737,1805.1428571428569,-993.0,4063.736999999999,True,False
Switzerland,1938.0,3673.8571428571427,2350.0,1712.537,1735.8571428571427,412.0,-225.46299999999997,True,True
United Kingdom,41747.0,56687.42857142857,33240.0,33141.768,14940.428571428572,-8507.0,-8605.232000000004,True,True
