,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,815,634.6,683.0,545.0,-180.4,-132.0,-270.0,True,False
Austria,677,662.4,704.0,645.8,-14.6,27.0,-31.2,False,False
Belgium,9650,10465.4,9885.0,10390.0,815.4,235.0,740.0,True,True
Brazil,42720,36167.3,41021.0,38794.3,-6552.7,-1699.0,-3925.7,True,True
Bulgaria,172,173.1,175.0,160.2,1.1,3.0,-11.8,False,False
Canada,8183,9098.6,8826.0,8656.9,915.6,643.0,473.9,True,True
Chile,3101,1053.7,1098.0,575.3,-2047.3,-2003.0,-2525.7,True,False
Colombia,1623,1011.7,1203.0,1161.6,-611.3,-420.0,-461.4,True,True
Croatia,107,109.9,128.0,123.1,2.9,21.0,16.1,False,False
Cyprus,18,20.7,21.0,10.0,2.7,3.0,-8.0,False,False
Czechia,328,352.7,354.0,371.8,24.7,26.0,43.8,False,False
Denmark,597,626.0,640.0,707.9,29.0,43.0,110.9,False,False
Dominican Republic,577,586.3,552.0,687.8,9.3,-25.0,110.8,False,False
Ecuador,3874,5228.1,4727.0,5114.8,1354.1,853.0,1240.8,True,True
Egypt,1484,1061.0,1114.0,1105.3,-423.0,-370.0,-378.7,True,True
Estonia,69,75.1,81.0,64.5,6.1,12.0,-4.5,False,True
Finland,325,407.7,393.0,388.7,82.7,68.0,63.7,True,True
France,29401,34170.0,31662.0,30379.3,4769.0,2261.0,978.3,True,True
Germany,8793,9273.3,9267.0,9397.3,480.3,474.0,604.3,True,False
Greece,183,217.0,192.0,164.3,34.0,9.0,-18.7,True,True
Hungary,559,614.3,590.0,624.8,55.3,31.0,65.8,True,False
Iceland,10,10.0,12.0,13.7,0.0,2.0,3.7,False,False
Ireland,1705,1844.1,1772.0,1723.2,139.1,67.0,18.2,True,True
Israel,300,342.9,323.0,271.8,42.9,23.0,-28.2,True,True
Italy,34301,36716.7,35300.0,34326.9,2415.7,999.0,25.9,True,True
Latvia,28,22.7,28.0,16.0,-5.3,0.0,-12.0,True,False
Lithuania,75,92.4,74.0,54.4,17.4,-1.0,-20.6,True,False
Luxembourg,110,129.3,122.0,114.4,19.3,12.0,4.4,True,True
Malaysia,120,127.9,132.0,112.1,7.9,12.0,-7.9,False,False
Mexico,16872,11865.4,13057.0,5306.1,-5006.6,-3815.0,-11565.9,True,False
Moldova,398,373.0,424.0,323.5,-25.0,26.0,-74.5,False,False
Netherlands,6076,6597.0,6549.0,6750.6,521.0,473.0,674.6,True,False
Norway,242,266.4,259.0,224.9,24.4,17.0,-17.1,True,True
Panama,429,390.4,403.0,446.6,-38.6,-26.0,17.6,True,True
Peru,6308,5864.4,5297.0,4549.7,-443.6,-1011.0,-1758.3,False,False
Philippines,1074,1221.0,1181.0,1354.9,147.0,107.0,280.9,True,False
Poland,1237,1400.3,1353.0,1261.8,163.3,116.0,24.8,True,True
Portugal,1512,1554.1,1502.0,1502.6,42.1,-10.0,-9.4,True,True
Romania,1394,1632.6,1673.0,1975.9,238.6,279.0,581.9,False,False
Slovakia,28,35.4,34.0,24.1,7.4,6.0,-3.9,True,True
Slovenia,109,111.4,118.0,119.4,2.4,9.0,10.4,False,False
South Korea,277,281.6,292.0,313.6,4.6,15.0,36.6,False,False
Spain,27136,31293.3,29924.0,29324.2,4157.3,2788.0,2188.2,True,True
Sweden,4874,5339.7,5254.0,5228.7,465.7,380.0,354.7,True,True
Switzerland,1938,2038.3,2057.0,1934.5,100.3,119.0,-3.5,False,True
Turkey,4792,5396.7,4940.0,4937.8,604.7,148.0,145.8,True,True
Ukraine,890,1006.7,1308.0,822.6,116.7,418.0,-67.4,False,True
United Kingdom,41747,45034.6,41513.0,41994.1,3287.6,-234.0,247.1,True,True
