,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1360,1274.1,1296.0,1623.6,-85.9,-64.0,263.6,True,False
Argentina,5637,3117.7,3579.0,7401.3,-2519.3,-2058.0,1764.3,True,True
Australia,396,117.7,132.0,102.4,-278.3,-264.0,-293.6,True,False
Austria,728,729.4,742.0,757.3,1.4,14.0,29.3,False,False
Bangladesh,3625,3891.1,4323.0,5787.7,266.1,698.0,2162.7,False,False
Belarus,603,657.3,633.0,540.2,54.3,30.0,-62.8,True,False
Belgium,9935,9999.4,9931.0,9804.1,64.4,-4.0,-130.9,True,False
Bolivia,4003,3894.0,3769.0,4149.2,-109.0,-234.0,146.2,False,False
Brazil,107232,107302.0,102599.0,122266.7,70.0,-4633.0,15034.7,False,False
Bulgaria,495,404.1,439.0,454.3,-90.9,-56.0,-40.7,True,True
Canada,9072,9658.6,9518.0,9429.5,586.6,446.0,357.5,True,True
Chile,10395,10987.9,9395.0,19991.3,592.9,-1000.0,9596.3,False,False
Colombia,14810,9578.3,10822.0,25969.0,-5231.7,-3988.0,11159.0,True,False
Croatia,165,148.1,137.0,381.0,-16.9,-28.0,216.0,False,False
Cuba,88,86.0,93.0,131.0,-2.0,5.0,43.0,False,False
Cyprus,20,19.0,22.0,17.3,-1.0,2.0,-2.7,False,False
Czechia,395,348.0,378.0,352.8,-47.0,-17.0,-42.2,True,True
Denmark,621,617.7,635.0,638.4,-3.3,14.0,17.4,False,False
Dominican Republic,1438,1192.3,1491.0,1797.3,-245.7,53.0,359.3,True,False
Ecuador,6065,6842.7,6675.0,13739.5,777.7,610.0,7674.5,True,False
Egypt,5141,6587.9,7183.0,17219.9,1446.9,2042.0,12078.9,False,False
Estonia,63,69.0,76.0,71.8,6.0,13.0,8.8,False,False
Finland,333,334.9,347.0,318.2,1.9,14.0,-14.8,False,False
France,30410,30569.6,30465.0,30309.4,159.6,55.0,-100.6,True,True
Germany,9235,9345.1,9397.0,10023.0,110.1,162.0,788.0,False,False
Greece,226,197.9,205.0,202.7,-28.1,-21.0,-23.3,True,True
Honduras,1567,1576.1,1771.0,1558.5,9.1,204.0,-8.5,False,True
Hungary,607,635.9,650.0,601.6,28.9,43.0,-5.4,False,True
Iceland,10,10.0,11.0,11.7,0.0,1.0,1.7,False,False
Iran,19492,17797.1,17344.0,20910.2,-1694.9,-2148.0,1418.2,False,True
Ireland,1774,1776.1,1784.0,1783.3,2.1,10.0,9.3,False,False
Israel,674,407.1,382.0,319.2,-266.9,-292.0,-354.8,False,False
Italy,35392,35581.4,35546.0,37655.0,189.4,154.0,2263.0,True,False
Japan,1093,1006.3,1109.0,1107.5,-86.7,16.0,14.5,True,True
Kuwait,498,485.1,475.0,563.1,-12.9,-23.0,65.1,False,False
Latvia,32,30.0,34.0,31.5,-2.0,2.0,-0.5,False,True
Lithuania,81,84.9,93.0,83.5,3.9,12.0,2.5,False,True
Luxembourg,123,110.0,114.0,115.9,-13.0,-9.0,-7.1,True,True
Malaysia,125,121.0,139.0,124.2,-4.0,14.0,-0.8,False,True
Malta,9,9.0,11.0,8.5,0.0,2.0,-0.5,False,False
Mexico,56543,54014.9,57300.0,57348.3,-2528.1,757.0,805.3,True,True
Moldova,895,907.1,940.0,1781.6,12.1,45.0,886.6,False,False
Morocco,632,317.0,291.0,324.4,-315.0,-341.0,-307.6,False,True
Netherlands,6191,6274.9,6256.0,6256.1,83.9,65.0,65.1,True,True
Norway,261,262.7,262.0,245.3,1.7,1.0,-15.7,True,False
Pakistan,6162,8247.0,8708.0,11770.6,2085.0,2546.0,5608.6,False,False
Panama,1746,1584.6,1647.0,1149.8,-161.4,-99.0,-596.2,True,False
Peru,25856,18039.3,17750.0,27965.5,-7816.7,-8106.0,2109.5,False,True
Philippines,2600,1607.4,1818.0,1923.6,-992.6,-782.0,-676.4,True,True
Poland,1869,1979.7,2073.0,2344.1,110.7,204.0,475.1,False,False
Portugal,1775,1906.9,1842.0,1592.5,131.9,67.0,-182.5,True,False
Romania,2954,2558.3,2732.0,3116.1,-395.7,-222.0,162.1,True,True
Russia,15585,16500.0,16326.0,15314.7,915.0,741.0,-270.3,True,True
Saudi Arabia,3369,4053.9,4221.0,18094.4,684.9,852.0,14725.4,False,False
Serbia,670,551.1,405.0,274.3,-118.9,-265.0,-395.7,False,False
Slovakia,31,28.0,30.0,28.9,-3.0,-1.0,-2.1,True,True
Slovenia,129,111.0,116.0,111.7,-18.0,-13.0,-17.3,True,True
South Korea,305,295.7,306.0,289.1,-9.3,1.0,-15.9,True,False
Spain,28617,28631.0,28868.0,28144.9,14.0,251.0,-472.1,False,False
Sweden,5804,6240.0,6031.0,5666.9,436.0,227.0,-137.1,True,True
Switzerland,1991,1982.6,2007.0,2111.0,-8.4,16.0,120.0,False,False
Turkey,5955,5974.7,6043.0,8976.0,19.7,88.0,3021.0,False,False
Ukraine,2076,1985.4,2047.0,2894.1,-90.6,-29.0,818.1,True,False
United Arab Emirates,361,381.6,373.0,389.2,20.6,12.0,28.2,True,False
United Kingdom,41446,48235.1,46793.0,46303.6,6789.1,5347.0,4857.6,True,True
