,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,5637,2409.6,3150.0,,-3227.4,-2487.0,,True,
Austria,728,792.1,719.0,,64.1,-9.0,,True,
Belgium,9935,10018.1,9882.0,,83.1,-53.0,,True,
Bolivia,4003,2045.9,2987.0,,-1957.1,-1016.0,,True,
Brazil,107232,107626.0,96855.0,,394.0,-10377.0,,False,
Bulgaria,495,395.4,398.0,,-99.6,-97.0,,True,
Canada,9072,10556.3,10325.0,,1484.3,1253.0,,True,
Chile,10395,13561.9,16262.0,,3166.9,5867.0,,False,
Colombia,14810,7719.4,13991.0,,-7090.6,-819.0,,True,
Croatia,165,107.0,119.0,,-58.0,-46.0,,True,
Cuba,88,92.9,94.0,,4.9,6.0,,False,
Cyprus,20,26.9,22.0,,6.9,2.0,,True,
Czechia,395,391.0,367.0,,-4.0,-28.0,,False,
Denmark,621,623.6,639.0,,2.6,18.0,,False,
Dominican Republic,1438,1212.0,959.0,,-226.0,-479.0,,False,
Ecuador,6065,6792.3,5453.0,,727.3,-612.0,,True,
Egypt,5141,7048.7,6281.0,,1907.7,1140.0,,True,
Estonia,63,69.0,80.0,,6.0,17.0,,False,
Finland,333,326.0,348.0,,-7.0,15.0,,False,
France,30410,31473.7,30353.0,,1063.7,-57.0,,True,
Germany,9235,9633.6,9664.0,,398.6,429.0,,False,
Greece,226,245.0,208.0,,19.0,-18.0,,True,
Honduras,1567,763.7,860.0,,-803.3,-707.0,,True,
Hungary,607,632.9,665.0,,25.9,58.0,,False,
Iceland,10,10.0,11.0,,0.0,1.0,,False,
Ireland,1774,1785.7,1772.0,,11.7,-2.0,,True,
Israel,674,353.1,349.0,,-320.9,-325.0,,False,
Italy,35392,36904.7,36236.0,,1512.7,844.0,,True,
Japan,1093,1175.0,1087.0,,82.0,-6.0,,True,
Latvia,32,45.7,40.0,,13.7,8.0,,True,
Lithuania,81,83.9,93.0,,2.9,12.0,,False,
Luxembourg,123,110.0,115.0,,-13.0,-8.0,,True,
Malaysia,125,121.0,158.0,,-4.0,33.0,,False,
Mexico,56543,58627.9,59562.0,,2084.9,3019.0,,False,
Moldova,895,999.4,1103.0,,104.4,208.0,,False,
Netherlands,6191,6352.6,6321.0,,161.6,130.0,,True,
Norway,261,259.7,257.0,,-1.3,-4.0,,False,
Panama,1746,1003.9,937.0,,-742.1,-809.0,,False,
Peru,25856,17077.4,17622.0,,-8778.6,-8234.0,,True,
Philippines,2600,1805.4,1679.0,,-794.6,-921.0,,False,
Poland,1869,2212.4,2135.0,,343.4,266.0,,True,
Portugal,1775,1632.1,1712.0,,-142.9,-63.0,,True,
Romania,2954,2313.4,2003.0,,-640.6,-951.0,,False,
Russia,15585,17238.9,16904.0,,1653.9,1319.0,,True,
Serbia,670,316.0,299.0,,-354.0,-371.0,,False,
Slovakia,31,28.0,31.0,,-3.0,0.0,,True,
Slovenia,129,109.0,114.0,,-20.0,-15.0,,True,
South Korea,305,303.6,312.0,,-1.4,7.0,,False,
Spain,28617,37649.4,29038.0,,9032.4,421.0,,True,
Sweden,5804,6459.4,6009.0,,655.4,205.0,,True,
Switzerland,1991,2097.4,2009.0,,106.4,18.0,,True,
Turkey,5955,6073.6,5398.0,,118.6,-557.0,,False,
Ukraine,2076,1899.9,2111.0,,-176.1,35.0,,True,
United Kingdom,41446,50055.6,45731.0,,8609.6,4285.0,,True,
