,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1360,1375.0,1400.5,1335.1,15.0,40.5,-24.9,False,False
Argentina,5637,4879.0,5157.1,3819.8,-758.0,-479.9,-1817.2,True,False
Australia,396,269.6,354.5,118.4,-126.4,-41.5,-277.6,True,False
Austria,728,714.9,720.9,713.6,-13.1,-7.1,-14.4,True,False
Bangladesh,3625,3813.7,3665.8,3503.6,188.7,40.8,-121.4,True,True
Belarus,603,634.0,630.7,602.1,31.0,27.7,-0.9,True,True
Belgium,9935,9881.0,9845.9,9849.1,-54.0,-89.1,-85.9,False,False
Bolivia,4003,3817.3,3710.1,3316.8,-185.7,-292.9,-686.2,False,False
Brazil,107232,108478.3,108109.0,106997.0,1246.3,877.0,-235.0,True,True
Bulgaria,495,454.3,449.1,424.3,-40.7,-45.9,-70.7,False,False
Canada,9072,9042.6,9040.2,9305.0,-29.4,-31.8,233.0,False,False
Chile,10395,10852.0,10466.0,10444.5,457.0,71.0,49.5,True,True
Colombia,14810,12649.0,13426.2,14131.5,-2161.0,-1383.8,-678.5,True,True
Croatia,165,181.7,178.0,133.9,16.7,13.0,-31.1,True,False
Cuba,88,87.0,90.1,88.5,-1.0,2.1,0.5,False,True
Cyprus,20,19.0,20.0,19.4,-1.0,0.0,-0.6,True,True
Czechia,395,405.3,397.4,353.3,10.3,2.4,-41.7,True,False
Denmark,621,618.7,623.2,617.1,-2.3,2.2,-3.9,True,False
Dominican Republic,1438,1297.3,1333.7,1466.1,-140.7,-104.3,28.1,True,True
Ecuador,6065,6092.1,6202.2,15084.3,27.1,137.2,9019.3,False,False
Egypt,5141,5474.6,5220.2,5683.7,333.6,79.2,542.7,True,False
Estonia,63,69.0,71.5,68.9,6.0,8.5,5.9,False,True
Finland,333,331.9,335.3,327.7,-1.1,2.3,-5.3,False,False
France,30410,30309.3,30359.4,31076.9,-100.7,-50.6,666.9,True,False
Germany,9235,9215.4,9192.8,9252.2,-19.6,-42.2,17.2,False,True
Greece,226,224.9,207.9,192.9,-1.1,-18.1,-33.1,False,False
Honduras,1567,1733.1,1768.0,1136.0,166.1,201.0,-431.0,False,False
Hungary,607,596.0,610.7,623.0,-11.0,3.7,16.0,True,False
Iceland,10,10.0,10.4,10.4,0.0,0.4,0.4,False,False
Indonesia,6071,6603.9,7213.3,6057.4,532.9,1142.3,-13.6,False,True
Iran,19492,20020.0,20177.0,19096.2,528.0,685.0,-395.8,False,True
Ireland,1774,1795.4,1782.0,1796.4,21.4,8.0,22.4,True,False
Israel,674,644.3,681.5,662.8,-29.7,7.5,-11.2,True,True
Italy,35392,35284.1,35266.4,35417.7,-107.9,-125.6,25.7,False,True
Japan,1093,1032.3,1050.0,981.1,-60.7,-43.0,-111.9,True,False
Kuwait,498,504.4,493.7,477.1,6.4,-4.3,-20.9,True,False
Latvia,32,31.0,32.2,32.0,-1.0,0.2,-0.0,True,True
Lithuania,81,80.0,83.3,78.6,-1.0,2.3,-2.4,False,False
Luxembourg,123,114.9,117.7,117.6,-8.1,-5.3,-5.4,True,True
Malaysia,125,126.9,130.6,122.2,1.9,5.6,-2.8,False,False
Malta,9,9.0,9.6,9.2,0.0,0.6,0.2,False,False
Mexico,56543,56525.7,56625.1,54074.1,-17.3,82.1,-2468.9,False,False
Moldova,895,880.7,893.5,880.1,-14.3,-1.5,-14.9,True,False
Morocco,632,427.3,443.7,333.9,-204.7,-188.3,-298.1,True,False
Netherlands,6191,6170.4,6174.9,6203.0,-20.6,-16.1,12.0,True,True
Nigeria,974,1055.1,1040.2,1158.3,81.1,66.2,184.3,True,False
Norway,261,255.0,258.7,251.5,-6.0,-2.3,-9.5,True,False
Pakistan,6162,6459.1,6496.8,6885.4,297.1,334.8,723.4,False,False
Panama,1746,1859.7,1918.7,1781.6,113.7,172.7,35.6,False,True
Peru,25856,31145.9,20847.5,29761.5,5289.9,-5008.5,3905.5,True,True
Philippines,2600,2220.6,2527.5,1644.7,-379.4,-72.5,-955.3,True,False
Poland,1869,1805.3,1788.4,1761.9,-63.7,-80.6,-107.1,False,False
Portugal,1775,1797.0,1806.5,1860.8,22.0,31.5,85.8,False,False
Romania,2954,2647.0,2675.2,2645.0,-307.0,-278.8,-309.0,True,False
Russia,15585,15894.7,15904.6,16791.5,309.7,319.6,1206.5,False,False
Serbia,670,711.1,752.2,860.1,41.1,82.2,190.1,False,False
Slovakia,31,28.0,28.9,28.3,-3.0,-2.1,-2.7,True,True
Slovenia,129,127.4,118.9,110.7,-1.6,-10.1,-18.3,False,False
South Korea,305,307.6,312.3,301.2,2.6,7.3,-3.8,False,False
Spain,28617,28466.3,28556.5,28725.9,-150.7,-60.5,108.9,True,True
Sweden,5804,5919.9,5871.1,5745.5,115.9,67.1,-58.5,True,True
Switzerland,1991,1999.9,1989.4,1973.4,8.9,-1.6,-17.6,True,False
Turkey,5955,5961.6,5918.5,5980.8,6.6,-36.5,25.8,False,False
Ukraine,2076,1970.7,1956.6,1960.8,-105.3,-119.4,-115.2,False,False
United Arab Emirates,361,358.3,365.3,358.4,-2.7,4.3,-2.6,False,True
United Kingdom,41446,47128.4,46845.3,46694.9,5682.4,5399.3,5248.9,True,True
