,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,5637,1896.1,2467.0,,-3740.9,-3170.0,,True,
Austria,728,711.4,726.0,,-16.6,-2.0,,True,
Belgium,9935,10856.7,10150.0,,921.7,215.0,,True,
Bolivia,4003,1963.3,3333.0,,-2039.7,-670.0,,True,
Brazil,107232,106844.9,118815.0,,-387.1,11583.0,,False,
Bulgaria,495,357.1,486.0,,-137.9,-9.0,,True,
Canada,9072,12835.1,12372.0,,3763.1,3300.0,,True,
Chile,10395,7383.7,14263.0,,-3011.3,3868.0,,False,
Colombia,14810,4705.1,8293.0,,-10104.9,-6517.0,,True,
Croatia,165,113.9,129.0,,-51.1,-36.0,,True,
Cuba,88,83.0,94.0,,-5.0,6.0,,False,
Cyprus,20,27.9,20.0,,7.9,0.0,,True,
Czechia,395,396.0,363.0,,1.0,-32.0,,False,
Denmark,621,736.9,672.0,,115.9,51.0,,True,
Dominican Republic,1438,892.9,794.0,,-545.1,-644.0,,False,
Ecuador,6065,6213.4,5572.0,,148.4,-493.0,,False,
Egypt,5141,3977.3,4636.0,,-1163.7,-505.0,,True,
Estonia,63,78.9,79.0,,15.9,16.0,,False,
Finland,333,372.3,374.0,,39.3,41.0,,False,
France,30410,32637.6,30765.0,,2227.6,355.0,,True,
Germany,9235,10114.3,10003.0,,879.3,768.0,,True,
Greece,226,229.3,209.0,,3.3,-17.0,,False,
Honduras,1567,711.4,906.0,,-855.6,-661.0,,True,
Hungary,607,743.1,788.0,,136.1,181.0,,False,
Iceland,10,10.0,11.0,,0.0,1.0,,False,
Ireland,1774,1964.9,1805.0,,190.9,31.0,,True,
Israel,674,426.1,357.0,,-247.9,-317.0,,False,
Italy,35392,38669.9,35721.0,,3277.9,329.0,,True,
Japan,1093,1104.3,1138.0,,11.3,45.0,,False,
Latvia,32,34.9,30.0,,2.9,-2.0,,True,
Lithuania,81,80.9,100.0,,-0.1,19.0,,False,
Luxembourg,123,110.0,120.0,,-13.0,-3.0,,True,
Malaysia,125,136.7,137.0,,11.7,12.0,,False,
Mexico,56543,50850.6,66391.0,,-5692.4,9848.0,,False,
Moldova,895,794.4,1178.0,,-100.6,283.0,,False,
Netherlands,6191,6593.9,6754.0,,402.9,563.0,,False,
Norway,261,257.7,260.0,,-3.3,-1.0,,True,
Panama,1746,954.9,989.0,,-791.1,-757.0,,True,
Peru,25856,14918.0,19858.0,,-10938.0,-5998.0,,True,
Philippines,2600,1456.4,1555.0,,-1143.6,-1045.0,,True,
Poland,1869,2073.7,2136.0,,204.7,267.0,,False,
Portugal,1775,2159.1,1960.0,,384.1,185.0,,True,
Romania,2954,1993.4,1893.0,,-960.6,-1061.0,,False,
Russia,15585,17265.6,18326.0,,1680.6,2741.0,,False,
Serbia,670,308.1,309.0,,-361.9,-361.0,,True,
Slovakia,31,28.0,31.0,,-3.0,0.0,,True,
Slovenia,129,118.9,120.0,,-10.1,-9.0,,True,
South Korea,305,292.7,314.0,,-12.3,9.0,,True,
Spain,28617,27224.7,28341.0,,-1392.3,-276.0,,True,
Sweden,5804,7261.3,6824.0,,1457.3,1020.0,,True,
Switzerland,1991,1930.9,2022.0,,-60.1,31.0,,True,
Turkey,5955,6190.3,5431.0,,235.3,-524.0,,False,
Ukraine,2076,1663.4,2535.0,,-412.6,459.0,,False,
United Kingdom,41446,60871.6,47727.0,,19425.6,6281.0,,True,
