,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,3596,1309.6,1574.0,4767.5,-2286.4,-2022.0,1171.5,True,True
Austria,718,916.0,727.0,642.3,198.0,9.0,-75.7,True,True
Belgium,9845,11123.3,10085.0,9698.6,1278.3,240.0,-146.4,True,True
Bolivia,3064,871.0,1479.0,529.8,-2193.0,-1585.0,-2534.2,True,False
Brazil,93563,88196.3,101554.0,121654.1,-5366.7,7991.0,28091.1,False,False
Bulgaria,385,228.6,351.0,262.9,-156.4,-34.0,-122.1,True,True
Canada,8986,14814.0,11327.0,8146.6,5828.0,2341.0,-839.4,True,True
Chile,9533,4030.0,6170.0,11273.1,-5503.0,-3363.0,1740.1,True,True
Colombia,10330,2590.0,4182.0,4093.0,-7740.0,-6148.0,-6237.0,True,True
Croatia,145,138.4,131.0,100.4,-6.6,-14.0,-44.6,False,False
Cuba,87,91.9,96.0,81.5,4.9,9.0,-5.5,False,False
Cyprus,19,17.0,19.0,12.0,-2.0,0.0,-7.0,True,False
Czechia,383,364.3,362.0,367.3,-18.7,-21.0,-15.7,False,True
Denmark,615,680.3,650.0,624.0,65.3,35.0,9.0,True,True
Dominican Republic,1170,891.7,714.0,597.5,-278.3,-456.0,-572.5,False,False
Ecuador,5736,5572.3,5620.0,5736.5,-163.7,-116.0,0.5,True,True
Egypt,4834,2686.1,3182.0,1573.2,-2147.9,-1652.0,-3260.8,True,False
Estonia,69,103.4,79.0,61.0,34.4,10.0,-8.0,True,True
Finland,329,435.1,378.0,316.7,106.1,49.0,-12.3,True,True
France,30268,32657.9,30581.0,31453.8,2389.9,313.0,1185.8,True,True
Germany,9154,10816.3,9860.0,9138.8,1662.3,706.0,-15.2,True,True
Greece,206,210.4,202.0,190.7,4.4,-4.0,-15.3,True,False
Honduras,1368,495.4,640.0,853.1,-872.6,-728.0,-514.9,True,True
Hungary,597,880.3,768.0,536.4,283.3,171.0,-60.6,True,True
Iceland,10,10.0,11.0,25.5,0.0,1.0,15.5,False,False
Ireland,1763,2059.4,1785.0,1692.5,296.4,22.0,-70.5,True,True
Israel,526,338.1,334.0,350.5,-187.9,-192.0,-175.5,False,True
Italy,35146,38995.0,37175.0,42568.0,3849.0,2029.0,7422.0,True,False
Japan,1012,1588.9,1288.0,1216.7,576.9,276.0,204.7,True,True
Latvia,32,41.7,31.0,26.4,9.7,-1.0,-5.6,True,True
Lithuania,80,132.0,112.0,76.5,52.0,32.0,-3.5,True,True
Luxembourg,116,110.0,120.0,109.3,-6.0,4.0,-6.7,True,False
Malaysia,125,115.0,137.0,116.2,-10.0,12.0,-8.8,False,True
Mexico,47472,32391.7,60161.0,6825.9,-15080.3,12689.0,-40646.1,True,False
Moldova,788,693.6,953.0,345.3,-94.4,165.0,-442.7,False,False
Netherlands,6167,7161.9,6762.0,6125.8,994.9,595.0,-41.2,True,True
Norway,255,244.9,258.0,242.9,-10.1,3.0,-12.1,True,False
Panama,1449,601.7,668.0,499.2,-847.3,-781.0,-949.8,True,False
Peru,19021,13806.0,18146.0,19212.7,-5215.0,-875.0,191.7,True,True
Philippines,2039,1745.3,1502.0,970.2,-293.7,-537.0,-1068.8,False,False
Poland,1721,1666.3,1695.0,1210.5,-54.7,-26.0,-510.5,True,False
Portugal,1737,2242.6,1852.0,1632.3,505.6,115.0,-104.7,True,True
Romania,2379,1983.4,1845.0,1338.3,-395.6,-534.0,-1040.7,False,False
Russia,14034,14896.4,16869.0,7189.8,862.4,2835.0,-6844.2,False,False
Serbia,582,287.3,304.0,266.6,-294.7,-278.0,-315.4,True,False
Slovakia,29,28.0,32.0,22.0,-1.0,3.0,-7.0,False,False
Slovenia,119,116.9,118.0,105.6,-2.1,-1.0,-13.4,True,False
South Korea,301,306.4,317.0,262.8,5.4,16.0,-38.2,False,False
Spain,28445,12734.1,28569.0,35632.8,-15710.9,124.0,7187.8,True,True
Sweden,5767,7911.3,6490.0,5253.9,2144.3,723.0,-513.1,True,True
Switzerland,1981,2044.0,2031.0,1931.1,63.0,50.0,-49.9,True,True
Turkey,5710,6311.4,5334.0,4758.3,601.4,-376.0,-951.7,True,False
Ukraine,1733,1514.0,2213.0,904.3,-219.0,480.0,-828.7,False,False
United Kingdom,41287,53592.7,45567.0,44360.0,12305.7,4280.0,3073.0,True,True
