,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1223,1179.6,1156.0,1358.2,-43.4,-67.0,135.2,False,False
Argentina,3596,2810.7,2872.0,3066.8,-785.3,-724.0,-529.2,True,True
Australia,208,113.7,124.0,106.4,-94.3,-84.0,-101.6,True,False
Austria,718,713.7,723.0,790.7,-4.3,5.0,72.7,False,False
Bangladesh,3132,3209.1,3290.0,2994.7,77.1,158.0,-137.3,False,False
Belarus,563,581.1,572.0,527.3,18.1,9.0,-35.7,True,False
Belgium,9845,9813.4,9842.0,9845.6,-31.6,-3.0,0.6,True,True
Bolivia,3064,2872.7,2975.0,4223.0,-191.3,-89.0,1159.0,True,False
Brazil,93563,92765.7,91431.0,100147.2,-797.3,-2132.0,6584.2,False,False
Bulgaria,385,330.9,352.0,325.7,-54.1,-33.0,-59.3,True,False
Canada,8986,9086.1,9103.0,9169.4,100.1,117.0,183.4,False,False
Chile,9533,8896.1,8233.0,8630.9,-636.9,-1300.0,-902.1,False,False
Colombia,10330,8991.7,8971.0,12386.2,-1338.3,-1359.0,2056.2,False,False
Croatia,145,136.1,132.0,121.7,-8.9,-13.0,-23.3,False,False
Cuba,87,89.9,90.0,87.1,2.9,3.0,0.1,False,True
Cyprus,19,19.0,20.0,17.6,0.0,1.0,-1.4,False,False
Czechia,383,363.4,365.0,401.7,-19.6,-18.0,18.7,True,True
Denmark,615,617.6,621.0,641.2,2.6,6.0,26.2,False,False
Dominican Republic,1170,1191.3,1259.0,1126.2,21.3,89.0,-43.8,False,False
Ecuador,5736,5807.0,5864.0,13709.7,71.0,128.0,7973.7,False,False
Egypt,4834,5329.4,5342.0,5601.5,495.4,508.0,767.5,False,False
Estonia,69,69.0,72.0,71.2,0.0,3.0,2.2,False,False
Finland,329,329.0,337.0,320.9,0.0,8.0,-8.1,False,False
France,30268,30324.1,30256.0,30702.5,56.1,-12.0,434.5,True,False
Germany,9154,9208.1,9229.0,9406.3,54.1,75.0,252.3,False,False
Greece,206,195.9,199.0,196.9,-10.1,-7.0,-9.1,True,True
Honduras,1368,1159.7,1273.0,1585.2,-208.3,-95.0,217.2,True,False
Hungary,597,612.1,622.0,617.9,15.1,25.0,20.9,False,False
Iceland,10,10.0,10.0,11.9,0.0,0.0,1.9,True,False
Indonesia,5193,4848.9,5000.0,4761.0,-344.1,-193.0,-432.0,True,False
Iran,16982,16423.3,16341.0,16355.3,-558.7,-641.0,-626.7,False,False
Ireland,1763,1760.3,1767.0,1794.4,-2.7,4.0,31.4,False,False
Israel,526,450.6,461.0,468.1,-75.4,-65.0,-57.9,True,True
Italy,35146,35219.7,35256.0,35386.1,73.7,110.0,240.1,False,False
Japan,1012,1000.1,1036.0,991.9,-11.9,24.0,-20.1,False,False
Kuwait,453,452.9,441.0,460.2,-0.1,-12.0,7.2,False,False
Latvia,32,30.0,32.0,29.9,-2.0,0.0,-2.1,True,False
Lithuania,80,79.0,84.0,82.6,-1.0,4.0,2.6,False,False
Luxembourg,116,113.9,114.0,118.5,-2.1,-2.0,2.5,True,False
Malaysia,125,124.9,130.0,123.0,-0.1,5.0,-2.0,False,False
Malta,9,9.0,10.0,7.8,0.0,1.0,-1.2,False,False
Mexico,47472,47483.1,48145.0,49409.0,11.1,673.0,1937.0,False,False
Moldova,788,804.9,814.0,757.4,16.9,26.0,-30.6,False,False
Netherlands,6167,6184.6,6202.0,6185.8,17.6,35.0,18.8,False,False
Nigeria,883,1011.4,1023.0,857.7,128.4,140.0,-25.3,False,True
Norway,255,254.9,257.0,255.3,-0.1,2.0,0.3,False,False
Panama,1449,1371.9,1382.0,1415.4,-77.1,-67.0,-33.6,True,True
Peru,19021,15530.0,15459.0,24436.2,-3491.0,-3562.0,5415.2,False,False
Philippines,2039,2211.1,1838.0,1605.4,172.1,-201.0,-433.6,False,False
Poland,1721,1725.3,1770.0,1786.8,4.3,49.0,65.8,False,False
Portugal,1737,1791.4,1783.0,1721.2,54.4,46.0,-15.8,True,True
Romania,2379,2266.9,2334.0,2357.6,-112.1,-45.0,-21.4,True,True
Russia,14034,14669.4,14507.0,13094.2,635.4,473.0,-939.8,True,False
Serbia,582,627.3,598.0,475.4,45.3,16.0,-106.6,True,False
Slovakia,29,28.0,29.0,29.2,-1.0,0.0,0.2,True,True
Slovenia,119,111.0,113.0,115.7,-8.0,-6.0,-3.3,True,True
South Korea,301,303.3,303.0,290.9,2.3,2.0,-10.1,True,False
Spain,28445,28454.4,28611.0,28858.8,9.4,166.0,413.8,False,False
Sweden,5767,5828.9,5733.0,5974.9,61.9,-34.0,207.9,True,False
Switzerland,1981,1976.6,1988.0,2006.1,-4.4,7.0,25.1,False,False
Turkey,5710,5757.3,5783.0,5647.5,47.3,73.0,-62.5,False,False
Ukraine,1733,1785.7,1788.0,1636.9,52.7,55.0,-96.1,False,False
United Arab Emirates,351,361.6,357.0,357.2,10.6,6.0,6.2,True,True
United Kingdom,41287,46615.4,46140.0,46626.2,5328.4,4853.0,5339.2,True,False
