,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
17075,491,774.0,370.0,,,,,893.0,,211.4,381.5,511.0,,641.4,,,283.0,-121.0,,,,,402.0,,-279.6,-109.5,20.0,,150.4,,,True,,,,,False,,True,True,True,,True,,
17077,1004,1320.0,1246.0,,,,,1252.0,,595.1,1036.2,958.0,,1158.9,,,316.0,242.0,,,,,248.0,,-408.9,32.2,-46.0,,154.9,,,True,,,,,True,,False,True,True,,True,,
17079,246,258.0,557.0,,,,,367.0,,120.1,151.9,131.0,,,,,12.0,311.0,,,,,121.0,,-125.9,-94.1,-115.0,,,,,False,,,,,False,,False,False,False,,,,
17081,1112,1452.0,813.0,,,,,1361.0,,630.6,997.7,1658.5,,483.2,,,340.0,-299.0,,,,,249.0,,-481.4,-114.3,546.5,,-628.8,,,True,,,,,True,,False,True,False,,False,,
17083,598,846.0,583.0,,,,,619.0,,249.9,402.4,658.0,,,,,248.0,-15.0,,,,,21.0,,-348.1,-195.6,60.0,,,,,True,,,,,True,,False,True,True,,,,
17085,224,528.0,322.0,,,,,388.0,,132.0,331.0,398.0,,,,,304.0,98.0,,,,,164.0,,-92.0,107.0,174.0,,,,,True,,,,,True,,True,True,True,,,,
17087,386,282.0,55.0,,,,,417.0,,101.6,194.2,189.0,,,,,-104.0,-331.0,,,,,31.0,,-284.4,-191.8,-197.0,,,,,False,,,,,True,,False,False,False,,,,
17089,9451,13176.0,10230.0,,,,,12423.0,,4346.6,9745.7,11952.0,,5697.6,7275.0,,3725.0,779.0,,,,,2972.0,,-5104.4,294.7,2501.0,,-3753.4,-2176.0,,True,,,,,True,,False,True,True,,False,True,
17091,1683,2502.0,1150.0,,,,,3342.0,,459.4,1567.8,1324.5,,2463.0,,,819.0,-533.0,,,,,1659.0,,-1223.6,-115.2,-358.5,,780.0,,,True,,,,,False,,False,True,True,,True,,
17093,2499,3048.0,2287.0,,,,,2699.0,,744.7,2439.2,2186.5,,1137.8,1125.0,,549.0,-212.0,,,,,200.0,,-1754.3,-59.8,-312.5,,-1361.2,-1374.0,,True,,,,,True,,False,True,True,,False,False,
17095,1113,1668.0,993.0,,,,,1290.0,,747.3,974.3,1282.5,,1817.6,,,555.0,-120.0,,,,,177.0,,-365.7,-138.7,169.5,,704.6,,,True,,,,,True,,True,True,True,,False,,
17097,10674,14646.0,10424.0,,,,,16346.0,,3764.5,10998.2,10583.0,,6354.5,6460.0,,3972.0,-250.0,,,,,5672.0,,-6909.5,324.2,-91.0,,-4319.5,-4214.0,,True,,,,,False,,False,True,True,,False,False,
17099,2294,2388.0,1168.0,,,,,2610.0,,1123.8,1657.2,1823.5,,2183.8,,,94.0,-1126.0,,,,,316.0,,-1170.2,-636.8,-470.5,,-110.2,,,False,,,,,False,,False,False,False,,False,,
17101,581,1374.0,596.0,,,,,701.0,,268.2,487.4,1279.5,,,,,793.0,15.0,,,,,120.0,,-312.8,-93.6,698.5,,,,,True,,,,,True,,True,True,True,,,,
17103,685,1158.0,506.0,,,,,817.0,,397.2,585.9,572.0,,834.6,,,473.0,-179.0,,,,,132.0,,-287.8,-99.1,-113.0,,149.6,,,True,,,,,True,,True,True,True,,True,,
17105,1046,906.0,467.0,,,,,1037.0,,470.3,558.5,681.0,,563.4,,,-140.0,-579.0,,,,,-9.0,,-575.7,-487.5,-365.0,,-482.6,,,False,,,,,True,,False,False,False,,False,,
17107,707,960.0,373.0,,,,,788.0,,2161.1,602.1,452.5,,,,,253.0,-334.0,,,,,81.0,,1454.1,-104.9,-254.5,,,,,False,,,,,True,,False,True,False,,,,
17109,355,672.0,280.0,,,,,585.0,,241.6,419.1,658.0,,,,,317.0,-75.0,,,,,230.0,,-113.4,64.1,303.0,,,,,True,,,,,True,,True,True,True,,,,
17111,5138,7080.0,7325.0,,,,,5773.0,,2849.3,4228.8,6176.0,,3262.8,4336.0,,1942.0,2187.0,,,,,635.0,,-2288.7,-909.2,1038.0,,-1875.2,-802.0,,False,,,,,True,,False,True,True,,True,True,
17113,3173,3954.0,2942.0,,,,,4148.0,,1665.7,3210.6,3381.0,,4342.3,2026.0,,781.0,-231.0,,,,,975.0,,-1507.3,37.6,208.0,,1169.3,-1147.0,,True,,,,,False,,False,True,True,,False,False,
17115,1529,1656.0,683.0,,,,,3105.0,,380.1,1265.4,905.5,,1154.1,,,127.0,-846.0,,,,,1576.0,,-1148.9,-263.6,-623.5,,-374.9,,,False,,,,,False,,False,False,False,,False,,
17117,1143,1356.0,946.0,,,,,1366.0,,428.4,802.4,987.0,,971.9,,,213.0,-197.0,,,,,223.0,,-714.6,-340.6,-156.0,,-171.1,,,True,,,,,False,,False,False,True,,True,,
17119,6904,9882.0,7589.0,,,,,7741.0,,4249.7,5819.9,7363.0,,5783.5,3622.0,,2978.0,685.0,,,,,837.0,,-2654.3,-1084.1,459.0,,-1120.5,-3282.0,,True,,,,,True,,True,True,True,,True,False,
17121,928,1374.0,454.0,,,,,1413.0,,488.2,789.9,1205.0,,1041.3,,,446.0,-474.0,,,,,485.0,,-439.8,-138.1,277.0,,113.3,,,False,,,,,False,,True,True,True,,True,,
17123,204,288.0,157.0,,,,,255.0,,108.3,174.5,181.0,,,,,84.0,-47.0,,,,,51.0,,-95.7,-29.5,-23.0,,,,,True,,,,,True,,False,True,True,,,,
17125,312,306.0,229.0,,,,,347.0,,125.8,207.0,242.0,,,,,-6.0,-83.0,,,,,35.0,,-186.2,-105.0,-70.0,,,,,False,,,,,False,,False,False,False,,,,
17127,314,282.0,91.0,,,,,658.0,,79.6,201.8,116.0,,,,,-32.0,-223.0,,,,,344.0,,-234.4,-112.2,-198.0,,,,,False,,,,,False,,False,False,False,,,,
17129,286,336.0,189.0,,,,,289.0,,171.2,220.3,205.0,,,,,50.0,-97.0,,,,,3.0,,-114.8,-65.7,-81.0,,,,,False,,,,,True,,False,False,False,,,,
17131,201,546.0,287.0,,,,,352.0,,233.5,257.8,288.0,,,,,345.0,86.0,,,,,151.0,,32.5,56.8,87.0,,,,,True,,,,,True,,True,True,True,,,,
17133,1045,1278.0,628.0,,,,,806.0,,627.3,674.1,1238.0,,947.1,,,233.0,-417.0,,,,,-239.0,,-417.7,-370.9,193.0,,-97.9,,,False,,,,,False,,False,False,True,,True,,
17135,1654,864.0,612.0,,,,,1022.0,,689.3,596.7,906.5,,,,,-790.0,-1042.0,,,,,-632.0,,-964.7,-1057.3,-747.5,,,,,False,,,,,True,,False,False,True,,,,
17137,557,1062.0,594.0,,,,,930.0,,583.4,589.3,922.0,,257.0,,,505.0,37.0,,,,,373.0,,26.4,32.3,365.0,,-300.0,,,True,,,,,True,,True,True,True,,True,,
17139,281,438.0,229.0,,,,,557.0,,108.7,283.6,393.0,,,,,157.0,-52.0,,,,,276.0,,-172.3,2.6,112.0,,,,,True,,,,,False,,False,True,True,,,,
17141,1074,1620.0,942.0,,,,,982.0,,710.0,912.1,1253.0,,1778.3,,,546.0,-132.0,,,,,-92.0,,-364.0,-161.9,179.0,,704.3,,,True,,,,,True,,True,True,True,,False,,
17143,3708,5958.0,4612.0,,,,,4006.0,,2399.8,3651.5,4633.5,,2642.6,3377.0,,2250.0,904.0,,,,,298.0,,-1308.2,-56.5,925.5,,-1065.4,-331.0,,True,,,,,True,,True,True,True,,True,True,
17145,1212,1398.0,722.0,,,,,751.0,,781.5,550.1,1842.0,,,,,186.0,-490.0,,,,,-461.0,,-430.5,-661.9,630.0,,,,,False,,,,,False,,False,False,False,,,,
17147,272,342.0,204.0,,,,,507.0,,106.9,197.7,281.0,,,,,70.0,-68.0,,,,,235.0,,-165.1,-74.3,9.0,,,,,True,,,,,False,,False,False,True,,,,
17149,379,480.0,208.0,,,,,412.0,,250.4,219.8,501.0,,,,,101.0,-171.0,,,,,33.0,,-128.6,-159.2,122.0,,,,,False,,,,,True,,False,False,False,,,,
17151,100,120.0,50.0,,,,,124.0,,54.3,54.3,77.0,,,,,20.0,-50.0,,,,,24.0,,-45.7,-45.7,-23.0,,,,,False,,,,,False,,False,False,False,,,,
17153,119,204.0,96.0,,,,,157.0,,27.7,112.8,156.0,,,,,85.0,-23.0,,,,,38.0,,-91.3,-6.2,37.0,,,,,True,,,,,True,,False,True,True,,,,
17155,78,42.0,45.0,,,,,135.0,,43.3,42.1,17.0,,,,,-36.0,-33.0,,,,,57.0,,-34.7,-35.9,-61.0,,,,,True,,,,,False,,True,True,False,,,,
17157,888,1212.0,683.0,,,,,1092.0,,466.1,842.8,1020.0,,441.6,,,324.0,-205.0,,,,,204.0,,-421.9,-45.2,132.0,,-446.4,,,True,,,,,True,,False,True,True,,False,,
17159,427,744.0,351.0,,,,,624.0,,275.8,324.5,513.0,,,,,317.0,-76.0,,,,,197.0,,-151.2,-102.5,86.0,,,,,True,,,,,True,,True,True,True,,,,
17161,2051,3216.0,2699.0,,,,,3257.0,,1121.5,2603.1,2317.5,,4215.5,1009.0,,1165.0,648.0,,,,,1206.0,,-929.5,552.1,266.5,,2164.5,-1042.0,,True,,,,,False,,True,True,True,,False,True,
17163,6230,7470.0,5361.0,,,,,6045.0,,2964.6,5131.6,5810.0,,2293.9,2865.0,,1240.0,-869.0,,,,,-185.0,,-3265.4,-1098.4,-420.0,,-3936.1,-3365.0,,True,,,,,True,,False,True,True,,False,False,
17165,612,978.0,625.0,,,,,1000.0,,1148.0,553.3,1197.5,,,,,366.0,13.0,,,,,388.0,,536.0,-58.7,585.5,,,,,True,,,,,False,,False,True,False,,,,
17167,2711,4176.0,3858.0,,,,,5028.0,,1658.0,3154.6,2748.0,,2196.2,1646.0,,1465.0,1147.0,,,,,2317.0,,-1053.0,443.6,37.0,,-514.8,-1065.0,,True,,,,,False,,True,True,True,,True,True,
17169,155,138.0,214.0,,,,,221.0,,41.6,137.0,47.0,,,,,-17.0,59.0,,,,,66.0,,-113.4,-18.0,-108.0,,,,,False,,,,,False,,False,False,False,,,,
17171,129,96.0,65.0,,,,,99.0,,15.0,60.3,46.0,,,,,-33.0,-64.0,,,,,-30.0,,-114.0,-68.7,-83.0,,,,,False,,,,,True,,False,False,False,,,,
17173,368,456.0,207.0,,,,,863.0,,98.9,357.5,298.0,,,,,88.0,-161.0,,,,,495.0,,-269.1,-10.5,-70.0,,,,,False,,,,,False,,False,True,True,,,,
17175,91,234.0,129.0,,,,,108.0,,77.6,89.4,115.0,,,,,143.0,38.0,,,,,17.0,,-13.4,-1.6,24.0,,,,,True,,,,,True,,True,True,True,,,,
17177,709,1032.0,470.0,,,,,897.0,,564.5,622.5,774.0,,559.4,,,323.0,-239.0,,,,,188.0,,-144.5,-86.5,65.0,,-149.6,,,True,,,,,True,,True,True,True,,True,,
17179,3377,4518.0,1840.0,,,,,3503.0,,1328.4,2770.4,3252.0,,1978.6,2137.0,,1141.0,-1537.0,,,,,126.0,,-2048.6,-606.6,-125.0,,-1398.4,-1240.0,,False,,,,,True,,False,True,True,,False,False,
17181,589,636.0,289.0,,,,,606.0,,200.4,472.9,467.0,,,,,47.0,-300.0,,,,,17.0,,-388.6,-116.1,-122.0,,,,,False,,,,,True,,False,False,False,,,,
17183,2379,4398.0,2193.0,,,,,3202.0,,1152.3,2397.1,3452.5,,3202.4,,,2019.0,-186.0,,,,,823.0,,-1226.7,18.1,1073.5,,823.4,,,True,,,,,True,,True,True,True,,True,,
17185,306,684.0,328.0,,,,,490.0,,318.1,290.1,628.0,,,,,378.0,22.0,,,,,184.0,,12.1,-15.9,322.0,,,,,True,,,,,True,,True,True,True,,,,
17187,229,534.0,280.0,,,,,449.0,,232.5,345.3,342.0,,,,,305.0,51.0,,,,,220.0,,3.5,116.3,113.0,,,,,True,,,,,True,,True,True,True,,,,
17189,453,720.0,433.0,,,,,422.0,,583.2,355.6,637.0,,,,,267.0,-20.0,,,,,-31.0,,130.2,-97.4,184.0,,,,,True,,,,,True,,True,True,True,,,,
17191,358,636.0,364.0,,,,,720.0,,275.6,335.9,648.0,,,,,278.0,6.0,,,,,362.0,,-82.4,-22.1,290.0,,,,,True,,,,,False,,True,True,False,,,,
17193,491,960.0,474.0,,,,,506.0,,2059.2,488.2,882.5,,,,,469.0,-17.0,,,,,15.0,,1568.2,-2.8,391.5,,,,,True,,,,,True,,False,True,True,,,,
17195,1101,1380.0,547.0,,,,,1263.0,,176.8,812.4,1229.5,,688.7,,,279.0,-554.0,,,,,162.0,,-924.2,-288.6,128.5,,-412.3,,,False,,,,,True,,False,False,True,,False,,
17197,12477,16656.0,9479.0,,,,,17441.0,,5370.2,12723.4,13277.5,,12761.2,7643.0,,4179.0,-2998.0,,,,,4964.0,,-7106.8,246.4,800.5,,284.2,-4834.0,,True,,,,,False,,False,True,True,,True,False,
17199,1785,2094.0,1094.0,,,,,2559.0,,954.6,1271.8,1652.0,,1209.0,,,309.0,-691.0,,,,,774.0,,-830.4,-513.2,-133.0,,-576.0,,,False,,,,,False,,False,False,True,,False,,
17201,4440,6042.0,3487.0,,,,,5920.0,,2365.3,5379.6,4445.5,,2379.6,2060.0,,1602.0,-953.0,,,,,1480.0,,-2074.7,939.6,5.5,,-2060.4,-2380.0,,True,,,,,True,,False,True,True,,False,False,
17203,956,1338.0,658.0,,,,,944.0,,821.8,720.7,1156.0,,933.2,,,382.0,-298.0,,,,,-12.0,,-134.2,-235.3,200.0,,-22.8,,,True,,,,,True,,True,True,True,,True,,
18001,663,1080.0,460.0,,,,,1442.0,,274.0,472.5,875.0,,,,,417.0,-203.0,,,,,779.0,,-389.0,-190.5,212.0,,,,,True,,,,,False,,True,True,True,,,,
18003,8091,10506.0,8204.0,,,,,10933.0,,3547.2,6483.2,8471.5,,5427.3,4620.0,,2415.0,113.0,,,,,2842.0,,-4543.8,-1607.8,380.5,,-2663.7,-3471.0,,True,,,,,False,,False,True,True,,False,False,
18005,1896,2436.0,1820.0,,,,,3027.0,,827.0,1384.7,2034.0,,2389.3,,,540.0,-76.0,,,,,1131.0,,-1069.0,-511.3,138.0,,493.3,,,True,,,,,False,,False,True,True,,True,,
18007,211,426.0,328.0,,,,,254.0,,317.8,194.1,338.0,,,,,215.0,117.0,,,,,43.0,,106.8,-16.9,127.0,,,,,True,,,,,True,,True,True,True,,,,
18009,327,264.0,216.0,,,,,521.0,,89.0,193.3,193.0,,,,,-63.0,-111.0,,,,,194.0,,-238.0,-133.7,-134.0,,,,,False,,,,,False,,False,False,False,,,,
18011,1841,2508.0,2177.0,,,,,1984.0,,1210.1,1611.8,2474.5,,2839.0,,,667.0,336.0,,,,,143.0,,-630.9,-229.2,633.5,,998.0,,,True,,,,,True,,True,True,True,,False,,
18013,301,444.0,330.0,,,,,559.0,,114.4,258.0,358.0,,,,,143.0,29.0,,,,,258.0,,-186.6,-43.0,57.0,,,,,True,,,,,False,,False,True,True,,,,
18015,524,654.0,655.0,,,,,633.0,,944.6,455.9,955.5,,,,,130.0,131.0,,,,,109.0,,420.6,-68.1,431.5,,,,,False,,,,,True,,False,True,False,,,,
18017,1167,1488.0,0.0,,,,,1391.0,,625.2,1097.2,1680.0,,481.9,,,321.0,-1167.0,,,,,224.0,,-541.8,-69.8,513.0,,-685.1,,,False,,,,,True,,False,True,False,,False,,
18019,3734,3840.0,3630.0,,,,,4838.0,,2196.8,3441.9,3264.0,,3600.5,,,106.0,-104.0,,,,,1104.0,,-1537.2,-292.1,-470.0,,-133.5,,,True,,,,,False,,False,False,False,,False,,
18021,593,678.0,394.0,,,,,1277.0,,147.1,327.6,579.0,,,,,85.0,-199.0,,,,,684.0,,-445.9,-265.4,-14.0,,,,,False,,,,,False,,False,False,True,,,,
18023,982,1638.0,476.0,,,,,1208.0,,1130.2,969.9,2013.5,,641.8,,,656.0,-506.0,,,,,226.0,,148.2,-12.1,1031.5,,-340.2,,,True,,,,,True,,True,True,False,,True,,
18025,308,330.0,254.0,,,,,434.0,,220.7,213.7,317.0,,,,,22.0,-54.0,,,,,126.0,,-87.3,-94.3,9.0,,,,,False,,,,,False,,False,False,True,,,,
18027,664,774.0,714.0,,,,,1459.0,,201.9,535.8,560.0,,,,,110.0,50.0,,,,,795.0,,-462.1,-128.2,-104.0,,,,,True,,,,,False,,False,False,True,,,,
18029,1665,1764.0,902.0,,,,,1831.0,,810.4,1088.1,1667.0,,1520.4,,,99.0,-763.0,,,,,166.0,,-854.6,-576.9,2.0,,-144.6,,,False,,,,,False,,False,False,True,,False,,
18031,623,990.0,819.0,,,,,1113.0,,469.7,355.3,839.0,,,,,367.0,196.0,,,,,490.0,,-153.3,-267.7,216.0,,,,,True,,,,,False,,True,True,True,,,,
18033,875,1458.0,911.0,,,,,1402.0,,505.7,844.7,1244.0,,435.9,,,583.0,36.0,,,,,527.0,,-369.3,-30.3,369.0,,-439.1,,,True,,,,,True,,True,True,True,,True,,
18035,2394,3384.0,2662.0,,,,,4182.0,,2051.2,2081.4,3188.0,,2937.7,,,990.0,268.0,,,,,1788.0,,-342.8,-312.6,794.0,,543.7,,,True,,,,,False,,True,True,True,,True,,
18037,1780,3540.0,2031.0,,,,,1689.0,,2765.3,1727.5,3478.0,,2221.0,,,1760.0,251.0,,,,,-91.0,,985.3,-52.5,1698.0,,441.0,,,True,,,,,True,,True,True,True,,True,,
18039,3108,5892.0,2633.0,,,,,6987.0,,1977.3,3266.2,3700.5,,2544.1,2617.0,,2784.0,-475.0,,,,,3879.0,,-1130.7,158.2,592.5,,-563.9,-491.0,,True,,,,,False,,True,True,True,,True,True,
18041,570,672.0,240.0,,,,,1100.0,,304.4,443.5,595.0,,,,,102.0,-330.0,,,,,530.0,,-265.6,-126.5,25.0,,,,,False,,,,,False,,False,False,True,,,,
18043,2104,2364.0,1904.0,,,,,2900.0,,755.3,1464.2,1925.5,,3173.6,,,260.0,-200.0,,,,,796.0,,-1348.7,-639.8,-178.5,,1069.6,,,True,,,,,False,,False,False,True,,False,,
18045,563,690.0,499.0,,,,,678.0,,387.5,415.1,601.0,,,,,127.0,-64.0,,,,,115.0,,-175.5,-147.9,38.0,,,,,True,,,,,True,,False,False,True,,,,
18047,467,708.0,435.0,,,,,916.0,,360.4,397.8,509.0,,,,,241.0,-32.0,,,,,449.0,,-106.6,-69.2,42.0,,,,,True,,,,,False,,True,True,True,,,,
18049,416,702.0,409.0,,,,,643.0,,363.7,435.4,568.0,,,,,286.0,-7.0,,,,,227.0,,-52.3,19.4,152.0,,,,,True,,,,,True,,True,True,True,,,,
18051,1112,1134.0,615.0,,,,,1217.0,,266.6,700.1,959.0,,,,,22.0,-497.0,,,,,105.0,,-845.4,-411.9,-153.0,,,,,False,,,,,False,,False,False,False,,,,
18053,1758,2352.0,1526.0,,,,,2350.0,,1113.6,1822.8,2415.5,,3810.1,,,594.0,-232.0,,,,,592.0,,-644.4,64.8,657.5,,2052.1,,,True,,,,,True,,False,True,False,,False,,
18055,800,1044.0,780.0,,,,,1397.0,,557.0,810.7,1175.0,,,,,244.0,-20.0,,,,,597.0,,-243.0,10.7,375.0,,,,,True,,,,,False,,True,True,False,,,,
18057,9412,12894.0,8151.0,,,,,9820.0,,5989.3,8875.8,11520.5,,13262.6,7059.0,,3482.0,-1261.0,,,,,408.0,,-3422.7,-536.2,2108.5,,3850.6,-2353.0,,True,,,,,True,,True,True,True,,False,True,
18059,2442,3102.0,1862.0,,,,,2590.0,,1912.2,1690.3,2554.5,,3232.5,,,660.0,-580.0,,,,,148.0,,-529.8,-751.7,112.5,,790.5,,,True,,,,,True,,True,False,True,,False,,
18061,1399,1422.0,129.0,,,,,1495.0,,576.7,762.5,1261.0,,1572.6,,,23.0,-1270.0,,,,,96.0,,-822.3,-636.5,-138.0,,173.6,,,False,,,,,False,,False,False,False,,False,,
18063,5046,5958.0,4133.0,,,,,5852.0,,2647.7,3223.9,5421.0,,3904.3,4281.0,,912.0,-913.0,,,,,806.0,,-2398.3,-1822.1,375.0,,-1141.7,-765.0,,False,,,,,True,,False,False,True,,False,True,
18065,1541,2064.0,1321.0,,,,,2180.0,,1358.0,1107.6,1825.0,,1767.9,,,523.0,-220.0,,,,,639.0,,-183.0,-433.4,284.0,,226.9,,,True,,,,,False,,True,True,True,,True,,
18067,2676,3732.0,2245.0,,,,,3035.0,,1889.6,2118.3,3438.0,,1547.7,,,1056.0,-431.0,,,,,359.0,,-786.4,-557.7,762.0,,-1128.3,,,True,,,,,True,,True,True,True,,False,,
18069,975,1332.0,740.0,,,,,1344.0,,1086.7,682.4,1303.0,,,,,357.0,-235.0,,,,,369.0,,111.7,-292.6,328.0,,,,,True,,,,,False,,True,True,True,,,,
18071,930,1692.0,1066.0,,,,,1944.0,,486.9,1131.3,1389.0,,1731.4,,,762.0,136.0,,,,,1014.0,,-443.1,201.3,459.0,,801.4,,,True,,,,,False,,True,True,True,,False,,
18073,779,1062.0,897.0,,,,,1061.0,,324.6,633.7,1132.0,,1149.8,,,283.0,118.0,,,,,282.0,,-454.4,-145.3,353.0,,370.8,,,True,,,,,True,,False,True,False,,False,,
18075,288,486.0,247.0,,,,,921.0,,179.8,271.7,318.0,,,,,198.0,-41.0,,,,,633.0,,-108.2,-16.3,30.0,,,,,True,,,,,False,,True,True,True,,,,
18077,856,1254.0,484.0,,,,,1437.0,,1010.0,510.8,934.0,,,,,398.0,-372.0,,,,,581.0,,154.0,-345.2,78.0,,,,,True,,,,,False,,True,True,True,,,,
18079,510,942.0,813.0,,,,,1271.0,,654.1,618.4,1063.0,,,,,432.0,303.0,,,,,761.0,,144.1,108.4,553.0,,,,,True,,,,,False,,True,True,False,,,,
18081,5086,6486.0,4068.0,,,,,6151.0,,2405.7,3142.1,5825.5,,4083.8,3881.0,,1400.0,-1018.0,,,,,1065.0,,-2680.3,-1943.9,739.5,,-1002.2,-1205.0,,True,,,,,True,,False,False,True,,True,True,
18083,733,1158.0,657.0,,,,,1602.0,,664.4,574.8,907.0,,1032.6,,,425.0,-76.0,,,,,869.0,,-68.6,-158.2,174.0,,299.6,,,True,,,,,False,,True,True,True,,True,,
18085,1885,2712.0,1393.0,,,,,2448.0,,1060.4,1758.5,1716.0,,1715.0,,,827.0,-492.0,,,,,563.0,,-824.6,-126.5,-169.0,,-170.0,,,True,,,,,True,,True,True,True,,True,,
18087,439,648.0,291.0,,,,,1269.0,,251.7,579.7,446.5,,,,,209.0,-148.0,,,,,830.0,,-187.3,140.7,7.5,,,,,True,,,,,False,,True,True,True,,,,
18089,9746,13470.0,8024.0,,,,,13338.0,,4015.8,9412.6,10031.0,,13740.4,9268.0,,3724.0,-1722.0,,,,,3592.0,,-5730.2,-333.4,285.0,,3994.4,-478.0,,True,,,,,True,,False,True,True,,False,True,
18091,2731,3384.0,2788.0,,,,,3262.0,,1181.1,2305.6,2989.5,,2745.7,,,653.0,57.0,,,,,531.0,,-1549.9,-425.4,258.5,,14.7,,,True,,,,,True,,False,True,True,,True,,
18093,1204,1896.0,1791.0,,,,,1830.0,,1538.3,1182.3,1961.5,,1911.2,,,692.0,587.0,,,,,626.0,,334.3,-21.7,757.5,,707.2,,,True,,,,,True,,True,True,False,,False,,
18095,3407,4800.0,3580.0,,,,,4878.0,,3249.6,2862.8,4635.0,,4876.0,4210.0,,1393.0,173.0,,,,,1471.0,,-157.4,-544.2,1228.0,,1469.0,803.0,,True,,,,,False,,True,True,True,,False,True,
18097,23212,34944.0,23985.0,,,,,31106.0,,19945.1,23148.7,31061.5,,40929.8,22792.0,,11732.0,773.0,,,,,7894.0,,-3266.9,-63.3,7849.5,,17717.8,-420.0,,True,,,,,True,,True,True,True,,False,True,
18099,972,1614.0,715.0,,,,,1453.0,,674.5,918.0,1003.0,,599.0,,,642.0,-257.0,,,,,481.0,,-297.5,-54.0,31.0,,-373.0,,,True,,,,,True,,True,True,True,,True,,
18101,261,204.0,215.0,,,,,458.0,,255.4,155.3,111.0,,,,,-57.0,-46.0,,,,,197.0,,-5.6,-105.7,-150.0,,,,,True,,,,,False,,True,False,False,,,,
18103,877,1164.0,552.0,,,,,1317.0,,435.3,601.6,902.0,,1170.2,,,287.0,-325.0,,,,,440.0,,-441.7,-275.4,25.0,,293.2,,,False,,,,,False,,False,True,True,,False,,
18105,2238,3306.0,2817.0,,,,,4088.0,,1384.9,2794.6,2735.5,,999.1,1566.0,,1068.0,579.0,,,,,1850.0,,-853.1,556.6,497.5,,-1238.9,-672.0,,True,,,,,False,,True,True,True,,False,True,
18107,1110,1848.0,1432.0,,,,,1368.0,,1300.4,1149.6,2063.0,,539.9,,,738.0,322.0,,,,,258.0,,190.4,39.6,953.0,,-570.1,,,True,,,,,True,,True,True,False,,True,,
18109,1936,2496.0,2049.0,,,,,2826.0,,1976.2,1680.8,2589.5,,1419.6,,,560.0,113.0,,,,,890.0,,40.2,-255.2,653.5,,-516.4,,,True,,,,,False,,True,True,False,,True,,
18111,168,390.0,55.0,,,,,404.0,,294.4,194.2,220.0,,,,,222.0,-113.0,,,,,236.0,,126.4,26.2,52.0,,,,,True,,,,,False,,True,True,True,,,,
18113,1162,1782.0,698.0,,,,,1398.0,,415.1,969.8,1589.5,,1275.8,,,620.0,-464.0,,,,,236.0,,-746.9,-192.2,427.5,,113.8,,,True,,,,,True,,False,True,True,,True,,
18115,172,258.0,111.0,,,,,211.0,,122.6,122.5,384.0,,,,,86.0,-61.0,,,,,39.0,,-49.4,-49.5,212.0,,,,,True,,,,,True,,True,True,False,,,,
18117,608,708.0,577.0,,,,,940.0,,429.5,440.1,688.0,,,,,100.0,-31.0,,,,,332.0,,-178.5,-167.9,80.0,,,,,True,,,,,False,,False,False,True,,,,
18119,609,804.0,708.0,,,,,790.0,,788.7,488.4,678.0,,,,,195.0,99.0,,,,,181.0,,179.7,-120.6,69.0,,,,,True,,,,,True,,True,True,True,,,,
18121,267,528.0,506.0,,,,,646.0,,505.8,403.7,450.0,,,,,261.0,239.0,,,,,379.0,,238.8,136.7,183.0,,,,,True,,,,,False,,True,True,True,,,,
18123,561,450.0,377.0,,,,,787.0,,213.3,278.8,399.5,,,,,-111.0,-184.0,,,,,226.0,,-347.7,-282.2,-161.5,,,,,False,,,,,False,,False,False,False,,,,
18125,436,546.0,243.0,,,,,522.0,,158.4,327.7,729.5,,,,,110.0,-193.0,,,,,86.0,,-277.6,-108.3,293.5,,,,,False,,,,,True,,False,True,False,,,,
18127,3682,5304.0,4913.0,,,,,4459.0,,1357.4,2903.0,4039.0,,4488.8,3803.0,,1622.0,1231.0,,,,,777.0,,-2324.6,-779.0,357.0,,806.8,121.0,,True,,,,,True,,False,True,True,,True,True,
