,mean_rank
COVIDhub-ensemble,6.6
LNQ-ens1,6.7
Google_Harvard-CPF,7.7
JHU_IDD-CovidSP,7.8
OneQuietNight-ML,8.1
LANL-GrowthRate,8.6
COVIDhub-baseline,8.6
CEID-Walk,8.8
CU-select,8.8
UChicagoCHATTOPADHYAY-UnIT,9.0
UpstateSU-GRU,9.3
FAIR-NRAR,9.6
JHUAPL-Bucky,9.6
IowaStateLW-STEM,10.6
PandemicCentral-USCounty,10.8
OliverWyman-Navigator,10.8
UVA-Ensemble,11.5
