,predicted_cases,actual_cases,error,perc_error
TTU-squider,3773738.6,3850665,-76926.4,-2.0%
MOBS-GLEAM_COVID,4075611.1,3850665,224946.1,5.8%
JHU_IDD-CovidSP,3322448.9,3850665,-528216.1,-13.7%
IowaStateLW-STEM,4659911.0,3850665,809246.0,21.0%
RobertWalraven-ESG,4781397.8,3850665,930732.8,24.2%
Karlen-pypm,4806242.2,3850665,955577.2,24.8%
USC-SI_kJalpha,4821207.0,3850665,970542.0,25.2%
BPagano-RtDriven,4856767.0,3850665,1006102.0,26.1%
QJHong-Encounter,4875673.0,3850665,1025008.0,26.6%
Columbia_UNC-SurvCon,4932702.0,3850665,1082037.0,28.1%
Microsoft-DeepSTIA,5055121.1,3850665,1204456.1,31.3%
CEID-Walk,5066868.2,3850665,1216203.2,31.6%
OneQuietNight-ML,5096177.0,3850665,1245512.0,32.3%
COVIDhub-baseline,5118300.0,3850665,1267635.0,32.9%
UpstateSU-GRU,2580317.5,3850665,-1270347.5,-33.0%
LANL-GrowthRate,5137333.5,3850665,1286668.5,33.4%
Covid19Sim-Simulator,5176581.3,3850665,1325916.3,34.4%
COVIDhub-ensemble,5190093.0,3850665,1339428.0,34.8%
CovidAnalytics-DELPHI,5218443.0,3850665,1367778.0,35.5%
JHUAPL-Bucky,5248675.6,3850665,1398010.6,36.3%
OliverWyman-Navigator,5446490.0,3850665,1595825.0,41.4%
SigSci-TS,5467558.0,3850665,1616893.0,42.0%
UCLA-SuEIR,5507561.2,3850665,1656896.2,43.0%
LNQ-ens1,5520870.5,3850665,1670205.5,43.4%
UCF-AEM,5529224.0,3850665,1678559.0,43.6%
IBF-TimeSeries,5537812.0,3850665,1687147.0,43.8%
UVA-Ensemble,6032807.8,3850665,2182142.8,56.7%
IEM_MED-CovidProject,6107158.5,3850665,2256493.5,58.6%
UMich-RidgeTfReg,6117543.8,3850665,2266878.8,58.9%
CU-select,7817257.0,3850665,3966592.0,103.0%
DDS-NBDS,8108577.9,3850665,4257912.9,110.6%
Google_Harvard-CPF,,3850665,,
JHU_CSSE-DECOM,,3850665,,
JHU_UNC_GAS-StatMechPool,,3850665,,
UCSB-ACTS,,3850665,,
