,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,3135,278.1,78.0,1021.1,0.0,27.0,210.0,37346.0
JHU_IDD-CovidSP,3141,288.0,65.1,958.8,0.0,19.0,202.3,20540.7
PandemicCentral-USCounty,3121,315.7,73.3,1198.5,0.0,24.6,214.9,34747.7
IowaStateLW-STEM,3103,337.5,104.0,1330.6,0.0,34.0,281.0,53202.0
UpstateSU-GRU,2077,344.1,77.9,1075.1,0.0,26.5,233.0,22214.0
COVIDhub-ensemble,3141,347.1,87.0,1617.2,0.0,26.0,242.0,60987.0
LANL-GrowthRate,3110,408.3,78.0,1707.5,0.0,24.5,255.0,55816.0
CEID-Walk,3141,444.1,111.7,2323.7,0.0,35.1,316.5,105650.4
COVIDhub-baseline,3141,446.0,112.0,2229.7,0.0,35.0,316.0,98287.0
LNQ-ens1,3140,512.1,109.9,2367.8,0.0,31.5,329.5,95681.1
OliverWyman-Navigator,3057,561.3,150.0,2445.3,0.0,47.0,440.0,102007.0
JHUAPL-Bucky,3141,627.2,117.9,2990.7,0.0,34.6,400.4,115277.7
FAIR-NRAR,3137,640.2,160.8,3024.4,0.0,56.4,423.1,129589.3
Google_Harvard-CPF,3140,814.9,181.4,4652.4,0.0,68.6,491.2,203306.2
UVA-Ensemble,3131,901.8,129.6,9403.0,0.1,37.7,407.8,495629.9
CU-select,3006,1377.3,178.0,8497.6,0.0,41.0,746.0,301218.0
