,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
48197,82,60.0,,37.6,,39.0,0.0,,,,,50.5,126.2,,,76.0,14.8,46.9,,,15.0,33.2,0.0,,69.0,81.7,,,,,,,,,61.7,,-22.0,,-44.4,,-43.0,-82.0,,,,,-31.5,44.2,,,-6.0,-67.2,-35.1,,,-67.0,-48.8,-82.0,,-13.0,-0.3,,,,,,,,,-20.3,,,False,,False,False,,,,,False,False,,,True,False,False,,,False,False,False,,True,True,,,,,,,,,True,
48199,960,1008.0,,992.1,,852.0,1015.0,,,,,756.3,156.3,,,968.0,530.4,687.7,1595.5,,369.0,615.7,0.0,,1064.0,801.5,,,,,803.9,,,,550.0,1395.0,48.0,,32.1,,-108.0,55.0,,,,,-203.7,-803.7,,,8.0,-429.6,-272.3,635.5,,-591.0,-344.3,-960.0,,104.0,-158.5,,,,,-156.1,,,,-410.0,435.0,,True,,False,False,,,,,False,False,,,True,False,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
48201,71638,70464.0,,69075.0,112068.3,58829.0,156307.0,,,,,40960.1,54125.6,,94543.6,50331.0,116352.4,58857.1,61751.5,,57469.5,57553.8,20553.2,,70162.0,53007.0,,,,,48695.5,0.0,,,56358.4,48238.0,-1174.0,,-2563.0,40430.3,-12809.0,84669.0,,,,,-30677.9,-17512.4,,22905.6,-21307.0,44714.4,-12780.9,-9886.5,,-14168.5,-14084.2,-51084.8,,-1476.0,-18631.0,,,,,-22942.5,-71638.0,,,-15279.6,-23400.0,,False,False,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
48203,1421,960.0,,828.1,,942.0,2659.0,,,,,508.5,1342.2,,,1011.0,1726.1,633.8,1144.5,,829.0,986.6,0.1,,1166.0,581.7,,,,,697.2,,,,1129.8,466.0,-461.0,,-592.9,,-479.0,1238.0,,,,,-912.5,-78.8,,,-410.0,305.1,-787.2,-276.5,,-592.0,-434.4,-1420.9,,-255.0,-839.3,,,,,-723.8,,,,-291.2,-955.0,,False,,False,False,,,,,False,True,,,True,True,False,True,,False,True,False,,True,False,,,,,False,,,,True,False
48205,69,112.0,,97.6,,64.0,0.0,,,,,50.2,121.9,,,105.0,1379.4,56.4,,,39.0,62.5,0.0,,82.0,80.8,,,,,,,,,85.8,95.0,43.0,,28.6,,-5.0,-69.0,,,,,-18.8,52.9,,,36.0,1310.4,-12.6,,,-30.0,-6.5,-69.0,,13.0,11.8,,,,,,,,,16.8,26.0,,True,,True,False,,,,,True,False,,,True,False,True,,,True,True,False,,True,True,,,,,,,,,True,True
48207,85,80.0,,105.2,,59.0,0.0,,,,,63.6,22.5,,,88.0,33.5,79.4,,,19.0,51.2,0.0,,94.0,107.0,,,,,,,,,74.1,48.0,-5.0,,20.2,,-26.0,-85.0,,,,,-21.4,-62.5,,,3.0,-51.5,-5.6,,,-66.0,-33.8,-85.0,,9.0,22.0,,,,,,,,,-10.9,-37.0,,False,,False,False,,,,,False,False,,,True,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
48209,4728,6460.0,,6575.2,,3490.0,0.0,,,,,2889.6,13133.0,,,2625.0,34629.5,4045.1,7510.5,,2628.5,3878.8,739.3,,4703.0,1910.0,,,,,3912.9,1723.0,,,10517.0,3674.0,1732.0,,1847.2,,-1238.0,-4728.0,,,,,-1838.4,8405.0,,,-2103.0,29901.5,-682.9,2782.5,,-2099.5,-849.2,-3988.7,,-25.0,-2818.0,,,,,-815.1,-3005.0,,,5789.0,-1054.0,,False,,True,False,,,,,False,False,,,False,False,True,False,,False,True,False,,True,False,,,,,True,False,,,False,True
48211,175,124.0,,137.3,,64.0,0.0,,,,,46.1,340.0,,,62.0,282.2,58.8,,,41.0,78.1,0.0,,87.0,75.0,,,,,,,,,61.7,75.0,-51.0,,-37.7,,-111.0,-175.0,,,,,-128.9,165.0,,,-113.0,107.2,-116.2,,,-134.0,-96.9,-175.0,,-88.0,-100.0,,,,,,,,,-113.3,-100.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
48213,2580,1128.0,,1125.5,,1006.0,4154.0,,,,,624.6,866.2,,,1049.0,957.9,673.6,1396.0,,544.5,884.8,0.0,,1366.0,937.0,,,,,882.0,,,,1080.2,716.0,-1452.0,,-1454.5,,-1574.0,1574.0,,,,,-1955.4,-1713.8,,,-1531.0,-1622.1,-1906.4,-1184.0,,-2035.5,-1695.2,-2580.0,,-1214.0,-1643.0,,,,,-1698.0,,,,-1499.8,-1864.0,,False,,False,False,,,,,False,False,,,False,False,False,True,,False,False,False,,True,False,,,,,False,,,,False,False
48215,11889,7736.0,,7498.1,15533.6,7682.0,49147.0,,,,,7311.3,2804.4,,14284.7,8749.0,16168.6,8645.4,6106.5,,4491.0,6935.7,0.5,,11204.0,17024.3,,,,,4035.3,2479.0,,,9216.2,11344.0,-4153.0,,-4390.9,3644.6,-4207.0,37258.0,,,,,-4577.7,-9084.6,,2395.7,-3140.0,4279.6,-3243.6,-5782.5,,-7398.0,-4953.3,-11888.5,,-685.0,5135.3,,,,,-7853.7,-9410.0,,,-2672.8,-545.0,,False,True,False,False,,,,,False,False,,True,True,False,True,False,,False,False,False,,True,False,,,,,False,False,,,True,True
48217,271,704.0,,790.7,,489.0,119.0,,,,,397.7,549.6,,,489.0,1193.1,388.6,704.0,,342.5,329.7,0.0,,664.0,615.7,,,,,763.8,,,,684.2,713.0,433.0,,519.7,,218.0,-152.0,,,,,126.7,278.6,,,218.0,922.1,117.6,433.0,,71.5,58.7,-271.0,,393.0,344.7,,,,,492.8,,,,413.2,442.0,,False,,True,True,,,,,True,True,,,True,False,True,False,,True,True,True,,True,True,,,,,False,,,,True,False
48219,223,264.0,,264.8,,216.0,134.0,,,,,234.2,2941.8,,,311.0,130.0,196.5,,,64.0,191.9,0.0,,352.0,401.3,,,,,,,,,325.7,221.0,41.0,,41.8,,-7.0,-89.0,,,,,11.2,2718.8,,,88.0,-93.0,-26.5,,,-159.0,-31.1,-223.0,,129.0,178.3,,,,,,,,,102.7,-2.0,,False,,True,False,,,,,True,False,,,False,False,True,,,False,True,False,,False,False,,,,,,,,,False,True
48221,1694,1704.0,,1801.0,,1289.0,1846.0,,,,,1013.9,375.4,,,1111.0,1376.9,937.6,1133.5,,973.0,1109.8,453.6,,1498.0,1356.3,,,,,1259.7,,,,3034.0,1336.0,10.0,,107.0,,-405.0,152.0,,,,,-680.1,-1318.6,,,-583.0,-317.1,-756.4,-560.5,,-721.0,-584.2,-1240.4,,-196.0,-337.7,,,,,-434.3,,,,1340.0,-358.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
48223,359,424.0,,456.1,,433.0,159.0,,,,,422.0,2597.7,,,513.0,494.8,202.8,994.5,,218.0,421.9,0.0,,614.0,535.2,,,,,,,,,171.3,461.0,65.0,,97.1,,74.0,-200.0,,,,,63.0,2238.7,,,154.0,135.8,-156.2,635.5,,-141.0,62.9,-359.0,,255.0,176.2,,,,,,,,,-187.7,102.0,,False,,False,False,,,,,True,False,,,False,False,False,False,,False,True,False,,False,False,,,,,,,,,False,False
48225,290,448.0,,477.8,,394.0,1163.0,,,,,224.2,223.4,,,270.0,1135.8,249.2,,,388.0,433.1,0.0,,457.0,203.9,,,,,,,,,233.9,231.0,158.0,,187.8,,104.0,873.0,,,,,-65.8,-66.6,,,-20.0,845.8,-40.8,,,98.0,143.1,-290.0,,167.0,-86.1,,,,,,,,,-56.1,-59.0,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,False,,False,True,,,,,,,,,True,True
48227,583,320.0,,288.6,,364.0,760.0,,,,,501.8,749.2,,,683.0,181.9,299.6,1568.0,,174.0,323.9,0.0,,460.0,801.9,,,,,,,,,492.7,461.0,-263.0,,-294.4,,-219.0,177.0,,,,,-81.2,166.2,,,100.0,-401.1,-283.4,985.0,,-409.0,-259.1,-583.0,,-123.0,218.9,,,,,,,,,-90.3,-122.0,,False,,True,True,,,,,True,True,,,True,False,False,False,,False,True,False,,True,True,,,,,,,,,True,True
48229,101,80.0,,82.4,,49.0,,,,,,73.9,231.9,,,37.0,24.0,69.6,,,5.0,71.6,0.0,,56.0,78.1,,,,,,,,,56.0,,-21.0,,-18.6,,-52.0,,,,,,-27.1,130.9,,,-64.0,-77.0,-31.4,,,-96.0,-29.4,-101.0,,-45.0,-22.9,,,,,,,,,-45.0,,,True,,False,,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,
48231,1189,312.0,,210.9,,307.0,65.0,,,,,626.6,1780.3,,249.1,1554.0,145.4,685.5,746.5,,655.0,244.0,0.1,,1284.0,965.7,,,,,371.7,,,,520.6,747.0,-877.0,,-978.1,,-882.0,-1124.0,,,,,-562.4,591.3,,-939.9,365.0,-1043.6,-503.5,-442.5,,-534.0,-945.0,-1188.9,,95.0,-223.3,,,,,-817.3,,,,-668.4,-442.0,,False,,False,False,,,,,True,True,,False,True,False,True,True,,True,False,False,,True,True,,,,,True,,,,True,True
48233,183,200.0,,196.4,,154.0,36.0,,,,,157.7,1037.8,,,311.0,145.6,125.9,,,59.0,127.5,0.0,,281.0,348.9,,,,,,,,,156.6,190.0,17.0,,13.4,,-29.0,-147.0,,,,,-25.3,854.8,,,128.0,-37.4,-57.1,,,-124.0,-55.5,-183.0,,98.0,165.9,,,,,,,,,-26.4,7.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,True
48235,26,20.0,,27.4,,16.0,0.0,,,,,7.5,13.7,,,20.0,14.3,8.9,,,16.0,12.8,,,22.0,17.1,,,,,,,,,7.9,,-6.0,,1.4,,-10.0,-26.0,,,,,-18.5,-12.3,,,-6.0,-11.7,-17.1,,,-10.0,-13.2,,,-4.0,-8.9,,,,,,,,,-18.1,,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,True,False,,,,,,,,,False,
48237,146,140.0,,150.2,,108.0,85.0,,,,,70.6,27.9,,,268.0,183.5,115.4,,,68.0,107.5,19.0,,151.0,120.3,,,,,,,,,93.1,77.0,-6.0,,4.2,,-38.0,-61.0,,,,,-75.4,-118.1,,,122.0,37.5,-30.6,,,-78.0,-38.5,-127.0,,5.0,-25.7,,,,,,,,,-52.9,-69.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,True,False,,,,,,,,,False,False
48239,399,196.0,,192.9,,172.0,135.0,,,,,207.7,38.0,,,198.0,138.4,174.5,,,55.0,143.7,0.0,,239.0,220.8,,,,,,,,,188.6,270.0,-203.0,,-206.1,,-227.0,-264.0,,,,,-191.3,-361.0,,,-201.0,-260.6,-224.5,,,-344.0,-255.3,-399.0,,-160.0,-178.2,,,,,,,,,-210.4,-129.0,,False,,False,False,,,,,True,False,,,True,False,False,,,False,False,False,,True,True,,,,,,,,,False,True
48241,1397,500.0,,484.5,,477.0,680.0,,,,,365.3,83.5,,,688.0,524.7,378.1,903.5,,382.5,274.3,0.0,,576.0,365.5,,,,,,,,,435.5,446.0,-897.0,,-912.5,,-920.0,-717.0,,,,,-1031.7,-1313.5,,,-709.0,-872.3,-1018.9,-493.5,,-1014.5,-1122.7,-1397.0,,-821.0,-1031.5,,,,,,,,,-961.5,-951.0,,False,,False,True,,,,,False,False,,,True,True,False,True,,False,False,False,,True,False,,,,,,,,,False,False
48243,26,4.0,,0.9,,7.0,0.0,,,,,14.1,33.1,,,12.0,0.2,10.9,,,19.0,7.2,0.0,,26.0,27.4,,,,,,,,,9.4,,-22.0,,-25.1,,-19.0,-26.0,,,,,-11.9,7.1,,,-14.0,-25.8,-15.1,,,-7.0,-18.8,-26.0,,0.0,1.4,,,,,,,,,-16.6,,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,False,,True,True,,,,,,,,,True,
48245,3093,3312.0,,3347.2,,3061.0,6367.0,,,,,2647.9,2680.1,,3426.8,4092.0,3931.9,2933.7,2797.5,,2562.0,2419.9,0.3,,4214.0,2745.8,,,,,2079.2,1679.0,,,2842.4,3437.0,219.0,,254.2,,-32.0,3274.0,,,,,-445.1,-412.9,,333.8,999.0,838.9,-159.3,-295.5,,-531.0,-673.1,-3092.7,,1121.0,-347.2,,,,,-1013.8,-1414.0,,,-250.6,344.0,,False,,True,False,,,,,False,False,,False,False,False,True,False,,False,False,False,,False,False,,,,,False,False,,,False,False
48247,215,100.0,,99.4,,88.0,0.0,,,,,70.2,217.0,,,153.0,122.1,66.9,,,80.0,100.2,0.0,,94.0,79.8,,,,,,,,,104.6,60.0,-115.0,,-115.6,,-127.0,-215.0,,,,,-144.8,2.0,,,-62.0,-92.9,-148.1,,,-135.0,-114.8,-215.0,,-121.0,-135.2,,,,,,,,,-110.4,-155.0,,False,,False,False,,,,,False,True,,,True,True,False,,,False,True,False,,False,False,,,,,,,,,True,False
48249,826,964.0,,1024.7,,741.0,1989.0,,,,,572.8,239.4,,,729.0,1580.0,599.0,617.0,,570.0,885.3,0.0,,889.0,716.0,,,,,,,,,752.6,810.0,138.0,,198.7,,-85.0,1163.0,,,,,-253.2,-586.6,,,-97.0,754.0,-227.0,-209.0,,-256.0,59.3,-826.0,,63.0,-110.0,,,,,,,,,-73.4,-16.0,,False,,True,False,,,,,False,False,,,True,False,False,False,,False,True,False,,True,True,,,,,,,,,True,True
48251,5348,4248.0,,4278.3,,3432.0,4505.0,,,,,2780.6,1383.3,,4079.8,3229.0,3569.9,3109.0,3006.0,,1832.5,3098.0,1524.0,,3981.0,3819.4,,,,,4592.8,2096.0,,,5505.5,3495.0,-1100.0,,-1069.7,,-1916.0,-843.0,,,,,-2567.4,-3964.7,,-1268.2,-2119.0,-1778.1,-2239.0,-2342.0,,-3515.5,-2250.0,-3824.0,,-1367.0,-1528.6,,,,,-755.2,-3252.0,,,157.5,-1853.0,,True,,False,True,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,,,,,True,False,,,True,False
48253,340,460.0,,454.0,,373.0,1100.0,,,,,412.9,1126.6,,,392.0,270.6,386.5,,,92.0,348.4,0.0,,458.0,241.8,,,,,740.7,,,,333.1,942.0,120.0,,114.0,,33.0,760.0,,,,,72.9,786.6,,,52.0,-69.4,46.5,,,-248.0,8.4,-340.0,,118.0,-98.2,,,,,400.7,,,,-6.9,602.0,,True,,True,False,,,,,True,False,,,True,True,True,,,False,True,False,,True,True,,,,,False,,,,True,False
48255,296,68.0,,58.7,,82.0,,,,,,228.5,29.8,,,263.0,20.4,221.2,,,20.0,85.1,0.0,,203.0,185.3,,,,,,,,,105.4,363.0,-228.0,,-237.3,,-214.0,,,,,,-67.5,-266.2,,,-33.0,-275.6,-74.8,,,-276.0,-210.9,-296.0,,-93.0,-110.7,,,,,,,,,-190.6,67.0,,False,,True,,,,,,True,False,,,True,False,True,,,False,True,False,,True,True,,,,,,,,,True,True
48257,3699,3148.0,,3213.8,,2415.0,5107.0,,,,,2229.8,676.8,,3532.5,1928.0,2364.1,2394.0,2266.5,,1039.0,2103.2,789.0,,2907.0,3383.1,,,,,3035.2,1656.0,,,4555.4,2622.0,-551.0,,-485.2,,-1284.0,1408.0,,,,,-1469.2,-3022.2,,-166.5,-1771.0,-1334.9,-1305.0,-1432.5,,-2660.0,-1595.8,-2910.0,,-792.0,-315.9,,,,,-663.8,-2043.0,,,856.4,-1077.0,,True,,False,False,,,,,False,False,,True,False,False,False,False,,False,False,False,,False,True,,,,,False,False,,,False,False
48259,861,324.0,,323.4,,274.0,275.0,,,,,288.4,286.9,,,388.0,193.6,290.1,588.0,,144.0,216.1,0.9,,547.0,186.9,,,,,,,,,328.2,262.0,-537.0,,-537.6,,-587.0,-586.0,,,,,-572.6,-574.1,,,-473.0,-667.4,-570.9,-273.0,,-717.0,-644.9,-860.1,,-314.0,-674.1,,,,,,,,,-532.8,-599.0,,False,,False,False,,,,,False,False,,,True,False,False,True,,False,False,False,,True,False,,,,,,,,,True,False
48261,9,0.0,,0.3,,0.0,0.0,,,,,1.6,3.0,,,8.0,15.0,0.6,,,0.0,0.3,,,4.0,5.6,,,,,,,,,3.3,,-9.0,,-8.7,,-9.0,-9.0,,,,,-7.4,-6.0,,,-1.0,6.0,-8.4,,,-9.0,-8.7,,,-5.0,-3.4,,,,,,,,,-5.7,,,True,,False,False,,,,,True,True,,,True,True,True,,,False,True,,,True,True,,,,,,,,,True,
48263,14,12.0,,8.6,,8.0,0.0,,,,,5.8,4.8,,,4.0,4.9,8.1,,,12.0,4.5,,,12.0,17.2,,,,,,,,,11.4,,-2.0,,-5.4,,-6.0,-14.0,,,,,-8.2,-9.2,,,-10.0,-9.1,-5.9,,,-2.0,-9.5,,,-2.0,3.2,,,,,,,,,-2.6,,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,,,,,,,,,False,
48265,1196,708.0,,725.4,,617.0,756.0,,,,,551.9,262.5,,,628.0,470.4,810.8,835.0,,254.0,484.6,0.0,,807.0,953.0,,,,,,,,,388.2,747.0,-488.0,,-470.6,,-579.0,-440.0,,,,,-644.1,-933.5,,,-568.0,-725.6,-385.2,-361.0,,-942.0,-711.4,-1196.0,,-389.0,-243.0,,,,,,,,,-807.8,-449.0,,True,,False,True,,,,,False,False,,,False,False,True,True,,False,False,False,,True,True,,,,,,,,,False,True
48267,45,20.0,,9.8,,13.0,0.0,,,,,31.0,70.2,,,56.0,7.2,22.1,,,0.0,21.3,0.0,,38.0,20.1,,,,,,,,,15.9,54.0,-25.0,,-35.2,,-32.0,-45.0,,,,,-14.0,25.2,,,11.0,-37.8,-22.9,,,-45.0,-23.7,-45.0,,-7.0,-24.9,,,,,,,,,-29.1,9.0,,False,,False,False,,,,,True,False,,,True,False,True,,,False,True,False,,True,True,,,,,,,,,False,True
48269,7,0.0,,1.0,,0.0,0.0,,,,,0.0,1.7,,,4.0,0.5,1.1,,,,0.3,,,4.0,1.5,,,,,,,,,4.9,,-7.0,,-6.0,,-7.0,-7.0,,,,,-7.0,-5.3,,,-3.0,-6.5,-5.9,,,,-6.7,,,-3.0,-5.5,,,,,,,,,-2.1,,,True,,False,False,,,,,True,True,,,True,True,True,,,,True,,,True,True,,,,,,,,,True,
48271,178,16.0,,14.1,,20.0,0.0,,,,,26.5,35.8,,,103.0,4.0,42.0,,,35.0,19.8,0.0,,48.0,40.5,,,,,,,,,23.5,,-162.0,,-163.9,,-158.0,-178.0,,,,,-151.5,-142.2,,,-75.0,-174.0,-136.0,,,-143.0,-158.2,-178.0,,-130.0,-137.5,,,,,,,,,-154.5,,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,False,,True,True,,,,,,,,,True,
48273,492,328.0,,208.2,,253.0,,,,,,350.0,94.0,,,424.0,188.8,416.0,387.0,,235.0,251.6,0.0,,391.0,451.4,,,,,,,,,145.3,622.0,-164.0,,-283.8,,-239.0,,,,,,-142.0,-398.0,,,-68.0,-303.2,-76.0,-105.0,,-257.0,-240.4,-492.0,,-101.0,-40.6,,,,,,,,,-346.7,130.0,,False,,False,,,,,,True,False,,,True,False,True,True,,False,False,False,,True,True,,,,,,,,,False,True
48275,71,8.0,,7.8,,8.0,0.0,,,,,24.5,11.9,,,56.0,3.5,22.9,,,18.0,5.5,0.0,,46.0,24.0,,,,,,,,,9.5,6.0,-63.0,,-63.2,,-63.0,-71.0,,,,,-46.5,-59.1,,,-15.0,-67.5,-48.1,,,-53.0,-65.5,-71.0,,-25.0,-47.0,,,,,,,,,-61.5,-65.0,,False,,False,False,,,,,True,True,,,True,False,True,,,True,False,False,,True,True,,,,,,,,,True,False
48277,1034,2960.0,,2875.6,,1379.0,4183.0,,,,,915.9,5464.0,,,759.0,9450.4,1095.6,1997.0,,1009.0,1444.0,272.8,,2316.0,1279.8,,,,,1622.3,,,,1911.8,1437.0,1926.0,,1841.6,,345.0,3149.0,,,,,-118.1,4430.0,,,-275.0,8416.4,61.6,963.0,,-25.0,410.0,-761.2,,1282.0,245.8,,,,,588.3,,,,877.8,403.0,,True,,True,False,,,,,True,False,,,True,False,True,True,,True,True,True,,True,True,,,,,True,,,,True,True
48279,198,188.0,,221.1,,142.0,39.0,,,,,191.2,751.2,,,192.0,71.2,115.4,,,36.0,107.9,0.0,,244.0,393.4,,,,,,,,,222.1,148.0,-10.0,,23.1,,-56.0,-159.0,,,,,-6.8,553.2,,,-6.0,-126.8,-82.6,,,-162.0,-90.1,-198.0,,46.0,195.4,,,,,,,,,24.1,-50.0,,False,,False,False,,,,,True,False,,,True,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
48281,337,296.0,,291.5,,264.0,355.0,,,,,166.7,126.7,,,323.0,309.9,275.5,,,185.0,213.3,48.5,,320.0,278.9,,,,,,,,,286.1,217.0,-41.0,,-45.5,,-73.0,18.0,,,,,-170.3,-210.3,,,-14.0,-27.1,-61.5,,,-152.0,-123.7,-288.5,,-17.0,-58.1,,,,,,,,,-50.9,-120.0,,False,,False,True,,,,,False,False,,,True,True,False,,,False,False,False,,True,False,,,,,,,,,False,False
48283,166,312.0,,366.1,,168.0,0.0,,,,,157.5,41.4,,,211.0,187.6,221.0,,,147.0,180.1,0.0,,206.0,116.9,,,,,,,,,222.5,606.0,146.0,,200.1,,2.0,-166.0,,,,,-8.5,-124.6,,,45.0,21.6,55.0,,,-19.0,14.1,-166.0,,40.0,-49.1,,,,,,,,,56.5,440.0,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,False,,True,True,,,,,,,,,True,False
48285,373,124.0,,114.9,,106.0,46.0,,,,,263.3,112.6,,,275.0,99.4,126.1,,,37.0,88.4,0.0,,302.0,233.4,,,,,,,,,118.4,224.0,-249.0,,-258.1,,-267.0,-327.0,,,,,-109.7,-260.4,,,-98.0,-273.6,-246.9,,,-336.0,-284.6,-373.0,,-71.0,-139.6,,,,,,,,,-254.6,-149.0,,False,,False,False,,,,,True,False,,,True,False,True,,,False,False,False,,True,True,,,,,,,,,False,True
48287,323,412.0,,393.4,,309.0,646.0,,,,,256.4,131.8,,,228.0,371.8,238.4,,,293.0,336.3,0.0,,342.0,251.8,,,,,,,,,295.5,232.0,89.0,,70.4,,-14.0,323.0,,,,,-66.6,-191.2,,,-95.0,48.8,-84.6,,,-30.0,13.3,-323.0,,19.0,-71.2,,,,,,,,,-27.5,-91.0,,True,,True,False,,,,,True,False,,,False,True,True,,,True,True,False,,True,True,,,,,,,,,True,False
48289,139,192.0,,190.5,,138.0,103.0,,,,,149.4,964.7,,,183.0,106.0,129.2,,,65.5,118.2,0.0,,252.0,162.5,,,,,,,,,137.2,165.0,53.0,,51.5,,-1.0,-36.0,,,,,10.4,825.7,,,44.0,-33.0,-9.8,,,-73.5,-20.8,-139.0,,113.0,23.5,,,,,,,,,-1.8,26.0,,True,,True,True,,,,,True,False,,,True,True,True,,,False,True,False,,False,True,,,,,,,,,True,True
48291,1538,632.0,,733.8,,792.0,185.0,,,,,959.6,416.4,,,1379.0,636.5,818.4,1746.0,,1049.0,726.1,0.0,,1193.0,1004.2,,,,,623.7,,,,835.6,644.0,-906.0,,-804.2,,-746.0,-1353.0,,,,,-578.4,-1121.6,,,-159.0,-901.5,-719.6,208.0,,-489.0,-811.9,-1538.0,,-345.0,-533.8,,,,,-914.3,,,,-702.4,-894.0,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,True,False,,True,True,,,,,False,,,,True,True
48293,236,340.0,,329.9,,308.0,333.0,,,,,267.0,110.1,,,420.0,325.6,229.3,,,155.0,258.9,0.0,,410.0,282.3,,,,,,,,,337.2,310.0,104.0,,93.9,,72.0,97.0,,,,,31.0,-125.9,,,184.0,89.6,-6.7,,,-81.0,22.9,-236.0,,174.0,46.3,,,,,,,,,101.2,74.0,,True,,True,True,,,,,True,False,,,False,True,True,,,True,True,False,,False,True,,,,,,,,,True,True
48295,47,72.0,,69.1,,46.0,,,,,,28.5,116.0,,,43.0,46.9,34.9,,,22.0,50.1,0.0,,63.0,53.9,,,,,,,,,54.5,41.0,25.0,,22.1,,-1.0,,,,,,-18.5,69.0,,,-4.0,-0.1,-12.1,,,-25.0,3.1,-47.0,,16.0,6.9,,,,,,,,,7.5,-6.0,,True,,True,,,,,,True,False,,,True,True,True,,,False,True,False,,True,True,,,,,,,,,True,True
48297,201,384.0,,410.3,,259.0,620.0,,,,,214.1,34.2,,,155.0,515.4,219.7,,,246.0,252.3,35.2,,258.0,235.3,,,,,,,,,274.7,223.0,183.0,,209.3,,58.0,419.0,,,,,13.1,-166.8,,,-46.0,314.4,18.7,,,45.0,51.3,-165.8,,57.0,34.3,,,,,,,,,73.7,22.0,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,True,,True,True,,,,,,,,,True,True
