,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
05065,207,540.0,,522.4,,429.0,875.0,,,,,213.6,442.3,,,166.0,952.2,217.4,,,585.0,438.7,48.3,,362.0,279.5,,,,,,,,,603.1,339.0,333.0,,315.4,,222.0,668.0,,,,,6.6,235.3,,,-41.0,745.2,10.4,,,378.0,231.7,-158.7,,155.0,72.5,,,,,,,,,396.1,132.0,,True,,True,False,,,,,True,True,,,True,False,True,,,False,True,True,,True,True,,,,,,,,,False,True
05067,230,340.0,,313.0,,292.0,100.0,,,,,358.3,480.0,,,310.0,84.0,229.1,,,32.0,155.2,0.0,,353.0,765.1,,,,,,,,,660.7,358.0,110.0,,83.0,,62.0,-130.0,,,,,128.3,250.0,,,80.0,-146.0,-0.9,,,-198.0,-74.8,-230.0,,123.0,535.1,,,,,,,,,430.7,128.0,,True,,True,False,,,,,False,False,,,True,False,True,,,False,True,False,,False,False,,,,,,,,,False,False
05069,1205,1300.0,,1585.9,,1071.0,570.0,,,,,1278.7,841.7,,,1173.0,546.7,812.4,1155.5,,659.0,1140.1,0.0,,1310.0,398.0,,,,,1125.9,,,,1267.0,1352.0,95.0,,380.9,,-134.0,-635.0,,,,,73.7,-363.3,,,-32.0,-658.3,-392.6,-49.5,,-546.0,-64.9,-1205.0,,105.0,-807.0,,,,,-79.1,,,,62.0,147.0,,False,,False,False,,,,,True,False,,,True,False,False,True,,False,True,False,,False,False,,,,,True,,,,True,False
05071,575,736.0,,679.5,,618.0,776.0,,,,,438.4,360.7,,,529.0,778.0,321.7,,,611.5,640.7,60.8,,538.0,316.8,,,,,,,,,927.7,354.0,161.0,,104.5,,43.0,201.0,,,,,-136.6,-214.3,,,-46.0,203.0,-253.3,,,36.5,65.7,-514.2,,-37.0,-258.2,,,,,,,,,352.7,-221.0,,True,,True,False,,,,,True,False,,,True,False,False,,,True,True,False,,True,False,,,,,,,,,False,False
05073,97,84.0,,87.7,,82.0,10.0,,,,,59.9,74.2,,,93.0,131.0,45.8,,,62.0,81.4,0.0,,94.0,,,,,,,,,,109.5,71.0,-13.0,,-9.3,,-15.0,-87.0,,,,,-37.1,-22.8,,,-4.0,34.0,-51.2,,,-35.0,-15.6,-97.0,,-3.0,,,,,,,,,,12.5,-26.0,,True,,False,False,,,,,False,False,,,True,False,False,,,False,False,False,,True,,,,,,,,,,True,False
05075,305,392.0,,395.8,,362.0,478.0,,,,,263.7,406.8,,,341.0,464.2,214.0,,,362.0,397.4,64.2,,340.0,333.7,,,,,,,,,473.2,215.0,87.0,,90.8,,57.0,173.0,,,,,-41.3,101.8,,,36.0,159.2,-91.0,,,57.0,92.4,-240.8,,35.0,28.7,,,,,,,,,168.2,-90.0,,False,,True,False,,,,,True,False,,,True,False,False,,,True,False,False,,True,True,,,,,,,,,False,False
05077,142,184.0,,190.7,,170.0,209.0,,,,,254.9,137.0,,,182.0,117.6,108.3,,,120.0,144.3,0.0,,195.0,94.6,,,,,,,,,170.6,353.0,42.0,,48.7,,28.0,67.0,,,,,112.9,-5.0,,,40.0,-24.4,-33.7,,,-22.0,2.3,-142.0,,53.0,-47.4,,,,,,,,,28.6,211.0,,False,,True,False,,,,,False,True,,,True,True,True,,,True,True,False,,False,False,,,,,,,,,True,False
05079,201,228.0,,224.4,,185.0,61.0,,,,,459.0,734.5,,,290.0,103.7,147.9,,,105.0,196.4,0.0,,268.0,92.7,,,,,250.8,,,,271.5,481.0,27.0,,23.4,,-16.0,-140.0,,,,,258.0,533.5,,,89.0,-97.3,-53.1,,,-96.0,-4.6,-201.0,,67.0,-108.3,,,,,49.8,,,,70.5,280.0,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,False,False,,,,,False,,,,False,False
05081,193,260.0,,256.6,,249.0,419.0,,,,,155.8,181.0,,,245.0,422.4,147.4,,,272.0,235.4,30.0,,233.0,226.7,,,,,,,,,375.0,177.0,67.0,,63.6,,56.0,226.0,,,,,-37.2,-12.0,,,52.0,229.4,-45.6,,,79.0,42.4,-163.0,,40.0,33.7,,,,,,,,,182.0,-16.0,,True,,True,False,,,,,True,True,,,True,False,True,,,False,True,False,,True,True,,,,,,,,,False,True
05083,486,544.0,,550.4,,504.0,852.0,,,,,253.2,379.4,,,490.0,652.5,299.3,,,539.5,543.5,77.2,,446.0,452.1,,,,,,,,,416.3,269.0,58.0,,64.4,,18.0,366.0,,,,,-232.8,-106.6,,,4.0,166.5,-186.7,,,53.5,57.5,-408.8,,-40.0,-33.9,,,,,,,,,-69.7,-217.0,,False,,True,False,,,,,False,False,,,True,False,False,,,True,True,False,,True,True,,,,,,,,,False,False
05085,1654,1608.0,,1561.0,,1504.0,2139.0,,,,,906.6,1484.9,,,1183.0,1677.7,866.2,1264.5,,1728.5,1619.5,328.0,,1444.0,1052.5,,,,,1418.0,,,,2136.5,1101.0,-46.0,,-93.0,,-150.0,485.0,,,,,-747.4,-169.1,,,-471.0,23.7,-787.8,-389.5,,74.5,-34.5,-1326.0,,-210.0,-601.5,,,,,-236.0,,,,482.5,-553.0,,False,,False,False,,,,,False,False,,,False,True,False,False,,False,True,False,,False,False,,,,,False,,,,False,False
05087,279,308.0,,286.4,,254.0,264.0,,,,,198.1,344.3,,,226.0,255.9,256.8,,,244.0,286.7,0.0,,314.0,168.0,,,,,,,,,365.2,155.0,29.0,,7.4,,-25.0,-15.0,,,,,-80.9,65.3,,,-53.0,-23.1,-22.2,,,-35.0,7.7,-279.0,,35.0,-111.0,,,,,,,,,86.2,-124.0,,True,,True,True,,,,,False,False,,,False,True,True,,,False,True,False,,False,False,,,,,,,,,False,False
05089,201,276.0,,291.0,,254.0,728.0,,,,,92.6,260.5,,,155.0,483.8,128.2,,,233.0,228.3,0.0,,271.0,239.7,,,,,,,,,345.2,140.0,75.0,,90.0,,53.0,527.0,,,,,-108.4,59.5,,,-46.0,282.8,-72.8,,,32.0,27.3,-201.0,,70.0,38.7,,,,,,,,,144.2,-61.0,,False,,True,False,,,,,False,True,,,True,False,True,,,True,True,False,,True,True,,,,,,,,,False,True
05091,553,656.0,,628.0,,637.0,600.0,,,,,472.0,846.2,,,768.0,727.6,430.5,569.5,,836.0,699.6,109.9,,690.0,639.1,,,,,325.7,,,,674.2,539.0,103.0,,75.0,,84.0,47.0,,,,,-81.0,293.2,,,215.0,174.6,-122.5,16.5,,283.0,146.6,-443.1,,137.0,86.1,,,,,-227.3,,,,121.2,-14.0,,True,,True,True,,,,,True,False,,,False,False,False,True,,False,False,False,,False,True,,,,,False,,,,False,True
05093,806,776.0,,755.1,,668.0,450.0,,,,,738.0,732.1,,,791.0,592.2,503.9,485.0,,560.0,695.6,0.0,,748.0,930.9,,,,,418.6,,,,824.8,574.0,-30.0,,-50.9,,-138.0,-356.0,,,,,-68.0,-73.9,,,-15.0,-213.8,-302.1,-321.0,,-246.0,-110.4,-806.0,,-58.0,124.9,,,,,-387.4,,,,18.8,-232.0,,False,,False,False,,,,,False,False,,,True,False,False,False,,False,False,False,,False,False,,,,,False,,,,True,False
05095,227,220.0,,220.6,,170.0,258.0,,,,,107.3,203.6,,,127.0,206.0,112.7,,,163.0,212.9,5.3,,145.0,84.3,,,,,,,,,282.3,116.0,-7.0,,-6.4,,-57.0,31.0,,,,,-119.7,-23.4,,,-100.0,-21.0,-114.3,,,-64.0,-14.1,-221.7,,-82.0,-142.7,,,,,,,,,55.3,-111.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
05097,138,192.0,,203.2,,148.0,217.0,,,,,106.6,216.5,,,151.0,213.0,104.8,,,99.0,136.7,10.5,,162.0,160.8,,,,,,,,,162.7,98.0,54.0,,65.2,,10.0,79.0,,,,,-31.4,78.5,,,13.0,75.0,-33.2,,,-39.0,-1.3,-127.5,,24.0,22.8,,,,,,,,,24.7,-40.0,,False,,True,False,,,,,True,False,,,True,False,True,,,True,True,False,,True,True,,,,,,,,,True,True
05099,116,68.0,,67.8,,71.0,27.0,,,,,93.4,141.8,,,179.0,24.6,68.6,,,51.0,94.2,0.0,,89.0,122.5,,,,,,,,,93.4,101.0,-48.0,,-48.2,,-45.0,-89.0,,,,,-22.6,25.8,,,63.0,-91.4,-47.4,,,-65.0,-21.8,-116.0,,-27.0,6.5,,,,,,,,,-22.6,-15.0,,False,,True,False,,,,,True,True,,,False,False,True,,,False,True,False,,True,True,,,,,,,,,True,True
05101,87,68.0,,61.2,,70.0,,,,,,85.4,86.4,,,110.0,38.5,51.5,,,57.0,77.0,0.0,,98.0,116.0,,,,,,,,,76.3,66.0,-19.0,,-25.8,,-17.0,,,,,,-1.6,-0.6,,,23.0,-48.5,-35.5,,,-30.0,-10.0,-87.0,,11.0,29.0,,,,,,,,,-10.7,-21.0,,False,,True,,,,,,True,True,,,False,False,False,,,False,True,False,,True,False,,,,,,,,,True,False
05103,551,500.0,,507.3,,445.0,873.0,,,,,277.0,586.6,,,449.0,462.1,260.9,,,364.0,474.3,0.0,,427.0,369.4,,,,,,,,,568.6,253.0,-51.0,,-43.7,,-106.0,322.0,,,,,-274.0,35.6,,,-102.0,-88.9,-290.1,,,-187.0,-76.7,-551.0,,-124.0,-181.6,,,,,,,,,17.6,-298.0,,True,,False,False,,,,,False,True,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,True,False
05105,213,240.0,,241.9,,196.0,301.0,,,,,97.7,320.1,,,138.0,249.5,135.5,,,169.5,215.7,10.4,,197.0,106.8,,,,,,,,,261.7,120.0,27.0,,28.9,,-17.0,88.0,,,,,-115.3,107.1,,,-75.0,36.5,-77.5,,,-43.5,2.7,-202.6,,-16.0,-106.2,,,,,,,,,48.7,-93.0,,False,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,True,False,,,,,,,,,False,False
05107,321,188.0,,202.7,,196.0,51.0,,,,,217.8,229.4,,,371.0,73.4,142.4,,,241.0,195.0,0.0,,244.0,215.5,,,,,,,,,248.5,225.0,-133.0,,-118.3,,-125.0,-270.0,,,,,-103.2,-91.6,,,50.0,-247.6,-178.6,,,-80.0,-126.0,-321.0,,-77.0,-105.5,,,,,,,,,-72.5,-96.0,,True,,True,False,,,,,True,True,,,True,False,False,,,True,True,False,,True,True,,,,,,,,,True,True
05109,174,216.0,,192.8,,181.0,105.0,,,,,185.0,105.9,,,205.0,184.6,182.2,,,170.0,221.9,14.0,,209.0,167.6,,,,,,,,,186.5,173.0,42.0,,18.8,,7.0,-69.0,,,,,11.0,-68.1,,,31.0,10.6,8.2,,,-4.0,47.9,-160.0,,35.0,-6.4,,,,,,,,,12.5,-1.0,,True,,True,False,,,,,True,False,,,True,True,True,,,True,False,False,,True,True,,,,,,,,,True,True
05111,500,508.0,,529.4,,437.0,63.0,,,,,449.8,631.0,,,444.0,340.9,334.2,,,392.0,471.7,92.9,,444.0,471.6,,,,,271.8,,,,639.2,358.0,8.0,,29.4,,-63.0,-437.0,,,,,-50.2,131.0,,,-56.0,-159.1,-165.8,,,-108.0,-28.3,-407.1,,-56.0,-28.4,,,,,-228.2,,,,139.2,-142.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,False,,,,False,False
05113,369,440.0,,453.5,,364.0,775.0,,,,,205.1,446.7,,,440.0,732.9,186.7,,,257.0,338.3,54.0,,377.0,328.3,,,,,,,,,378.5,220.0,71.0,,84.5,,-5.0,406.0,,,,,-163.9,77.7,,,71.0,363.9,-182.3,,,-112.0,-30.7,-315.0,,8.0,-40.7,,,,,,,,,9.5,-149.0,,False,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,True,True,,,,,,,,,True,False
05115,1479,2032.0,,2045.4,,1685.0,2519.0,,,,,1248.0,1596.0,,,1126.0,1782.1,989.9,1541.0,,1936.0,1811.5,249.5,,1577.0,1210.4,,,,,1852.7,,,,2833.1,1224.0,553.0,,566.4,,206.0,1040.0,,,,,-231.0,117.0,,,-353.0,303.1,-489.1,62.0,,457.0,332.5,-1229.5,,98.0,-268.6,,,,,373.7,,,,1354.1,-255.0,,False,,True,False,,,,,True,True,,,True,True,True,True,,True,True,False,,True,True,,,,,True,,,,False,True
05117,225,192.0,,183.4,,155.0,217.0,,,,,119.0,134.0,,,136.0,89.8,108.9,,,226.0,179.9,0.0,,157.0,104.4,,,,,,,,,241.3,141.0,-33.0,,-41.6,,-70.0,-8.0,,,,,-106.0,-91.0,,,-89.0,-135.2,-116.1,,,1.0,-45.1,-225.0,,-68.0,-120.6,,,,,,,,,16.3,-84.0,,False,,False,True,,,,,False,False,,,False,False,False,,,True,False,False,,False,False,,,,,,,,,True,False
05119,8151,9568.0,,8970.1,7856.1,8403.0,19878.0,,,,,5596.9,6263.0,,10855.0,6293.0,12432.2,4571.4,8219.5,,9656.5,10179.4,1445.7,,7713.0,5352.1,,,,,10972.5,0.0,,,11804.8,6451.0,1417.0,,819.1,-294.9,252.0,11727.0,,,,,-2554.1,-1888.0,,2704.0,-1858.0,4281.2,-3579.6,68.5,,1505.5,2028.4,-6705.3,,-438.0,-2798.9,,,,,2821.5,-8151.0,,,3653.8,-1700.0,,True,True,True,False,,,,,False,False,,False,False,False,False,True,,False,False,False,,True,False,,,,,False,False,,,False,False
05121,353,460.0,,423.8,,329.0,292.0,,,,,287.7,250.3,,,303.0,635.7,226.4,,,268.0,336.7,35.3,,400.0,363.0,,,,,,,,,470.1,230.0,107.0,,70.8,,-24.0,-61.0,,,,,-65.3,-102.7,,,-50.0,282.7,-126.6,,,-85.0,-16.3,-317.7,,47.0,10.0,,,,,,,,,117.1,-123.0,,True,,True,True,,,,,True,True,,,True,False,False,,,True,True,False,,True,True,,,,,,,,,False,False
05123,535,444.0,,438.2,,435.0,259.0,,,,,510.9,382.8,,,483.0,353.9,369.1,,,533.0,502.2,0.0,,420.0,463.6,,,,,366.0,,,,532.3,607.0,-91.0,,-96.8,,-100.0,-276.0,,,,,-24.1,-152.2,,,-52.0,-181.1,-165.9,,,-2.0,-32.8,-535.0,,-115.0,-71.4,,,,,-169.0,,,,-2.7,72.0,,False,,False,False,,,,,True,False,,,True,False,False,,,True,True,False,,False,True,,,,,False,,,,True,True
05125,2550,2668.0,,2580.6,,2395.0,7045.0,,,,,1612.4,2028.2,,,2574.0,3012.9,1275.4,2036.5,,2234.5,2446.9,583.8,,2263.0,1473.9,,,,,1957.4,,,,2543.6,1611.0,118.0,,30.6,,-155.0,4495.0,,,,,-937.6,-521.8,,,24.0,462.9,-1274.6,-513.5,,-315.5,-103.1,-1966.2,,-287.0,-1076.1,,,,,-592.6,,,,-6.4,-939.0,,True,,False,False,,,,,False,False,,,True,False,False,False,,False,True,False,,False,False,,,,,False,,,,True,False
05127,250,368.0,,375.2,,257.0,621.0,,,,,112.4,165.4,,,220.0,2216.1,127.2,,,369.5,264.6,19.7,,230.0,159.2,,,,,,,,,379.5,184.0,118.0,,125.2,,7.0,371.0,,,,,-137.6,-84.6,,,-30.0,1966.1,-122.8,,,119.5,14.6,-230.3,,-20.0,-90.8,,,,,,,,,129.5,-66.0,,False,,True,False,,,,,False,True,,,True,False,False,,,False,True,False,,True,True,,,,,,,,,False,True
05129,102,144.0,,140.5,,107.0,45.0,,,,,103.9,190.1,,,129.0,140.6,83.7,,,99.0,101.6,0.0,,138.0,125.7,,,,,,,,,97.4,65.0,42.0,,38.5,,5.0,-57.0,,,,,1.9,88.1,,,27.0,38.6,-18.3,,,-3.0,-0.4,-102.0,,36.0,23.7,,,,,,,,,-4.6,-37.0,,True,,True,False,,,,,True,False,,,True,True,True,,,True,True,False,,True,True,,,,,,,,,True,True
05131,3648,3308.0,,3497.5,,2908.0,9125.0,,,,,1884.9,2510.9,,,2939.0,5335.7,1605.8,2023.0,,2753.0,3228.9,332.6,,2641.0,1858.9,,,,,2332.7,,,,2520.9,2132.0,-340.0,,-150.5,,-740.0,5477.0,,,,,-1763.1,-1137.1,,,-709.0,1687.7,-2042.2,-1625.0,,-895.0,-419.1,-3315.4,,-1007.0,-1789.1,,,,,-1315.3,,,,-1127.1,-1516.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
05133,240,316.0,,323.1,,304.0,520.0,,,,,332.3,392.5,,,389.0,240.2,210.4,,,219.0,306.5,0.0,,341.0,269.1,,,,,225.5,,,,361.0,261.0,76.0,,83.1,,64.0,280.0,,,,,92.3,152.5,,,149.0,0.2,-29.6,,,-21.0,66.5,-240.0,,101.0,29.1,,,,,-14.5,,,,121.0,21.0,,False,,True,False,,,,,False,False,,,False,True,True,,,True,True,False,,False,True,,,,,True,,,,False,True
05135,277,436.0,,466.4,,384.0,396.0,,,,,213.5,437.0,,,239.0,489.1,239.0,,,459.0,403.7,32.0,,354.0,268.3,,,,,,,,,530.3,200.0,159.0,,189.4,,107.0,119.0,,,,,-63.5,160.0,,,-38.0,212.1,-38.0,,,182.0,126.7,-245.0,,77.0,-8.7,,,,,,,,,253.3,-77.0,,False,,True,True,,,,,True,False,,,True,False,True,,,False,True,False,,True,True,,,,,,,,,False,True
05137,149,120.0,,94.8,,122.0,39.0,,,,,185.9,487.4,,,180.0,74.8,121.4,,,61.0,140.1,63.5,,195.0,259.2,,,,,,,,,173.6,139.0,-29.0,,-54.2,,-27.0,-110.0,,,,,36.9,338.4,,,31.0,-74.2,-27.6,,,-88.0,-8.9,-85.5,,46.0,110.2,,,,,,,,,24.6,-10.0,,False,,True,False,,,,,False,False,,,False,False,True,,,False,True,False,,False,False,,,,,,,,,True,True
05139,773,1140.0,,1143.4,,1074.0,1171.0,,,,,547.5,755.7,,,795.0,1263.0,652.3,919.0,,1158.0,1073.1,127.5,,876.0,662.0,,,,,1108.0,,,,1579.6,801.0,367.0,,370.4,,301.0,398.0,,,,,-225.5,-17.3,,,22.0,490.0,-120.7,146.0,,385.0,300.1,-645.5,,103.0,-111.0,,,,,335.0,,,,806.6,28.0,,False,,True,False,,,,,True,True,,,True,False,True,True,,False,True,False,,True,True,,,,,True,,,,False,True
05141,340,240.0,,285.2,,169.0,48.0,,,,,166.6,317.4,,,235.0,82.6,159.2,,,105.0,149.9,0.0,,231.0,254.5,,,,,,,,,312.2,152.0,-100.0,,-54.8,,-171.0,-292.0,,,,,-173.4,-22.6,,,-105.0,-257.4,-180.8,,,-235.0,-190.1,-340.0,,-109.0,-85.5,,,,,,,,,-27.8,-188.0,,True,,False,False,,,,,False,True,,,False,False,False,,,False,False,False,,False,True,,,,,,,,,True,False
05143,5607,6144.0,,6256.9,3454.1,4857.0,7744.0,,,,,3787.4,4226.7,,6555.2,4046.0,5170.8,3256.5,5262.0,,5783.0,6339.9,1100.4,,4950.0,4236.4,,,,,6518.6,0.0,,,6239.6,2368.0,537.0,,649.9,-2152.9,-750.0,2137.0,,,,,-1819.6,-1380.3,,948.2,-1561.0,-436.2,-2350.5,-345.0,,176.0,732.9,-4506.6,,-657.0,-1370.6,,,,,911.6,-5607.0,,,632.6,-3239.0,,False,False,False,False,,,,,False,False,,False,False,True,False,True,,True,False,False,,False,False,,,,,False,False,,,False,False
05145,1476,2592.0,,2532.7,,2138.0,5154.0,,,,,981.4,2604.8,,,1705.0,3402.4,962.7,1793.0,,2909.0,2334.2,344.8,,2051.0,967.4,,,,,1943.1,,,,2621.8,1665.0,1116.0,,1056.7,,662.0,3678.0,,,,,-494.6,1128.8,,,229.0,1926.4,-513.3,317.0,,1433.0,858.2,-1131.2,,575.0,-508.6,,,,,467.1,,,,1145.8,189.0,,True,,True,False,,,,,True,False,,,True,False,True,True,,False,True,False,,True,True,,,,,True,,,,False,True
05147,175,208.0,,203.7,,178.0,232.0,,,,,72.5,206.4,,,91.0,424.6,93.1,,,208.0,201.7,7.2,,147.0,88.9,,,,,,,,,218.4,128.0,33.0,,28.7,,3.0,57.0,,,,,-102.5,31.4,,,-84.0,249.6,-81.9,,,33.0,26.7,-167.8,,-28.0,-86.1,,,,,,,,,43.4,-47.0,,True,,True,False,,,,,False,True,,,False,False,False,,,False,True,False,,True,False,,,,,,,,,False,False
05149,558,768.0,,784.8,,604.0,648.0,,,,,524.6,1032.1,,,453.0,474.7,390.4,,,784.0,738.0,58.3,,604.0,472.3,,,,,,,,,851.8,436.0,210.0,,226.8,,46.0,90.0,,,,,-33.4,474.1,,,-105.0,-83.3,-167.6,,,226.0,180.0,-499.7,,46.0,-85.7,,,,,,,,,293.8,-122.0,,False,,True,True,,,,,True,False,,,True,True,True,,,False,True,False,,True,True,,,,,,,,,False,True
06001,20665,20612.0,,20454.5,32096.3,20723.0,27060.0,,,,,15743.2,29634.8,,24987.6,20829.0,18750.0,20222.3,20506.0,,21884.5,22886.1,5679.1,,20769.0,24617.0,,,,,16279.7,16228.0,,,28591.0,12232.0,-53.0,,-210.5,11431.3,58.0,6395.0,,,,,-4921.8,8969.8,,4322.6,164.0,-1915.0,-442.7,-159.0,,1219.5,2221.1,-14985.9,,104.0,3952.0,,,,,-4385.3,-4437.0,,,7926.0,-8433.0,,False,False,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
06003,6,12.0,,13.5,,12.0,0.0,,,,,6.1,281.8,,,13.0,16.5,1.1,,,11.0,0.7,,,19.0,28.2,,,,,,,,,5.4,8.0,6.0,,7.5,,6.0,-6.0,,,,,0.1,275.8,,,7.0,10.5,-4.9,,,5.0,-5.3,,,13.0,22.2,,,,,,,,,-0.6,2.0,,False,,False,False,,,,,True,False,,,False,False,True,,,True,True,,,False,False,,,,,,,,,True,True
06005,543,1372.0,,1516.2,,900.0,871.0,,,,,826.9,2521.4,,,629.0,820.2,344.8,1362.5,,724.0,1023.1,0.0,,982.0,924.5,,,,,,,,,2290.7,1085.0,829.0,,973.2,,357.0,328.0,,,,,283.9,1978.4,,,86.0,277.2,-198.2,819.5,,181.0,480.1,-543.0,,439.0,381.5,,,,,,,,,1747.7,542.0,,False,,True,True,,,,,True,False,,,True,True,True,True,,True,True,True,,True,True,,,,,,,,,False,True
06007,2533,2864.0,,2841.3,,2826.0,2897.0,,,,,2413.5,2870.1,,,3027.0,1832.2,1911.1,2762.5,,3311.5,3163.8,0.0,,3083.0,2953.2,,,,,2922.7,2556.0,,,4631.3,2005.0,331.0,,308.3,,293.0,364.0,,,,,-119.5,337.1,,,494.0,-700.8,-621.9,229.5,,778.5,630.8,-2533.0,,550.0,420.2,,,,,389.7,23.0,,,2098.3,-528.0,,True,,True,False,,,,,True,False,,,False,False,False,True,,False,False,False,,False,False,,,,,False,True,,,False,False
06009,571,496.0,,511.0,,525.0,221.0,,,,,394.6,721.9,,,620.0,334.3,267.1,583.5,,616.0,588.6,0.0,,641.0,672.6,,,,,,,,,781.1,497.0,-75.0,,-60.0,,-46.0,-350.0,,,,,-176.4,150.9,,,49.0,-236.7,-303.9,12.5,,45.0,17.6,-571.0,,70.0,101.6,,,,,,,,,210.1,-74.0,,True,,True,False,,,,,False,False,,,True,False,False,True,,True,True,False,,True,False,,,,,,,,,False,True
06011,584,528.0,,542.8,,385.0,1016.0,,,,,393.7,83.5,,,350.0,340.0,203.8,,,206.0,298.7,77.6,,456.0,399.0,,,,,,,,,700.2,378.0,-56.0,,-41.2,,-199.0,432.0,,,,,-190.3,-500.5,,,-234.0,-244.0,-380.2,,,-378.0,-285.3,-506.4,,-128.0,-185.0,,,,,,,,,116.2,-206.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
06013,15418,15956.0,,15108.2,19818.3,14552.0,25856.0,,,,,11720.8,16626.2,,18612.2,14556.0,12996.5,11691.8,13504.5,,15261.5,13532.6,2539.0,,15326.0,19908.0,,,,,8759.2,16353.0,,,14305.7,11793.0,538.0,,-309.8,4400.3,-866.0,10438.0,,,,,-3697.2,1208.2,,3194.2,-862.0,-2421.5,-3726.2,-1913.5,,-156.5,-1885.4,-12879.0,,-92.0,4490.0,,,,,-6658.8,935.0,,,-1112.3,-3625.0,,True,False,False,False,,,,,False,False,,False,False,False,False,False,,True,False,False,,True,False,,,,,False,False,,,False,False
06015,114,296.0,,300.5,,214.0,248.0,,,,,208.3,1764.2,,,189.0,151.0,159.4,,,127.0,155.4,0.0,,352.0,417.4,,,,,,,,,387.7,208.0,182.0,,186.5,,100.0,134.0,,,,,94.3,1650.2,,,75.0,37.0,45.4,,,13.0,41.4,-114.0,,238.0,303.4,,,,,,,,,273.7,94.0,,False,,True,True,,,,,True,False,,,True,True,True,,,True,True,True,,False,False,,,,,,,,,False,True
