,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,3141,131.9,30.1,713.6,0.0,9.5,83.7,32249.3
OneQuietNight-ML,3135,143.4,36.0,950.2,0.0,12.0,93.0,44527.0
UChicagoCHATTOPADHYAY-UnIT,3093,158.8,39.9,1010.3,0.0,20.0,104.0,46738.3
LNQ-ens1,3140,175.0,33.5,1123.5,0.0,11.2,100.7,52266.5
UpstateSU-GRU,2770,187.7,47.1,813.2,0.0,16.7,136.7,27905.1
LANL-GrowthRate,3111,188.8,39.0,936.5,0.0,12.0,113.0,39710.0
COVIDhub-ensemble,3141,202.4,43.0,1148.3,0.0,13.0,127.0,49172.0
FAIR-NRAR,3137,207.2,53.2,1287.1,0.0,15.8,150.4,61237.0
PandemicCentral-USCounty,3120,247.3,59.3,865.3,0.0,20.8,168.5,22537.5
CEID-Walk,3141,284.3,53.9,1902.5,0.0,16.3,164.8,89122.1
COVIDhub-baseline,3141,286.0,53.0,1900.5,0.0,16.0,165.0,88534.0
JHUAPL-Bucky,3141,333.1,67.6,1315.0,0.0,20.7,220.8,45340.4
IowaStateLW-STEM,3103,344.1,86.0,1878.5,0.0,28.0,236.0,85646.0
CU-select,3031,395.7,56.0,3652.1,0.0,18.0,166.0,141049.0
Google_Harvard-CPF,3140,398.8,81.9,2220.8,0.0,27.3,234.0,91146.2
OliverWyman-Navigator,3027,417.1,88.0,2262.1,0.0,28.0,270.0,98916.0
UVA-Ensemble,3131,636.1,79.5,6079.3,0.0,23.1,255.7,318466.7
