,mean_rank
COVIDhub-baseline,2.8
JHU_IDD-CovidSP,3.1
IowaStateLW-STEM,3.3
LANL-GrowthRate,3.3
JHUAPL-Bucky,4.4
CU-select,4.6
MITCovAlliance-SIR,6.4
