,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,3135,28122.5,289.0,310247.0,0.0,36.0,1764.0,10903204.0
LNQ-ens1,3140,47780.5,141.3,1066846.1,0.0,14.0,1122.7,51781370.4
COVIDhub-ensemble,3141,56795.3,169.0,1486649.3,0.0,25.0,1225.0,77528025.0
UChicagoCHATTOPADHYAY-UnIT,3093,70009.3,292.4,1114676.4,0.0,53.7,1914.9,49516554.2
LANL-GrowthRate,3111,113830.6,289.0,3159826.4,0.0,36.0,2304.0,172081924.0
UpstateSU-GRU,2770,130618.9,397.9,2634093.4,0.0,45.2,2849.2,125937840.2
FAIR-NRAR,3137,137158.4,369.6,2010543.8,0.0,31.4,3663.9,79382829.6
JHU_IDD-CovidSP,3141,150761.3,215.8,6102006.2,0.0,25.5,1769.9,341131192.5
Google_Harvard-CPF,3140,151510.8,222.7,4617148.6,0.0,25.8,1690.3,248227902.6
CEID-Walk,3141,171299.7,333.9,4374834.2,0.0,34.4,2569.9,219933349.0
COVIDhub-baseline,3141,172903.5,324.0,4462508.8,0.0,36.0,2601.0,222785476.0
PandemicCentral-USCounty,3118,176277.5,674.5,3112290.8,0.0,74.6,5836.6,151490222.5
CU-select,3019,203492.0,324.0,3552005.8,0.0,36.0,2304.0,105124009.0
JHUAPL-Bucky,3141,375405.3,415.5,8932598.7,0.0,41.6,3295.7,343228700.5
OliverWyman-Navigator,3037,444213.0,625.0,13641900.4,0.0,64.0,5625.0,743543824.0
IowaStateLW-STEM,3103,636907.9,625.0,20507694.0,0.0,64.0,5184.0,1106227600.0
UVA-Ensemble,3131,7283593.2,784.1,276842096.9,0.0,78.7,7229.2,15287612067.2
