,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01089,4114,6312.0,,6300.3,4953.8,6216.0,7833.0,,,,,6700.2,7903.2,,7376.4,6092.0,4879.9,3623.3,4049.5,,5963.5,6994.2,,,7572.0,6295.0,5634.3,,,,,,4116.9,5959.0,,,7915.4,4219.5,2198.0,,2186.3,839.8,2102.0,3719.0,,,,,2586.2,3789.2,,3262.4,1978.0,765.9,-490.7,-64.5,,1849.5,2880.2,,,3458.0,2181.0,1520.3,,,,,,2.9,1845.0,,,3801.4,105.5,,True,True,True,False,,,,,False,False,,False,True,True,True,True,,True,False,,,False,True,True,,,,,,True,True,,,False,True
01091,236,339.0,,310.3,,279.0,246.0,,,,,483.7,450.8,,,288.0,68.3,181.7,,,230.0,357.8,,,382.0,355.0,232.1,,,,,,,,,,288.1,255.6,103.0,,74.3,,43.0,10.0,,,,,247.7,214.8,,,52.0,-167.7,-54.3,,,-6.0,121.8,,,146.0,119.0,-3.9,,,,,,,,,,52.1,19.6,,True,,True,True,,,,,False,False,,,True,False,True,,,True,False,,,False,False,True,,,,,,,,,,True,True
01093,293,510.0,,506.5,,506.0,719.0,,,,,609.8,606.4,,,540.0,361.7,286.0,393.0,,453.0,526.7,,,591.0,522.0,476.5,,,,,,333.5,,,,727.1,295.0,217.0,,213.5,,213.0,426.0,,,,,316.8,313.4,,,247.0,68.7,-7.0,100.0,,160.0,233.7,,,298.0,229.0,183.5,,,,,,40.5,,,,434.1,2.0,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,False,True,,,,,,True,,,,False,True
01095,895,1578.0,,1593.9,,1554.0,2146.0,,,,,2230.5,2161.3,,1584.0,2018.0,787.2,866.4,860.0,,955.0,1681.4,,,1592.0,1755.0,1361.8,,,,,,978.0,,,,1761.3,888.8,683.0,,698.9,,659.0,1251.0,,,,,1335.5,1266.3,,689.0,1123.0,-107.8,-28.6,-35.0,,60.0,786.4,,,697.0,860.0,466.8,,,,,,83.0,,,,866.3,-6.2,,False,,True,False,,,,,False,False,,False,False,True,True,True,,True,False,,,False,False,True,,,,,,True,,,,False,True
01097,4481,5505.0,,5448.8,6051.9,5619.0,4171.0,,,,,6652.7,6447.5,,7591.2,6011.0,5918.1,4470.0,4124.5,,6405.0,7609.3,,,7062.0,6722.0,4803.4,,,,,,3941.0,3957.0,,,6837.6,4098.1,1024.0,,967.8,1570.9,1138.0,-310.0,,,,,2171.7,1966.5,,3110.2,1530.0,1437.1,-11.0,-356.5,,1924.0,3128.3,,,2581.0,2241.0,322.4,,,,,,-540.0,-524.0,,,2356.6,-382.9,,True,False,False,True,,,,,False,False,,False,False,False,True,True,,False,False,,,False,False,True,,,,,,True,True,,,False,True
01099,181,441.0,,457.5,,410.0,556.0,,,,,401.9,445.7,,,281.0,406.1,219.7,,,372.0,408.0,,,627.0,455.0,264.6,,,,,,,,,,712.0,241.9,260.0,,276.5,,229.0,375.0,,,,,220.9,264.7,,,100.0,225.1,38.7,,,191.0,227.0,,,446.0,274.0,83.6,,,,,,,,,,531.0,60.9,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,,,False,False,True,,,,,,,,,,False,True
01101,2781,4749.0,,4794.1,,4607.0,5855.0,,,,,4547.1,4706.4,,6425.7,3028.0,2983.7,1632.6,3099.5,,4504.0,4629.3,,,5478.0,4945.0,3195.3,,,,,,3406.3,6548.0,,,6465.6,3181.2,1968.0,,2013.1,,1826.0,3074.0,,,,,1766.1,1925.4,,3644.7,247.0,202.7,-1148.4,318.5,,1723.0,1848.3,,,2697.0,2164.0,414.3,,,,,,625.3,3767.0,,,3684.6,400.2,,False,,True,False,,,,,True,True,,False,True,True,True,True,,True,True,,,False,False,True,,,,,,True,False,,,False,True
01103,1302,2166.0,,2130.5,,2149.0,2920.0,,,,,2886.5,3058.9,,,2542.0,1206.8,1277.0,1516.0,,1684.0,2411.7,,,2246.0,2246.0,2305.1,,,,,,1293.0,,,,2586.1,1385.8,864.0,,828.5,,847.0,1618.0,,,,,1584.5,1756.9,,,1240.0,-95.2,-25.0,214.0,,382.0,1109.7,,,944.0,944.0,1003.1,,,,,,-9.0,,,,1284.1,83.8,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,False,False,,,,,,True,,,,False,True
01105,96,126.0,,129.2,,130.0,160.0,,,,,233.2,182.0,,,113.0,132.2,79.6,,,116.0,139.0,,,183.0,154.0,108.1,,,,,,,,,,144.5,119.8,30.0,,33.2,,34.0,64.0,,,,,137.2,86.0,,,17.0,36.2,-16.4,,,20.0,43.0,,,87.0,58.0,12.1,,,,,,,,,,48.5,23.8,,False,,False,False,,,,,False,False,,,True,False,True,,,True,False,,,False,False,True,,,,,,,,,,False,True
01107,185,342.0,,317.3,,315.0,280.0,,,,,424.1,447.6,,,320.0,161.2,181.1,,,257.0,339.0,,,357.0,361.0,308.0,,,,,,,,,,449.6,216.4,157.0,,132.3,,130.0,95.0,,,,,239.1,262.6,,,135.0,-23.8,-3.9,,,72.0,154.0,,,172.0,176.0,123.0,,,,,,,,,,264.6,31.4,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,False,False,True,,,,,,,,,,False,True
01109,403,876.0,,884.7,,648.0,1880.0,,,,,565.7,859.4,,,446.0,576.1,243.2,554.0,,672.0,821.4,,,1111.0,787.0,707.2,,,,,,630.9,,,,1127.1,479.3,473.0,,481.7,,245.0,1477.0,,,,,162.7,456.4,,,43.0,173.1,-159.8,151.0,,269.0,418.4,,,708.0,384.0,304.2,,,,,,227.9,,,,724.1,76.3,,False,,True,False,,,,,True,True,,,True,True,True,True,,True,True,,,False,True,True,,,,,,True,,,,False,True
01111,178,201.0,,201.8,,242.0,294.0,,,,,303.5,263.5,,,359.0,259.5,125.5,,,213.0,253.1,,,226.0,305.0,186.3,,,,,,,,,,337.9,119.2,23.0,,23.8,,64.0,116.0,,,,,125.5,85.5,,,181.0,81.5,-52.5,,,35.0,75.1,,,48.0,127.0,8.3,,,,,,,,,,159.9,-58.8,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,True,,,,,,,,,,False,False
01113,644,630.0,,625.3,,669.0,961.0,,,,,793.4,763.4,,,739.0,867.8,448.8,474.0,,653.0,675.6,,,847.0,791.0,709.7,,,,,,547.3,,,,692.1,408.8,-14.0,,-18.7,,25.0,317.0,,,,,149.4,119.4,,,95.0,223.8,-195.2,-170.0,,9.0,31.6,,,203.0,147.0,65.7,,,,,,-96.7,,,,48.1,-235.2,,False,,False,False,,,,,False,False,,,False,False,False,False,,True,False,,,False,False,False,,,,,,False,,,,False,False
01115,924,1374.0,,1365.2,,1329.0,2135.0,,,,,1794.8,2036.2,,,1356.0,1106.9,924.7,841.5,,1113.0,1517.8,,,1639.0,1499.0,1379.3,,,,,,612.0,,,,1411.2,836.7,450.0,,441.2,,405.0,1211.0,,,,,870.8,1112.2,,,432.0,182.9,0.7,-82.5,,189.0,593.8,,,715.0,575.0,455.3,,,,,,-312.0,,,,487.2,-87.3,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,False,False,False,,,,,,True,,,,False,True
01117,2564,4245.0,,4364.6,,3713.0,4117.0,,,,,4286.5,4982.5,,4340.5,3632.0,2574.8,1996.6,3094.5,,3316.0,4167.1,,,4414.0,4057.0,3202.3,,,,,,2326.0,3893.0,,,4783.4,2281.6,1681.0,,1800.6,,1149.0,1553.0,,,,,1722.5,2418.5,,1776.5,1068.0,10.8,-567.4,530.5,,752.0,1603.1,,,1850.0,1493.0,638.3,,,,,,-238.0,1329.0,,,2219.4,-282.4,,False,,True,True,,,,,False,False,,False,True,True,True,True,,True,True,,,False,True,True,,,,,,True,True,,,False,True
01119,45,72.0,,76.5,,77.0,29.0,,,,,216.4,137.8,,,131.0,45.5,146.4,,,27.0,84.1,,,112.0,153.0,178.7,,,,,,,,,,77.6,82.9,27.0,,31.5,,32.0,-16.0,,,,,171.4,92.8,,,86.0,0.5,101.4,,,-18.0,39.1,,,67.0,108.0,133.7,,,,,,,,,,32.6,37.9,,False,,False,True,,,,,False,False,,,False,True,False,,,True,False,,,False,False,False,,,,,,,,,,False,False
01121,996,1536.0,,1508.3,,1437.0,1174.0,,,,,1374.5,1783.5,,,1396.0,1082.8,684.2,858.0,,2054.5,1471.9,,,1723.0,1529.0,1109.9,,,,,,1306.9,,,,1740.8,816.1,540.0,,512.3,,441.0,178.0,,,,,378.5,787.5,,,400.0,86.8,-311.8,-138.0,,1058.5,475.9,,,727.0,533.0,113.9,,,,,,310.9,,,,744.8,-179.9,,True,,True,True,,,,,True,False,,,True,True,True,True,,False,True,,,False,True,True,,,,,,True,,,,False,True
01123,750,435.0,,448.0,,371.0,241.0,,,,,581.1,531.0,,,581.0,239.4,263.9,326.0,,349.5,435.9,,,374.0,554.0,379.3,,,,,,269.5,,,,484.8,270.8,-315.0,,-302.0,,-379.0,-509.0,,,,,-168.9,-219.0,,,-169.0,-510.6,-486.1,-424.0,,-400.5,-314.1,,,-376.0,-196.0,-370.7,,,,,,-480.5,,,,-265.2,-479.2,,True,,False,False,,,,,True,True,,,True,False,False,False,,False,True,,,False,True,False,,,,,,False,,,,True,False
01125,2179,3345.0,,3406.7,,3412.0,8085.0,,,,,4647.8,4553.6,,3494.2,3543.0,2525.7,2163.6,2049.0,,2973.0,3460.6,,,2213.0,3732.0,3270.6,,,,,,2355.6,6133.0,,,4505.9,2694.8,1166.0,,1227.7,,1233.0,5906.0,,,,,2468.8,2374.6,,1315.2,1364.0,346.7,-15.4,-130.0,,794.0,1281.6,,,34.0,1553.0,1091.6,,,,,,176.6,3954.0,,,2326.9,515.8,,False,,False,False,,,,,False,False,,False,False,True,True,True,,True,False,,,True,False,True,,,,,,True,False,,,False,True
01127,417,1071.0,,1088.1,,1058.0,1808.0,,,,,1366.1,1493.3,,,1296.0,656.3,591.2,445.5,,986.0,1101.9,,,1038.0,1191.0,955.1,,,,,,862.7,,,,924.8,647.2,654.0,,671.1,,641.0,1391.0,,,,,949.1,1076.3,,,879.0,239.3,174.2,28.5,,569.0,684.9,,,621.0,774.0,538.1,,,,,,445.7,,,,507.8,230.2,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,False,True,,,,,,True,,,,True,True
01129,152,303.0,,302.2,,287.0,264.0,,,,,301.2,319.1,,,298.0,181.1,111.9,,,227.0,302.1,,,393.0,302.0,188.2,,,,,,,,,,300.4,202.6,151.0,,150.2,,135.0,112.0,,,,,149.2,167.1,,,146.0,29.1,-40.1,,,75.0,150.1,,,241.0,150.0,36.2,,,,,,,,,,148.4,50.6,,True,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
01131,161,210.0,,240.1,,193.0,307.0,,,,,225.2,266.6,,,91.0,99.3,97.1,,,207.0,246.5,,,303.0,197.0,115.1,,,,,,,,,,101.4,105.4,49.0,,79.1,,32.0,146.0,,,,,64.2,105.6,,,-70.0,-61.7,-63.9,,,46.0,85.5,,,142.0,36.0,-45.9,,,,,,,,,,-59.6,-55.6,,False,,True,False,,,,,False,False,,,False,False,False,,,True,False,,,False,True,True,,,,,,,,,,False,False
01133,202,462.0,,482.7,,442.0,549.0,,,,,534.1,613.5,,,500.0,220.0,240.7,,,339.0,467.8,,,505.0,450.0,369.7,,,,,,339.3,,,,498.9,221.2,260.0,,280.7,,240.0,347.0,,,,,332.1,411.5,,,298.0,18.0,38.7,,,137.0,265.8,,,303.0,248.0,167.7,,,,,,137.3,,,,296.9,19.2,,False,,True,False,,,,,False,False,,,False,True,True,,,True,False,,,False,True,True,,,,,,True,,,,False,True
02013,47,0.0,,0.6,,0.0,0.0,,,,,4.8,9.8,,,,2.5,0.3,,,0.0,0.2,,,0.0,17.0,1.3,,,,,,,,,,1.9,,-47.0,,-46.4,,-47.0,-47.0,,,,,-42.2,-37.2,,,,-44.5,-46.7,,,-47.0,-46.8,,,-47.0,-30.0,-45.7,,,,,,,,,,-45.1,,,True,,False,False,,,,,True,True,,,,True,True,,,False,True,,,False,True,True,,,,,,,,,,True,
02016,98,57.0,,46.9,,49.0,,,,,,90.4,99.0,,,,141.5,115.2,,,28.0,47.1,,,91.0,58.0,12.5,,,,,,,,,,26.4,,-41.0,,-51.1,,-49.0,,,,,,-7.6,1.0,,,,43.5,17.2,,,-70.0,-50.9,,,-7.0,-40.0,-85.5,,,,,,,,,,-71.6,,,False,,False,,,,,,True,True,,,,False,True,,,False,False,,,True,True,False,,,,,,,,,,False,
02020,1446,2283.0,,2136.9,3186.1,2336.0,2427.0,,,,,3121.4,3014.5,,1899.8,,2175.4,1381.7,1951.0,,2214.0,2584.2,,,2216.0,2599.0,2846.9,,,,,,3362.2,1767.0,,,3591.8,,837.0,,690.9,1740.1,890.0,981.0,,,,,1675.4,1568.5,,453.8,,729.4,-64.3,505.0,,768.0,1138.2,,,770.0,1153.0,1400.9,,,,,,1916.2,321.0,,,2145.8,,,True,False,False,False,,,,,False,False,,True,,True,True,True,,True,False,,,True,False,False,,,,,,False,True,,,False,
02050,549,714.0,,703.6,,551.0,0.0,,,,,428.5,612.4,,,,4973.5,312.1,,,71.0,430.9,,,938.0,481.0,925.8,,,,,,,,,,769.3,,165.0,,154.6,,2.0,-549.0,,,,,-120.5,63.4,,,,4424.5,-236.9,,,-478.0,-118.1,,,389.0,-68.0,376.8,,,,,,,,,,220.3,,,True,,True,False,,,,,True,True,,,,False,False,,,False,True,,,False,True,False,,,,,,,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,,,,,10.4,1.3,,,,0.3,0.0,,,,0.0,,,0.0,4.0,0.4,,,,,,,,,,3.0,,0.0,,0.0,,0.0,0.0,,,,,10.4,1.3,,,,0.3,0.0,,,,0.0,,,0.0,4.0,0.4,,,,,,,,,,3.0,,,True,,True,True,,,,,False,False,,,,False,True,,,,False,,,True,False,False,,,,,,,,,,False,
02068,8,0.0,,0.2,,0.0,0.0,,,,,6.3,12.2,,,,0.0,3.4,,,7.0,1.6,,,0.0,10.0,,,,,,,,,,,1.3,,-8.0,,-7.8,,-8.0,-8.0,,,,,-1.7,4.2,,,,-8.0,-4.6,,,-1.0,-6.4,,,-8.0,2.0,,,,,,,,,,,-6.7,,,True,,False,False,,,,,True,True,,,,True,True,,,True,True,,,False,True,,,,,,,,,,,True,
02070,23,66.0,,66.3,,39.0,,,,,,20.8,77.6,,,,170.4,16.0,,,16.0,35.7,,,98.0,56.0,12.9,,,,,,,,,,42.4,,43.0,,43.3,,16.0,,,,,,-2.2,54.6,,,,147.4,-7.0,,,-7.0,12.7,,,75.0,33.0,-10.1,,,,,,,,,,19.4,,,False,,True,,,,,,True,False,,,,False,True,,,True,True,,,False,True,True,,,,,,,,,,True,
02090,530,882.0,,923.2,,887.0,,,,,,847.6,1197.0,,,,1019.2,422.2,607.0,,796.0,957.0,,,1048.0,931.0,724.8,,,,,,763.0,,,,956.5,,352.0,,393.2,,357.0,,,,,,317.6,667.0,,,,489.2,-107.8,77.0,,266.0,427.0,,,518.0,401.0,194.8,,,,,,233.0,,,,426.5,,,False,,False,,,,,,True,False,,,,False,True,True,,True,False,,,False,False,True,,,,,,True,,,,False,
02100,3,3.0,,1.5,,2.0,0.0,,,,,1.0,6.3,,,,26.7,5.8,,,3.0,0.4,,,2.0,14.0,4.7,,,,,,,,,,2.5,,0.0,,-1.5,,-1.0,-3.0,,,,,-2.0,3.3,,,,23.7,2.8,,,0.0,-2.6,,,-1.0,11.0,1.7,,,,,,,,,,-0.5,,,False,,False,False,,,,,False,False,,,,False,False,,,True,False,,,False,False,False,,,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,2.9,,,,1.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,2.9,,,,1.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,True,,,,False,,,True,,,,,,,,,,,,,
02110,89,39.0,,50.1,,58.0,19.0,,,,,169.3,154.9,,,,73.6,118.1,62.0,,2.0,63.2,,,58.0,98.0,113.2,,,,,,,,,,48.1,,-50.0,,-38.9,,-31.0,-70.0,,,,,80.3,65.9,,,,-15.4,29.1,-27.0,,-87.0,-25.8,,,-31.0,9.0,24.2,,,,,,,,,,-40.9,,,True,,True,False,,,,,False,False,,,,True,True,True,,False,True,,,True,True,True,,,,,,,,,,True,
02122,162,282.0,,237.4,,276.0,243.0,,,,,614.3,566.2,,,,80.5,216.3,,,794.0,316.2,,,242.0,451.0,274.1,,,,,,173.5,,,,231.7,,120.0,,75.4,,114.0,81.0,,,,,452.3,404.2,,,,-81.5,54.3,,,632.0,154.2,,,80.0,289.0,112.1,,,,,,11.5,,,,69.7,,,True,,True,True,,,,,False,False,,,,True,True,,,False,False,,,True,False,True,,,,,,True,,,,True,
02130,25,39.0,,38.9,,42.0,,,,,,43.1,68.4,,,,375.5,16.3,,,45.0,41.4,,,48.0,65.0,,,,,,,,,,,41.5,,14.0,,13.9,,17.0,,,,,,18.1,43.4,,,,350.5,-8.7,,,20.0,16.4,,,23.0,40.0,,,,,,,,,,,16.5,,,True,,False,,,,,,False,False,,,,False,True,,,False,False,,,False,False,,,,,,,,,,,False,
02150,71,105.0,,103.7,,111.0,,,,,,218.2,197.6,,,,32.2,102.7,,,29.0,127.1,,,134.0,117.0,234.1,,,,,,,,,,137.5,,34.0,,32.7,,40.0,,,,,,147.2,126.6,,,,-38.8,31.7,,,-42.0,56.1,,,63.0,46.0,163.1,,,,,,,,,,66.5,,,True,,False,,,,,,False,False,,,,False,True,,,False,False,,,False,False,False,,,,,,,,,,False,
02158,196,249.0,,326.2,,185.0,,,,,,,242.8,,,,2901.7,189.0,,,28.0,109.6,,,449.0,,,,,,,,,,,,,,53.0,,130.2,,-11.0,,,,,,,46.8,,,,2705.7,-7.0,,,-168.0,-86.4,,,253.0,,,,,,,,,,,,,,,False,,True,,,,,,,True,,,,False,True,,,False,False,,,False,,,,,,,,,,,,,
02164,10,9.0,,9.3,,7.0,0.0,,,,,0.0,33.9,,,,43.3,5.4,,,6.0,,,,11.0,15.0,10.9,,,,,,,,,,8.6,,-1.0,,-0.7,,-3.0,-10.0,,,,,-10.0,23.9,,,,33.3,-4.6,,,-4.0,,,,1.0,5.0,0.9,,,,,,,,,,-1.4,,,True,,False,False,,,,,False,False,,,,False,False,,,False,,,,False,False,True,,,,,,,,,,False,
02170,628,1107.0,,1083.5,,1045.0,1046.0,,,,,1179.7,1390.9,,,,1179.4,454.3,677.0,,885.0,1245.8,,,1276.0,978.0,1703.6,,,,,,1036.1,,,,863.0,,479.0,,455.5,,417.0,418.0,,,,,551.7,762.9,,,,551.4,-173.7,49.0,,257.0,617.8,,,648.0,350.0,1075.6,,,,,,408.1,,,,235.0,,,True,,True,True,,,,,False,False,,,,False,True,True,,True,False,,,False,True,False,,,,,,True,,,,True,
02180,26,12.0,,8.5,,13.0,0.0,,,,,34.3,66.9,,,,48.6,18.2,,,0.0,12.7,,,25.0,57.0,31.5,,,,,,,,,,19.6,,-14.0,,-17.5,,-13.0,-26.0,,,,,8.3,40.9,,,,22.6,-7.8,,,-26.0,-13.3,,,-1.0,31.0,5.5,,,,,,,,,,-6.4,,,False,,True,False,,,,,True,False,,,,False,True,,,False,True,,,True,False,True,,,,,,,,,,True,
02185,130,108.0,,100.9,,104.0,0.0,,,,,155.6,174.8,,,,52.8,68.4,,,105.0,131.8,,,102.0,92.0,192.7,,,,,,,,,,158.8,,-22.0,,-29.1,,-26.0,-130.0,,,,,25.6,44.8,,,,-77.2,-61.6,,,-25.0,1.8,,,-28.0,-38.0,62.7,,,,,,,,,,28.8,,,False,,False,False,,,,,False,False,,,,False,False,,,False,True,,,False,False,False,,,,,,,,,,False,
02188,91,222.0,,222.0,,131.0,,,,,,65.4,313.6,,,,39.3,19.8,,,185.0,139.9,,,260.0,137.0,61.2,,,,,,,,,,156.7,,131.0,,131.0,,40.0,,,,,,-25.6,222.6,,,,-51.7,-71.2,,,94.0,48.9,,,169.0,46.0,-29.8,,,,,,,,,,65.7,,,False,,True,,,,,,True,False,,,,True,True,,,True,True,,,False,True,True,,,,,,,,,,True,
02195,9,21.0,,19.5,,15.0,,,,,,3.9,14.7,,,,951.4,3.3,,,6.0,9.4,,,,22.0,,,,,,,,,,,,,12.0,,10.5,,6.0,,,,,,-5.1,5.7,,,,942.4,-5.7,,,-3.0,0.4,,,,13.0,,,,,,,,,,,,,,True,,True,,,,,,True,True,,,,False,True,,,True,True,,,,False,,,,,,,,,,,,
02198,2,6.0,,5.6,,5.0,0.0,,,,,14.2,14.3,,,,4.2,11.6,,,9.0,2.3,,,6.0,,,,,,,,,,,,,,4.0,,3.6,,3.0,-2.0,,,,,12.2,12.3,,,,2.2,9.6,,,7.0,0.3,,,4.0,,,,,,,,,,,,,,,True,,True,True,,,,,False,False,,,,True,False,,,False,True,,,False,,,,,,,,,,,,,
02220,26,24.0,,21.1,,16.0,0.0,,,,,41.1,76.0,,,,0.5,14.4,,,1.0,21.7,,,,53.0,19.6,,,,,,,,,,17.9,,-2.0,,-4.9,,-10.0,-26.0,,,,,15.1,50.0,,,,-25.5,-11.6,,,-25.0,-4.3,,,,27.0,-6.4,,,,,,,,,,-8.1,,,False,,False,False,,,,,False,False,,,,False,False,,,False,False,,,,False,False,,,,,,,,,,False,
02230,0,0.0,,0.0,,0.0,0.0,,,,,2.4,4.3,,,,0.0,5.2,,,3.0,0.0,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,2.4,4.3,,,,0.0,5.2,,,3.0,0.0,,,0.0,,,,,,,,,,,,,,,True,,True,True,,,,,False,False,,,,False,False,,,False,False,,,True,,,,,,,,,,,,,
02240,22,21.0,,19.0,,20.0,,,,,,49.6,66.7,,,,2.6,14.5,,,0.0,20.8,,,27.0,44.0,31.1,,,,,,,,,,30.0,,-1.0,,-3.0,,-2.0,,,,,,27.6,44.7,,,,-19.4,-7.5,,,-22.0,-1.2,,,5.0,22.0,9.1,,,,,,,,,,8.0,,,False,,False,,,,,,False,False,,,,False,False,,,False,False,,,False,False,False,,,,,,,,,,False,
02261,65,57.0,,59.0,,64.0,,,,,,64.9,94.5,,,,245.8,57.8,,,26.0,72.4,,,127.0,76.0,65.5,,,,,,,,,,67.9,,-8.0,,-6.0,,-1.0,,,,,,-0.1,29.5,,,,180.8,-7.2,,,-39.0,7.4,,,62.0,11.0,0.5,,,,,,,,,,2.9,,,True,,True,,,,,,True,False,,,,False,True,,,False,True,,,False,False,True,,,,,,,,,,True,
02275,1,0.0,,0.5,,0.0,0.0,,,,,2.9,5.3,,,,614.1,9.4,,,3.0,0.8,,,2.0,,,,,,,,,,,,,,-1.0,,-0.5,,-1.0,-1.0,,,,,1.9,4.3,,,,613.1,8.4,,,2.0,-0.2,,,1.0,,,,,,,,,,,,,,,True,,False,False,,,,,False,False,,,,False,False,,,False,True,,,False,,,,,,,,,,,,,
02282,6,21.0,,22.7,,12.0,,,,,,,19.8,,,,220.6,1.9,,,4.0,7.0,,,,13.0,8.6,,,,,,,,,,14.3,,15.0,,16.7,,6.0,,,,,,,13.8,,,,214.6,-4.1,,,-2.0,1.0,,,,7.0,2.6,,,,,,,,,,8.3,,,False,,True,,,,,,,True,,,,False,True,,,True,True,,,,True,True,,,,,,,,,,True,
02290,33,78.0,,76.4,,62.0,,,,,,35.0,73.4,,,,87.0,11.5,,,107.0,47.2,,,,63.0,,,,,,,,,,,57.0,,45.0,,43.4,,29.0,,,,,,2.0,40.4,,,,54.0,-21.5,,,74.0,14.2,,,,30.0,,,,,,,,,,,24.0,,,True,,True,,,,,,True,True,,,,False,True,,,False,True,,,,True,,,,,,,,,,,True,
04001,1306,1620.0,,1663.5,,1557.0,1734.0,,,,,2107.4,2016.8,,,1754.0,2703.2,794.3,1479.5,,865.0,1488.5,,,1514.0,1501.0,1485.2,,,,,,1551.1,,,,1652.4,879.3,314.0,,357.5,,251.0,428.0,,,,,801.4,710.8,,,448.0,1397.2,-511.7,173.5,,-441.0,182.5,,,208.0,195.0,179.2,,,,,,245.1,,,,346.4,-426.7,,False,,True,False,,,,,False,False,,,False,False,False,True,,False,True,,,True,True,True,,,,,,True,,,,False,False
