,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
18033,218,242.0,,241.3,,241.0,222.0,,,,,282.0,306.6,,,400.0,260.5,186.6,,160.0,207.4,,,,253.0,133.0,377.1,,,,,,238.1,191.5,,,,357.4,,24.0,,23.3,,23.0,4.0,,,,,64.0,88.6,,,182.0,42.5,-31.4,,-58.0,-10.6,,,,35.0,-85.0,159.1,,,,,,20.1,-26.5,,,,139.4,,,True,,True,True,,,,,False,False,,,False,False,False,,False,True,,,,False,False,False,,,,,,True,False,,,,False,
18035,566,890.0,,924.8,,901.0,633.0,,,,,781.9,1022.6,,,1358.0,1159.3,557.9,,991.0,819.8,,,,1093.0,589.0,1103.8,,,,,,771.7,693.4,,,,1531.0,676.6,324.0,,358.8,,335.0,67.0,,,,,215.9,456.6,,,792.0,593.3,-8.1,,425.0,253.8,,,,527.0,23.0,537.8,,,,,,205.7,127.4,,,,965.0,110.6,,False,,False,True,,,,,True,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,True,True,,,,False,True
18037,237,536.0,,530.5,,437.0,386.0,,,,,632.3,569.2,,,441.0,261.0,450.2,,319.5,414.7,,,,574.0,392.0,467.8,,,,,,300.0,451.2,,,,838.4,566.6,299.0,,293.5,,200.0,149.0,,,,,395.3,332.2,,,204.0,24.0,213.2,,82.5,177.7,,,,337.0,155.0,230.8,,,,,,63.0,214.2,,,,601.4,329.6,,True,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
18039,603,1106.0,,1141.6,1044.6,1040.0,1306.0,,,,,1339.6,1303.6,,,1950.0,638.1,837.4,,619.0,876.4,,,,970.0,731.0,1642.8,,,,,,740.9,742.3,784.0,,,1407.8,1264.7,503.0,,538.6,441.6,437.0,703.0,,,,,736.6,700.6,,,1347.0,35.1,234.4,,16.0,273.4,,,,367.0,128.0,1039.8,,,,,,137.9,139.3,181.0,,,804.8,661.7,,False,True,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,True,True,True,,,False,False
18041,133,162.0,,157.5,,150.0,130.0,,,,,204.7,199.1,,,295.0,89.9,123.3,,122.0,140.5,,,,166.0,111.0,253.4,,,,,,152.5,158.8,,,,262.7,150.1,29.0,,24.5,,17.0,-3.0,,,,,71.7,66.1,,,162.0,-43.1,-9.7,,-11.0,7.5,,,,33.0,-22.0,120.4,,,,,,19.5,25.8,,,,129.7,17.1,,True,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
18043,547,826.0,,827.5,,723.0,663.0,,,,,674.8,871.1,,,842.0,658.6,527.6,,732.0,708.1,,,,900.0,585.0,768.7,,,,,,624.8,822.9,,,,792.1,662.8,279.0,,280.5,,176.0,116.0,,,,,127.8,324.1,,,295.0,111.6,-19.4,,185.0,161.1,,,,353.0,38.0,221.7,,,,,,77.8,275.9,,,,245.1,115.8,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
18045,108,198.0,,191.2,,174.0,232.0,,,,,191.7,250.9,,,164.0,171.6,104.7,,180.0,162.1,,,,240.0,149.0,189.9,,,,,,,145.6,,,,187.2,174.2,90.0,,83.2,,66.0,124.0,,,,,83.7,142.9,,,56.0,63.6,-3.3,,72.0,54.1,,,,132.0,41.0,81.9,,,,,,,37.6,,,,79.2,66.2,,True,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
18047,107,158.0,,152.1,,136.0,130.0,,,,,147.2,187.4,,,264.0,113.8,107.8,,127.0,148.7,,,,180.0,103.0,192.3,,,,,,,111.5,,,,138.3,122.5,51.0,,45.1,,29.0,23.0,,,,,40.2,80.4,,,157.0,6.8,0.8,,20.0,41.7,,,,73.0,-4.0,85.3,,,,,,,4.5,,,,31.3,15.5,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,True,True
18049,93,166.0,,163.4,,153.0,209.0,,,,,134.7,171.5,,,168.0,161.9,111.9,,85.0,117.8,,,,163.0,103.0,145.3,,,,,,,131.4,,,,141.8,119.0,73.0,,70.4,,60.0,116.0,,,,,41.7,78.5,,,75.0,68.9,18.9,,-8.0,24.8,,,,70.0,10.0,52.3,,,,,,,38.4,,,,48.8,26.0,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
18051,285,466.0,,476.6,,379.0,555.0,,,,,356.0,453.7,,,294.0,372.7,225.5,,370.0,369.7,,,,475.0,287.0,263.4,,,,,,,417.3,,,,398.1,396.1,181.0,,191.6,,94.0,270.0,,,,,71.0,168.7,,,9.0,87.7,-59.5,,85.0,84.7,,,,190.0,2.0,-21.6,,,,,,,132.3,,,,113.1,111.1,,False,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
18053,331,584.0,,545.8,,522.0,436.0,,,,,562.0,645.3,,,678.0,535.9,368.4,,449.0,470.7,,,,656.0,408.0,736.1,,,,,,513.0,370.2,,,,366.7,528.7,253.0,,214.8,,191.0,105.0,,,,,231.0,314.3,,,347.0,204.9,37.4,,118.0,139.7,,,,325.0,77.0,405.1,,,,,,182.0,39.2,,,,35.7,197.7,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
18055,147,252.0,,250.0,,235.0,242.0,,,,,256.9,300.9,,,326.0,484.2,203.2,,160.0,211.0,,,,344.0,178.0,344.1,,,,,,137.3,169.2,,,,296.6,219.5,105.0,,103.0,,88.0,95.0,,,,,109.9,153.9,,,179.0,337.2,56.2,,13.0,64.0,,,,197.0,31.0,197.1,,,,,,-9.7,22.2,,,,149.6,72.5,,True,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
18057,2012,3364.0,,3447.6,2607.5,2891.0,2544.0,,,,,3065.2,3054.9,,3387.0,3073.0,2344.7,2020.5,,2508.5,2832.4,,,,3639.0,2120.0,3821.0,,,,,,3227.8,2518.3,2168.0,,,4718.0,2831.9,1352.0,,1435.6,595.5,879.0,532.0,,,,,1053.2,1042.9,,1375.0,1061.0,332.7,8.5,,496.5,820.4,,,,1627.0,108.0,1809.0,,,,,,1215.8,506.3,156.0,,,2706.0,819.9,,False,True,True,True,,,,,True,True,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
18059,583,804.0,,799.3,,744.0,801.0,,,,,682.3,788.7,,,756.0,933.8,569.1,,549.5,707.0,,,,989.0,549.0,744.1,,,,,,774.9,619.3,,,,1308.7,612.3,221.0,,216.3,,161.0,218.0,,,,,99.3,205.7,,,173.0,350.8,-13.9,,-33.5,124.0,,,,406.0,-34.0,161.1,,,,,,191.9,36.3,,,,725.7,29.3,,True,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
18061,384,514.0,,503.2,,418.0,167.0,,,,,373.5,520.0,,,438.0,377.3,315.4,,409.0,402.7,,,,581.0,358.0,483.7,,,,,,486.3,326.2,,,,984.1,409.9,130.0,,119.2,,34.0,-217.0,,,,,-10.5,136.0,,,54.0,-6.7,-68.6,,25.0,18.7,,,,197.0,-26.0,99.7,,,,,,102.3,-57.8,,,,600.1,25.9,,True,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
18063,1077,1688.0,,1695.7,,1458.0,1321.0,,,,,1547.3,1601.9,,1714.9,1559.0,1462.9,1155.6,,1358.0,1323.5,,,,1892.0,1073.0,1716.4,,,,,,1142.9,1200.1,1216.0,,,2041.8,1416.1,611.0,,618.7,,381.0,244.0,,,,,470.3,524.9,,637.9,482.0,385.9,78.6,,281.0,246.5,,,,815.0,-4.0,639.4,,,,,,65.9,123.1,139.0,,,964.8,339.1,,False,,True,True,,,,,True,True,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
18065,281,462.0,,431.7,,413.0,390.0,,,,,480.0,540.3,,,541.0,345.2,376.5,,402.0,401.6,,,,517.0,326.0,508.8,,,,,,301.8,359.6,,,,562.6,402.2,181.0,,150.7,,132.0,109.0,,,,,199.0,259.3,,,260.0,64.2,95.5,,121.0,120.6,,,,236.0,45.0,227.8,,,,,,20.8,78.6,,,,281.6,121.2,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
18067,705,830.0,,790.7,,776.0,681.0,,,,,799.8,885.4,,,814.0,991.1,511.8,,772.0,756.7,,,,1041.0,533.0,775.0,,,,,,733.7,779.7,,,,734.1,605.4,125.0,,85.7,,71.0,-24.0,,,,,94.8,180.4,,,109.0,286.1,-193.2,,67.0,51.7,,,,336.0,-172.0,70.0,,,,,,28.7,74.7,,,,29.1,-99.6,,True,,True,True,,,,,True,False,,,True,False,False,,True,True,,,,False,False,True,,,,,,True,True,,,,True,True
18069,241,238.0,,253.0,,235.0,241.0,,,,,299.0,280.1,,,391.0,302.2,181.6,,150.0,221.9,,,,261.0,151.0,347.0,,,,,,201.1,201.6,,,,125.3,216.5,-3.0,,12.0,,-6.0,0.0,,,,,58.0,39.1,,,150.0,61.2,-59.4,,-91.0,-19.1,,,,20.0,-90.0,106.0,,,,,,-39.9,-39.4,,,,-115.7,-24.5,,False,,False,True,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
18071,235,272.0,,284.2,,262.0,248.0,,,,,346.0,309.4,,,483.0,237.9,209.3,,162.0,226.6,,,,292.0,166.0,371.5,,,,,,301.9,209.3,,,,238.8,254.2,37.0,,49.2,,27.0,13.0,,,,,111.0,74.4,,,248.0,2.9,-25.7,,-73.0,-8.4,,,,57.0,-69.0,136.5,,,,,,66.9,-25.7,,,,3.8,19.2,,False,,True,True,,,,,False,False,,,False,True,True,,False,True,,,,False,False,False,,,,,,False,True,,,,True,True
18073,173,290.0,,291.2,,261.0,331.0,,,,,242.1,346.9,,,273.0,230.1,163.2,,251.0,254.7,,,,310.0,188.0,323.1,,,,,,287.2,245.6,,,,77.5,247.4,117.0,,118.2,,88.0,158.0,,,,,69.1,173.9,,,100.0,57.1,-9.8,,78.0,81.7,,,,137.0,15.0,150.1,,,,,,114.2,72.6,,,,-95.5,74.4,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
18075,94,88.0,,83.2,,88.0,95.0,,,,,120.4,139.0,,,253.0,90.5,52.8,,76.0,96.8,,,,95.0,61.0,99.8,,,,,,,167.8,,,,141.8,156.0,-6.0,,-10.8,,-6.0,1.0,,,,,26.4,45.0,,,159.0,-3.5,-41.2,,-18.0,2.8,,,,1.0,-33.0,5.8,,,,,,,73.8,,,,47.8,62.0,,False,,False,True,,,,,False,False,,,False,True,False,,False,True,,,,True,False,True,,,,,,,False,,,,False,False
18077,244,288.0,,292.9,,282.0,335.0,,,,,261.9,369.4,,,416.0,191.6,162.1,,219.0,273.6,,,,307.0,188.0,281.1,,,,,,308.6,200.0,,,,472.2,291.9,44.0,,48.9,,38.0,91.0,,,,,17.9,125.4,,,172.0,-52.4,-81.9,,-25.0,29.6,,,,63.0,-56.0,37.1,,,,,,64.6,-44.0,,,,228.2,47.9,,False,,True,False,,,,,True,False,,,False,False,False,,True,True,,,,False,False,True,,,,,,False,False,,,,False,False
18079,127,188.0,,180.4,,188.0,342.0,,,,,184.1,211.5,,,351.0,239.1,115.1,,174.0,167.1,,,,207.0,108.0,201.5,,,,,,,146.8,,,,128.5,210.1,61.0,,53.4,,61.0,215.0,,,,,57.1,84.5,,,224.0,112.1,-11.9,,47.0,40.1,,,,80.0,-19.0,74.5,,,,,,,19.8,,,,1.5,83.1,,True,,False,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
18081,1115,1612.0,,1544.9,,1494.0,1537.0,,,,,1565.9,1682.8,,1695.0,1817.0,1562.3,1201.6,,1343.5,1343.8,,,,1689.0,1061.0,1526.2,,,,,,1022.8,1343.7,1173.0,,,1793.3,1588.0,497.0,,429.9,,379.0,422.0,,,,,450.9,567.8,,580.0,702.0,447.3,86.6,,228.5,228.8,,,,574.0,-54.0,411.2,,,,,,-92.2,228.7,58.0,,,678.3,473.0,,True,,True,True,,,,,True,False,,False,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
18083,157,270.0,,256.1,,276.0,313.0,,,,,301.2,313.8,,,374.0,182.1,160.9,,255.0,273.9,,,,305.0,192.0,345.8,,,,,,260.3,235.6,,,,421.6,311.4,113.0,,99.1,,119.0,156.0,,,,,144.2,156.8,,,217.0,25.1,3.9,,98.0,116.9,,,,148.0,35.0,188.8,,,,,,103.3,78.6,,,,264.6,154.4,,True,,False,False,,,,,False,False,,,False,True,True,,True,False,,,,False,True,False,,,,,,True,True,,,,False,False
18085,345,918.0,,890.4,,759.0,1046.0,,,,,591.3,726.3,,,641.0,1317.2,483.5,,388.0,560.7,,,,935.0,576.0,735.3,,,,,,376.4,707.8,,,,1093.9,796.6,573.0,,545.4,,414.0,701.0,,,,,246.3,381.3,,,296.0,972.2,138.5,,43.0,215.7,,,,590.0,231.0,390.3,,,,,,31.4,362.8,,,,748.9,451.6,,True,,True,False,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
18087,106,148.0,,142.5,,150.0,111.0,,,,,147.6,180.0,,,353.0,196.3,102.0,,153.0,132.4,,,,149.0,73.0,262.6,,,,,,115.3,130.8,,,,191.5,153.3,42.0,,36.5,,44.0,5.0,,,,,41.6,74.0,,,247.0,90.3,-4.0,,47.0,26.4,,,,43.0,-33.0,156.6,,,,,,9.3,24.8,,,,85.5,47.3,,True,,False,True,,,,,True,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,True,True,,,,False,False
18089,2227,3142.0,,3110.2,3224.0,2832.0,2415.0,,,,,3215.4,3364.9,,3128.0,3559.0,2519.5,2553.8,,2755.0,2760.1,,,,3315.0,2242.0,3970.1,,,,,,3491.7,3292.0,2156.0,,,3157.7,2486.8,915.0,,883.2,997.0,605.0,188.0,,,,,988.4,1137.9,,901.0,1332.0,292.5,326.8,,528.0,533.1,,,,1088.0,15.0,1743.1,,,,,,1264.7,1065.0,-71.0,,,930.7,259.8,,True,False,True,True,,,,,False,False,,True,False,True,True,,True,True,,,,False,True,False,,,,,,False,False,True,,,False,True
18091,625,980.0,,967.7,,865.0,897.0,,,,,799.0,994.7,,,865.0,552.0,697.8,,750.0,785.1,,,,1013.0,694.0,1122.6,,,,,,898.4,753.6,,,,724.9,,355.0,,342.7,,240.0,272.0,,,,,174.0,369.7,,,240.0,-73.0,72.8,,125.0,160.1,,,,388.0,69.0,497.6,,,,,,273.4,128.6,,,,99.9,,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,
18093,214,352.0,,353.3,,327.0,306.0,,,,,423.9,400.4,,,396.0,233.2,279.6,,205.0,274.8,,,,391.0,244.0,446.2,,,,,,305.8,215.7,,,,640.3,338.5,138.0,,139.3,,113.0,92.0,,,,,209.9,186.4,,,182.0,19.2,65.6,,-9.0,60.8,,,,177.0,30.0,232.2,,,,,,91.8,1.7,,,,426.3,124.5,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
18095,734,1158.0,,1153.1,,1090.0,1445.0,,,,,1011.2,1231.2,,1148.8,1318.0,1095.0,751.1,,910.0,977.3,,,,1246.0,774.0,1291.2,,,,,,761.2,846.5,747.0,,,2050.7,789.5,424.0,,419.1,,356.0,711.0,,,,,277.2,497.2,,414.8,584.0,361.0,17.1,,176.0,243.3,,,,512.0,40.0,557.2,,,,,,27.2,112.5,13.0,,,1316.7,55.5,,True,,True,False,,,,,True,False,,True,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
18097,5145,7610.0,,7875.1,7947.5,7309.0,4602.0,,,,,7657.1,7143.1,,7814.1,9011.0,7795.0,6473.8,,6142.0,6824.0,,,,8394.0,5194.0,8440.4,,,,,,5660.1,6414.0,5034.0,,,28064.4,6006.1,2465.0,,2730.1,2802.5,2164.0,-543.0,,,,,2512.1,1998.1,,2669.1,3866.0,2650.0,1328.8,,997.0,1679.0,,,,3249.0,49.0,3295.4,,,,,,515.1,1269.0,-111.0,,,22919.4,861.1,,False,False,True,True,,,,,False,True,,False,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
18099,239,352.0,,358.9,,334.0,377.0,,,,,343.0,392.1,,,411.0,173.2,231.1,,209.0,269.4,,,,327.0,231.0,687.6,,,,,,252.0,243.5,,,,310.0,391.6,113.0,,119.9,,95.0,138.0,,,,,104.0,153.1,,,172.0,-65.8,-7.9,,-30.0,30.4,,,,88.0,-8.0,448.6,,,,,,13.0,4.5,,,,71.0,152.6,,False,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
18101,73,64.0,,62.4,,64.0,45.0,,,,,76.1,78.7,,,108.0,56.4,49.4,,72.0,64.5,,,,78.0,42.0,104.4,,,,,,,74.2,,,,109.3,49.2,-9.0,,-10.6,,-9.0,-28.0,,,,,3.1,5.7,,,35.0,-16.6,-23.6,,-1.0,-8.5,,,,5.0,-31.0,31.4,,,,,,,1.2,,,,36.3,-23.8,,False,,False,False,,,,,True,True,,,False,False,False,,True,True,,,,True,False,False,,,,,,,True,,,,False,False
18103,236,292.0,,288.3,,287.0,345.0,,,,,258.1,319.7,,,310.0,216.8,155.8,,219.0,241.7,,,,305.0,205.0,296.7,,,,,,344.5,250.1,,,,335.9,230.7,56.0,,52.3,,51.0,109.0,,,,,22.1,83.7,,,74.0,-19.2,-80.2,,-17.0,5.7,,,,69.0,-31.0,60.7,,,,,,108.5,14.1,,,,99.9,-5.3,,True,,True,False,,,,,True,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,False,True,,,,False,True
18105,626,778.0,,689.1,,689.0,568.0,,,,,894.0,834.9,,,1230.0,1065.0,573.4,,658.5,710.0,,,,850.0,436.0,1207.0,,,,,,494.1,514.8,670.0,,,1060.0,611.9,152.0,,63.1,,63.0,-58.0,,,,,268.0,208.9,,,604.0,439.0,-52.6,,32.5,84.0,,,,224.0,-190.0,581.0,,,,,,-131.9,-111.2,44.0,,,434.0,-14.1,,True,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,True,True,True,,,False,True
18107,234,372.0,,378.0,,326.0,357.0,,,,,315.0,422.2,,,325.0,346.2,239.1,,248.0,286.1,,,,477.0,257.0,404.7,,,,,,277.3,353.5,,,,429.5,286.7,138.0,,144.0,,92.0,123.0,,,,,81.0,188.2,,,91.0,112.2,5.1,,14.0,52.1,,,,243.0,23.0,170.7,,,,,,43.3,119.5,,,,195.5,52.7,,False,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
18109,534,650.0,,644.9,,586.0,720.0,,,,,542.0,664.3,,,693.0,599.4,409.5,,470.0,514.1,,,,706.0,396.0,683.1,,,,,,522.1,449.6,,,,689.3,514.2,116.0,,110.9,,52.0,186.0,,,,,8.0,130.3,,,159.0,65.4,-124.5,,-64.0,-19.9,,,,172.0,-138.0,149.1,,,,,,-11.9,-84.4,,,,155.3,-19.8,,True,,True,False,,,,,True,False,,,False,True,False,,True,True,,,,False,False,False,,,,,,True,True,,,,False,True
18111,52,52.0,,47.1,,52.0,10.0,,,,,53.4,86.5,,,100.0,35.1,33.7,,52.0,51.9,,,,56.0,47.0,87.5,,,,,,,75.7,,,,72.3,39.4,0.0,,-4.9,,0.0,-42.0,,,,,1.4,34.5,,,48.0,-16.9,-18.3,,0.0,-0.1,,,,4.0,-5.0,35.5,,,,,,,23.7,,,,20.3,-12.6,,False,,True,False,,,,,False,False,,,False,False,False,,True,False,,,,False,False,False,,,,,,,False,,,,False,False
18113,233,392.0,,396.7,,362.0,349.0,,,,,350.7,410.0,,,404.0,359.3,297.3,,215.0,294.7,,,,424.0,247.0,494.7,,,,,,342.8,270.1,,,,301.9,354.3,159.0,,163.7,,129.0,116.0,,,,,117.7,177.0,,,171.0,126.3,64.3,,-18.0,61.7,,,,191.0,14.0,261.7,,,,,,109.8,37.1,,,,68.9,121.3,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
18115,41,60.0,,64.5,,55.0,25.0,,,,,49.8,63.1,,,64.0,54.0,42.9,,78.0,50.2,,,,80.0,41.0,64.2,,,,,,,72.0,,,,57.0,55.8,19.0,,23.5,,14.0,-16.0,,,,,8.8,22.1,,,23.0,13.0,1.9,,37.0,9.2,,,,39.0,0.0,23.2,,,,,,,31.0,,,,16.0,14.8,,False,,True,True,,,,,True,False,,,False,True,True,,False,True,,,,False,True,False,,,,,,,False,,,,True,True
18117,150,224.0,,219.2,,192.0,211.0,,,,,165.3,259.4,,,232.0,127.7,150.5,,173.0,176.8,,,,252.0,148.0,222.1,,,,,,,189.8,,,,360.0,168.4,74.0,,69.2,,42.0,61.0,,,,,15.3,109.4,,,82.0,-22.3,0.5,,23.0,26.8,,,,102.0,-2.0,72.1,,,,,,,39.8,,,,210.0,18.4,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
18119,149,150.0,,151.0,,160.0,95.0,,,,,183.1,197.1,,,188.0,202.9,114.6,,146.0,153.2,,,,173.0,96.0,234.4,,,,,,,100.0,,,,261.8,167.7,1.0,,2.0,,11.0,-54.0,,,,,34.1,48.1,,,39.0,53.9,-34.4,,-3.0,4.2,,,,24.0,-53.0,85.4,,,,,,,-49.0,,,,112.8,18.7,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
18121,57,74.0,,77.7,,81.0,105.0,,,,,122.0,101.9,,,149.0,91.0,55.0,,57.0,84.5,,,,86.0,53.0,131.1,,,,,,,80.3,,,,71.1,89.5,17.0,,20.7,,24.0,48.0,,,,,65.0,44.9,,,92.0,34.0,-2.0,,0.0,27.5,,,,29.0,-4.0,74.1,,,,,,,23.3,,,,14.1,32.5,,False,,False,False,,,,,False,False,,,False,False,True,,True,False,,,,False,True,False,,,,,,,False,,,,True,False
18123,178,228.0,,226.0,,214.0,243.0,,,,,160.0,241.9,,,176.0,244.2,140.6,,222.0,196.7,,,,292.0,138.0,198.8,,,,,,,198.0,,,,325.6,188.0,50.0,,48.0,,36.0,65.0,,,,,-18.0,63.9,,,-2.0,66.2,-37.4,,44.0,18.7,,,,114.0,-40.0,20.8,,,,,,,20.0,,,,147.6,10.0,,True,,True,False,,,,,True,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
18125,91,182.0,,188.1,,133.0,162.0,,,,,138.8,170.7,,,122.0,94.4,115.3,,133.0,133.6,,,,181.0,117.0,90.9,,,,,,,131.3,,,,189.3,115.5,91.0,,97.1,,42.0,71.0,,,,,47.8,79.7,,,31.0,3.4,24.3,,42.0,42.6,,,,90.0,26.0,-0.1,,,,,,,40.3,,,,98.3,24.5,,False,,True,True,,,,,True,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
18127,808,1148.0,,1142.2,,1067.0,924.0,,,,,1168.4,1232.6,,,1256.0,823.1,755.2,,855.0,890.9,,,,1209.0,756.0,1503.6,,,,,,1104.7,934.3,794.0,,,1060.1,1208.5,340.0,,334.2,,259.0,116.0,,,,,360.4,424.6,,,448.0,15.1,-52.8,,47.0,82.9,,,,401.0,-52.0,695.6,,,,,,296.7,126.3,-14.0,,,252.1,400.5,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
18129,157,288.0,,273.9,,238.0,287.0,,,,,268.9,311.2,,,223.0,232.4,193.6,,227.0,272.5,,,,345.0,214.0,214.8,,,,,,226.9,191.0,,,,361.5,223.6,131.0,,116.9,,81.0,130.0,,,,,111.9,154.2,,,66.0,75.4,36.6,,70.0,115.5,,,,188.0,57.0,57.8,,,,,,69.9,34.0,,,,204.5,66.6,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
