,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
27061,271,315.0,96.0,,,,,556.0,,148.4,405.6,,320.0,0.0,,,1049.4,,,44.0,-175.0,,,,,285.0,,-122.6,134.6,,49.0,-271.0,,,778.4,,,False,,,,,False,,False,False,,False,False,,,False,,
27063,114,215.0,65.0,,,,,163.0,,77.7,170.8,,190.0,0.0,,,,,,101.0,-49.0,,,,,49.0,,-36.3,56.8,,76.0,-114.0,,,,,,True,,,,,True,,True,True,,True,False,,,,,
27065,106,135.0,20.0,,,,,292.0,,26.7,153.7,,67.0,0.0,,,,,,29.0,-86.0,,,,,186.0,,-79.3,47.7,,-39.0,-106.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
27067,309,655.0,277.0,,,,,765.0,,123.1,612.4,,380.0,0.1,,,561.3,,,346.0,-32.0,,,,,456.0,,-185.9,303.4,,71.0,-308.9,,,252.3,,,True,,,,,False,,True,True,,True,True,,,True,,
27069,45,30.0,17.0,,,,,30.0,,7.5,31.6,,2.0,0.0,,,,,,-15.0,-28.0,,,,,-15.0,,-37.5,-13.4,,-43.0,-45.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
27071,72,100.0,0.0,,,,,140.0,,34.0,89.7,,83.0,0.0,,,,,,28.0,-72.0,,,,,68.0,,-38.0,17.7,,11.0,-72.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
27073,82,140.0,45.0,,,,,83.0,,53.4,99.1,,111.0,0.0,,,,,,58.0,-37.0,,,,,1.0,,-28.6,17.1,,29.0,-82.0,,,,,,True,,,,,True,,True,True,,True,False,,,,,
27075,144,75.0,14.0,,,,,126.0,,16.7,71.7,,46.0,0.0,,,,,,-69.0,-130.0,,,,,-18.0,,-127.3,-72.3,,-98.0,-144.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
27077,54,40.0,,,,,,25.0,,14.3,38.8,,32.0,0.0,,,,,,-14.0,,,,,,-29.0,,-39.7,-15.2,,-22.0,-54.0,,,,,,,,,,,False,,False,False,,False,False,,,,,
27079,287,225.0,41.0,,,,,494.0,,66.8,248.2,,162.0,0.1,,,,,,-62.0,-246.0,,,,,207.0,,-220.2,-38.8,,-125.0,-286.9,,,,,,False,,,,,False,,False,True,,False,False,,,,,
27081,49,45.0,13.0,,,,,62.0,,5.9,51.3,,12.0,0.0,,,,,,-4.0,-36.0,,,,,13.0,,-43.1,2.3,,-37.0,-49.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
27083,300,370.0,104.0,,,,,385.0,,95.0,386.1,,227.0,0.0,,,276.4,,,70.0,-196.0,,,,,85.0,,-205.0,86.1,,-73.0,-300.0,,,-23.6,,,False,,,,,False,,False,False,,False,False,,,True,,
27085,283,465.0,72.0,,,,,658.0,,102.0,490.0,,138.0,0.1,,,,,,182.0,-211.0,,,,,375.0,,-181.0,207.0,,-145.0,-282.9,,,,,,False,,,,,False,,True,False,,True,False,,,,,
27087,35,100.0,16.0,,,,,41.0,,11.1,37.1,,16.0,0.0,,,,,,65.0,-19.0,,,,,6.0,,-23.9,2.1,,-19.0,-35.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
27089,42,70.0,31.0,,,,,69.0,,20.1,97.6,,55.0,0.0,,,,,,28.0,-11.0,,,,,27.0,,-21.9,55.6,,13.0,-42.0,,,,,,True,,,,,True,,True,False,,True,False,,,,,
27091,188,250.0,65.0,,,,,365.0,,82.1,248.3,,361.0,0.1,,,,,,62.0,-123.0,,,,,177.0,,-105.9,60.3,,173.0,-187.9,,,,,,False,,,,,False,,False,True,,False,False,,,,,
27093,176,290.0,32.0,,,,,379.0,,43.8,234.7,,110.0,0.0,,,,,,114.0,-144.0,,,,,203.0,,-132.2,58.7,,-66.0,-176.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
27095,174,265.0,52.0,,,,,405.0,,74.7,269.0,,158.0,0.0,,,,,,91.0,-122.0,,,,,231.0,,-99.3,95.0,,-16.0,-174.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
27097,288,225.0,47.0,,,,,526.0,,61.7,265.8,,154.0,0.1,,,803.5,,,-63.0,-241.0,,,,,238.0,,-226.3,-22.2,,-134.0,-287.9,,,515.5,,,False,,,,,False,,False,True,,False,False,,,False,,
27099,537,365.0,343.0,,,,,695.0,,112.5,530.9,,350.0,0.1,,,110.0,,,-172.0,-194.0,,,,,158.0,,-424.5,-6.1,,-187.0,-536.9,,,-427.0,,,False,,,,,True,,False,True,,False,False,,,False,,
27101,190,70.0,24.0,,,,,111.0,,18.0,112.4,,44.0,0.0,,,,,,-120.0,-166.0,,,,,-79.0,,-172.0,-77.6,,-146.0,-190.0,,,,,,False,,,,,True,,False,True,,False,False,,,,,
27103,302,340.0,88.0,,,,,572.0,,68.5,303.3,,170.5,0.1,,,,,,38.0,-214.0,,,,,270.0,,-233.5,1.3,,-131.5,-301.9,,,,,,False,,,,,False,,False,True,,False,False,,,,,
27105,264,215.0,,,,,,410.0,,70.2,252.9,,135.0,0.3,,,126.8,,,-49.0,,,,,,146.0,,-193.8,-11.1,,-129.0,-263.7,,,-137.2,,,,,,,,False,,False,True,,False,False,,,False,,
27107,23,20.0,4.0,,,,,77.0,,1.9,31.5,,0.0,0.0,,,,,,-3.0,-19.0,,,,,54.0,,-21.1,8.5,,-23.0,-23.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
27109,2138,1835.0,724.0,,,,,2388.0,,786.7,1710.1,,1845.0,0.8,,,2444.3,926.0,,-303.0,-1414.0,,,,,250.0,,-1351.3,-427.9,,-293.0,-2137.2,,,306.3,-1212.0,,False,,,,,True,,False,False,,True,False,,,False,False,
27111,539,525.0,104.0,,,,,777.0,,131.9,746.8,,326.0,0.0,,,546.4,,,-14.0,-435.0,,,,,238.0,,-407.1,207.8,,-213.0,-539.0,,,7.4,,,False,,,,,False,,False,False,,False,False,,,True,,
27113,139,65.0,16.0,,,,,161.0,,12.7,121.9,,24.0,0.0,,,,,,-74.0,-123.0,,,,,22.0,,-126.3,-17.1,,-115.0,-139.0,,,,,,False,,,,,True,,False,True,,False,False,,,,,
27115,383,480.0,82.0,,,,,463.0,,577.2,510.4,,547.0,0.0,,,1820.4,,,97.0,-301.0,,,,,80.0,,194.2,127.4,,164.0,-383.0,,,1437.4,,,False,,,,,True,,False,False,,False,False,,,False,,
27117,118,50.0,15.0,,,,,170.0,,10.0,94.4,,22.0,0.0,,,,,,-68.0,-103.0,,,,,52.0,,-108.0,-23.6,,-96.0,-118.0,,,,,,False,,,,,True,,False,True,,False,False,,,,,
27119,164,250.0,38.0,,,,,414.0,,46.4,230.0,,84.0,0.4,,,164.5,,,86.0,-126.0,,,,,250.0,,-117.6,66.0,,-80.0,-163.6,,,0.5,,,False,,,,,False,,False,True,,True,False,,,True,,
27121,71,75.0,19.0,,,,,182.0,,14.3,73.9,,36.0,0.0,,,,,,4.0,-52.0,,,,,111.0,,-56.7,2.9,,-35.0,-71.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
27123,4793,5655.0,2549.0,,,,,7143.0,,1802.8,6638.6,,4580.0,0.8,,,3851.8,1731.0,,862.0,-2244.0,,,,,2350.0,,-2990.2,1845.6,,-213.0,-4792.2,,,-941.2,-3062.0,,False,,,,,False,,False,False,,True,False,,,False,False,
27125,20,70.0,14.0,,,,,24.0,,12.3,41.4,,17.0,0.0,,,,,,50.0,-6.0,,,,,4.0,,-7.7,21.4,,-3.0,-20.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
27127,127,195.0,33.0,,,,,262.0,,46.1,157.8,,80.0,0.0,,,,,,68.0,-94.0,,,,,135.0,,-80.9,30.8,,-47.0,-127.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
27129,127,240.0,32.0,,,,,260.0,,46.9,131.1,,122.0,0.0,,,,,,113.0,-95.0,,,,,133.0,,-80.1,4.1,,-5.0,-127.0,,,,,,True,,,,,False,,True,True,,True,False,,,,,
27131,1014,1040.0,454.0,,,,,1045.0,,361.9,1021.8,,971.0,0.7,,,635.1,,,26.0,-560.0,,,,,31.0,,-652.1,7.8,,-43.0,-1013.3,,,-378.9,,,False,,,,,False,,False,True,,False,False,,,False,,
27133,118,85.0,17.0,,,,,139.0,,19.6,92.7,,28.0,0.0,,,,,,-33.0,-101.0,,,,,21.0,,-98.4,-25.3,,-90.0,-118.0,,,,,,False,,,,,True,,False,True,,False,False,,,,,
27135,79,150.0,28.0,,,,,119.0,,31.9,157.7,,27.0,0.0,,,,,,71.0,-51.0,,,,,40.0,,-47.1,78.7,,-52.0,-79.0,,,,,,True,,,,,True,,True,False,,True,False,,,,,
27137,2009,2290.0,586.0,,,,,2682.0,,534.0,2907.8,,1566.5,0.1,,,3985.3,860.0,,281.0,-1423.0,,,,,673.0,,-1475.0,898.8,,-442.5,-2008.9,,,1976.3,-1149.0,,False,,,,,False,,False,False,,False,False,,,False,False,
27139,1619,1545.0,653.0,,,,,2110.0,,327.3,1994.7,,945.5,0.1,,,1126.8,541.0,,-74.0,-966.0,,,,,491.0,,-1291.7,375.7,,-673.5,-1618.9,,,-492.2,-1078.0,,False,,,,,False,,False,False,,False,False,,,False,False,
27141,901,965.0,347.0,,,,,1416.0,,288.7,1110.9,,571.0,0.0,,,1005.9,,,64.0,-554.0,,,,,515.0,,-612.3,209.9,,-330.0,-901.0,,,104.9,,,False,,,,,False,,False,False,,False,False,,,False,,
27143,116,175.0,33.0,,,,,262.0,,24.1,131.8,,81.0,0.0,,,,,,59.0,-83.0,,,,,146.0,,-91.9,15.8,,-35.0,-116.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
27145,1533,1735.0,824.0,,,,,2669.0,,302.7,2187.8,,926.0,0.1,,,1996.8,507.0,,202.0,-709.0,,,,,1136.0,,-1230.3,654.8,,-607.0,-1532.9,,,463.8,-1026.0,,False,,,,,False,,False,False,,False,False,,,False,False,
27147,364,285.0,87.0,,,,,654.0,,49.7,437.7,,194.0,0.1,,,472.2,,,-79.0,-277.0,,,,,290.0,,-314.3,73.7,,-170.0,-363.9,,,108.2,,,False,,,,,False,,False,True,,False,False,,,False,,
27149,52,120.0,24.0,,,,,154.0,,27.7,110.8,,63.0,0.0,,,,,,68.0,-28.0,,,,,102.0,,-24.3,58.8,,11.0,-52.0,,,,,,True,,,,,False,,True,True,,True,True,,,,,
27151,77,80.0,27.0,,,,,163.0,,18.9,75.6,,67.0,0.0,,,,,,3.0,-50.0,,,,,86.0,,-58.1,-1.4,,-10.0,-77.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
27153,144,145.0,42.0,,,,,465.0,,64.0,275.7,,105.0,0.0,,,67.4,,,1.0,-102.0,,,,,321.0,,-80.0,131.7,,-39.0,-144.0,,,-76.6,,,False,,,,,False,,False,False,,False,False,,,False,,
27155,80,30.0,5.0,,,,,33.0,,32.1,23.4,,34.0,0.0,,,,,,-50.0,-75.0,,,,,-47.0,,-47.9,-56.6,,-46.0,-80.0,,,,,,False,,,,,True,,True,False,,True,False,,,,,
27157,326,295.0,78.0,,,,,333.0,,109.4,272.4,,243.0,0.0,,,,,,-31.0,-248.0,,,,,7.0,,-216.6,-53.6,,-83.0,-326.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
27159,122,205.0,48.0,,,,,203.0,,50.2,157.0,,138.0,0.0,,,,,,83.0,-74.0,,,,,81.0,,-71.8,35.0,,16.0,-122.0,,,,,,True,,,,,True,,True,True,,True,False,,,,,
27161,264,320.0,65.0,,,,,317.0,,159.3,249.6,,365.0,0.2,,,,,,56.0,-199.0,,,,,53.0,,-104.7,-14.4,,101.0,-263.8,,,,,,False,,,,,True,,False,True,,False,False,,,,,
27163,2768,2590.0,991.0,,,,,3331.0,,753.8,3510.1,,1827.0,0.3,,,1892.0,904.0,,-178.0,-1777.0,,,,,563.0,,-2014.2,742.1,,-941.0,-2767.7,,,-876.0,-1864.0,,False,,,,,False,,False,False,,False,False,,,False,False,
27165,59,25.0,13.0,,,,,243.0,,12.7,124.9,,36.0,0.0,,,,,,-34.0,-46.0,,,,,184.0,,-46.3,65.9,,-23.0,-59.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
27167,68,75.0,30.0,,,,,95.0,,23.6,83.0,,75.0,0.0,,,,,,7.0,-38.0,,,,,27.0,,-44.4,15.0,,7.0,-68.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
27169,503,460.0,135.0,,,,,769.0,,107.8,523.8,,340.0,0.0,,,1511.1,,,-43.0,-368.0,,,,,266.0,,-395.2,20.8,,-163.0,-503.0,,,1008.1,,,False,,,,,False,,False,True,,False,False,,,False,,
27171,1316,1645.0,542.0,,,,,2115.0,,353.2,1529.7,,1100.0,0.3,,,1150.1,516.0,,329.0,-774.0,,,,,799.0,,-962.8,213.7,,-216.0,-1315.7,,,-165.9,-800.0,,False,,,,,False,,False,True,,True,False,,,True,False,
27173,108,120.0,32.0,,,,,128.0,,27.3,140.2,,86.0,0.0,,,,,,12.0,-76.0,,,,,20.0,,-80.7,32.2,,-22.0,-108.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28001,463,310.0,295.0,,,,,620.0,,288.4,324.6,,428.5,38.1,,,,,,-153.0,-168.0,,,,,157.0,,-174.6,-138.4,,-34.5,-424.9,,,,,,False,,,,,False,,False,True,,True,False,,,,,
28003,767,580.0,437.0,,,,,1445.0,,405.4,489.4,,570.5,79.9,,,,,,-187.0,-330.0,,,,,678.0,,-361.6,-277.6,,-196.5,-687.1,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28005,244,180.0,112.0,,,,,206.0,,79.8,147.0,,167.0,0.0,,,,,,-64.0,-132.0,,,,,-38.0,,-164.2,-97.0,,-77.0,-244.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
28007,354,675.0,232.0,,,,,436.0,,288.5,310.6,,601.0,30.4,,,,,,321.0,-122.0,,,,,82.0,,-65.5,-43.4,,247.0,-323.6,,,,,,True,,,,,True,,True,True,,True,False,,,,,
28009,246,220.0,82.0,,,,,307.0,,324.5,115.0,,290.0,34.3,,,,,,-26.0,-164.0,,,,,61.0,,78.5,-131.0,,44.0,-211.7,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28011,1063,1170.0,751.0,,,,,661.0,,909.9,747.3,,1260.0,70.8,,,689.8,,,107.0,-312.0,,,,,-402.0,,-153.1,-315.7,,197.0,-992.2,,,-373.2,,,False,,,,,False,,False,False,,False,False,,,False,,
28013,388,570.0,521.0,,,,,514.0,,238.8,293.6,,506.0,41.5,,,,,,182.0,133.0,,,,,126.0,,-149.2,-94.4,,118.0,-346.5,,,,,,True,,,,,True,,True,True,,True,False,,,,,
28015,185,120.0,18.0,,,,,241.0,,41.1,113.6,,173.0,0.1,,,,,,-65.0,-167.0,,,,,56.0,,-143.9,-71.4,,-12.0,-184.9,,,,,,False,,,,,True,,False,False,,True,False,,,,,
28017,416,530.0,10.0,,,,,532.0,,745.5,365.5,,960.0,68.6,,,,,,114.0,-406.0,,,,,116.0,,329.5,-50.5,,544.0,-347.4,,,,,,False,,,,,False,,False,True,,False,False,,,,,
28019,184,160.0,30.0,,,,,225.0,,33.2,87.5,,111.0,0.0,,,,,,-24.0,-154.0,,,,,41.0,,-150.8,-96.5,,-73.0,-184.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28021,225,240.0,0.0,,,,,116.0,,580.4,138.1,,155.0,0.0,,,,,,15.0,-225.0,,,,,-109.0,,355.4,-86.9,,-70.0,-225.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28023,410,225.0,81.0,,,,,353.0,,180.3,224.3,,327.5,48.7,,,,,,-185.0,-329.0,,,,,-57.0,,-229.7,-185.7,,-82.5,-361.3,,,,,,False,,,,,True,,False,False,,True,False,,,,,
28025,463,400.0,240.0,,,,,441.0,,328.0,336.7,,454.0,38.3,,,,,,-63.0,-223.0,,,,,-22.0,,-135.0,-126.3,,-9.0,-424.7,,,,,,False,,,,,True,,False,False,,True,False,,,,,
28027,684,465.0,531.0,,,,,535.0,,243.2,388.1,,542.0,0.0,,,,,,-219.0,-153.0,,,,,-149.0,,-440.8,-295.9,,-142.0,-684.0,,,,,,True,,,,,True,,False,False,,True,False,,,,,
28029,472,435.0,197.0,,,,,614.0,,233.7,379.1,,481.0,0.1,,,126.9,,,-37.0,-275.0,,,,,142.0,,-238.3,-92.9,,9.0,-471.9,,,-345.1,,,False,,,,,False,,False,False,,True,False,,,False,,
28031,550,470.0,208.0,,,,,384.0,,209.6,283.0,,555.0,0.0,,,,,,-80.0,-342.0,,,,,-166.0,,-340.4,-267.0,,5.0,-550.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
28033,4391,5395.0,3914.0,,,,,6091.0,,3962.9,3051.2,,6040.5,1165.0,,,2339.3,3776.0,,1004.0,-477.0,,,,,1700.0,,-428.1,-1339.8,,1649.5,-3226.0,,,-2051.7,-615.0,,True,,,,,False,,True,False,,False,False,,,False,True,
28035,1423,1455.0,1540.0,,,,,1333.0,,1095.6,1100.3,,1887.5,526.2,,,1391.6,,,32.0,117.0,,,,,-90.0,,-327.4,-322.7,,464.5,-896.8,,,-31.4,,,False,,,,,False,,False,False,,False,False,,,True,,
28037,162,210.0,187.0,,,,,148.0,,218.3,149.7,,275.0,28.3,,,,,,48.0,25.0,,,,,-14.0,,56.3,-12.3,,113.0,-133.7,,,,,,True,,,,,True,,False,True,,False,False,,,,,
28039,474,440.0,1130.0,,,,,563.0,,225.3,334.5,,713.0,0.0,,,,,,-34.0,656.0,,,,,89.0,,-248.7,-139.5,,239.0,-474.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28041,216,225.0,49.0,,,,,303.0,,166.2,196.3,,199.0,0.0,,,,,,9.0,-167.0,,,,,87.0,,-49.8,-19.7,,-17.0,-216.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28043,377,430.0,8.0,,,,,573.0,,649.6,349.5,,839.5,0.0,,,,,,53.0,-369.0,,,,,196.0,,272.6,-27.5,,462.5,-377.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
28045,1246,1075.0,1043.0,,,,,988.0,,1067.5,699.1,,1142.0,243.0,,,,,,-171.0,-203.0,,,,,-258.0,,-178.5,-546.9,,-104.0,-1003.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
28047,5047,3645.0,2383.0,,,,,3783.0,,3664.7,3290.6,,5005.0,1365.7,,,3683.9,2348.0,,-1402.0,-2664.0,,,,,-1264.0,,-1382.3,-1756.4,,-42.0,-3681.3,,,-1363.1,-2699.0,,False,,,,,True,,True,False,,True,False,,,True,False,
28049,4123,3625.0,1568.0,,,,,3916.0,,3286.7,3308.3,,5243.0,1219.2,,,2630.5,1675.0,,-498.0,-2555.0,,,,,-207.0,,-836.3,-814.7,,1120.0,-2903.8,,,-1492.5,-2448.0,,False,,,,,True,,False,False,,False,False,,,False,False,
28051,212,180.0,0.0,,,,,310.0,,60.7,212.3,,70.0,0.0,,,,,,-32.0,-212.0,,,,,98.0,,-151.3,0.3,,-142.0,-212.0,,,,,,False,,,,,False,,False,True,,False,False,,,,,
28053,174,190.0,18.0,,,,,144.0,,157.1,127.6,,198.0,3.4,,,,,,16.0,-156.0,,,,,-30.0,,-16.9,-46.4,,24.0,-170.6,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28055,16,25.0,0.0,,,,,39.0,,7.7,11.5,,18.0,0.0,,,,,,9.0,-16.0,,,,,23.0,,-8.3,-4.5,,2.0,-16.0,,,,,,False,,,,,False,,True,True,,True,False,,,,,
28057,600,890.0,485.0,,,,,775.0,,566.0,548.5,,1120.0,170.7,,,,,,290.0,-115.0,,,,,175.0,,-34.0,-51.5,,520.0,-429.3,,,,,,True,,,,,True,,True,True,,False,False,,,,,
28059,3061,2620.0,1813.0,,,,,2998.0,,2102.3,2042.4,,2724.5,1083.5,,,2637.7,1298.0,,-441.0,-1248.0,,,,,-63.0,,-958.7,-1018.6,,-336.5,-1977.5,,,-423.3,-1763.0,,False,,,,,True,,False,False,,True,False,,,True,False,
28061,619,695.0,463.0,,,,,389.0,,788.3,422.3,,1019.0,52.2,,,,,,76.0,-156.0,,,,,-230.0,,169.3,-196.7,,400.0,-566.8,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28063,132,55.0,0.0,,,,,112.0,,50.2,85.7,,79.0,0.0,,,,,,-77.0,-132.0,,,,,-20.0,,-81.8,-46.3,,-53.0,-132.0,,,,,,False,,,,,True,,False,True,,True,False,,,,,
28065,193,145.0,37.0,,,,,196.0,,133.6,139.1,,190.0,9.4,,,,,,-48.0,-156.0,,,,,3.0,,-59.4,-53.9,,-3.0,-183.6,,,,,,False,,,,,True,,False,False,,True,False,,,,,
28067,2219,1510.0,1118.0,,,,,1982.0,,980.6,1267.5,,1566.5,197.1,,,490.5,,,-709.0,-1101.0,,,,,-237.0,,-1238.4,-951.5,,-652.5,-2021.9,,,-1728.5,,,False,,,,,True,,False,False,,True,False,,,False,,
28069,200,85.0,27.0,,,,,227.0,,29.4,84.7,,99.0,0.0,,,,,,-115.0,-173.0,,,,,27.0,,-170.6,-115.3,,-101.0,-200.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
28071,1321,1290.0,906.0,,,,,1214.0,,399.0,812.3,,966.0,806.2,,,993.3,,,-31.0,-415.0,,,,,-107.0,,-922.0,-508.7,,-355.0,-514.8,,,-327.7,,,False,,,,,False,,False,False,,False,False,,,False,,
28073,1356,1195.0,1070.0,,,,,1124.0,,841.8,881.6,,1250.0,342.5,,,1041.9,,,-161.0,-286.0,,,,,-232.0,,-514.2,-474.4,,-106.0,-1013.5,,,-314.1,,,False,,,,,False,,False,False,,True,False,,,False,,
28075,1648,1265.0,977.0,,,,,2011.0,,762.6,1011.9,,1400.5,469.5,,,1172.7,,,-383.0,-671.0,,,,,363.0,,-885.4,-636.1,,-247.5,-1178.5,,,-475.3,,,False,,,,,True,,False,False,,True,False,,,False,,
28077,213,145.0,20.0,,,,,234.0,,111.4,118.7,,183.0,0.0,,,,,,-68.0,-193.0,,,,,21.0,,-101.6,-94.3,,-30.0,-213.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
28079,494,900.0,854.0,,,,,639.0,,703.0,533.1,,1311.0,71.2,,,,,,406.0,360.0,,,,,145.0,,209.0,39.1,,817.0,-422.8,,,,,,True,,,,,True,,True,True,,False,False,,,,,
28081,2018,2370.0,1381.0,,,,,2871.0,,1855.2,1827.5,,3175.5,463.8,,,1796.0,,,352.0,-637.0,,,,,853.0,,-162.8,-190.5,,1157.5,-1554.2,,,-222.0,,,False,,,,,False,,True,True,,False,False,,,True,,
28083,666,545.0,310.0,,,,,686.0,,305.5,401.0,,770.0,0.0,,,445.0,,,-121.0,-356.0,,,,,20.0,,-360.5,-265.0,,104.0,-666.0,,,-221.0,,,False,,,,,True,,False,False,,True,False,,,False,,
28085,752,675.0,411.0,,,,,787.0,,374.1,484.2,,699.0,67.5,,,672.5,,,-77.0,-341.0,,,,,35.0,,-377.9,-267.8,,-53.0,-684.5,,,-79.5,,,False,,,,,True,,False,False,,True,False,,,False,,
28087,1607,2275.0,2232.0,,,,,1488.0,,2515.3,1646.3,,3634.5,304.1,,,1733.8,,,668.0,625.0,,,,,-119.0,,908.3,39.3,,2027.5,-1302.9,,,126.8,,,True,,,,,True,,False,True,,False,False,,,True,,
28089,2078,2180.0,1224.0,,,,,1922.0,,1806.3,1847.3,,3560.5,533.1,,,1338.3,,,102.0,-854.0,,,,,-156.0,,-271.7,-230.7,,1482.5,-1544.9,,,-739.7,,,False,,,,,False,,False,False,,False,False,,,False,,
28091,662,615.0,446.0,,,,,507.0,,448.6,361.5,,807.0,70.9,,,,,,-47.0,-216.0,,,,,-155.0,,-213.4,-300.5,,145.0,-591.1,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28093,869,945.0,594.0,,,,,946.0,,503.4,516.2,,883.0,228.0,,,765.8,,,76.0,-275.0,,,,,77.0,,-365.6,-352.8,,14.0,-641.0,,,-103.2,,,False,,,,,False,,False,False,,True,False,,,False,,
28095,985,900.0,343.0,,,,,1096.0,,692.7,805.8,,1259.0,84.7,,,618.3,,,-85.0,-642.0,,,,,111.0,,-292.3,-179.2,,274.0,-900.3,,,-366.7,,,False,,,,,False,,False,False,,False,False,,,False,,
28097,196,170.0,0.0,,,,,282.0,,58.7,124.9,,198.0,0.0,,,,,,-26.0,-196.0,,,,,86.0,,-137.3,-71.1,,2.0,-196.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
28099,687,815.0,160.0,,,,,824.0,,620.8,568.1,,1047.5,52.8,,,519.5,,,128.0,-527.0,,,,,137.0,,-66.2,-118.9,,360.5,-634.2,,,-167.5,,,False,,,,,False,,True,True,,False,False,,,False,,
28101,531,605.0,473.0,,,,,566.0,,442.1,392.4,,773.0,61.0,,,,,,74.0,-58.0,,,,,35.0,,-88.9,-138.6,,242.0,-470.0,,,,,,True,,,,,True,,False,False,,False,False,,,,,
28103,273,220.0,17.0,,,,,215.0,,154.1,177.0,,210.0,0.0,,,,,,-53.0,-256.0,,,,,-58.0,,-118.9,-96.0,,-63.0,-273.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
28105,985,915.0,843.0,,,,,927.0,,653.9,791.5,,1020.5,0.0,,,587.9,,,-70.0,-142.0,,,,,-58.0,,-331.1,-193.5,,35.5,-985.0,,,-397.1,,,False,,,,,True,,False,False,,True,False,,,False,,
28107,981,910.0,504.0,,,,,894.0,,408.8,466.6,,873.5,87.0,,,355.9,,,-71.0,-477.0,,,,,-87.0,,-572.2,-514.4,,-107.5,-894.0,,,-625.1,,,False,,,,,False,,False,False,,False,False,,,False,,
28109,1310,930.0,437.0,,,,,986.0,,883.5,852.2,,1319.0,340.3,,,869.0,,,-380.0,-873.0,,,,,-324.0,,-426.5,-457.8,,9.0,-969.7,,,-441.0,,,False,,,,,True,,False,False,,True,False,,,False,,
28111,261,265.0,63.0,,,,,282.0,,172.6,129.2,,224.0,39.7,,,,,,4.0,-198.0,,,,,21.0,,-88.4,-131.8,,-37.0,-221.3,,,,,,False,,,,,False,,False,False,,False,False,,,,,
