,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
47175,11,17.0,,16.8,,21.0,21.0,,,,,15.4,,,11.9,,,22.0,21.3,18.6,,,3.0,13.9,,,,31.0,18.0,40.4,,,,,,,19.0,,,,29.4,26.4,6.0,,5.8,,10.0,10.0,,,,,4.4,,,0.9,,,11.0,10.3,7.6,,,-8.0,2.9,,,,20.0,7.0,29.4,,,,,,,8.0,,,,18.4,15.4,,True,,False,False,,,,,True,,,True,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
47177,89,142.0,,147.3,,134.0,170.0,,,,,130.9,,,184.5,,,188.0,79.7,144.8,125.0,,45.0,104.1,,,,167.0,117.0,210.2,,,,,,107.5,98.2,,,,246.6,168.7,53.0,,58.3,,45.0,81.0,,,,,41.9,,,95.5,,,99.0,-9.3,55.8,36.0,,-44.0,15.1,,,,78.0,28.0,121.2,,,,,,18.5,9.2,,,,157.6,79.7,,False,,True,False,,,,,True,,,False,,,False,True,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
47179,253,330.0,,336.7,,298.0,229.0,,,,,308.6,,,309.9,,,510.0,192.1,384.0,329.0,,143.0,248.4,,,,368.0,236.0,432.9,,,,,,496.9,364.9,212.0,,,337.6,382.0,77.0,,83.7,,45.0,-24.0,,,,,55.6,,,56.9,,,257.0,-60.9,131.0,76.0,,-110.0,-4.6,,,,115.0,-17.0,179.9,,,,,,243.9,111.9,-41.0,,,84.6,129.0,,False,,True,True,,,,,True,,,True,,,False,True,False,True,,False,True,,,,False,True,False,,,,,,False,False,True,,,False,False
47181,46,101.0,,93.4,,66.0,28.0,,,,,68.3,,,87.2,,,66.0,22.4,50.6,,,57.0,59.5,,,,91.0,68.0,88.3,,,,,,,83.2,,,,96.7,147.9,55.0,,47.4,,20.0,-18.0,,,,,22.3,,,41.2,,,20.0,-23.6,4.6,,,11.0,13.5,,,,45.0,22.0,42.3,,,,,,,37.2,,,,50.7,101.9,,True,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
47183,69,69.0,,69.4,,63.0,51.0,,,,,86.2,,,63.8,,,81.0,25.5,73.7,71.0,,28.0,41.8,,,,73.0,65.0,170.7,,,,,,51.5,80.4,,,,92.4,93.6,0.0,,0.4,,-6.0,-18.0,,,,,17.2,,,-5.2,,,12.0,-43.5,4.7,2.0,,-41.0,-27.2,,,,4.0,-4.0,101.7,,,,,,-17.5,11.4,,,,23.4,24.6,,False,,False,False,,,,,False,,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
47185,54,84.0,,83.3,,81.0,81.0,,,,,80.3,,,81.2,,,108.0,57.3,78.3,,,80.0,61.6,,,,99.0,75.0,168.8,,,,,,79.6,67.6,,,,127.6,114.0,30.0,,29.3,,27.0,27.0,,,,,26.3,,,27.2,,,54.0,3.3,24.3,,,26.0,7.6,,,,45.0,21.0,114.8,,,,,,25.6,13.6,,,,73.6,60.0,,True,,True,True,,,,,True,,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
47187,804,815.0,,790.6,,746.0,652.0,,,,,672.1,,,711.2,,723.8,768.0,464.1,838.0,934.0,,557.0,704.7,,,,932.0,599.0,932.6,,,,,,825.7,623.9,609.0,,,1339.4,1014.3,11.0,,-13.4,,-58.0,-152.0,,,,,-131.9,,,-92.8,,-80.2,-36.0,-339.9,34.0,130.0,,-247.0,-99.3,,,,128.0,-205.0,128.6,,,,,,21.7,-180.1,-195.0,,,535.4,210.3,,False,,False,False,,,,,False,,,False,,False,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
47189,356,470.0,,465.4,,451.0,451.0,,,,,418.3,,,390.0,,,521.0,267.4,498.2,468.5,,257.0,348.1,,,,511.0,363.0,550.9,,,,,,481.1,363.5,326.0,,,499.1,497.4,114.0,,109.4,,95.0,95.0,,,,,62.3,,,34.0,,,165.0,-88.6,142.2,112.5,,-99.0,-7.9,,,,155.0,7.0,194.9,,,,,,125.1,7.5,-30.0,,,143.1,141.4,,True,,True,True,,,,,True,,,True,,,False,True,False,True,,True,True,,,,False,True,False,,,,,,False,True,True,,,False,False
48001,89,179.0,,173.6,,144.0,60.0,,,,,181.6,,,135.7,,,219.0,38.5,227.9,162.0,,47.0,106.1,,,,178.0,182.0,316.3,,,,,,228.0,143.3,,,,190.2,126.1,90.0,,84.6,,55.0,-29.0,,,,,92.6,,,46.7,,,130.0,-50.5,138.9,73.0,,-42.0,17.1,,,,89.0,93.0,227.3,,,,,,139.0,54.3,,,,101.2,37.1,,True,,True,True,,,,,False,,,True,,,False,True,False,True,,True,True,,,,True,False,False,,,,,,False,True,,,,False,True
48003,19,24.0,,24.1,,40.0,37.0,,,,,35.6,,,50.9,,,76.0,42.5,38.4,,,50.0,22.0,,,,51.0,40.0,85.8,,,,,,,78.8,,,,39.7,39.7,5.0,,5.1,,21.0,18.0,,,,,16.6,,,31.9,,,57.0,23.5,19.4,,,31.0,3.0,,,,32.0,21.0,66.8,,,,,,,59.8,,,,20.7,20.7,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
48005,264,305.0,,300.5,,299.0,298.0,,,,,250.1,,,178.9,,,396.0,253.7,284.2,269.0,,321.0,138.3,,,,360.0,310.0,354.0,,,,,,249.5,294.6,,,,389.9,220.3,41.0,,36.5,,35.0,34.0,,,,,-13.9,,,-85.1,,,132.0,-10.3,20.2,5.0,,57.0,-125.7,,,,96.0,46.0,90.0,,,,,,-14.5,30.6,,,,125.9,-43.7,,True,,True,True,,,,,True,,,False,,,False,True,True,True,,False,False,,,,False,False,False,,,,,,True,True,,,,False,False
48007,71,50.0,,52.0,,51.0,44.0,,,,,34.5,,,60.0,,,65.0,77.3,56.5,,,50.0,44.3,,,,81.0,55.0,102.9,,,,,,,57.8,,,,55.7,35.8,-21.0,,-19.0,,-20.0,-27.0,,,,,-36.5,,,-11.0,,,-6.0,6.3,-14.5,,,-21.0,-26.7,,,,10.0,-16.0,31.9,,,,,,,-13.2,,,,-15.3,-35.2,,True,,True,False,,,,,False,,,True,,,True,True,True,,,False,False,,,,True,True,False,,,,,,,True,,,,True,False
48009,14,39.0,,41.4,,34.0,29.0,,,,,21.8,,,40.2,,,52.0,15.0,34.4,,,45.0,21.2,,,,45.0,38.0,48.5,,,,,,,36.0,,,,60.2,27.2,25.0,,27.4,,20.0,15.0,,,,,7.8,,,26.2,,,38.0,1.0,20.4,,,31.0,7.2,,,,31.0,24.0,34.5,,,,,,,22.0,,,,46.2,13.2,,False,,True,True,,,,,True,,,False,,,False,True,True,,,False,True,,,,False,True,False,,,,,,,True,,,,False,True
48011,4,9.0,,9.6,,7.0,7.0,,,,,3.3,,,12.9,,,5.0,18.4,4.4,,,4.0,4.3,,,,0.0,8.0,9.8,,,,,,,14.8,,,,11.1,6.0,5.0,,5.6,,3.0,3.0,,,,,-0.7,,,8.9,,,1.0,14.4,0.4,,,0.0,0.3,,,,-4.0,4.0,5.8,,,,,,,10.8,,,,7.1,2.0,,False,,True,True,,,,,True,,,False,,,True,False,True,,,True,True,,,,True,True,False,,,,,,,False,,,,False,True
48013,397,411.0,,399.3,,291.0,7.0,,,,,157.4,,,376.9,,,375.0,243.9,252.2,376.5,,97.0,247.0,,,,491.0,333.0,395.0,,,,,,386.9,382.1,,,,699.9,341.7,14.0,,2.3,,-106.0,-390.0,,,,,-239.6,,,-20.1,,,-22.0,-153.1,-144.8,-20.5,,-300.0,-150.0,,,,94.0,-64.0,-2.0,,,,,,-10.1,-14.9,,,,302.9,-55.3,,True,,False,False,,,,,False,,,False,,,False,False,False,False,,False,False,,,,False,False,True,,,,,,True,False,,,,False,False
48015,97,130.0,,133.7,,131.0,127.0,,,,,61.4,,,119.1,,,120.0,164.0,106.6,137.5,,132.0,118.2,,,,182.0,130.0,137.5,,,,,,,127.1,,,,171.6,104.1,33.0,,36.7,,34.0,30.0,,,,,-35.6,,,22.1,,,23.0,67.0,9.6,40.5,,35.0,21.2,,,,85.0,33.0,40.5,,,,,,,30.1,,,,74.6,7.1,,False,,False,True,,,,,False,,,True,,,True,False,True,False,,False,True,,,,False,False,False,,,,,,,True,,,,False,True
48017,8,17.0,,15.7,,17.0,0.0,,,,,12.4,,,15.2,,,38.0,6.0,11.6,,,11.0,9.0,,,,0.0,18.0,23.5,,,,,,,60.4,,,,24.3,24.5,9.0,,7.7,,9.0,-8.0,,,,,4.4,,,7.2,,,30.0,-2.0,3.6,,,3.0,1.0,,,,-8.0,10.0,15.5,,,,,,,52.4,,,,16.3,16.5,,True,,False,True,,,,,True,,,True,,,False,True,True,,,True,True,,,,True,False,False,,,,,,,False,,,,False,False
48019,112,82.0,,112.6,,71.0,73.0,,,,,42.0,,,85.5,,,90.0,38.3,62.1,,,46.0,54.0,,,,109.0,82.0,71.5,,,,,,,64.4,,,,153.9,76.2,-30.0,,0.6,,-41.0,-39.0,,,,,-70.0,,,-26.5,,,-22.0,-73.7,-49.9,,,-66.0,-58.0,,,,-3.0,-30.0,-40.5,,,,,,,-47.6,,,,41.9,-35.8,,True,,False,False,,,,,False,,,True,,,True,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
48021,307,363.0,,359.6,,323.0,468.0,,,,,172.4,,,363.8,,,390.0,212.0,234.1,272.5,,532.0,216.4,,,,407.0,327.0,569.5,,,,,,348.2,274.1,,,,320.9,348.5,56.0,,52.6,,16.0,161.0,,,,,-134.6,,,56.8,,,83.0,-95.0,-72.9,-34.5,,225.0,-90.6,,,,100.0,20.0,262.5,,,,,,41.2,-32.9,,,,13.9,41.5,,True,,True,False,,,,,False,,,False,,,False,False,False,True,,False,False,,,,False,True,False,,,,,,True,True,,,,True,True
48023,6,8.0,,7.4,,9.0,,,,,,8.8,,,10.6,,,24.0,13.8,12.5,,,4.0,6.4,,,,17.0,13.0,10.2,,,,,,,12.7,,,,8.1,,2.0,,1.4,,3.0,,,,,,2.8,,,4.6,,,18.0,7.8,6.5,,,-2.0,0.4,,,,11.0,7.0,4.2,,,,,,,6.7,,,,2.1,,,True,,False,,,,,,False,,,False,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,
48025,94,115.0,,115.9,,122.0,122.0,,,,,100.3,,,116.1,,,179.0,98.8,111.2,121.5,,96.0,99.9,,,,147.0,117.0,199.7,,,,,,,142.4,,,,181.4,184.6,21.0,,21.9,,28.0,28.0,,,,,6.3,,,22.1,,,85.0,4.8,17.2,27.5,,2.0,5.9,,,,53.0,23.0,105.7,,,,,,,48.4,,,,87.4,90.6,,False,,False,False,,,,,True,,,False,,,False,True,True,False,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
48027,1230,987.0,,1019.0,,1019.0,780.0,,,,,672.4,,,1262.1,,,1923.0,768.2,1012.3,963.0,,1196.5,728.5,,,,1374.0,1136.0,1858.5,,,,,,819.5,697.2,1664.0,,,1947.3,1024.4,-243.0,,-211.0,,-211.0,-450.0,,,,,-557.6,,,32.1,,,693.0,-461.8,-217.7,-267.0,,-33.5,-501.5,,,,144.0,-94.0,628.5,,,,,,-410.5,-532.8,434.0,,,717.3,-205.6,,True,,True,False,,,,,False,,,True,,,False,False,True,False,,True,False,,,,True,True,False,,,,,,False,False,False,,,False,True
48029,10169,13176.0,,13526.3,8115.1,12123.0,12123.0,,,,,7128.1,,,12549.6,,13783.1,12994.0,19198.1,9337.0,13806.5,,10550.5,8351.0,,,,16513.0,11782.0,13925.2,,,,,,12835.4,10036.5,12650.0,,,10802.3,12564.5,3007.0,,3357.3,-2053.9,1954.0,1954.0,,,,,-3040.9,,,2380.6,,3614.1,2825.0,9029.1,-832.0,3637.5,,381.5,-1818.0,,,,6344.0,1613.0,3756.2,,,,,,2666.4,-132.5,2481.0,,,633.3,2395.5,,False,True,True,True,,,,,False,,,True,,False,True,False,True,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
48031,30,14.0,,13.8,,14.0,11.0,,,,,10.4,,,15.1,,,42.0,10.1,13.8,,,16.0,10.6,,,,20.0,20.0,37.3,,,,,,,16.1,,,,16.0,9.8,-16.0,,-16.2,,-16.0,-19.0,,,,,-19.6,,,-14.9,,,12.0,-19.9,-16.2,,,-14.0,-19.4,,,,-10.0,-10.0,7.3,,,,,,,-13.9,,,,-14.0,-20.2,,False,,False,False,,,,,False,,,True,,,True,False,False,,,True,False,,,,True,True,True,,,,,,,True,,,,True,False
48033,0,0.0,,0.0,,0.0,0.0,,,,,0.4,,,0.3,,,2.0,0.0,0.1,,,0.0,0.1,,,,0.0,1.0,1.0,,,,,,,6.3,,,,0.7,,0.0,,0.0,,0.0,0.0,,,,,0.4,,,0.3,,,2.0,0.0,0.1,,,0.0,0.1,,,,0.0,1.0,1.0,,,,,,,6.3,,,,0.7,,,True,,True,True,,,,,False,,,False,,,False,True,False,,,True,False,,,,True,False,False,,,,,,,False,,,,False,
48035,19,36.0,,31.0,,38.0,31.0,,,,,31.6,,,36.1,,,96.0,34.4,44.6,,,29.0,27.8,,,,56.0,54.0,82.8,,,,,,,40.1,,,,58.1,48.6,17.0,,12.0,,19.0,12.0,,,,,12.6,,,17.1,,,77.0,15.4,25.6,,,10.0,8.8,,,,37.0,35.0,63.8,,,,,,,21.1,,,,39.1,29.6,,True,,False,True,,,,,True,,,False,,,False,True,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
48037,799,288.0,,286.2,,300.0,206.0,,,,,182.0,,,361.7,,,438.0,480.2,234.2,315.0,,305.0,213.8,,,,405.0,301.0,423.8,,,,,,240.4,264.2,,,,346.4,296.6,-511.0,,-512.8,,-499.0,-593.0,,,,,-617.0,,,-437.3,,,-361.0,-318.8,-564.8,-484.0,,-494.0,-585.2,,,,-394.0,-498.0,-375.2,,,,,,-558.6,-534.8,,,,-452.6,-502.4,,False,,True,False,,,,,False,,,True,,,True,True,False,True,,True,False,,,,True,True,True,,,,,,False,False,,,,True,True
48039,1446,1673.0,,1718.1,1889.0,1541.0,1403.0,,,,,1013.3,,,1436.2,,1913.4,1868.0,1375.2,1583.0,1418.5,,1541.0,1588.2,,,,1946.0,1609.0,2898.7,,,,,,1458.4,1462.6,1594.0,,,1306.1,1361.4,227.0,,272.1,443.0,95.0,-43.0,,,,,-432.7,,,-9.8,,467.4,422.0,-70.8,137.0,-27.5,,95.0,142.2,,,,500.0,163.0,1452.7,,,,,,12.4,16.6,148.0,,,-139.9,-84.6,,False,False,True,True,,,,,False,,,True,,False,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
48041,1048,901.0,,883.4,,817.0,805.0,,,,,593.0,,,1056.5,,993.6,863.0,822.1,731.7,837.5,,862.0,811.2,,,,1037.0,833.0,1179.3,,,,,,851.1,755.1,726.0,,,693.0,774.8,-147.0,,-164.6,,-231.0,-243.0,,,,,-455.0,,,8.5,,-54.4,-185.0,-225.9,-316.3,-210.5,,-186.0,-236.8,,,,-11.0,-215.0,131.3,,,,,,-196.9,-292.9,-322.0,,,-355.0,-273.2,,False,,False,False,,,,,False,,,True,,True,False,False,False,False,,False,False,,,,True,False,True,,,,,,False,False,False,,,False,False
48043,16,34.0,,30.6,,28.0,,,,,,24.7,,,24.4,,,110.0,17.8,21.2,,,13.0,16.0,,,,35.0,31.0,31.5,,,,,,,74.7,,,,24.3,32.2,18.0,,14.6,,12.0,,,,,,8.7,,,8.4,,,94.0,1.8,5.2,,,-3.0,-0.0,,,,19.0,15.0,15.5,,,,,,,58.7,,,,8.3,16.2,,True,,True,,,,,,True,,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,False,,,,True,True
48045,1,8.0,,7.1,,6.0,,,,,,3.3,,,7.6,,,4.0,1.5,4.8,,,2.0,3.6,,,,0.0,7.0,5.2,,,,,,,15.8,,,,9.3,7.3,7.0,,6.1,,5.0,,,,,,2.3,,,6.6,,,3.0,0.5,3.8,,,1.0,2.6,,,,-1.0,6.0,4.2,,,,,,,14.8,,,,8.3,6.3,,True,,True,,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,False,,,,False,True
48047,19,22.0,,24.0,,24.0,23.0,,,,,21.2,,,17.0,,,37.0,17.5,21.2,,,14.0,13.9,,,,27.0,24.0,34.8,,,,,,,73.3,,,,31.7,23.8,3.0,,5.0,,5.0,4.0,,,,,2.2,,,-2.0,,,18.0,-1.5,2.2,,,-5.0,-5.1,,,,8.0,5.0,15.8,,,,,,,54.3,,,,12.7,4.8,,False,,False,False,,,,,True,,,True,,,False,True,True,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
48049,184,215.0,,215.1,,198.0,196.0,,,,,132.7,,,192.9,,,208.0,160.3,161.9,177.0,,205.0,142.3,,,,254.0,206.0,160.5,,,,,,188.3,193.0,,,,273.2,225.0,31.0,,31.1,,14.0,12.0,,,,,-51.3,,,8.9,,,24.0,-23.7,-22.1,-7.0,,21.0,-41.7,,,,70.0,22.0,-23.5,,,,,,4.3,9.0,,,,89.2,41.0,,False,,True,True,,,,,False,,,True,,,True,True,True,True,,True,False,,,,False,True,True,,,,,,True,True,,,,False,False
48051,53,33.0,,29.8,,39.0,42.0,,,,,31.5,,,41.9,,,80.0,57.6,40.5,,,26.0,32.4,,,,64.0,46.0,77.8,,,,,,,58.9,,,,37.9,39.3,-20.0,,-23.2,,-14.0,-11.0,,,,,-21.5,,,-11.1,,,27.0,4.6,-12.5,,,-27.0,-20.6,,,,11.0,-7.0,24.8,,,,,,,5.9,,,,-15.1,-13.7,,False,,True,True,,,,,False,,,True,,,False,True,True,,,False,False,,,,True,True,False,,,,,,,True,,,,True,True
48053,78,80.0,,77.7,,80.0,63.0,,,,,68.6,,,104.6,,,216.0,87.1,77.7,95.5,,56.5,68.8,,,,113.0,110.0,155.2,,,,,,68.8,85.8,,,,70.7,82.3,2.0,,-0.3,,2.0,-15.0,,,,,-9.4,,,26.6,,,138.0,9.1,-0.3,17.5,,-21.5,-9.2,,,,35.0,32.0,77.2,,,,,,-9.2,7.8,,,,-7.3,4.3,,True,,False,False,,,,,False,,,False,,,False,False,True,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
48055,94,85.0,,90.8,,92.0,59.0,,,,,94.6,,,93.9,,,240.0,56.8,113.3,108.0,,73.0,58.7,,,,110.0,105.0,242.0,,,,,,75.1,101.8,,,,93.4,131.3,-9.0,,-3.2,,-2.0,-35.0,,,,,0.6,,,-0.1,,,146.0,-37.2,19.3,14.0,,-21.0,-35.3,,,,16.0,11.0,148.0,,,,,,-18.9,7.8,,,,-0.6,37.3,,True,,True,False,,,,,True,,,True,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,True,,,,True,False
48057,91,136.0,,143.7,,91.0,185.0,,,,,52.4,,,120.5,,,91.0,62.7,56.6,81.0,,68.0,72.2,,,,151.0,116.0,168.8,,,,,,,169.7,,,,148.7,102.7,45.0,,52.7,,0.0,94.0,,,,,-38.6,,,29.5,,,0.0,-28.3,-34.4,-10.0,,-23.0,-18.8,,,,60.0,25.0,77.8,,,,,,,78.7,,,,57.7,11.7,,False,,True,False,,,,,True,,,True,,,True,True,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
48059,53,79.0,,77.7,,46.0,42.0,,,,,38.8,,,102.1,,,60.0,12.9,44.5,,,45.0,32.8,,,,64.0,66.0,63.9,,,,,,,76.5,,,,82.0,43.0,26.0,,24.7,,-7.0,-11.0,,,,,-14.2,,,49.1,,,7.0,-40.1,-8.5,,,-8.0,-20.2,,,,11.0,13.0,10.9,,,,,,,23.5,,,,29.0,-10.0,,True,,True,True,,,,,True,,,False,,,True,False,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
48061,1842,1050.0,,985.9,1999.3,1314.0,1094.0,,,,,947.2,,,1158.1,,1536.5,1393.0,1392.8,1402.6,1133.0,,1314.5,906.3,,,,1474.0,1157.0,2751.5,,,,,,1001.8,1139.2,1344.0,,,1433.7,1784.7,-792.0,,-856.1,157.3,-528.0,-748.0,,,,,-894.8,,,-683.9,,-305.5,-449.0,-449.2,-439.4,-709.0,,-527.5,-935.7,,,,-368.0,-685.0,909.5,,,,,,-840.2,-702.8,-498.0,,,-408.3,-57.3,,False,True,True,True,,,,,False,,,True,,True,True,True,True,True,,True,False,,,,True,True,False,,,,,,False,True,True,,,True,True
48063,42,73.0,,74.1,,54.0,65.0,,,,,36.1,,,61.1,,,63.0,45.4,53.3,,,40.0,42.6,,,,74.0,65.0,108.7,,,,,,,74.5,,,,101.5,38.1,31.0,,32.1,,12.0,23.0,,,,,-5.9,,,19.1,,,21.0,3.4,11.3,,,-2.0,0.6,,,,32.0,23.0,66.7,,,,,,,32.5,,,,59.5,-3.9,,False,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
48065,8,8.0,,8.5,,11.0,7.0,,,,,7.7,,,10.6,,,13.0,0.7,7.1,,,12.0,3.9,,,,0.0,11.0,17.3,,,,,,,18.4,,,,14.8,18.4,0.0,,0.5,,3.0,-1.0,,,,,-0.3,,,2.6,,,5.0,-7.3,-0.9,,,4.0,-4.1,,,,-8.0,3.0,9.3,,,,,,,10.4,,,,6.8,10.4,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
48067,76,92.0,,92.3,,92.0,98.0,,,,,52.0,,,90.7,,,119.0,106.2,45.3,80.5,,80.0,71.1,,,,97.0,94.0,114.9,,,,,,,75.1,,,,128.1,77.8,16.0,,16.3,,16.0,22.0,,,,,-24.0,,,14.7,,,43.0,30.2,-30.7,4.5,,4.0,-4.9,,,,21.0,18.0,38.9,,,,,,,-0.9,,,,52.1,1.8,,False,,False,False,,,,,False,,,True,,,False,False,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,False,True
48069,7,13.0,,15.1,,14.0,7.0,,,,,15.2,,,15.2,,,30.0,1.8,12.2,,,10.0,7.2,,,,0.0,18.0,20.2,,,,,,,36.8,,,,13.4,17.0,6.0,,8.1,,7.0,0.0,,,,,8.2,,,8.2,,,23.0,-5.2,5.2,,,3.0,0.2,,,,-7.0,11.0,13.2,,,,,,,29.8,,,,6.4,10.0,,False,,False,True,,,,,False,,,False,,,False,True,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
48071,95,195.0,,206.4,,168.0,258.0,,,,,126.4,,,273.5,,,222.0,155.0,208.1,163.0,,149.0,145.1,,,,,199.0,236.0,,,,,,179.6,160.1,,,,163.7,265.8,100.0,,111.4,,73.0,163.0,,,,,31.4,,,178.5,,,127.0,60.0,113.1,68.0,,54.0,50.1,,,,,104.0,141.0,,,,,,84.6,65.1,,,,68.7,170.8,,False,,True,False,,,,,True,,,False,,,False,True,False,True,,True,True,,,,,False,False,,,,,,True,True,,,,True,False
48073,139,143.0,,144.8,,142.0,95.0,,,,,124.0,,,140.5,,,221.0,76.3,125.9,141.0,,106.0,98.8,,,,169.0,153.0,517.2,,,,,,121.4,134.8,,,,189.4,140.3,4.0,,5.8,,3.0,-44.0,,,,,-15.0,,,1.5,,,82.0,-62.7,-13.1,2.0,,-33.0,-40.2,,,,30.0,14.0,378.2,,,,,,-17.6,-4.2,,,,50.4,1.3,,False,,True,False,,,,,False,,,True,,,False,False,False,True,,False,False,,,,False,False,False,,,,,,False,False,,,,False,True
48075,20,9.0,,11.0,,18.0,,,,,,33.1,,,4.0,,,34.0,15.4,24.6,,,11.0,8.9,,,,,18.0,31.1,,,,,,,30.2,,,,51.0,40.1,-11.0,,-9.0,,-2.0,,,,,,13.1,,,-16.0,,,14.0,-4.6,4.6,,,-9.0,-11.1,,,,,-2.0,11.1,,,,,,,10.2,,,,31.0,20.1,,True,,True,,,,,,False,,,False,,,False,True,True,,,True,False,,,,,True,False,,,,,,,True,,,,False,False
