,predicted_cases,actual_cases,error,perc_error
COVIDhub-baseline,10366867.0,9888989,477878.0,4.8%
IowaStateLW-STEM,10668665.0,9888989,779676.0,7.9%
IBF-TimeSeries,10990619.0,9888989,1101630.0,11.1%
UCLA-SuEIR,8695190.6,9888989,-1193798.4,-12.1%
UCF-AEM,11437566.0,9888989,1548577.0,15.7%
Covid19Sim-Simulator,12708315.4,9888989,2819326.4,28.5%
USC-SI_kJalpha,6962010.0,9888989,-2926979.0,-29.6%
JHUAPL-Bucky,14824067.3,9888989,4935078.3,49.9%
JCB-PRM,17167475.7,9888989,7278486.7,73.6%
Columbia_UNC-SurvCon,19654546.0,9888989,9765557.0,98.8%
