,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
19105,317,462.0,,,,555.0,,62.8,,1351.2,,,145.0,,,,238.0,,-254.2,,1034.2,,,,,,False,,False,,False,,
19107,153,287.0,,,,248.0,,78.5,,,,,134.0,,,,95.0,,-74.5,,,,,,,,True,,True,,,,
19109,497,1008.0,,,,629.0,,669.1,,,,,511.0,,,,132.0,,172.1,,,,,,,,True,,True,,,,
19111,824,1463.0,,,,1035.0,,939.7,,566.8,,,639.0,,,,211.0,,115.7,,-257.2,,,,,,True,,True,,True,,
19113,3075,3052.0,,,,7032.0,,521.2,,5219.0,2266.0,,-23.0,,,,3957.0,,-2553.8,,2144.0,-809.0,,,,,False,,False,,False,False,
19115,220,315.0,,,,239.0,,70.8,,,,,95.0,,,,19.0,,-149.2,,,,,,,,True,,False,,,,
19117,286,231.0,,,,417.0,,327.5,,,,,-55.0,,,,131.0,,41.5,,,,,,,,False,,True,,,,
19119,257,364.0,,,,494.0,,56.3,,,,,107.0,,,,237.0,,-200.7,,,,,,,,False,,False,,,,
19121,467,420.0,,,,651.0,,282.7,,,,,-47.0,,,,184.0,,-184.3,,,,,,,,False,,False,,,,
19123,570,637.0,,,,679.0,,220.2,,,,,67.0,,,,109.0,,-349.8,,,,,,,,False,,False,,,,
19125,870,924.0,,,,1137.0,,210.4,,922.3,,,54.0,,,,267.0,,-659.6,,52.3,,,,,,False,,False,,True,,
19127,636,693.0,,,,1533.0,,138.1,,471.3,,,57.0,,,,897.0,,-497.9,,-164.7,,,,,,False,,False,,False,,
19129,216,413.0,,,,883.0,,103.7,,,,,197.0,,,,667.0,,-112.3,,,,,,,,False,,True,,,,
19131,280,294.0,,,,326.0,,57.5,,,,,14.0,,,,46.0,,-222.5,,,,,,,,False,,False,,,,
19133,224,217.0,,,,525.0,,56.0,,,,,-7.0,,,,301.0,,-168.0,,,,,,,,False,,False,,,,
19135,338,168.0,,,,269.0,,28.0,,,,,-170.0,,,,-69.0,,-310.0,,,,,,,,True,,False,,,,
19137,318,448.0,,,,552.0,,251.7,,,,,130.0,,,,234.0,,-66.3,,,,,,,,False,,True,,,,
19139,719,1043.0,,,,1118.0,,388.1,,1468.3,,,324.0,,,,399.0,,-330.9,,749.3,,,,,,False,,False,,False,,
19141,277,476.0,,,,703.0,,238.9,,,,,199.0,,,,426.0,,-38.1,,,,,,,,False,,True,,,,
19143,64,231.0,,,,299.0,,57.8,,,,,167.0,,,,235.0,,-6.2,,,,,,,,False,,True,,,,
19145,244,469.0,,,,743.0,,178.4,,,,,225.0,,,,499.0,,-65.6,,,,,,,,False,,True,,,,
19147,199,301.0,,,,446.0,,55.4,,,,,102.0,,,,247.0,,-143.6,,,,,,,,False,,False,,,,
19149,468,938.0,,,,1076.0,,516.4,,947.6,,,470.0,,,,608.0,,48.4,,479.6,,,,,,False,,True,,False,,
19151,153,203.0,,,,250.0,,32.3,,,,,50.0,,,,97.0,,-120.7,,,,,,,,False,,False,,,,
19153,10580,11424.0,,,,16427.0,,2580.1,,5482.6,3966.0,,844.0,,,,5847.0,,-7999.9,,-5097.4,-6614.0,,,,,False,,False,,False,False,
19155,1933,2653.0,,,,4314.0,,907.3,,631.0,,,720.0,,,,2381.0,,-1025.7,,-1302.0,,,,,,False,,False,,False,,
19157,288,343.0,,,,469.0,,99.7,,,,,55.0,,,,181.0,,-188.3,,,,,,,,False,,False,,,,
19159,161,350.0,,,,197.0,,346.7,,,,,189.0,,,,36.0,,185.7,,,,,,,,True,,True,,,,
19161,178,301.0,,,,514.0,,57.9,,,,,123.0,,,,336.0,,-120.1,,,,,,,,False,,True,,,,
19163,3395,5026.0,,,,4984.0,,1186.8,,7671.1,2029.0,,1631.0,,,,1589.0,,-2208.2,,4276.1,-1366.0,,,,,True,,False,,False,True,
19165,253,231.0,,,,653.0,,54.4,,,,,-22.0,,,,400.0,,-198.6,,,,,,,,False,,False,,,,
19167,577,1204.0,,,,1603.0,,327.2,,842.9,,,627.0,,,,1026.0,,-249.8,,265.9,,,,,,False,,True,,True,,
19169,1631,1841.0,,,,2580.0,,256.2,,1232.3,,,210.0,,,,949.0,,-1374.8,,-398.7,,,,,,False,,False,,False,,
19171,315,273.0,,,,409.0,,64.9,,,,,-42.0,,,,94.0,,-250.1,,,,,,,,False,,False,,,,
19173,115,91.0,,,,342.0,,6.5,,,,,-24.0,,,,227.0,,-108.5,,,,,,,,False,,False,,,,
19175,209,371.0,,,,681.0,,196.7,,,,,162.0,,,,472.0,,-12.3,,,,,,,,False,,True,,,,
19177,94,238.0,,,,137.0,,78.2,,,,,144.0,,,,43.0,,-15.8,,,,,,,,True,,True,,,,
19179,752,854.0,,,,1424.0,,290.2,,399.0,,,102.0,,,,672.0,,-461.8,,-353.0,,,,,,False,,False,,False,,
19181,1497,1344.0,,,,1770.0,,409.5,,579.2,,,-153.0,,,,273.0,,-1087.5,,-917.8,,,,,,False,,False,,False,,
19183,658,602.0,,,,500.0,,173.7,,,,,-56.0,,,,-158.0,,-484.3,,,,,,,,False,,False,,,,
19185,91,168.0,,,,206.0,,38.1,,,,,77.0,,,,115.0,,-52.9,,,,,,,,False,,True,,,,
19187,737,1456.0,,,,1663.0,,330.7,,,,,719.0,,,,926.0,,-406.3,,,,,,,,False,,True,,,,
19189,225,308.0,,,,399.0,,55.4,,,,,83.0,,,,174.0,,-169.6,,,,,,,,False,,False,,,,
19191,458,595.0,,,,539.0,,416.1,,,,,137.0,,,,81.0,,-41.9,,,,,,,,True,,True,,,,
19193,1868,3073.0,,,,5040.0,,1678.0,,1973.6,,,1205.0,,,,3172.0,,-190.0,,105.6,,,,,,False,,True,,True,,
19195,207,161.0,,,,224.0,,36.3,,,,,-46.0,,,,17.0,,-170.7,,,,,,,,True,,False,,,,
19197,290,420.0,,,,492.0,,194.8,,,,,130.0,,,,202.0,,-95.2,,,,,,,,False,,True,,,,
20001,489,315.0,,,,509.0,,379.7,,,,,-174.0,,,,20.0,,-109.3,,,,,,,,True,,True,,,,
20003,315,182.0,,,,428.0,,92.8,,,,,-133.0,,,,113.0,,-222.2,,,,,,,,True,,False,,,,
20005,392,749.0,,,,777.0,,452.2,,,,,357.0,,,,385.0,,60.2,,,,,,,,False,,True,,,,
20007,126,189.0,,,,163.0,,53.5,,,,,63.0,,,,37.0,,-72.5,,,,,,,,True,,False,,,,
20009,596,826.0,,,,1202.0,,188.6,,,,,230.0,,,,606.0,,-407.4,,,,,,,,False,,False,,,,
20011,489,567.0,,,,608.0,,410.3,,,,,78.0,,,,119.0,,-78.7,,,,,,,,False,,False,,,,
20013,275,553.0,,,,527.0,,112.9,,,,,278.0,,,,252.0,,-162.1,,,,,,,,True,,True,,,,
20015,2552,3367.0,,,,2423.0,,1172.5,,3715.2,,,815.0,,,,-129.0,,-1379.5,,1163.2,,,,,,True,,False,,False,,
20017,69,119.0,,,,79.0,,62.7,,,,,50.0,,,,10.0,,-6.3,,,,,,,,True,,True,,,,
20019,119,91.0,,,,108.0,,21.3,,,,,-28.0,,,,-11.0,,-97.7,,,,,,,,True,,False,,,,
20021,782,1183.0,,,,927.0,,784.1,,,,,401.0,,,,145.0,,2.1,,,,,,,,True,,True,,,,
20023,106,56.0,,,,132.0,,15.8,,,,,-50.0,,,,26.0,,-90.2,,,,,,,,True,,False,,,,
20025,63,133.0,,,,74.0,,52.1,,,,,70.0,,,,11.0,,-10.9,,,,,,,,True,,True,,,,
20027,259,315.0,,,,457.0,,33.2,,,,,56.0,,,,198.0,,-225.8,,,,,,,,False,,False,,,,
20029,218,406.0,,,,524.0,,139.4,,,,,188.0,,,,306.0,,-78.6,,,,,,,,False,,True,,,,
20031,238,378.0,,,,348.0,,292.2,,,,,140.0,,,,110.0,,54.2,,,,,,,,True,,True,,,,
20033,34,238.0,,,,81.0,,61.4,,,,,204.0,,,,47.0,,27.4,,,,,,,,True,,True,,,,
20035,1458,1582.0,,,,1339.0,,498.8,,,,,124.0,,,,-119.0,,-959.2,,,,,,,,True,,False,,,,
20037,1384,1498.0,,,,1387.0,,833.6,,,,,114.0,,,,3.0,,-550.4,,,,,,,,True,,False,,,,
20039,33,105.0,,,,132.0,,58.4,,,,,72.0,,,,99.0,,25.4,,,,,,,,False,,True,,,,
20041,677,875.0,,,,919.0,,472.6,,,,,198.0,,,,242.0,,-204.4,,,,,,,,False,,False,,,,
20043,307,280.0,,,,362.0,,96.9,,,,,-27.0,,,,55.0,,-210.1,,,,,,,,False,,False,,,,
20045,2493,2793.0,,,,3770.0,,854.3,,3389.1,,,300.0,,,,1277.0,,-1638.7,,896.1,,,,,,False,,False,,False,,
20047,46,154.0,,,,76.0,,28.3,,,,,108.0,,,,30.0,,-17.7,,,,,,,,True,,True,,,,
20049,88,56.0,,,,85.0,,9.4,,,,,-32.0,,,,-3.0,,-78.6,,,,,,,,True,,False,,,,
20051,618,1505.0,,,,1175.0,,720.2,,,,,887.0,,,,557.0,,102.2,,,,,,,,True,,True,,,,
20053,268,798.0,,,,281.0,,335.8,,,,,530.0,,,,13.0,,67.8,,,,,,,,True,,True,,,,
20055,722,1610.0,,,,1904.0,,504.4,,996.9,,,888.0,,,,1182.0,,-217.6,,274.9,,,,,,False,,True,,True,,
20057,565,1029.0,,,,1907.0,,268.0,,1172.8,,,464.0,,,,1342.0,,-297.0,,607.8,,,,,,False,,True,,False,,
20059,901,1295.0,,,,1144.0,,753.8,,,,,394.0,,,,243.0,,-147.2,,,,,,,,True,,True,,,,
20061,1353,1617.0,,,,1947.0,,3000.1,,,,,264.0,,,,594.0,,1647.1,,,,,,,,False,,False,,,,
20063,57,35.0,,,,90.0,,3.9,,,,,-22.0,,,,33.0,,-53.1,,,,,,,,False,,False,,,,
20065,55,77.0,,,,62.0,,20.1,,,,,22.0,,,,7.0,,-34.9,,,,,,,,True,,False,,,,
20067,78,329.0,,,,364.0,,144.1,,,,,251.0,,,,286.0,,66.1,,,,,,,,False,,True,,,,
20069,119,0.0,,,,211.0,,1.9,,,,,-119.0,,,,92.0,,-117.1,,,,,,,,True,,True,,,,
20071,14,0.0,,,,111.0,,0.4,,,,,-14.0,,,,97.0,,-13.6,,,,,,,,False,,True,,,,
20073,210,679.0,,,,263.0,,1526.2,,,,,469.0,,,,53.0,,1316.2,,,,,,,,True,,False,,,,
20075,28,49.0,,,,159.0,,3.3,,,,,21.0,,,,131.0,,-24.7,,,,,,,,False,,False,,,,
20077,206,98.0,,,,214.0,,20.5,,,,,-108.0,,,,8.0,,-185.5,,,,,,,,True,,False,,,,
20079,1199,1302.0,,,,1238.0,,365.2,,,,,103.0,,,,39.0,,-833.8,,,,,,,,True,,False,,,,
20081,85,168.0,,,,155.0,,92.7,,,,,83.0,,,,70.0,,7.7,,,,,,,,True,,True,,,,
20083,27,42.0,,,,115.0,,7.6,,,,,15.0,,,,88.0,,-19.4,,,,,,,,False,,False,,,,
20085,406,637.0,,,,631.0,,237.3,,,,,231.0,,,,225.0,,-168.7,,,,,,,,True,,True,,,,
20087,615,742.0,,,,772.0,,333.4,,,,,127.0,,,,157.0,,-281.6,,,,,,,,False,,False,,,,
20089,69,182.0,,,,58.0,,142.9,,,,,113.0,,,,-11.0,,73.9,,,,,,,,True,,True,,,,
20091,17478,20237.0,,,,16223.0,,8694.9,,18676.6,18253.0,,2759.0,,,,-1255.0,,-8783.1,,1198.6,775.0,,,,,True,,False,,True,True,
20093,104,203.0,,,,177.0,,72.0,,,,,99.0,,,,73.0,,-32.0,,,,,,,,True,,True,,,,
20095,198,385.0,,,,264.0,,103.4,,,,,187.0,,,,66.0,,-94.6,,,,,,,,True,,True,,,,
20097,104,63.0,,,,73.0,,127.7,,,,,-41.0,,,,-31.0,,23.7,,,,,,,,True,,True,,,,
20099,1182,1729.0,,,,845.0,,1512.8,,,,,547.0,,,,-337.0,,330.8,,,,,,,,True,,True,,,,
20101,33,147.0,,,,78.0,,163.1,,,,,114.0,,,,45.0,,130.1,,,,,,,,True,,False,,,,
20103,1839,2422.0,,,,3092.0,,1692.6,,1119.4,,,583.0,,,,1253.0,,-146.4,,-719.6,,,,,,False,,True,,False,,
20105,102,259.0,,,,73.0,,185.8,,,,,157.0,,,,-29.0,,83.8,,,,,,,,True,,True,,,,
20107,319,378.0,,,,378.0,,208.4,,,,,59.0,,,,59.0,,-110.6,,,,,,,,False,,False,,,,
20109,29,77.0,,,,84.0,,16.0,,,,,48.0,,,,55.0,,-13.0,,,,,,,,False,,True,,,,
20111,850,1400.0,,,,1748.0,,326.9,,419.3,,,550.0,,,,898.0,,-523.1,,-430.7,,,,,,False,,True,,True,,
20113,980,1890.0,,,,1159.0,,645.9,,,,,910.0,,,,179.0,,-334.1,,,,,,,,True,,True,,,,
20115,432,602.0,,,,487.0,,125.0,,,,,170.0,,,,55.0,,-307.0,,,,,,,,True,,False,,,,
20117,272,1666.0,,,,548.0,,26.7,,,,,1394.0,,,,276.0,,-245.3,,,,,,,,True,,True,,,,
20119,127,189.0,,,,145.0,,23.8,,,,,62.0,,,,18.0,,-103.2,,,,,,,,True,,False,,,,
20121,1143,1372.0,,,,1244.0,,1260.0,,,,,229.0,,,,101.0,,117.0,,,,,,,,True,,True,,,,
20123,226,273.0,,,,263.0,,79.0,,,,,47.0,,,,37.0,,-147.0,,,,,,,,True,,False,,,,
20125,1515,1477.0,,,,1466.0,,965.2,,,,,-38.0,,,,-49.0,,-549.8,,,,,,,,False,,False,,,,
20127,244,308.0,,,,225.0,,1328.6,,,,,64.0,,,,-19.0,,1084.6,,,,,,,,True,,False,,,,
20129,50,0.0,,,,155.0,,1.5,,,,,-50.0,,,,105.0,,-48.5,,,,,,,,False,,True,,,,
20131,197,455.0,,,,492.0,,90.1,,,,,258.0,,,,295.0,,-106.9,,,,,,,,False,,True,,,,
20133,713,686.0,,,,745.0,,822.2,,,,,-27.0,,,,32.0,,109.2,,,,,,,,False,,False,,,,
20135,43,49.0,,,,79.0,,8.4,,,,,6.0,,,,36.0,,-34.6,,,,,,,,False,,False,,,,
20137,84,70.0,,,,189.0,,10.2,,,,,-14.0,,,,105.0,,-73.8,,,,,,,,False,,False,,,,
20139,410,546.0,,,,674.0,,238.5,,,,,136.0,,,,264.0,,-171.5,,,,,,,,False,,False,,,,
20141,150,119.0,,,,104.0,,49.8,,,,,-31.0,,,,-46.0,,-100.2,,,,,,,,False,,False,,,,
20143,198,350.0,,,,252.0,,124.1,,,,,152.0,,,,54.0,,-73.9,,,,,,,,True,,True,,,,
20145,260,735.0,,,,291.0,,628.2,,,,,475.0,,,,31.0,,368.2,,,,,,,,True,,True,,,,
20147,135,245.0,,,,199.0,,74.4,,,,,110.0,,,,64.0,,-60.6,,,,,,,,True,,True,,,,
20149,703,518.0,,,,1368.0,,222.3,,,,,-185.0,,,,665.0,,-480.7,,,,,,,,False,,False,,,,
20151,183,385.0,,,,395.0,,144.9,,,,,202.0,,,,212.0,,-38.1,,,,,,,,False,,True,,,,
20153,65,140.0,,,,110.0,,59.1,,,,,75.0,,,,45.0,,-5.9,,,,,,,,True,,True,,,,
20155,1881,4179.0,,,,3381.0,,1432.5,,4187.7,,,2298.0,,,,1500.0,,-448.5,,2306.7,,,,,,True,,True,,False,,
20157,186,343.0,,,,191.0,,190.1,,,,,157.0,,,,5.0,,4.1,,,,,,,,True,,True,,,,
20159,388,539.0,,,,406.0,,153.0,,,,,151.0,,,,18.0,,-235.0,,,,,,,,True,,False,,,,
20161,1758,1897.0,,,,3406.0,,1065.2,,489.6,,,139.0,,,,1648.0,,-692.8,,-1268.4,,,,,,False,,False,,False,,
20163,194,98.0,,,,155.0,,10.5,,,,,-96.0,,,,-39.0,,-183.5,,,,,,,,True,,False,,,,
20165,117,0.0,,,,95.0,,15.8,,,,,-117.0,,,,-22.0,,-101.2,,,,,,,,True,,True,,,,
20167,139,343.0,,,,270.0,,61.8,,,,,204.0,,,,131.0,,-77.2,,,,,,,,True,,True,,,,
20169,2285,3297.0,,,,2757.0,,1855.3,,1135.8,,,1012.0,,,,472.0,,-429.7,,-1149.2,,,,,,True,,True,,False,,
20171,117,210.0,,,,240.0,,310.9,,,,,93.0,,,,123.0,,193.9,,,,,,,,False,,False,,,,
20173,17175,20615.0,,,,20757.0,,6239.1,,18537.7,11020.0,,3440.0,,,,3582.0,,-10935.9,,1362.7,-6155.0,,,,,False,,False,,True,False,
20175,408,1498.0,,,,1439.0,,396.7,,620.3,,,1090.0,,,,1031.0,,-11.3,,212.3,,,,,,True,,True,,True,,
20177,5524,7385.0,,,,8247.0,,3817.9,,4886.3,2351.0,,1861.0,,,,2723.0,,-1706.1,,-637.7,-3173.0,,,,,False,,True,,True,False,
20179,73,133.0,,,,111.0,,9.5,,,,,60.0,,,,38.0,,-63.5,,,,,,,,True,,False,,,,
20181,85,161.0,,,,332.0,,52.1,,,,,76.0,,,,247.0,,-32.9,,,,,,,,False,,True,,,,
20183,72,140.0,,,,114.0,,22.7,,,,,68.0,,,,42.0,,-49.3,,,,,,,,True,,True,,,,
20185,79,119.0,,,,99.0,,14.3,,,,,40.0,,,,20.0,,-64.7,,,,,,,,True,,False,,,,
20187,20,14.0,,,,67.0,,2.5,,,,,-6.0,,,,47.0,,-17.5,,,,,,,,False,,False,,,,
20189,93,140.0,,,,359.0,,9.4,,,,,47.0,,,,266.0,,-83.6,,,,,,,,False,,False,,,,
20191,831,1022.0,,,,867.0,,889.8,,,,,191.0,,,,36.0,,58.8,,,,,,,,True,,True,,,,
20193,227,511.0,,,,404.0,,167.4,,,,,284.0,,,,177.0,,-59.6,,,,,,,,True,,True,,,,
20195,116,154.0,,,,122.0,,26.2,,,,,38.0,,,,6.0,,-89.8,,,,,,,,True,,False,,,,
20197,258,126.0,,,,259.0,,29.3,,,,,-132.0,,,,1.0,,-228.7,,,,,,,,True,,False,,,,
20199,15,56.0,,,,125.0,,10.5,,,,,41.0,,,,110.0,,-4.5,,,,,,,,False,,True,,,,
20201,123,140.0,,,,246.0,,10.4,,,,,17.0,,,,123.0,,-112.6,,,,,,,,False,,False,,,,
20203,39,63.0,,,,80.0,,9.9,,,,,24.0,,,,41.0,,-29.1,,,,,,,,False,,False,,,,
20205,388,588.0,,,,389.0,,776.8,,,,,200.0,,,,1.0,,388.8,,,,,,,,True,,False,,,,
20207,97,63.0,,,,101.0,,101.4,,,,,-34.0,,,,4.0,,4.4,,,,,,,,True,,True,,,,
20209,4958,7420.0,,,,6649.0,,3041.9,,5959.7,2207.0,,2462.0,,,,1691.0,,-1916.1,,1001.7,-2751.0,,,,,True,,True,,True,False,
21001,480,1106.0,,,,915.0,,487.1,,,,,626.0,,,,435.0,,7.1,,,,,,,,True,,True,,,,
21003,651,693.0,,,,1192.0,,1163.6,,,,,42.0,,,,541.0,,512.6,,,,,,,,False,,False,,,,
21005,733,819.0,,,,861.0,,825.7,,,,,86.0,,,,128.0,,92.7,,,,,,,,False,,False,,,,
21007,109,168.0,,,,230.0,,211.2,,,,,59.0,,,,121.0,,102.2,,,,,,,,False,,False,,,,
21009,1189,1022.0,,,,1974.0,,787.7,,879.6,,,-167.0,,,,785.0,,-401.3,,-309.4,,,,,,False,,False,,False,,
21011,316,189.0,,,,496.0,,955.7,,,,,-127.0,,,,180.0,,639.7,,,,,,,,False,,False,,,,
21013,930,945.0,,,,1334.0,,1026.3,,,,,15.0,,,,404.0,,96.3,,,,,,,,False,,False,,,,
21015,4676,4802.0,,,,6232.0,,3311.3,,4531.5,4147.0,,126.0,,,,1556.0,,-1364.7,,-144.5,-529.0,,,,,False,,False,,False,False,
21017,696,602.0,,,,954.0,,762.6,,,,,-94.0,,,,258.0,,66.6,,,,,,,,False,,True,,,,
21019,1705,3486.0,,,,1787.0,,1753.0,,1539.5,,,1781.0,,,,82.0,,48.0,,-165.5,,,,,,True,,True,,True,,
21021,1670,1988.0,,,,1307.0,,2912.2,,,,,318.0,,,,-363.0,,1242.2,,,,,,,,False,,False,,,,
21023,235,140.0,,,,314.0,,311.2,,,,,-95.0,,,,79.0,,76.2,,,,,,,,True,,True,,,,
21025,371,441.0,,,,548.0,,137.3,,,,,70.0,,,,177.0,,-233.7,,,,,,,,False,,False,,,,
21027,479,329.0,,,,769.0,,174.2,,,,,-150.0,,,,290.0,,-304.8,,,,,,,,False,,False,,,,
21029,2470,2513.0,,,,3246.0,,1865.5,,1260.6,,,43.0,,,,776.0,,-604.5,,-1209.4,,,,,,False,,False,,False,,
21031,476,378.0,,,,635.0,,672.5,,,,,-98.0,,,,159.0,,196.5,,,,,,,,False,,False,,,,
21033,355,826.0,,,,572.0,,1295.9,,,,,471.0,,,,217.0,,940.9,,,,,,,,True,,False,,,,
21035,1125,987.0,,,,1315.0,,505.8,,,,,-138.0,,,,190.0,,-619.2,,,,,,,,False,,False,,,,
21037,3048,2730.0,,,,4895.0,,1860.1,,2061.7,,,-318.0,,,,1847.0,,-1187.9,,-986.3,,,,,,False,,False,,False,,
21039,156,210.0,,,,167.0,,79.1,,,,,54.0,,,,11.0,,-76.9,,,,,,,,True,,False,,,,
21041,388,406.0,,,,647.0,,234.0,,,,,18.0,,,,259.0,,-154.0,,,,,,,,False,,False,,,,
21043,848,826.0,,,,1066.0,,535.1,,,,,-22.0,,,,218.0,,-312.9,,,,,,,,False,,False,,,,
21045,421,728.0,,,,592.0,,445.7,,,,,307.0,,,,171.0,,24.7,,,,,,,,True,,True,,,,
21047,2246,1834.0,,,,2983.0,,1275.9,,1881.5,,,-412.0,,,,737.0,,-970.1,,-364.5,,,,,,False,,False,,True,,
21049,948,924.0,,,,1565.0,,1056.6,,,,,-24.0,,,,617.0,,108.6,,,,,,,,False,,False,,,,
21051,962,539.0,,,,941.0,,380.5,,,,,-423.0,,,,-21.0,,-581.5,,,,,,,,True,,False,,,,
21053,693,644.0,,,,641.0,,462.9,,,,,-49.0,,,,-52.0,,-230.1,,,,,,,,False,,False,,,,
21055,204,266.0,,,,343.0,,177.9,,,,,62.0,,,,139.0,,-26.1,,,,,,,,False,,True,,,,
21057,290,413.0,,,,376.0,,297.0,,,,,123.0,,,,86.0,,7.0,,,,,,,,True,,True,,,,
21059,3965,3311.0,,,,3883.0,,4997.2,,4184.5,,,-654.0,,,,-82.0,,1032.2,,219.5,,,,,,True,,False,,True,,
21061,241,287.0,,,,516.0,,207.9,,,,,46.0,,,,275.0,,-33.1,,,,,,,,False,,True,,,,
21063,203,385.0,,,,325.0,,152.8,,,,,182.0,,,,122.0,,-50.2,,,,,,,,True,,True,,,,
21065,323,371.0,,,,664.0,,156.6,,,,,48.0,,,,341.0,,-166.4,,,,,,,,False,,False,,,,
21067,9081,11466.0,,,,14113.0,,7902.2,,12984.0,6452.0,,2385.0,,,,5032.0,,-1178.8,,3903.0,-2629.0,,,,,False,,True,,False,False,
21069,470,819.0,,,,666.0,,420.1,,,,,349.0,,,,196.0,,-49.9,,,,,,,,True,,True,,,,
21071,1160,1155.0,,,,1245.0,,452.2,,,,,-5.0,,,,85.0,,-707.8,,,,,,,,False,,False,,,,
21073,1361,1344.0,,,,2135.0,,1504.8,,,,,-17.0,,,,774.0,,143.8,,,,,,,,False,,False,,,,
21075,115,84.0,,,,284.0,,60.8,,,,,-31.0,,,,169.0,,-54.2,,,,,,,,False,,False,,,,
21077,205,588.0,,,,456.0,,1473.8,,,,,383.0,,,,251.0,,1268.8,,,,,,,,True,,False,,,,
21079,485,686.0,,,,683.0,,725.0,,,,,201.0,,,,198.0,,240.0,,,,,,,,True,,False,,,,
21081,685,952.0,,,,1197.0,,1842.3,,,,,267.0,,,,512.0,,1157.3,,,,,,,,False,,False,,,,
21083,1473,1015.0,,,,1477.0,,518.5,,1030.7,,,-458.0,,,,4.0,,-954.5,,-442.3,,,,,,True,,False,,True,,
21085,627,525.0,,,,1194.0,,347.8,,,,,-102.0,,,,567.0,,-279.2,,,,,,,,False,,False,,,,
21087,382,406.0,,,,514.0,,110.4,,,,,24.0,,,,132.0,,-271.6,,,,,,,,False,,False,,,,
21089,1237,1456.0,,,,1727.0,,897.1,,,,,219.0,,,,490.0,,-339.9,,,,,,,,False,,False,,,,
21091,364,196.0,,,,377.0,,62.3,,,,,-168.0,,,,13.0,,-301.7,,,,,,,,True,,False,,,,
21093,2850,3031.0,,,,3911.0,,1030.8,,1960.2,,,181.0,,,,1061.0,,-1819.2,,-889.8,,,,,,False,,False,,False,,
21095,1047,1239.0,,,,1153.0,,1356.3,,,,,192.0,,,,106.0,,309.3,,,,,,,,True,,False,,,,
21097,766,427.0,,,,1099.0,,246.5,,,,,-339.0,,,,333.0,,-519.5,,,,,,,,True,,False,,,,
21099,539,1085.0,,,,776.0,,3438.0,,,,,546.0,,,,237.0,,2899.0,,,,,,,,True,,False,,,,
21101,1495,1365.0,,,,1789.0,,1352.8,,437.9,,,-130.0,,,,294.0,,-142.2,,-1057.1,,,,,,False,,False,,False,,
21103,420,693.0,,,,737.0,,691.0,,,,,273.0,,,,317.0,,271.0,,,,,,,,False,,True,,,,
21105,75,105.0,,,,128.0,,316.7,,,,,30.0,,,,53.0,,241.7,,,,,,,,False,,False,,,,
21107,1353,1176.0,,,,1743.0,,540.5,,1070.8,,,-177.0,,,,390.0,,-812.5,,-282.2,,,,,,False,,False,,False,,
21109,378,266.0,,,,570.0,,109.6,,,,,-112.0,,,,192.0,,-268.4,,,,,,,,False,,False,,,,
21111,21828,25914.0,,,,27510.0,,17849.5,,21100.4,15367.0,,4086.0,,,,5682.0,,-3978.5,,-727.6,-6461.0,,,,,False,,True,,True,False,
21113,1376,1694.0,,,,2000.0,,1429.1,,1069.8,,,318.0,,,,624.0,,53.1,,-306.2,,,,,,False,,True,,True,,
21115,588,714.0,,,,782.0,,715.8,,,,,126.0,,,,194.0,,127.8,,,,,,,,False,,False,,,,
21117,5857,5775.0,,,,8987.0,,4267.1,,7574.0,5219.0,,-82.0,,,,3130.0,,-1589.9,,1717.0,-638.0,,,,,False,,False,,False,False,
21119,244,343.0,,,,432.0,,188.0,,,,,99.0,,,,188.0,,-56.0,,,,,,,,False,,True,,,,
21121,1143,1064.0,,,,1806.0,,1479.9,,,,,-79.0,,,,663.0,,336.9,,,,,,,,False,,False,,,,
21123,377,343.0,,,,647.0,,301.8,,,,,-34.0,,,,270.0,,-75.2,,,,,,,,False,,False,,,,
21125,2181,1603.0,,,,2994.0,,1674.8,,642.7,,,-578.0,,,,813.0,,-506.2,,-1538.3,,,,,,False,,True,,False,,
21127,525,497.0,,,,594.0,,505.3,,,,,-28.0,,,,69.0,,-19.7,,,,,,,,False,,True,,,,
21129,131,168.0,,,,352.0,,7.4,,,,,37.0,,,,221.0,,-123.6,,,,,,,,False,,False,,,,
21131,316,329.0,,,,349.0,,209.5,,,,,13.0,,,,33.0,,-106.5,,,,,,,,False,,False,,,,
21133,802,749.0,,,,656.0,,901.5,,,,,-53.0,,,,-146.0,,99.5,,,,,,,,False,,False,,,,
