,count,mean,median,std,min,25%,75%,max
MOBS-GLEAM_COVID,50,9884.2,5900.8,11555.2,432.7,2297.9,11307.4,54939.0
JHU_IDD-CovidSP,51,14117.8,6449.9,19174.7,64.2,2027.5,18188.0,104661.8
JHU_UNC_GAS-StatMechPool,51,15234.7,6976.0,25638.4,45.0,2504.0,14948.8,159712.0
OneQuietNight-ML,51,15810.6,11685.0,18269.9,4.0,4984.0,20167.0,108027.0
USC-SI_kJalpha,51,20110.6,7926.0,42540.6,339.0,3882.5,26387.5,299403.0
IowaStateLW-STEM,49,21294.9,13990.0,26111.6,197.0,5548.0,28558.0,157841.0
Karlen-pypm,51,21729.0,8123.2,42176.5,357.6,1747.8,15826.2,252534.3
Covid19Sim-Simulator,51,22069.3,10063.7,39805.3,121.5,4770.2,26192.9,266894.5
BPagano-RtDriven,51,22936.9,10560.1,36658.1,387.9,4616.6,31645.1,244607.7
Microsoft-DeepSTIA,50,23528.7,14485.6,29386.7,718.4,5762.5,28108.3,152178.1
COVIDhub-ensemble,51,24202.3,16772.0,36863.3,411.0,3566.0,34510.0,239498.0
UCLA-SuEIR,51,24457.8,15331.6,37002.0,26.4,4012.2,30173.3,211800.0
COVIDhub-baseline,51,24677.0,18271.0,37192.0,262.0,4430.5,33043.5,253649.0
CEID-Walk,51,24786.8,16504.9,36749.0,202.2,4279.4,33220.8,247963.4
LANL-GrowthRate,51,25324.7,15220.0,36390.2,4.0,3133.5,28066.5,205324.0
RobertWalraven-ESG,51,25889.5,15759.3,38980.3,231.6,4081.4,32879.7,239613.8
TTU-squider,51,26671.9,14240.3,48347.5,62.2,3145.5,27090.1,328215.0
UCSB-ACTS,51,26732.2,10367.6,59266.3,325.3,3020.7,20975.6,403095.2
JHUAPL-Bucky,51,27638.4,10662.9,42722.3,246.5,3077.9,31466.8,171125.1
OliverWyman-Navigator,51,31782.7,17934.0,49891.9,881.0,7045.5,40319.0,326398.0
LNQ-ens1,51,32960.9,22025.3,45967.4,849.0,5847.5,42372.8,292373.2
Google_Harvard-CPF,51,34500.1,25360.3,36177.8,237.5,10378.3,38765.0,172436.5
JHU_CSSE-DECOM,49,35205.5,21705.0,52062.6,717.0,7354.5,40436.5,284240.0
UMich-RidgeTfReg,50,36562.0,16044.5,66418.4,216.5,6091.3,37525.6,417829.2
UVA-Ensemble,51,42645.6,20118.5,78416.3,7.8,7371.2,53818.0,529244.7
IEM_MED-CovidProject,51,53333.5,27062.8,79005.3,1031.9,8381.4,48473.6,383750.4
CovidAnalytics-DELPHI,51,59898.5,16465.0,211777.9,102.0,4789.5,37798.0,1511615.0
CU-select,51,77753.8,33080.0,137260.7,532.0,14372.5,90845.5,905999.0
DDS-NBDS,51,83848.1,31682.3,164825.6,546.9,10590.1,103325.0,1104383.8
