,predicted_cases,actual_cases,error,perc_error
UCLA-SuEIR,11381521.2,11400763,-19241.8,-0.2%
IBF-TimeSeries,11113752.0,11400763,-287011.0,-2.5%
COVIDhub-baseline,10693088.0,11400763,-707675.0,-6.2%
UCF-AEM,12171407.0,11400763,770644.0,6.8%
JHUAPL-Bucky,12466305.5,11400763,1065542.5,9.3%
IowaStateLW-STEM,10187687.0,11400763,-1213076.0,-10.6%
Covid19Sim-Simulator,14154920.5,11400763,2754157.5,24.2%
Columbia_UNC-SurvCon,16228451.0,11400763,4827688.0,42.3%
USC-SI_kJalpha,5935360.0,11400763,-5465403.0,-47.9%
JCB-PRM,18159123.1,11400763,6758360.1,59.3%
