,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,51,5055.6,1764.2,10268.7,2.5,548.6,5741.3,69458.8
UChicagoCHATTOPADHYAY-UnIT,51,6747.3,2451.0,17166.6,126.4,963.0,6586.7,121712.4
UCLA-SuEIR,51,6996.9,2283.7,22772.8,20.0,940.0,6079.7,163657.8
OneQuietNight-ML,51,7122.4,3194.0,17778.2,87.0,1133.0,7883.5,126490.0
LNQ-ens1,51,9325.6,5027.4,19228.9,243.1,1912.3,10326.7,134674.7
LANL-GrowthRate,51,11089.9,4439.5,20867.8,106.5,1787.5,11664.8,130633.5
MOBS-GLEAM_COVID,50,14200.2,5205.4,40798.9,2.0,1549.9,11607.9,291611.3
RobertWalraven-ESG,51,14523.2,4071.3,27657.0,110.2,1159.3,17745.7,181261.0
TTU-squider,51,15440.7,8337.0,36837.9,103.2,2734.4,15328.1,262896.2
COVIDhub-ensemble,51,16098.6,8931.0,32134.7,60.0,1946.5,15560.5,218040.0
JHUAPL-Bucky,51,16343.8,6796.6,24227.7,293.2,2722.1,17124.9,125602.8
COVIDhub-baseline,51,16358.6,8161.0,34732.4,312.0,2274.5,18861.5,241402.0
Microsoft-DeepSTIA,50,16417.2,9505.0,28069.4,405.0,3304.9,17247.6,189310.7
CEID-Walk,51,16718.7,8233.8,35546.1,406.8,1995.1,19219.5,242956.3
Karlen-pypm,51,16899.3,4672.4,31165.8,46.1,1694.3,15152.2,187183.1
BPagano-RtDriven,51,17379.0,7842.5,39921.3,70.9,2399.5,18480.4,282286.5
MIT_ISOLAT-Mixtures,49,17755.5,9011.6,25714.6,62.2,2630.1,17200.3,129191.9
USC-SI_kJalpha,51,17872.0,10498.0,35140.1,210.0,2366.0,19773.0,243645.0
Covid19Sim-Simulator,51,19415.5,10547.0,35836.4,490.3,3526.1,22358.5,244333.8
UMich-RidgeTfReg,50,19601.5,8091.8,45484.5,84.4,2525.6,19966.3,313074.0
CU-select,51,19614.6,5225.0,52784.1,18.0,1902.5,15619.5,359681.0
Google_Harvard-CPF,51,19727.7,12503.8,24005.1,764.9,5209.2,27689.1,152754.5
IowaStateLW-STEM,49,20541.3,12571.0,36545.4,642.0,4334.5,24372.5,254902.0
IEM_MED-CovidProject,51,20634.6,10612.0,34273.9,239.0,2926.7,21977.8,221651.5
JHU_CSSE-DECOM,49,22337.1,11893.0,47155.5,740.0,3052.5,16998.0,246248.0
OliverWyman-Navigator,51,24381.0,10982.0,44327.5,331.0,4399.0,23737.5,292492.0
UCSB-ACTS,51,32407.4,16522.8,53447.5,146.7,6929.7,35836.5,336795.7
UVA-Ensemble,51,36489.3,15164.6,84348.8,444.5,4760.0,33324.3,580505.9
CovidAnalytics-DELPHI,51,42025.2,8014.0,148224.9,108.0,2562.0,21756.5,1034085.0
DDS-NBDS,51,118951.0,8468.8,612901.4,15.3,3831.8,36244.8,4385120.2
