,total_deaths_2020-06-21,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
COVIDhub-ensemble,120604,134759.3,134777,14790.3,14173,617.3,4.4%
UMass-MechBayes,120604,133344.0,134777,13375.0,14173,-798.0,-5.6%
OliverWyman-Navigator,120604,133233.5,134777,13264.5,14173,-908.5,-6.4%
LANL-GrowthRate,120604,135095.9,134777,15126.9,14173,953.9,6.7%
epiforecasts-ensemble1,120604,133131.0,134777,13162.0,14173,-1011.0,-7.1%
COVIDhub-baseline,120604,132555.8,134777,12586.8,14173,-1586.2,-11.2%
UT-Mobility,120604,132507.0,134777,12538.0,14173,-1635.0,-11.5%
CovidAnalytics-DELPHI,120604,132287.0,134777,12318.0,14173,-1855.0,-13.1%
Baseline,120604,132066.1,134777,12097.1,14173,-2075.9,-14.6%
Covid19Sim-Simulator,120604,131979.8,134777,12010.8,14173,-2162.2,-15.3%
UA-EpiCovDA,120604,131966.0,134777,11997.0,14173,-2176.0,-15.4%
IHME-CurveFit,120604,131676.8,134777,11707.8,14173,-2465.2,-17.4%
IowaStateLW-STEM,120604,131637.0,134777,11668.0,14173,-2505.0,-17.7%
PSI-DRAFT,120604,131580.5,134777,11611.5,14173,-2561.5,-18.1%
YYG-ParamSearch,120604,131041.2,134777,11072.2,14173,-3100.8,-21.9%
GT-DeepCOVID,120604,130392.9,134777,10423.9,14173,-3749.1,-26.5%
MOBS-GLEAM_COVID,120604,130242.7,134777,10273.7,14173,-3899.3,-27.5%
USACE-ERDC_SEIR,120604,129079.8,134777,9110.8,14173,-5062.2,-35.7%
UCLA-SuEIR,120604,128518.6,134777,8549.6,14173,-5623.4,-39.7%
JHU_IDD-CovidSP,120604,141091.3,134777,21122.3,14173,6949.3,49.0%
CU-select,120604,145377.0,134777,25408.0,14173,11235.0,79.3%
NotreDame-mobility,120604,121466.7,134777,1497.7,14173,-12675.3,-89.4%
Auquan-SEIR,120604,164726.0,134777,44757.0,14173,30584.0,215.8%
CovidActNow-SEIR_CAN,120604,,134777,,14173,,
GT_CHHS-COVID19,120604,,134777,,14173,,
NotreDame-FRED,120604,,134777,,14173,,
