,count,mean,median,std,min,25%,75%,max
UCLA-SuEIR,51,75296.9,7369.1,175929.8,0.2,240.5,50716.3,1048716.7
YYG-ParamSearch,51,95229.4,15336.4,172736.5,0.1,1320.4,106392.7,807903.2
LANL-GrowthRate,51,104781.2,3303.2,244941.0,0.0,474.6,66349.0,1169304.9
IowaStateLW-STEM,49,171770.5,11449.0,424773.5,1.0,342.5,97353.0,1929321.0
Covid19Sim-Simulator,51,239858.0,16309.9,555168.5,0.0,356.9,70792.8,2513220.6
PSI-DRAFT,51,253082.5,6084.0,980437.3,0.0,473.1,78521.0,5975580.2
Baseline,51,329298.1,20285.9,732230.1,4.0,616.6,232368.4,4347820.7
IHME-CurveFit,51,346487.5,9323.6,1254702.2,0.2,1440.5,106537.5,8464415.9
SWC-TerminusCM,47,368628.0,19044.0,893424.1,16.0,1682.0,156865.0,4301476.0
USACE-ERDC_SEIR,51,423163.0,9029.0,1194994.4,0.6,924.1,240348.9,7093129.8
