,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,149.1,41.1,263.4,0.5,11.4,177.6,1305.2
YYG-ParamSearch,51,153.8,64.0,199.8,0.2,15.6,220.2,801.5
IHME-CurveFit,51,161.8,79.5,196.2,0.4,18.4,244.9,923.4
UCLA-SuEIR,51,172.7,117.8,221.2,0.2,21.6,236.1,1121.4
IowaStateLW-STEM,49,182.0,62.0,263.3,0.0,22.0,311.0,1398.0
CovidAnalytics-DELPHI,51,230.0,62.0,418.5,1.0,18.5,259.0,2542.0
Covid19Sim-Simulator,51,230.3,69.5,350.2,0.4,16.7,263.5,1236.9
USACE-ERDC_SEIR,51,257.8,76.7,419.7,0.4,22.0,273.5,1961.2
Baseline,51,269.5,72.3,413.5,0.9,30.6,313.7,1711.7
SWC-TerminusCM,48,441.8,130.0,954.1,1.0,36.5,366.5,6146.0
PSI-DRAFT,51,497.4,108.5,1650.1,1.0,34.0,280.0,11650.0
