,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51.0,88.1,23.0,281.8,0.3,4.7,69.4,2009.0
IHME-CurveFit,51.0,100.2,31.8,312.2,0.1,6.1,75.1,2215.4
YYG-ParamSearch,51.0,102.3,31.2,304.2,0.6,6.2,71.0,2164.1
LANL-GrowthRate,51.0,108.2,24.9,292.5,0.2,6.9,91.5,2000.2
UT-Mobility,51.0,109.7,34.0,260.9,1.0,13.8,125.8,1852.5
IowaStateLW-STEM,51.0,110.1,40.0,256.8,0.0,6.5,146.0,1777.0
UA-EpiCovDA,51.0,110.9,40.0,324.5,0.0,8.0,81.0,2275.0
UCLA-SuEIR,51.0,111.2,31.0,280.2,0.2,9.1,115.6,1937.2
Auquan-SEIR,51.0,116.9,46.0,268.1,1.0,6.5,112.5,1690.0
Baseline_0.98,51.0,118.4,46.5,286.3,1.2,8.6,90.7,1921.2
Baseline,51.0,120.1,44.9,259.1,0.3,7.5,120.7,1786.0
Covid19Sim-Simulator,51.0,123.4,27.9,328.6,0.3,5.9,103.0,2290.1
UMass-MechBayes,51.0,125.1,44.0,324.2,0.0,9.0,81.5,2113.0
OliverWyman-Navigator,51.0,125.6,44.8,304.9,0.6,10.7,115.0,2086.7
COVIDhub-baseline,51.0,125.8,46.0,250.2,1.3,7.5,146.5,1685.0
MIT_CovidAnalytics-DELPHI,51.0,140.1,30.0,352.7,1.0,10.0,117.5,2339.0
MOBS_NEU-GLEAM_COVID,51.0,146.1,62.6,308.8,0.9,22.6,135.9,2099.7
USACE-ERDC_SEIR,51.0,161.6,71.9,381.4,0.3,10.2,151.9,2586.1
PSI-DRAFT,51.0,186.9,63.5,435.2,0.0,17.5,122.8,2387.5
CovidActNow-SEIR_CAN,51.0,207.8,48.9,512.4,3.2,31.3,172.3,3002.1
JHU_IDD-CovidSP,51.0,216.0,92.3,341.0,3.7,33.8,259.3,1812.0
NotreDame-mobility,51.0,251.0,20.7,1009.1,0.0,10.8,89.2,6809.4
CU-select,51.0,342.2,65.0,688.4,0.0,14.5,226.5,2825.0
