,total_deaths_2020-06-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,113602,132454.6,135236,21940.6,21634,306.6,1.4%
LANL-GrowthRate,113602,132504.4,135236,21990.4,21634,356.4,1.6%
CovidAnalytics-DELPHI,113602,134013.0,135236,23499.0,21634,1865.0,8.6%
IowaStateLW-STEM,113602,128193.0,135236,17679.0,21634,-3955.0,-18.3%
UCLA-SuEIR,113602,127922.5,135236,17408.5,21634,-4225.5,-19.5%
YYG-ParamSearch,113602,137173.4,135236,26659.4,21634,5025.4,23.2%
PSI-DRAFT,113602,138883.5,135236,28369.5,21634,6735.5,31.1%
Baseline,113602,140302.9,135236,29788.9,21634,8154.9,37.7%
USACE-ERDC_SEIR,113602,122346.6,135236,11832.6,21634,-9801.4,-45.3%
Covid19Sim-Simulator,113602,120491.1,135236,9977.1,21634,-11656.9,-53.9%
NotreDame-FRED,113602,,135236,,21634,,
SWC-TerminusCM,113602,,135236,,21634,,
